O00142 Q8N4B1
Q8WV44 P42785
P53990 Q96RP7
P51580 Q9H4I8
O43463 Q9BZ23
Q86XA0 P16188
Q8IY42 O95263
Q9NXK6 Q9Y5I7
Q8NFW9 Q9NP98
Q9P296 P40938
Q13263 Q8NGG7
Q9NUC0 O60890
Q5DT21 Q15323
Q8WWF8 Q147U7
Q6XPS3 P14621
P0CL81 Q5SY13
Q93063 O95750
Q96NZ8 Q9P0S2
Q9TNN7 Q8N3Y7
Q9H9V4 P49959
P49771 Q9Y2I8
Q93097 Q02297
Q5JXX7 P63145
O95758 Q9ULM6
Q9UBB6 A8MVZ5
Q9UKL4 Q5H9M0
P48147 O75556
Q13432 D6RA61
Q330K2 P05129
Q9UGU5 Q96NR8
O43251 Q8N831
P61586 Q96BP3
P0DN87 Q9H0W7
Q15052 P60372
P56377 Q6VEQ5
Q5TAA0 P05230
Q8N8H1 P22460
Q96HC4 Q9HB90
Q9Y5M8 P13378
Q8WXA2 A6NMX2
Q7L513 Q6IQ16
Q9BUV0 Q9HBE1
A8MUP2 Q13117
P46781 Q8IZQ5
Q9NYJ8 O00628
Q9UBA6 Q8NEJ0
Q86T20 P05155
P18462 P54826
Q8N4T0 Q8WXS5
Q9P2K3 A8MUZ8
Q9BX46 P84103
Q6ZVK8 Q7Z6J8
Q9NQN1 P58499
Q96HH6 Q3Y452
P51522 Q9ULZ2
P35998 P16104
P14598 P48448
Q9NS71 P0C7T4
Q9H239 Q75N03
Q9NVA2 Q969P6
P0C842 A0A075B6J9
Q92583 Q9BQ89
O43747 Q504Y3
P61011 Q9UNS2
A6NEM1 P04732
Q9NZN3 P84090
Q8N4C0 A0A0B4J1X5
P17036 Q8N9E0
A6NEQ0 O75290
Q8IW19 A6NKD9
P63126 Q8WVM0
P0DMW5 Q8NGH5
Q9ULM2 Q8WUT9
Q8WY50 P52742
O15156 O15145
Q9UBN6 P0CG40
P0C0P6 Q86UP8
P51668 O43818
P32320 Q96HU8
Q96QR8 Q9HAT2
P31358 Q0VDD7
Q96BJ3 Q9BYE3
O43822 O95800
P0DKX0 P01742
P58180 O43639
Q9P0J7 Q96E17
Q9HAY2 Q494W8
Q9Y2P5 Q7Z3Y7
Q96QG7 Q6XYB7
P60002 Q7Z6B0
Q96NR7 O94772
Q96LX8 Q8N4L8
O43869 Q8NC44
Q9UIE0 Q8NHU0
Q969I6 Q96M11
Q9NRE1 Q5XUX0
Q14442 Q8N0U6
Q96P69 O60516
Q6ZN18 Q8N9I5
Q96MB7 Q5H9M0
Q969K3 O60927
P48551 P48065
P49755 Q5T5F5
P12235 P49841
Q6ZN79 Q9GZT3
P62304 P83436
Q8NGS1 P30533
Q7Z699 Q9H3P2
O95522 Q9NYP3
Q01546 P00156
P46777 Q96H72
Q7Z5G4 P40189
O00483 Q8N413
P34969 Q96N21
Q6X4T0 A0A0B4J1Z2
Q8WTQ4 Q9UL51
Q8NA42 B3KS81
Q14CZ7 O95744
A0A0C4DH69 Q86W34
P61158 O95620
P07339 A0PJZ0
Q99958 Q9Y2Q1
P49279 Q8IYA8
A8MWY0 Q8IXM2
Q8NC67 P36957
Q09FC8 Q99755
Q9Y606 Q96I45
E5RIL1 Q96HE8
Q92903 Q8N239
Q9H756 Q96NJ3
P10696 P57053
Q7Z601 P09132
Q969I6 Q8N8H1
Q5TA89 Q9H205
Q9UHK6 O75351
Q6DKI1 Q8NHC5
Q8TEB7 Q9UPM6
Q9NVF7 Q9NUD7
P20671 Q9UJT2
Q8TEB9 Q14314
Q9HCE7 Q15545
P28336 Q8WV19
Q8N957 O43255
A6NFQ7 Q9H8U3
Q9UBL3 Q8NGL0
P11597 Q86WU2
Q69YU5 P21741
Q9BS18 A4D1S0
Q6NXS1 Q99643
Q9BZE9 Q6YFQ2
P30495 P82909
Q9NRI7 P01042
Q8NGR8 Q9BQ48
Q9Y639 Q9UBC1
Q5H9E4 Q96PF2
Q5TA77 P30301
Q6ZNB5 P59990
A6NMB9 Q9H3H1
A6NEV1 Q5TC12
Q9H0C1 P21964
Q96LB4 P21549
Q9BR61 Q96G28
P48052 Q9Y5U9
Q9P2K5 Q15722
P20309 Q8WZA9
Q6P4A7 O95267
P48556 P43351
Q7Z4B0 Q8NC54
Q9UQ10 Q9H0G5
P22612 Q9Y3A6
Q7RTY1 Q9Y3C6
Q93088 Q8NFU3
F2Z3F1 P32856
Q13555 Q9NTI7
Q08ER8 A6NKU9
Q3SYF9 P61812
Q9NVH0 Q6ZSK4
P0C5Y9 Q14469
Q9H228 Q9H425
P07205 Q99643
P0DKB6 P43378
Q13472 O60225
Q8NBV8 P63162
Q0D2J5 P21695
Q6ZV65 Q9HCQ5
Q96G74 P78329
P12235 Q7Z402
P48668 Q9H816
Q6UX52 Q9Y5R2
Q9HAB8 Q9BTE3
P15036 A6NCE7
P59990 Q6ZNB5
Q9HBF5 Q86X02
Q8IYV9 P51572
Q8N4P6 Q96CM4
Q8NGC2 P26651
O75891 Q8NBI2
Q9NXH3 Q16394
Q9UQ88 Q8NB15
S4R3P1 Q8N4P2
Q8N8V2 P61812
O75558 P61626
Q15760 Q8TCX1
P0DP71 O95881
P46597 Q8WUA8
Q6NVV7 Q9BYQ8
P78345 Q92527
Q01415 P25100
Q8N1Q8 Q86UD1
Q7Z713 P17020
Q9P0W2 P14653
Q6UUV9 Q9H489
Q01523 Q6PL45
O43300 Q53HC9
Q86XR2 Q8WW01
A6NN90 Q9P2Z0
P43358 Q7L0J3
Q3LI61 Q14162
Q8NHV5 P63162
P01344 Q96NL8
O94818 O00311
O60870 O75159
P15848 P51397
Q8NEW7 Q02878
Q6ZUU3 O00321
P11441 Q8NEY3
Q15750 Q15406
P0CG12 Q9BY44
P78310 P16930
Q96R47 Q8IXW5
Q92890 O94907
O75426 Q8N6D5
P25685 P80162
Q6ZRR9 Q6E213
Q969F0 Q9BZM6
P15882 Q9H8H3
Q8WWL2 Q9Y5J6
Q9H4A9 P09382
P07320 Q8IYI8
P09693 P01275
Q96DL1 P25788
E9PQ53 Q63HQ0
Q6ZNC4 Q14498
P02814 P80404
Q9UL18 A0A1B0GUA6
Q8WTU0 Q9BRD0
Q76N32 Q13530
P48060 Q9BXV9
Q9H4P4 Q8NGH7
Q15513 A0A075B6K2
Q96LD1 Q3LI81
P26012 Q8TEY5
Q9BXP5 Q969H8
Q9UIU6 Q6NXP2
P30711 P15863
Q6ZR54 Q06730
Q8NH69 Q9NXL2
Q6ZS94 P26439
P05783 P53609
P13985 P16278
Q9NV44 A0A0A0MT76
O00505 Q15691
Q9UI14 O43422
Q9BSN7 Q5K130
Q9P255 P22695
P31371 Q14320
Q03989 Q75MW2
P43632 Q96FX8
Q92506 P25713
Q86WB7 O43447
P10155 A0A1B0GVS7
A0A075B6S5 P62714
Q00169 Q5VST6
P60201 P18433
A8MUH7 Q86UA1
Q8NEM2 A6NL82
O76042 A0PJZ0
Q6NZY7 O75069
P0C7W0 Q9UBX3
O76001 O75436
Q5VYV0 Q52WX2
Q6ZP29 F8WFD2
P07498 Q5XKR9
Q9UIV8 P30740
Q6UWW9 Q7Z692
Q8IV04 P55735
P15289 Q9Y5Y5
P10914 P0C870
Q9BWP8 Q5H9R7
Q6NUN9 Q8N910
Q0P5P2 Q16821
Q9UEW8 Q14140
P42166 Q9UBC0
Q96PI1 O00168
Q495Z4 Q96MT3
O15342 P51508
Q9BXR5 P60568
Q86WB0 Q9Y6R0
Q58G82 Q8NH56
P16520 Q9H977
Q8WW36 Q9NY30
A6NGA9 Q9NVI7
Q8IYL9 Q13064
Q9HCL3 C9JQI7
O60936 A0A0C4DH25
A1YPR0 P49458
Q8WY64 Q5T9L3
P04733 P80404
Q00613 A0A1B0GUA7
C9JE40 Q5JTW2
P21912 P0C5K6
Q8WWY6 Q8TAK6
Q96E14 Q8WUW1
Q8TD06 Q96LW9
Q8WVC0 Q9UIL1
Q14103 Q8NH02
P20292 Q9H9B4
O95922 Q9UMX5
P0DN80 Q6UXH8
Q9Y5Z4 P45880
Q12889 Q14154
O60443 Q96A26
Q15831 Q9UBD3
Q8NH05 A6NJ78
Q8NGY3 P55316
A8MVW5 Q86SG4
Q4AE62 Q494R0
Q9H8G2 Q99944
Q8N819 Q86XW9
Q8NEP9 Q495X7
Q9HCJ6 O75636
Q86TL0 P25942
P36941 P53609
Q9NPR2 Q86UD7
P13498 P0DMV8
Q9BQA9 Q9NQZ5
Q86TX2 P54252
Q7Z5Q1 Q9BYC2
Q71RG6 Q8TF32
P20827 A1L162
Q8IVM7 Q9BQ49
Q9UJ94 Q5VYS4
O95983 P49903
Q0VAA5 Q96P63
Q96PG1 Q6ZNC4
Q96A73 O96006
Q9Y3T6 Q6UXB2
Q6SA08 O96020
Q9BZJ4 Q7RTN6
Q9H3H3 Q9NP92
Q7Z5P4 Q8WUZ0
Q6ZTN6 C9JE40
Q86WS5 Q96GN5
P26367 Q9GZQ6
Q9Y4J8 H3BU77
Q5T0L3 P20827
Q16557 O75438
Q99675 Q16254
Q0VAM2 O97980
Q8TED1 Q71UI9
Q96D15 Q86TJ5
Q9H777 Q969H4
Q8N807 P30837
Q9UGK3 Q8WY50
Q96KN9 Q3B726
Q16572 Q8IVK1
Q6UW56 O75436
O00622 O43809
Q04609 P09067
A6NJG2 Q9Y6Q3
Q9GZK7 O15350
O96008 P0C7X0
Q9BQA9 Q9NSK7
Q9UC06 Q16322
Q9Y5Z4 P57772
P55039 Q6ZT89
P18405 Q9P0U4
O60291 Q6ZVT6
P57773 Q13155
P0CE72 O14867
P56179 P0CL84
Q5TYM5 P22531
Q8NA57 Q9UPY5
Q8WW01 Q86XR2
Q9H354 Q10469
Q9H341 P00167
Q15528 Q86U06
P09429 G3V211
P50402 P0C617
Q7L523 O00161
Q6ZP80 P01593
P31939 P15814
Q96IL0 Q8IUI8
P60006 P63162
Q96AQ1 O75426
Q8N3A8 Q9BRX2
P08294 Q92636
Q9NRY7 Q9UHK6
P14859 Q92481
Q96MF7 Q5VXU3
P49207 Q9HCI5
Q8IVL6 Q6URK8
Q16670 E9PRG8
Q9H9H4 Q9UI17
Q8NGI3 Q6R6M4
O75954 Q8NGS2
Q5T1J6 Q9H511
Q8IZJ0 Q96C86
Q9BRA2 Q70IA8
Q9NRZ5 Q8TAT5
P58499 Q16658
O43173 Q16820
Q5DJT8 Q5T681
Q8NH92 Q9NSI8
Q15526 Q8NFQ6
Q495B1 Q05BU3
Q8WV15 Q9Y2J0
Q9NY26 Q5W0U4
P23528 Q9H156
O75771 Q8TDM5
P01229 Q92982
Q99457 Q96M94
Q99417 P48307
O75177 Q9Y2D4
Q9BXN1 Q86Y27
Q5VWJ9 Q96RI8
Q8NF37 Q9BQJ4
O00273 Q9C019
Q9NQC8 O95292
O95872 P06340
Q86UQ0 Q2TBA0
P14920 P12314
P49639 Q13907
Q9NS73 C9JLR9
Q96DZ5 Q9BPZ7
Q15929 Q15742
Q9H4B8 Q02809
Q8N9L7 P47804
O75444 P12644
Q8TCJ0 A4D2G3
Q8NGI6 P68543
Q6P3S1 Q16890
Q9P0L0 Q96RS0
P30046 P60059
Q6UWX4 Q8TC26
Q8IVM8 Q86V59
P09466 Q8NI08
P57679 F2Z3F1
Q99729 Q14582
Q3MII6 Q8N5J4
Q96AG4 Q96FH0
Q9P2Y4 Q9Y5M6
Q14653 C9JJ37
Q8WVM8 Q96AX1
Q15835 P0CJ90
Q9NPI0 P78413
Q7RTR8 Q86WR6
O00178 O95749
Q96NY8 O14931
Q3ZCV2 Q9BVL2
Q8N998 Q99470
Q86Z20 Q8N1L4
P24592 Q9NP84
P09564 Q9HB75
Q8TF20 O75716
Q92563 P53985
Q6ZMB0 Q5XG87
Q8NBX0 Q53GG5
P60228 Q5TBC7
Q15019 Q6ZVN8
Q8IU99 P17024
P04271 Q9H3T2
P16989 O94907
P24666 P87889
Q8N6F7 Q8NB16
P0CW19 Q8WWF8
Q5MNZ9 Q6Y2X3
Q86WU2 O00488
P60842 A6NMZ5
Q6MZZ7 Q9BY42
Q15583 Q9HAB8
Q8NBD8 Q96KN2
Q8IXX5 Q9Y2T1
Q15742 P49639
P30044 P61201
Q5BJH2 P02778
Q8NAP8 Q9NRR1
P09544 P05937
Q8N966 Q8WV41
Q9Y4L5 Q96T21
P13498 Q07000
Q9BQ08 Q5T6X4
Q4QY38 Q71U36
P10515 Q8N9N8
Q96NA2 Q96QR8
Q15915 Q96N38
Q6IQ49 Q6PIS1
Q6ZRF8 Q16342
Q9HAC8 O60224
Q86UQ0 Q9H4K1
Q9NVN3 E9PGG2
Q9XRX5 Q9BX51
Q5JR12 Q7Z4U5
Q8NGE8 Q5TA45
A0A0G2JS06 Q9BYT9
P46926 O95897
Q6ZUT6 Q9BXU9
P07197 P09683
Q8NC54 Q6NUN9
Q9BQP7 P43353
Q96P16 Q9HCN8
Q8N4S7 O76081
P25311 Q8NFP0
Q9UBT3 Q86WA9
Q96PG1 Q5TBB1
P82663 Q9NYW2
Q15669 P0CG12
Q96I27 P47881
Q9BTV5 Q96RQ3
Q8N697 Q6ZR54
Q6NUS8 Q96SL4
Q8NEE0 P52747
Q9NXR8 Q9BSK1
P62195 Q9H3M0
Q8WV28 P16150
O75925 Q9H2V7
O95182 Q9Y5Y4
Q8N344 P07307
Q92903 Q8IY42
Q8TE77 P13236
Q7Z3Y7 Q14019
Q9H6Q4 Q8N8H1
Q99895 Q5HYM0
Q6P4F2 Q9NPR9
Q9BQ31 Q9NP50
P0C854 Q674R7
Q7RTV3 Q9BWC9
Q6KF10 Q8TBB5
B0I1T2 P13693
Q92730 P0C2W7
Q9NXR8 Q96KR7
P48764 O94760
O00429 Q7Z713
O75937 O43653
Q9BZ68 E9PQR5
Q3LI63 Q8N387
A8MWA6 O95925
Q9H0C1 Q9BXJ5
Q9H1Y3 Q9NQR1
Q8NBP7 Q86Y37
Q9NQC8 P49802
P15170 P05165
Q9NNZ6 Q969H0
P23527 P17844
Q8NGC9 Q8N427
Q00987 Q96GR2
P28066 Q9H8W2
P83859 Q15691
Q969U7 Q3ZCM7
P49821 O14649
Q12836 Q99999
Q08623 Q9UBL3
Q8N7Q3 P24534
P11234 Q6ZNI0
P32970 Q96BT3
Q9NSE7 A5D8T8
Q6NUJ5 P0CG24
Q8NEE0 Q9P1U1
Q9BQY9 P62913
Q8IU85 P52788
O15130 O95670
Q15084 Q9BQQ3
Q8N9M1 Q8WYN3
P11597 Q9UKA2
O75363 P15538
Q16690 Q96F83
O60235 Q9UFP1
Q13637 Q8TDD5
P60008 Q67FW5
Q9UGV2 A6NF83
P51513 Q7Z7K6
Q96AH0 A6NMA1
P58181 P61586
Q8TDG2 Q96H79
Q9H606 Q96NT0
Q13046 P82664
Q92542 Q9UBX8
Q9NRG7 Q9P015
Q96NS8 P17024
P0CK97 A6NH57
Q8NGG2 Q9P0J6
P43365 Q9HBI6
P34910 P02794
Q5J8M3 O14512
O95727 P49407
Q7Z4L0 Q8NFJ8
A1L170 Q8TDR0
P03956 Q56P03
Q01959 Q96NX5
P62995 Q9NPC2
Q8N9H6 Q9NPB3
P05362 O95447
Q9H611 P05538
Q9BYQ7 P07339
P02654 Q8TF68
Q9P1W8 Q8N7L0
P61952 Q14596
Q9Y243 Q8TD06
Q8N442 Q5F1R6
Q8IXQ3 O75348
A6NGD5 Q9H161
O60404 B2RBV5
Q5VWM3 Q9NRR2
Q7Z2F6 Q9BRX5
Q8NBF2 P55347
Q6ICG8 P35414
Q9UQN3 Q0VAA2
O95214 Q9H2S1
P20749 P24310
Q5T7N3 P57086
O95832 Q8WVZ9
Q9NYW8 B8ZZ34
Q86UD0 P0CAP1
Q6ZNB6 Q8IXM6
Q6NSW7 Q9NZP2
Q9NYR9 O96007
P37837 Q6U949
B2RUY7 Q7Z3C6
Q9Y6V7 P05538
P19623 Q9BXR5
Q6PEY1 Q8WZA0
Q15049 Q9H3D4
P61601 Q9UIL8
O95881 Q01459
Q86VG3 P0C5Y9
Q9NRE1 Q5NE16
Q86WK6 Q9NX78
P35612 Q02790
Q75MW2 Q969Q5
P52926 Q96M20
A0A0G2JMI3 O75794
Q6JVE6 Q9NTK5
O75131 P25089
Q86VW2 Q9Y2D2
Q8IX15 Q9UQ80
Q8WTQ1 P36776
O95399 Q92806
O95800 O43822
Q8WZ94 Q13363
Q9H222 Q16890
Q92772 Q9H9C1
Q86SE8 A6NL88
P55055 Q8NGI8
Q6UWR7 Q9BYD9
Q9UBL3 Q96DZ5
Q8WUF5 P17568
A6NGB0 P0DMS8
Q9BX68 Q9HAK2
Q7Z3E5 Q9Y237
Q6QNY1 Q8NEP3
Q8WVV9 Q69YL0
Q5VTQ0 Q92522
Q8NGC3 Q9Y5T4
Q96ST2 Q13287
Q96I51 Q8NGP4
Q8NGS0 Q8IUE1
P06881 P13236
P49910 Q8N1Q8
Q5T7R7 P13760
A8MTZ0 Q9Y5E8
Q9H2V7 O75925
A6NK06 O95299
Q6ZMV7 Q8NGA2
Q9ULM6 Q9NS67
Q8IXS2 P27707
Q7Z5L9 P80217
B1AJZ1 Q15436
Q8NHV1 Q86YR6
P11684 P14316
Q6NW40 P34972
Q7Z7G0 P01303
O14829 Q9UMX5
O00566 P47893
Q96BT3 Q9BWF3
Q8NFH4 Q9Y5U5
Q9NV64 P0CG13
Q6ZVN8 Q5VW22
Q9NV44 Q9NP95
P28347 Q9GZY4
P31358 Q8WXA3
Q92527 P15814
Q92876 P14679
P35241 P20800
Q8IUY3 Q6UXL0
Q8WWF3 O15547
Q9NY87 Q9UKQ9
P18859 Q99626
Q5VV42 P62308
Q53HC5 Q9H0C2
O75477 O95988
O15484 Q8NBI3
P81133 Q9GZT4
P18827 Q6ZVF9
P55769 Q96SF2
Q8NHC7 A6NNL5
Q9H227 Q6UXU6
Q96C36 P52895
Q6ZNB6 Q15506
Q969R8 Q8IU81
P20827 Q5T0L3
Q14451 Q9HD47
Q96EE3 Q14210
P33981 Q8WZ55
Q9BVK6 Q8TE54
A0A087X1G2 O00591
Q9TNN7 P53779
P02654 Q9BSW2
P47813 A8MT33
P30419 Q9H1D9
Q9NWB6 A4FU49
P08319 Q6PIL6
H3BQJ8 Q96NC0
Q9BX97 Q9Y2W3
P50613 P01241
Q5TA76 Q9NRG7
Q3LXA3 Q8TDN6
Q93079 Q7L3V2
P19387 Q9Y573
P61565 Q6ZRT6
Q86XE3 Q08431
P46777 P55039
Q96SJ8 Q9NX76
Q9Y605 A6NLC5
Q12907 P30203
O15297 P12694
Q8NA23 P16871
Q8NEK8 Q13239
Q8N7S2 O95750
Q6V9R5 O76087
Q86YE8 Q86YD1
Q8IZ40 Q6UWF5
O60477 Q6IB77
P30520 Q9NP90
Q8N8Q1 Q6UXN7
P55000 A8MPS7
Q6P4F7 P23582
P62873 Q16584
Q9UDV6 Q9Y330
O76076 Q9BZE4
Q9BY08 Q5W041
Q8IYE0 Q96CG8
Q9NPA0 Q92837
Q5VYS4 O00231
Q5TC12 Q9Y5X3
P49721 Q9Y5E5
P18074 P14316
Q6PUV4 Q5XKK7
Q9UGP4 P15735
P53350 Q96QD8
P57723 Q9UKD2
Q9H9P2 Q01415
P03905 O60412
O75409 Q96K80
Q8IXP5 O15444
P10301 Q96GY3
P55317 A6NDD5
Q5VWM5 Q8TF45
Q13478 Q96QE2
P27694 P56705
P17020 P51589
Q9NY87 Q92934
Q5VXH5 Q96R67
P21953 Q9BXI3
P20813 Q8TCV5
Q3B7I2 P19525
A0MZ66 Q01892
Q9H3R2 Q9BPX1
Q8N7K0 Q15427
Q9NRW1 Q8N769
Q86V42 C9JR72
Q9NPI9 Q9P1U1
Q9BT40 Q9P0L2
O60675 Q99689
P07988 Q86VP1
P56597 Q9NWB7
Q9H7E9 O75820
P12643 Q96GD0
P52657 Q8TDC3
P05387 P42167
Q9Y2L1 P62875
Q5TYX0 O00110
P10276 P49640
O15503 Q6ZNW5
Q9UHQ1 P29033
Q9BYR4 Q9Y5I4
Q8IVP5 Q13510
Q9Y6I9 Q13451
P20823 P30038
Q9Y5A9 Q9NRB3
Q9HB15 Q9UI43
Q9Y2H8 Q9BZ97
O14543 P11086
O15130 P61326
Q8N7F7 Q96P56
Q96PG1 P0C645
Q53HI1 Q92583
P37837 Q13112
Q8NBR6 O00244
Q8TCW9 A6NEV1
Q92556 P02792
Q9NQG7 Q9BUM1
P43116 Q9BRP4
Q8IYS8 Q52LG2
P14209 Q9H158
A8MQ27 P49767
Q969E3 Q99816
P30307 Q495M3
P10321 O15350
Q8N7H5 Q08495
A0A0B4J1X5 Q6IEU7
Q5JUK9 Q5GLZ8
Q86V85 P31689
P26678 Q8N5Y8
Q9BVK2 Q9H354
Q16515 Q5JXC2
Q8NHR9 Q8TC90
Q8NH67 Q8IV16
P32780 P26992
Q99426 Q9UIF7
Q99523 Q8N0Y2
Q99611 Q86W74
Q9BZG2 P14138
Q1HG44 A8MSI8
P36915 Q9NWM0
A2RU48 O95156
Q96NR7 Q9NRS4
Q96F25 Q8WUD4
P19022 Q8TE02
P0CL85 P35659
P12271 Q9NVR2
Q96T54 A6NDV4
O14512 P02741
O43657 Q567V2
Q9UD57 P48169
B1AL46 O43315
Q96M20 Q6ZST2
Q7L9B9 Q8IZT9
O14744 P50406
Q86X53 Q14847
P05937 P82673
Q9BQK8 Q6EEV4
Q8NGS6 Q6NSW5
Q9UHJ6 Q9NXS3
Q5XKE5 P05452
O75425 Q8NEP4
P49639 Q92979
Q8TDC3 P51684
Q99626 P35813
Q8TCP9 Q86V86
Q8NGE2 Q9ULK5
Q86W34 Q58FF7
A6NJQ4 Q8TEW6
A6NLU5 Q16653
O43583 Q8N9L9
Q9NRG1 Q6ZNG1
Q9Y2Z2 P10768
Q68DU8 Q8NCW0
Q96HP4 Q4G176
Q9UGP5 Q9Y2R0
Q96A04 P25774
Q99470 Q8N998
P48065 P48551
Q96LM1 P52655
Q9Y6R0 Q9HDC9
Q75WM6 Q8NGN2
P47872 Q9NXX6
Q8N8Q1 Q8NEM8
Q9BYM8 Q9H1M0
C9JUS6 Q15038
Q9H8H0 P30492
Q9HB21 Q9UNA1
Q8NFU0 Q15415
P10606 Q86YN1
Q9NQZ5 Q9BQA9
Q8WV60 P28698
Q9BVM2 Q9NQC8
Q8TAD8 Q9H7X7
Q8WU20 Q7Z5B4
P08709 Q9NQX3
Q7Z5A4 Q96MN5
P47893 P01706
Q9UN75 Q9P015
Q71SY5 Q6ZWB6
Q06330 Q8N3X6
Q96S21 P49753
P17612 Q6YP21
A1XBS5 P31946
O43615 Q16587
Q3LI70 Q6UWN0
Q9BQF6 P00568
E9PKD4 Q8IWS0
Q8IYU2 Q92956
Q9BUK6 O95297
Q9Y5G4 K9M1U5
Q8N7B9 P35716
P62829 A0A075B6J1
Q8TF44 Q96I99
Q8N511 Q6B0I6
Q9BVC4 Q5VUD6
Q9H974 Q6YP21
Q9HAY2 A8MPY1
A6NGN9 Q8IXQ9
Q9H3U5 Q8IWF9
P49458 Q6ZR54
Q5TC04 Q86TD4
P03979 P82933
Q15329 Q96QK8
P42127 O75436
Q14508 O95156
Q15771 Q9BQJ4
Q9H4E5 Q5VIR6
Q96AT9 Q13505
Q9NTU7 Q9BY78
Q5SWW7 Q08554
Q99542 Q6NXR0
O94967 Q8TAC1
Q8WXK1 Q9NZH0
Q9Y572 Q9UH17
Q96S52 P11086
Q9Y5E3 P80303
Q9NZY2 C9JTQ0
P02689 Q8IXL9
Q8N8U2 O75951
Q14188 Q8N7U7
Q9NWX5 Q9Y6Q2
Q8WZA6 Q92830
Q8NCH0 P24394
Q8N693 Q9H3H3
Q9H008 Q8N3X6
P23942 Q9H6D8
Q96BM9 Q6ULP2
Q9GZY4 A1L1A6
Q96LT6 Q96DA6
Q8N8N0 Q9Y239
Q7Z444 Q9P2M4
Q9BX40 Q14916
Q969W9 O15405
Q13634 O95424
Q7Z2G1 Q9H4L7
P07477 Q8TBZ5
Q5TFG8 Q14002
Q6DKI7 Q8NBL3
Q9Y5Z4 Q5JS13
P30825 P00326
Q5VX52 Q96LR2
Q6V0L0 Q8NGB2
P43626 Q5T6L9
Q9NZG7 Q30KQ1
Q9BT49 Q01851
Q9NX76 Q9Y305
Q86TM6 P04439
Q9P0P8 P63172
P10244 Q13867
O75425 Q14197
Q9BRX2 Q8N3A8
O95393 Q9H0R5
O15484 H0YL14
Q58G82 Q14236
Q8NAE3 Q8N4W6
Q63HQ0 P37288
Q96II8 A6NLJ0
P08637 P24462
Q71SY5 Q9NX55
Q9NVM4 Q9BY76
P22103 Q96DZ7
Q5JPI9 P19622
Q96M20 P52926
Q8NGI7 P27815
Q9BYD1 P41208
Q53FD0 Q8IU57
Q9HBL6 P08185
Q96QH2 Q9BYR3
Q9BRS8 O14493
Q86U28 Q5T750
Q9Y697 Q969F8
Q9NRX2 O60284
Q9GZM8 Q6PIY5
Q9Y698 P29017
Q6UWF7 P0DI83
Q13093 Q99871
Q86T96 Q96MT4
P13995 Q53FD0
Q504U0 Q2M2D7
Q9BSY9 Q14994
H3BN30 O95822
C9J302 P22914
P08700 P03971
Q96E52 P24311
P57773 P30510
O95136 O75715
Q86UQ5 Q02548
O43567 O15244
Q9NV29 Q14C87
Q14849 Q8IY42
Q9NUQ8 Q9NYK5
Q9HAH1 Q6UX07
P25788 Q6DKI7
Q96BR5 Q5XXA6
O15444 Q8IXP5
Q5TAB7 Q9BX97
Q13641 Q9UJY4
Q9NRZ7 Q96RD0
Q5MJ68 Q8NEF9
Q96MW5 P30483
Q8N8E1 P81133
Q8IZW8 Q9HAT1
Q9H0A3 P49770
Q9HAF1 Q15561
P62913 Q99612
Q99518 Q8N239
P02747 Q8NGB9
P29692 O15169
P01222 Q86UE3
Q8NGN2 Q86YH6
O00743 Q9P0W8
O15217 Q1XH10
Q8N350 P0CG00
Q96DD0 P27338
Q9BYE7 P19438
Q9BZI1 Q56VL3
P0C7X3 Q8IYN2
Q04826 Q969K7
P0CG12 Q8NFJ9
Q29980 Q6IPT4
Q5H9R4 P30504
O75356 P28907
Q96FN5 Q5MY95
A8MUZ8 Q8IWL1
P15735 Q9UKQ2
P15735 P61457
P21549 Q15583
P0C7M7 Q969G9
Q7RTT5 Q9UBA6
Q86VQ1 O14907
Q86VR8 Q9H3H5
O14874 Q9Y3M9
Q9NRI5 Q9HC07
O60779 Q2VYF4
Q6FI13 Q9BV79
Q9NRF9 P02655
Q6ZRP5 Q96LB2
Q8NA72 Q8N0Z9
Q8IZ63 Q8TBB1
Q9UBM4 Q8N539
Q9Y3I1 P13584
P35232 Q13015
O95278 Q8N0X7
Q8N814 Q96T83
Q9UHV9 Q9NRK6
Q8N126 Q9Y5K1
Q8NEP4 Q9P000
Q9BQB6 Q8IWU6
P05388 Q9HA92
Q96HR9 Q92482
Q5T230 Q8N5W9
Q02487 P19623
Q96QZ0 C9J6K1
Q01459 O95881
O43315 B1AL46
Q15424 O60404
Q9BY77 Q8NH53
Q15915 Q6NXR4
Q9BZS9 Q8NG11
P12980 A2A2V5
O60237 Q9NZG7
Q9BYN8 Q9H6T0
Q5BJF2 Q86UF4
P02792 Q9H009
Q9HBE1 Q9BUV0
Q8WXD5 Q9Y6Q1
Q96RU3 Q8N884
P22888 Q8NHB7
Q9BYQ0 Q6DHY5
P11712 Q580R0
Q8TAI7 Q03188
Q6NUR6 O14967
Q92743 P54851
A6NDG6 Q9UH73
Q96BY9 Q16254
P01817 Q9BXG8
Q9BYR8 O15119
P61580 Q96PB7
Q9NXI6 P16442
P34949 Q6ZS10
Q7Z4G4 Q7Z4I7
P02100 Q9P2C4
P41145 A0A0C4DH24
P49419 Q8N7S6
Q9Y6A4 Q8NGJ6
Q9H875 Q6UXS0
Q9BQW3 P23025
O14683 Q6ZVE7
A0A075B6I1 Q9UIJ7
