Q96EZ8 Q9H1A7
Q5BJE1 Q8N8E1
Q9BR09 Q9NX46
P35243 Q8NGC6
Q96D31 O75525
P31350 Q8NGF7
Q07011 Q92989
P51508 P43355
Q09013 Q6L8Q7
O43347 P49590
Q9Y5U4 P41225
Q14494 P25063
Q6UY11 Q8WWF3
Q96LX7 A4D1S5
O94776 Q6NXE6
Q9GZN2 Q9UL62
Q9BPX3 Q86UA6
O00311 Q8N2U9
Q9NWW5 Q3ZCW2
Q86WX3 P50750
Q5VST6 Q53GQ0
Q9UL46 Q96K31
Q9Y5U2 P02787
Q96Q40 Q96GI7
P58294 Q9HBT8
P30939 Q6NUN0
Q8IUZ5 Q7L8W6
Q5SSJ5 Q49AS3
B1AKI9 Q8NI32
Q2T9K0 Q99653
Q9H898 Q9BZ23
P16383 Q8N0V1
Q6W0C5 Q16665
Q13740 Q3B7S5
P62945 Q9ULP9
Q3MIW9 Q5MAI5
Q9BY50 P0DP71
Q9UQM7 Q8N371
O95926 Q4G0G5
Q9BSM1 Q16609
Q6PG37 O95154
Q9UDR5 P06881
Q8N690 Q96EY8
Q9BQD7 P12271
Q8NES3 A8MTI9
P28332 Q5TYX0
Q6PRD7 A8MXQ7
P13640 Q674R7
Q8WXE9 P0CJ70
P51911 Q96KR4
Q96PR1 P29692
Q676U5 P82970
Q14626 Q6UXK2
P12314 P31431
O75310 Q13098
Q8N8L6 P01611
P31947 Q8NDW4
Q9Y5P6 O94955
Q9Y3Z3 Q9BUP3
Q8TE85 P52434
Q96A72 Q96MT3
Q9H479 Q96BD6
Q8TF64 P01782
Q96IU2 Q00613
O75844 O60784
A2CJ06 Q9ULM6
Q9BZC1 Q9HB40
Q58FG0 Q16526
Q9H7C4 Q9H6Y2
O43818 P28074
P60900 P35527
P02100 Q6WQI6
O43921 Q9BSG1
P02042 Q96BZ9
Q8IW92 P30487
Q6UWZ7 Q8N680
Q9BU23 Q6DKJ4
Q5T035 P09912
Q8IXS0 Q12982
O15259 Q9UN19
Q5T871 O60930
P0DN87 Q5VWT5
Q04917 Q92506
P23141 Q8IWB1
Q7Z6L0 Q9NPC6
P32242 Q6ZRZ4
P62937 P59827
P50591 P30048
Q8N4L8 O95059
P62241 Q9Y6X8
Q6E213 Q96EQ8
Q96E29 Q5VTH2
P28358 Q7Z5S9
Q13126 Q13007
Q9UHG0 Q92844
Q3SXY8 Q6NUM6
Q8IY57 Q9NPA2
Q9H3N8 Q9H0F5
P13929 Q96PM9
P47756 Q92806
D6RBQ6 Q9H305
O15503 Q9BX67
A6NGB7 P36969
Q12893 Q5SR56
Q86WR6 A2RTY3
Q8N5I4 Q8NGH5
P04217 M5A8F1
Q13394 O94826
Q86Y29 P05538
Q8NA54 P60842
Q9BTM1 Q8TCI5
Q8NGI7 Q5T4W7
A6NM76 Q8NBV8
A6NIZ1 Q96PE5
Q96Q11 P54855
Q9NX55 Q8NGS6
P49321 P08621
Q9UK53 Q8WTX9
Q8TAF5 P10301
Q8TCI5 P53801
Q92583 Q8NGL2
Q9BRL6 O15530
P22415 P54855
P40425 A0A5B9
O15165 Q9NX95
Q9Y6Q1 O14757
P49758 A0AV02
Q7L1I2 Q9UKL6
Q8N609 P0C264
Q9NXC2 Q6EIG7
P57088 P37058
P51582 Q04741
P06396 Q15390
Q86XN6 P49914
Q9H223 P0DOX5
P51157 Q9GZW8
Q96NL0 P61160
Q8NH51 P48051
P06727 O43736
P59074 Q96A19
Q5VSG8 P11473
Q9NTG7 Q9UIR0
O00311 Q96KR7
Q16533 Q2M3C6
Q9UJM8 Q69YW2
Q9UJA2 Q9NZD8
Q8N8E1 P0DKX0
Q6PGQ7 G3V211
Q15642 A6NF36
P05388 Q96P66
P98082 Q9H6Z9
Q9BUJ0 Q9NPF4
P01611 P49221
Q9UHJ6 Q9UBK5
Q86WH2 Q86W34
P30968 Q9H1X1
Q8MH63 Q6ZSV7
Q9NYW5 Q96KS0
Q96RQ9 Q7Z6K4
Q7L622 Q96CG3
Q9NSI5 P06280
P16619 Q9UIK4
P47775 Q9UJ90
P10635 P48230
P23409 Q6UX40
Q8N4C9 Q8TBM7
Q8N9R0 Q8NGK2
P10265 P62241
P51970 Q15370
A6NKL6 O15460
Q15415 Q9UBL6
Q8NCH0 Q9HCU8
O43741 Q6NW29
H3BNL8 Q9H4G4
Q9BRL7 Q9NVV2
P04424 Q1T7F1
Q99626 Q86YW7
Q96SF7 P62987
Q13946 Q92670
Q8IVG9 Q9NRY7
Q8N3J3 P14174
P35326 O95970
Q9BYZ6 O75586
A1KXE4 P63211
Q53RT3 Q969S3
Q6UWD8 A0A0U1RRE5
O15182 P63127
Q8N0U7 Q6UX15
Q7RTU3 Q9UJW0
Q16663 Q8NAV1
Q8NGA2 O75718
O00469 P12034
Q9Y5S1 Q96GT9
Q14943 Q5T8I9
P05114 Q96JL9
Q8IZD0 O43772
Q9NPR2 Q96H79
P03886 P18428
P31358 O60548
A6NDV4 Q7RTY3
Q9NPA0 P84095
Q96NT1 Q9NUU6
Q0P6D6 Q8N8H1
P05141 A8MZ97
Q9Y5Q6 Q96R69
Q86Y78 P45954
Q13795 P0DP07
P34903 P00492
Q6P2C8 P05204
Q96MG2 Q6GMR7
Q9BZE9 Q8N1C3
P07864 Q16633
Q96L12 P16298
Q9NPC7 B2RXF0
Q3LHN1 Q6ZMJ2
P55735 Q15059
A6NNX1 Q8N140
P27169 Q9H3Q1
Q6ZVT6 O60291
P60006 Q86SG2
P0CW20 O43390
Q8N2Q7 Q96P68
Q14774 P78356
O14718 Q96CN7
Q08ET2 A4QN01
Q9UQN3 Q14807
P13796 Q92737
Q9NPB9 P13985
Q8NH74 Q96NY7
P12318 Q96RP3
P04062 Q5VTE0
Q6ZWL3 Q9UNN4
Q8NA61 P10398
P27658 Q9NYV9
Q9NTX7 Q8TBA6
Q9NRN9 Q6P1S2
Q68G74 A5D8V6
Q8N3A8 P01705
O14641 Q9H853
Q5TBC7 Q96HG1
P0CW21 P15407
P61970 Q14257
P58743 Q8N5W9
Q96BR1 Q13214
P60509 Q9UKZ9
Q9UBG3 P47710
Q9Y235 O95229
Q08117 Q8IZQ5
Q6ZST2 Q6ZVE7
O95260 P17987
Q96MM3 Q96SF2
P11465 Q9UK33
Q16594 Q5JXC2
Q5VZM2 Q15185
Q6XYB7 Q8N884
P68104 Q16875
Q9BZX2 Q8NH04
Q8N1S5 Q86XA0
Q8IY57 P61981
Q96NE9 Q6DKK2
P49336 P05166
Q8N2K1 Q15329
Q8NAE3 Q9H668
P0DN82 Q96MP5
Q9H305 D6RBQ6
A0A075B6Q5 P02724
Q99835 Q5EE01
Q68DH5 Q9H9E1
Q9UL18 A6NDL7
O95704 O00254
P33947 O43294
A0A1B0GUA6 Q5T3J3
Q9P0N5 Q7L8W6
Q401N2 Q5T3J3
Q9H490 Q02318
O95007 Q6ZN32
Q9BTM9 Q10713
Q8NHA4 Q2KHT4
P23510 Q9BZV2
Q5TGZ0 Q8TCT6
Q8NH93 Q8TE67
Q08AH3 P23760
O94898 Q6ZRX8
Q5TBB1 Q96PG1
Q96PR1 Q04743
P45985 O60291
O43921 Q9Y2J8
Q9H845 P06702
Q9BVG8 Q9UJY1
P0CAP2 Q07699
Q03828 Q16718
Q86VY4 Q8NCW0
P63125 O60784
P53041 Q9BU79
P28070 Q9NXP7
P27169 P07205
Q13610 H3BV60
P17098 Q08AG7
P02778 P08134
Q17RF5 A8MVS5
P78563 Q96MS3
Q8NGP4 Q02040
Q9Y3Q0 Q9NPJ6
Q9BZY9 Q8WVF5
Q9Y6E7 Q29983
Q9NVM1 Q8N4S7
Q9NQS5 P16871
A4D1U4 O96020
P62306 A8K7I4
Q6P1S2 P0C7P2
A6NDN3 Q8NGI9
P0DP08 Q5BJH7
Q15642 Q9H7R0
Q7L0Y3 Q86WR7
Q9BZP6 Q96DB9
Q8NFL0 Q8N371
Q9NRP0 P07947
A6NLU5 Q96LY2
P52799 P04628
P54821 P34130
Q9UJD0 O60783
Q9Y543 Q8NHQ8
P62736 P43155
Q06587 P00742
O43915 Q9NT22
Q9H993 Q9NP55
Q8N0W7 Q5T6X5
Q8NBA8 P51523
P04745 Q8N1B3
Q0VAA2 Q8N699
Q9NRI5 Q9H6Y5
Q495W5 Q8IX19
Q6IEU7 Q8NEA9
P18858 Q5U4N7
Q58FF6 O43399
Q6P1L6 Q9H1B4
P20073 Q8NG85
Q9GZV3 Q7Z465
Q5VW32 Q8N0U6
Q8N5G0 Q6TFL4
P55209 Q6WN34
Q8WTV0 Q96ES7
Q9NZH5 Q5ZPR3
P21246 P59037
Q9BRK5 O43598
Q01449 P09913
Q6P597 P50458
O14682 Q13907
Q8NDW4 Q16082
Q96MN5 Q9Y337
Q8N228 Q14565
A8MV23 Q9HCZ1
P57796 O15066
Q12933 P0CV98
P0CG43 Q8IZN3
O75716 P29966
P13378 Q5QP82
Q9BUJ0 P30989
Q4V328 Q9H496
P48448 Q9NZ20
Q2M385 O00273
O95965 P16402
Q13191 Q5SY68
Q16610 Q99500
Q13508 P26436
Q96BF3 Q9BX51
P04141 Q9Y2Q3
Q96DZ5 Q96R27
Q16384 P22362
O75474 Q8WZ92
P62166 Q8N8J6
P51864 P30466
Q6IFH4 Q92904
Q96R30 Q96I27
Q8NGI4 Q6NUM6
Q9BYH8 P55212
P0DML2 Q96FV2
Q9P2Z0 Q5VWQ0
Q9UPG8 P10314
Q5SQS8 P23921
Q8NH18 Q04837
Q92819 Q6GTX8
Q9BYG0 Q6ICI0
O43264 Q8NGW1
Q8NGY2 Q8NFH3
Q9H772 O95140
Q8NFU3 Q9NPD7
Q8IXI1 A0A0C4DH72
Q53FA7 B2RN74
Q8WWB5 Q6ZN03
Q6IMI4 O14745
Q86V25 P10589
Q9NXZ2 O75575
O43353 Q96B67
P60484 Q9H0R8
Q12999 Q5T7V8
Q86XI8 Q8IYX0
Q96RD1 Q99742
Q8N690 Q13875
Q9HCN6 B9A014
Q9UP52 Q6ICG8
P07951 Q9H2C0
Q04828 O15245
P09622 P0CG24
Q6ZSB3 P41143
Q5VZ72 Q13542
Q02742 P05109
Q8NCP5 Q9H0I2
Q9H0I9 Q9NX08
Q8N0S2 Q8NEF3
A0A087WX78 Q9BY44
Q92624 P34995
P60411 Q8IVJ1
Q8NGG5 P29558
A8MQ11 Q14508
Q96QE5 Q9Y282
P31415 Q9H165
P22460 Q5VZ52
Q8N377 A6NMU1
A6NKN8 Q8N377
Q9UKJ5 Q02153
Q14894 Q9BQJ4
Q6NTF9 P35858
Q13490 Q5VWW1
Q5T442 Q9Y2Y9
Q9H6H4 Q8N1N2
Q6ZNG2 Q8N535
P49368 Q5GAN3
Q9NQP4 P78314
Q9H628 P50222
Q16829 Q9Y2Y1
Q5XKK7 Q6NT55
Q6PHR2 Q8IX05
Q0GE19 Q31610
Q9NZA1 O15198
Q9BRJ9 Q8NFF5
Q9NUN7 Q9GZK4
Q687X5 P01825
Q9NZV6 Q9H977
O15514 Q9BYV7
C9JBD0 P82673
O15218 Q8NH01
Q9UKS6 A6NCL1
Q8TE12 O95460
Q96P64 Q14168
Q92734 Q9BSE2
Q9H8Y8 P05305
Q9UIV8 P26436
Q6PCB0 Q96CD2
Q9ULS5 A5PLL1
P23759 Q969M1
A8MT65 Q86XN8
P04264 A6ND48
Q7Z3Z2 Q9NQZ2
Q8N3Z6 Q06609
P01563 P15516
P30039 O60519
Q53EL9 Q13588
Q9NR81 Q8NBZ7
Q8N543 A0A0B4J1U3
Q30KQ1 Q8IV38
P0DOX2 P01350
P28472 O95059
Q7Z4R8 P24723
Q6ZRI8 Q0VAF6
P02008 Q8NEE8
O95376 Q86YS6
Q9C019 P51884
O95059 Q6SZW1
P61201 Q7Z6K5
Q9Y2T5 Q8NCL4
Q9NSI5 Q12946
P61567 O95780
P32241 P55327
Q93079 Q9BXJ5
P25089 P17900
Q9BYQ3 Q6P2H3
Q6ULP2 Q6DRA6
Q07973 O75764
Q8NEW0 O76050
Q92506 Q04917
Q96KX0 Q6ZMG9
P56693 Q9UL17
Q9BV94 Q15828
Q9BYG0 P33240
Q6X4W1 P52961
Q9HAU8 Q96G25
P05305 Q58F21
Q4G0X4 Q9H0R5
P09914 Q9UQQ1
P50402 Q15287
P61619 Q16772
Q8IVM8 P0DM35
Q6P4F1 Q13422
Q96CE8 P05023
Q9UBV7 O14818
Q96CP7 O14579
Q07002 P51959
Q13202 Q86SG3
P28482 Q9BRB3
P26378 A4QPB2
Q01167 Q9NR28
Q6UWL6 Q8N386
P01589 O75569
Q9Y2C2 Q07065
O14683 Q86VZ2
A4D1S5 Q9Y255
Q8NAA6 Q9HC38
Q5HYK7 Q6TCH4
Q9NRD0 P35080
Q8N6K7 Q96JW4
Q12836 Q9NQZ8
P30291 O60779
Q9GZP4 P20337
Q8N2W9 Q7Z5H5
P00390 Q9UK97
Q99748 O14773
P08133 P78383
Q9NU63 Q6PII3
P17302 Q14116
Q9BXU2 Q9NY28
Q6ZSJ8 P12757
Q8WWU5 Q9NS18
Q96P71 Q8N446
Q9HCL3 Q5TID7
Q5TGS1 Q9H201
Q02790 Q32M88
A0A0A0MT36 A6NHZ5
P43004 Q6PCB7
Q9HCN3 F2Z3M2
P49223 Q8NGG7
Q5TKA1 Q15813
Q96AT1 Q53EL9
Q5TYW2 Q96PH6
Q8NGH5 P28908
P51512 Q9BT78
C9JBD0 O95352
Q8IUB5 P22748
Q92858 Q5MJ68
P08779 Q9H5K3
Q9NQX5 P50454
Q9NX53 Q86SG5
Q8NER1 O14609
O60256 C9JVW0
Q5T440 A1L168
Q8IV56 Q9UQ52
Q6WQI6 Q9P0S3
O43837 Q86UY5
Q6ZS72 O14718
Q9UHF3 Q9NXR7
Q68BL8 A9UHW6
Q9BV99 Q96LD1
O14990 Q00325
O00470 P23946
Q96DD7 Q9H0A8
Q08188 P0C7V9
P59544 Q6IPX1
Q70YC4 Q96EF9
Q9NR50 Q8WV15
Q99653 Q8IWP9
Q9UGF6 Q49A17
Q8NGY6 Q8WWC4
P62760 Q8NCF0
P48378 Q9NR22
P78317 P48029
Q13547 Q9NRP2
Q93077 P50238
P0C5Y9 O75351
Q15777 Q9BSG5
P20338 P49643
Q9NYG8 O75462
P24557 O95243
Q9H3Q3 Q9HAA7
Q16533 A6NCC3
P55273 O15305
Q9UN81 Q14586
Q8TBZ8 O60613
Q8N6D5 Q8NG77
P16298 Q9BXS5
P14618 Q99717
Q96G28 Q8WYN3
E9PQX1 P69892
P49903 O95983
Q9UBL3 Q9HBH5
Q6NVH7 Q17RA5
Q96R48 Q16611
Q9BV10 Q16617
Q32M45 P0DKL9
Q99741 O43159
O75461 A6NCM1
O00391 Q02045
Q96A28 Q8IZ13
P45973 Q9H841
Q9BW71 Q92783
P40200 Q9H4E7
Q2M218 P17861
O76070 P62072
Q496A3 Q9H0V9
Q96L92 Q96S37
Q9Y6A2 P35372
Q8IWD4 P0CG04
P46109 Q6PIY7
Q9BYD6 O75493
P54793 Q96RR4
Q8IYB9 Q8NDV2
P14222 P58005
C9JC47 Q9UBP9
P25942 P27658
Q6UY11 Q8N1N4
P57086 Q6NUP7
A0A0B4J2D9 Q9NP74
P0C2Y1 A0A1B0GUJ8
P0C7N8 P61278
Q7RTT9 Q9H4S2
Q8N9I9 Q6ZNC8
Q8NEQ6 P46952
Q7Z4U5 Q9UBK7
Q8IWD4 Q9BR61
Q8N468 Q9HAH7
Q5TZK3 P13500
Q8N8D7 Q96E22
P50453 Q9BYD6
B4DU55 Q9ULR0
Q9H8W5 Q6UXG3
P22674 A6NGA9
O75330 A8MTJ6
Q9NR28 Q8IU85
Q9H7B4 Q8IYS1
Q6S8J7 P23515
Q86VD7 Q9UBW8
Q99952 P50150
P08247 Q8N743
Q9GZW8 O95199
Q5JRS4 Q14331
Q96DG6 Q9Y574
Q9P0B6 O15528
Q9BXP2 P46109
Q15072 Q8IZC4
P0DP23 Q9UFF9
Q8NHV1 Q6VVX0
Q5XLA6 Q9UBK9
P0CJ73 Q86WR7
Q6ZQY3 P52736
Q9UHF0 P00973
P17481 Q96G28
Q5T7R7 O95747
Q8TDW4 Q6ZUT6
P43353 Q92819
Q9GZP4 P11216
Q9Y2G7 P61550
Q5VWK5 Q96FA3
O75473 Q8NGC4
P05787 Q9NTX9
Q9H992 P59826
Q3SXM5 Q96BZ9
P50135 Q9UJ04
Q96LB0 P42330
Q6PEX7 Q14353
Q14019 Q3LI76
Q9NP70 Q6DRA6
Q8N2I9 P32942
Q8WV19 P09917
P07550 P46597
P0CE67 Q86XI8
O95479 Q68D85
O76087 Q5K130
P36268 P23025
O14798 Q6PJG9
Q8IXQ6 Q99627
P43080 Q8NER1
Q96I23 Q49AH0
Q9BXF9 Q8NBV8
Q96N11 Q9Y6C7
Q8NGE7 Q9NVG8
M5A8F1 P04217
P08134 Q8IWE5
Q8N142 P46937
Q6PXP3 Q9H2B2
Q9GZN4 Q9UNA4
Q6EKJ0 P10747
O14626 O15209
Q9BXI9 Q9Y285
Q9UPM8 Q5MJ07
Q6GQQ9 Q8IYJ0
Q6L8Q7 Q6IMI6
O95630 Q9P104
P15516 A6NCN8
O76082 Q8N2Z9
C9J3I9 A5D6W6
O60496 Q8NH00
Q9GZN0 P04632
Q8NFY4 Q96FN9
Q9Y5K6 Q8IXJ6
Q8N4L2 P0CW21
Q6ZSA8 Q96LB9
P48060 P23769
P08908 Q9NRD1
O75192 Q9UNZ2
Q9H1X1 Q16836
P51878 P48066
Q96CD0 Q9UBD0
P30042 Q8IVH4
Q86XD8 O95620
P29372 Q9HCQ7
Q9UBX1 O76080
P09958 P26378
Q9UBC1 Q5SQN1
Q13705 Q9NR34
Q6UX06 Q96MI6
Q8NFT8 Q9UDX5
Q9NVN3 P20592
P0C853 P51582
P56749 Q8NGD0
Q9BU89 Q86YJ7
Q13257 P50221
A4D256 Q9NS23
Q9BXT2 Q8WWY7
Q9BQ70 Q9GZM8
P84095 Q5K4L6
Q9Y3V2 Q99731
Q8NHC6 P20073
Q8ND83 Q5SQS8
Q9H2Q1 P0CG39
O14603 O00453
A0A0C4DH39 Q12983
Q16584 P51679
Q9UJD0 Q8WVV5
Q3SXM0 Q9Y5S8
P0DM35 Q9NPH6
Q15435 Q99618
Q969T7 Q86W54
Q969U6 P30462
Q86Y82 Q8IUB5
Q9P1U1 P61601
Q9Y258 Q8N4Q0
Q96NL8 O15467
A6NGB0 Q9UJX2
O95222 Q8NG81
Q00973 Q8WVV5
P51151 P62879
Q96FV3 P10155
O76061 P14550
Q5VTA0 Q9UBE8
P38567 Q9NS26
Q9H1N7 Q86VE0
Q8WVZ9 Q6UXP9
Q96A84 Q5VWX1
P35225 Q96IQ9
Q9UKT8 P58012
Q8WZA1 Q9BVC6
O14792 Q3SY77
Q9H4X1 Q99487
P15313 Q86WV1
P24468 P29692
Q9BUI4 Q7Z5R6
Q6ZN44 Q5JRK9
Q8N6W0 Q8WXD2
Q9H0X4 Q8WTQ1
P61550 Q9BSN7
Q9Y2D1 Q9UIV8
P58182 Q9NR61
Q6ZSA8 Q15084
P11836 Q92839
Q8TCW9 Q96NZ1
Q16610 P67812
A0A0B4J1Y9 P48029
O76027 Q8NGX9
Q05519 Q86SK9
P16989 Q96MK3
Q9UJH8 P40189
Q969S3 Q53RT3
Q8N2Q7 B7ZAP0
P51813 Q9NYX4
Q7L3B6 O75478
Q9Y4A9 Q86SG2
Q8NHR9 P28288
O60676 P41145
Q9NPC4 Q6UXH9
Q9BQY9 P11086
Q9HDC9 Q8NFQ5
Q6L8G9 O95178
P15586 Q15035
Q9H3D4 Q15049
A0JP26 Q92813
Q8NEF9 Q96IY1
Q7Z5H4 P41235
Q8NFQ6 P15309
Q6NZI2 O75688
Q13427 Q86UY6
P06127 O43681
P01569 Q9HB71
Q9UI14 Q01105
Q75MW2 Q16695
P59051 Q8NHV1
O14925 O95202
Q969H9 O43820
O95460 Q16740
Q13561 O14756
Q6GV28 Q6NUM6
P40305 D6RF30
Q8WUD6 O43286
Q15008 Q9BVC4
O14735 Q6ZVQ6
P09564 Q8IYI8
Q96PX1 O60858
Q7Z4N8 P13929
Q3KQV9 H0UI37
Q9UKL4 Q8IX15
P13631 Q8N1N2
Q01892 A0MZ66
P17098 Q9Y3S2
Q96DB9 Q9P031
O75800 Q8IWD4
Q96LD1 Q9H0J9
P52797 Q8NA54
Q15043 Q95460
Q6T311 O43678
Q9UKB5 Q99878
Q9ULM2 Q9GZN8
Q9Y2H2 O75556
Q9ULW6 Q9Y6E0
P11182 Q86XR5
Q53RY4 Q96NU1
Q8N815 Q96RM1
Q9BW61 Q16821
P35659 A1XBS5
Q8WTR4 Q02742
Q49AM1 O95631
Q8NGV0 Q8WW18
P09681 Q8NES8
Q53TN4 Q13434
Q9Y3D7 O94826
P17302 Q8NDQ6
O14910 O43612
Q5VVQ6 Q5W150
Q31612 Q8IZF3
Q9C0I9 P56555
Q6NVV3 Q13362
O43915 O94763
P00736 P0DN87
Q5HYW3 Q6NT04
O75888 Q8TF65
Q92925 Q6P1R4
Q15274 A6NMD2
Q8NFR7 Q6UWP8
Q8WWI5 P06753
O95140 B1AMM8
Q6IE81 D3DTV9
Q8N2A0 P0DMP2
Q59H18 Q8NG76
Q76B58 E9PKD4
Q9P2N2 Q86X60
P08173 Q8WUD6
O15539 Q8IZN7
Q8NHV1 Q9BQE5
Q96BZ8 P06310
Q96DL1 A0PK00
Q96CP2 P50747
Q5T752 Q5VY43
Q9NRB3 P51798
P55854 Q9BV97
Q9NUQ9 P52209
P78385 Q8IXQ8
O00241 Q9UH17
Q13547 Q04759
Q99757 O60676
Q9NRX1 Q8N4H5
Q92963 Q8TDL5
A6NEM1 Q96Q80
Q6P087 Q4U2R8
Q9NZQ7 P49406
Q96MU6 Q9UM11
Q9UJG1 P86790
Q9GZY0 Q96S94
P14778 Q16270
P0CL81 Q9NZC9
P61244 Q9BPW8
Q9P272 Q9GZN0
P47804 Q6NUN7
Q7Z4I7 Q7Z4G4
A8K855 P54819
P0C5Z0 P82663
Q9C009 Q5VTQ0
P26717 Q9NX04
Q6NX45 B7U540
P98179 Q8TF42
O00463 Q9UGP4
P31948 O75943
Q96JQ5 P0CI00
Q9NP72 Q9Y614
P59827 Q14916
Q6NVH7 Q8NGN5
Q5EBN2 Q6ZR54
P15880 Q8N7R7
Q2WGJ8 Q8N0Y7
Q9NP55 P14222
P78386 Q8N0U8
P05129 Q8TCC3
Q5TH74 Q96RU8
P10696 O94805
Q1T7F1 Q9H6K4
Q14103 Q16206
C9JDP6 Q96QR8
P04554 P34931
Q9H3H9 Q2QL34
P50995 Q9GZS9
Q5BJH7 Q96CV9
O60232 P0DOX5
Q96D71 P0C842
P02747 P0C7N5
Q92734 O75638
Q9H147 Q8N1L1
Q9NRJ2 O95965
Q6DN03 Q1W4C9
O00204 Q9H867
Q9BVG8 P22466
Q9HCI5 P49207
Q6P4A8 P31948
Q9P2C4 P61225
P46060 Q9BTY7
Q99460 Q9H0U4
O95159 Q8TC84
P31513 Q3B8N2
Q8WXC3 Q6ZTZ1
Q6ZMN8 O43251
Q16854 O15442
Q9H714 P62256
Q96GJ1 P35218
P0DP58 Q92544
Q9UJU2 O95402
Q9UBM8 Q9H6B1
P21810 P62380
P82933 Q8IYA7
Q9BZQ4 Q8NI38
Q9NXA8 Q8N907
P54829 O95264
Q8NCC3 Q8TEE9
P48230 P23511
Q02446 Q8N693
Q8TAE6 Q15126
P18505 Q719I0
P09001 P31152
P25713 O43395
Q9Y2T1 Q9Y296
O95399 Q0VD83
Q9P2U7 Q13825
Q9NPQ8 Q9BX73
Q8N0X2 Q92530
A6NHA9 Q8WWF3
Q8NHS2 Q9NXJ0
Q14032 Q63ZY6
Q9Y3M2 Q8NAP8
Q05BU3 P28068
Q9NX77 Q9NRX1
Q13501 P14678
Q96M96 O75521
Q6ZSM3 Q0VDG4
Q15389 Q6ZRP0
Q9BPX1 Q96TC7
P19387 Q8NDQ6
O96018 Q15046
P05015 Q96NG8
Q7KZF4 Q9BZK3
O75446 P01700
P35637 Q69YG0
Q8N0X2 P07910
P55316 Q8NGY3
P02100 Q96QF0
Q8NCY6 P86481
O75879 O75083
P0C866 Q8IUH2
Q8TF45 P98182
Q96FJ0 Q9P0S9
Q8NFP7 O60756
P62330 P04150
Q9HBV2 O43918
O43852 Q9Y5E2
Q8IZ81 Q9BQ08
P37173 Q8N328
Q9H7P6 Q07001
Q8NCK3 A6NIH7
P16389 P56915
Q9GZZ1 Q66K89
Q5NE16 Q9NSN8
Q9NV31 Q7L591
P02792 Q8IXL9
P52943 P08243
O95990 Q9NZV6
P08590 O75333
P24278 Q99574
P32881 P47775
Q9NTX7 Q9Y3B4
A4D1T9 Q14602
Q9H9A7 P30685
Q8NBR9 Q9UK45
P0DMW4 Q9H114
O60844 Q5JRS4
Q0D2H9 O75419
O43320 O43818
Q9BPU9 Q9H1K0
Q86UW8 A6PVL3
Q16658 Q99518
O95072 P56545
Q86XP0 Q9Y2Z0
H0YL14 O15484
Q9BTE3 B6A8C7
Q9BW27 O43614
A4FU28 Q8N4Y2
Q9H5F2 Q5JTW2
Q6UWW9 Q5T5S1
O15460 Q9Y473
O43581 Q9HB65
Q6ZMT1 Q9H1M3
Q5JTD7 P30510
Q9BY21 P05093
Q8NH37 Q14807
Q6ZRR5 P63211
O14610 P0DME0
Q8NEY3 P11441
P22083 Q86XR5
Q8N5M4 Q86XF7
Q96DG6 Q86WX3
Q8N307 Q86XJ0
Q15582 Q8NCL9
Q96A72 Q8IY84
Q86W10 A6NKU9
Q9Y3B8 P57721
Q9UBB9 Q96LR7
Q8NB37 Q53HC5
Q6ZRX8 Q9UH90
Q14140 Q99638
O14867 Q99551
Q9UL46 Q86W10
Q9Y6B7 Q92537
O14965 O14931
O60826 Q6UY18
Q13202 Q9Y5Q6
O43805 Q96F15
Q9UEW8 O76054
Q9BYX7 Q9BS18
Q9BYG8 Q9NPI7
Q658K8 A6NI79
P25942 Q6UXB1
P0DMV8 Q96DL1
Q6ZMT1 P55056
Q6I9Y2 Q96JM7
P51815 Q5SRI9
Q8NCR3 Q6UXR4
Q96LL3 P11836
Q5SY85 O14977
P01599 A6NFU8
Q0P641 P19878
P09017 Q9BYV6
A8MZF0 P14174
O60870 P57053
P46059 Q9NWX5
Q8NH19 Q9H3E2
P21810 P00846
Q14012 Q6P5X5
O76064 P30685
P0C263 P78552
Q8N1D0 Q9BS18
Q53HV7 P01730
Q6V9R5 O75131
Q96I27 Q86X53
Q8TBZ9 Q8NFP0
P57789 A6NNJ1
P78345 O75943
O14598 O14512
Q8IYL9 Q9UBW5
Q6ZS52 P26885
P55199 P62847
Q9H7U1 Q9NUM3
O75840 D6RCP7
O14508 Q5TF39
Q9WJR5 Q6ZUX7
O95292 Q9NQ31
Q7Z2X7 Q9H8X3
Q9NX24 Q5KU26
P07320 Q9BY19
Q5JVL4 P23280
Q96BT7 Q15185
O60831 Q7L4P6
Q14249 Q86VK4
Q9NQS3 Q9NWS0
Q8IX94 Q8N7E2
Q9H098 Q8NH37
O14843 Q6PDA7
Q6NXG1 P16989
Q9Y534 P42166
Q3SY84 Q8NFB2
P60568 P41181
Q03013 Q11130
Q9UIK4 Q8N443
Q99574 P52757
Q9HC36 Q8IVM8
O00182 Q9UJT9
Q96C00 Q9Y471
P52209 P28358
Q9H8X9 Q3SXY7
P13995 Q96AP4
P08567 O00338
Q96IQ9 Q13144
Q14247 Q13643
P12532 Q9Y6E2
P04818 Q8WVV9
A0A087X1G2 Q9BV99
Q8WZ69 Q14390
Q5TBC7 Q9NSK0
O15444 Q9UHF3
Q14765 Q8NGB8
Q8N9M1 Q8N6I4
Q5TGI4 Q9UJM8
P22531 Q5TYM5
A6NHQ4 O15499
