P62258 Q9UKT5
Q969Z0 Q13137
O60260 Q9Y3I1
P78362 P62995
Q9BYQ4 Q9Y223
P17482 Q8ND90
P13010 Q8IW19
P56545 O15409
Q96L14 Q13155
Q8N0S6 Q8IZU0
Q701N4 Q9BYQ4
P24863 P50222
Q9UMR2 P54274
Q9Y4E8 Q9BTM9
Q12929 P62993
Q9H0R8 Q92609
Q53FD0 P36406
O00206 P58753
P61978 Q14D33
Q9UKG1 Q8TAI7
Q7L2H7 P55884
Q12841 P08571
Q9BYQ6 O15162
P23396 Q15843
P38919 Q96GN5
Q9NYB0 P12956
Q9UBX3 Q6A162
P54274 P55209
Q8NA61 Q13526
Q14CS0 P50221
Q8N1B4 O43602
Q9Y2Q5 Q96GS4
Q9UBS8 Q9UI36
Q9BSD3 P60411
Q8WUN7 Q96RU7
Q86VP1 Q15038
P62993 Q9Y2R2
Q01850 Q53TS8
Q9H0I2 Q9NRD5
Q92692 Q8IUQ4
P25101 P32121
P78381 Q9Y2D2
Q9BYE7 Q9HC52
Q15573 Q01105
Q96HC4 Q6A162
O43633 Q9H444
O95433 P30793
P14373 P04264
P16671 P07948
Q9BYV2 Q9BQ89
O15111 Q13451
Q9P2A4 Q9NSK0
Q9H0R8 Q96A56
Q9UJ41 Q9BYV2
O43639 O43597
Q5T5B0 Q9BYQ4
P49639 Q15486
Q8TAP6 Q9Y5U2
Q9HD26 Q8TBZ8
Q9BSD3 Q9BRK4
O43609 P60370
O75031 O00463
Q6A162 Q9NRQ5
P49715 P24001
Q9NWQ8 P41240
Q86WV6 P43308
Q53GI3 P49760
Q8TEW6 P35372
P13196 Q8WW24
Q9BUE0 Q9NX70
Q96IK5 Q13895
O96015 Q9BYV2
Q9Y6A5 P09496
Q9BTL3 Q15323
Q96CS2 Q7Z3B4
P61225 Q59EK9
Q9Y294 P62805
P36578 P60866
P07910 O00505
Q96MC5 Q8WZA2
Q6A162 Q7Z7H3
Q9H8Y8 Q9NQC1
Q13363 P09067
Q13501 P84022
Q96LR2 Q8WWY3
Q9BYR5 Q9H2F3
Q9NZ43 P14373
Q13451 Q9BTE3
Q8IUQ4 Q8TBK6
Q5XKE5 O76015
Q96HB5 Q13077
P62310 Q14145
Q17RB0 Q9UMX0
P78385 Q7Z3S9
Q9NP55 Q9NXW9
P18031 P05556
P56545 Q8IVP5
O14936 O14910
Q15311 Q86UD0
Q969F0 Q9Y237
P50552 Q9P2A4
Q8NHL6 P29350
Q96C00 Q9UBU8
Q8N7C3 Q86T24
O15389 Q15645
P00747 P02749
Q15291 Q9P0U4
P52306 Q9Y3L5
P78560 P35609
P23511 P04637
Q9P0T4 Q93062
P60410 Q9HAZ1
Q13620 Q9H898
O00560 P26371
P12931 Q07666
Q7Z434 Q13568
P50222 O43741
P52292 Q15637
Q99942 O95214
P50222 Q9UKJ5
Q5T681 P60411
O60504 P36406
Q9BSQ5 Q99759
Q16670 Q9BQ66
P63000 O75914
Q9UBP5 Q13077
Q8IUQ4 Q9BVG8
Q7Z3S9 Q8TC90
Q5T7P2 P60410
Q5HYJ3 P60370
P68106 Q6UY14
P62873 P59768
P48729 Q13546
P34741 P31431
P04637 Q96EB6
Q9NP31 Q9Y575
Q86XS5 Q8N423
Q17RD7 Q9UI14
Q92997 O75689
O95273 P10826
Q7Z7H3 Q9H8M2
Q9UKG4 Q5NDL2
Q08117 Q8IUC1
Q8TDF6 Q96IW7
Q9Y237 Q8IZU0
Q08379 Q8TAP4
Q9NRS6 Q9UI14
Q15717 P0CG48
P40222 Q9NPJ6
Q96C28 O95273
P07954 P0C0S5
A8MQ03 O75506
Q96B26 Q9NQT5
O60826 Q8N668
Q99732 Q96HR9
Q8N6T3 P60411
Q96B26 Q8TBB1
Q13418 Q14790
Q9UPY8 P25791
O14818 P25786
Q9UKJ5 Q5TA81
P59991 P32242
Q16543 O43318
Q9H788 P0C7W6
Q6NX45 Q9BUH8
Q9Y303 Q15645
P15923 P50553
Q96AH0 Q13064
Q9H257 Q53TS8
P50222 O95639
P26368 Q9UHX1
Q8TBB1 P21673
O43679 Q99598
Q8N205 O00631
P54725 O00463
P29350 P11049
Q6P1L5 Q8N9N5
Q96MW1 O95198
Q13643 B2RUY7
Q15041 Q96HR9
Q99942 O95870
Q9NVV2 Q6A162
A8MQ03 P04070
Q6P1L5 Q96FJ2
Q6A162 P43353
O76003 Q04759
P36406 Q02930
Q8NDC0 Q53EZ4
Q9BYR9 Q9NUL5
P17661 Q13496
Q96CS2 P36406
Q9UJ70 Q9UI36
O43765 P58549
O00560 O15347
Q13352 Q9BVG8
O60934 Q99986
P0CG48 Q9NX47
Q9NV29 Q2TAC2
P49639 P60328
Q04917 Q9BYG5
Q5TA82 O95967
Q8ND90 Q9UQ90
Q5VTR2 P51965
Q15654 Q13895
Q9UHD9 Q15038
P15884 P55040
O14920 Q9Y6K9
Q13547 Q96N64
Q96HT8 Q8TC20
P49447 Q92838
Q9H0R8 Q14151
Q9NZD8 Q13077
P60520 Q14596
P67775 P30154
Q96CS2 P0C1Z6
P05783 P05787
Q6ZU15 Q9UHD8
P60370 Q8IZ26
Q9UJV3 Q06250
P27348 Q9P0K1
Q96A04 O15409
Q86WT6 Q9UHP6
P54274 Q6UWE0
Q8TAD8 P01106
A6NEM1 O14964
Q9UHD9 Q12805
P60410 O14633
P54274 Q9UNF0
O43609 Q99750
Q9NQY0 Q9NYB9
Q9UM11 P40337
Q03252 P20700
P32302 P16520
O14744 Q9BQA1
Q9BSI4 P60709
Q9H115 P61266
Q16851 O95376
P62140 Q96I34
A5D8V6 O75886
P04637 Q8WTS6
P26371 P61024
P55210 Q13490
Q9P2Y5 Q14457
P62195 Q9BRP4
P21802 O15520
Q9NV31 Q9UBB9
Q99750 Q8WWB5
P68431 Q8WUP2
O43482 Q7Z5V6
O43318 Q9UBE8
O43639 P50222
P49841 P35222
Q9NR22 O60506
A1L4K1 Q86YD7
P09651 Q07666
Q6A162 Q8WWW0
Q9P0L0 Q9H1P3
Q15654 P25791
P03989 Q8N423
P61244 Q05195
P50539 Q7Z3S9
Q16594 O60684
Q63ZY3 Q13643
O15131 P46527
Q14653 Q9Y5Q3
Q9H596 Q96MT4
Q9UMX0 P22352
P53041 P30153
Q13363 O15409
P15509 Q969F0
Q7KZI7 Q04917
P13010 P09629
A8MT69 Q04864
P50458 Q8N0U6
Q99816 Q96CS2
P16930 P60410
P46109 Q13480
Q92542 Q96BI3
P62312 Q9UK45
P57075 Q6A162
Q12798 Q8NA72
P05787 Q13835
P40222 P35900
Q8TAI7 Q13643
Q04900 Q7Z3S9
Q8IZU0 Q99728
P08238 O14757
P52272 O43660
Q9H444 Q9NZZ3
P68104 Q8IUH5
Q8IUQ4 O43236
Q9BQ24 Q8IUQ4
Q86UY5 P47897
Q9UGL9 B2RUY7
Q9H190 Q9NZ81
O43463 Q9BX10
Q8N6L0 O00155
Q13952 Q02548
P09917 P08631
P49901 Q9BYQ3
P62805 P25440
P40424 O14770
P54829 P54274
P0CG48 P54727
Q7Z3Y8 Q9BT49
Q9BT49 Q9UJV3
Q9UMX0 O95967
P48742 Q53TS8
P61604 P49789
Q9BQ66 P26371
Q6P597 Q9BTA9
P60411 O43597
O14796 Q13480
Q9NZV7 Q7L775
P45973 Q13111
P18887 Q7Z2E3
Q99832 O60232
Q01850 Q96IX9
P08238 Q15208
Q9Y228 O43586
P49247 Q99757
Q8WW34 P17544
Q9BRK4 P55040
Q7Z3I7 Q04864
P53365 Q8N9I5
Q9GZT8 Q9UI14
P78424 O00303
Q5TA82 O43609
P02689 O95273
P14373 Q8WWY3
O14503 Q9BVI4
Q7L5N1 Q9UNS2
Q9UJ41 P0CG47
P50222 Q99909
Q6ZNA4 Q8WWZ3
O75716 P49247
O95273 Q93034
Q04864 Q5T7W7
P50222 O43609
Q96D03 Q5VVQ6
Q9Y5A7 Q15427
Q9NW38 A6NJ78
Q13489 P62837
P60002 Q49AR2
P63104 O43524
P50402 Q13895
Q9P2Z0 Q03393
Q15369 O14508
P56545 Q14526
O14910 Q8IZU0
Q8WU17 Q8TCT9
Q9H7X3 Q8TF50
Q9BST9 P61586
Q9H875 Q12933
Q9BW85 P14373
P60410 P18084
P51572 Q15629
P52292 P46063
P60409 Q5T7P2
O95817 Q15427
Q9UKV5 O94905
O75506 Q8TD31
Q96MT8 Q99816
Q8TBB1 O75771
Q6A162 P52744
P50222 Q9Y4H4
P62993 O00459
Q9ULZ3 Q07812
O95166 O75323
P00540 Q9Y2D8
Q8TAP6 Q96AT1
Q13951 Q9NVM9
P60410 Q5T7P3
P24863 Q96PV4
Q96G23 O15245
P61224 P0CG48
Q16539 O43257
Q8WWW0 Q12933
Q9NX04 Q9BZL4
Q71RC2 O43186
P98170 Q9NR28
Q6P3S6 Q06330
Q8N5A5 Q9Y2D8
Q7Z3S9 Q96S52
Q8WYR4 Q6PF18
P49639 P78385
P34896 P0DMM9
Q9BYQ4 Q9BYR0
Q9UHI7 P60370
Q6A162 Q05516
Q7Z3S9 Q04900
Q96KE9 Q9Y2F9
Q96HT8 Q8NG50
Q8IUB9 P86480
P60411 P60409
P11802 P42773
Q86TP1 P15531
Q68CJ9 Q16649
Q04917 Q8N5S9
O95751 Q08117
Q9Y2D8 Q15696
O14796 Q9BZW8
P13693 Q15382
P25788 P60900
P29590 P63165
Q99942 P61086
P01042 Q07021
Q93062 Q9Y2K5
Q9UGI0 Q96H86
Q92993 Q92804
O43765 P28799
P09012 Q15365
P36873 Q7Z5V6
Q5VZE5 Q147X3
Q15742 Q8TCD6
P49760 Q9P127
Q01094 Q96EB6
P08727 P13647
P40763 P18031
Q16206 P09012
P85298 Q13526
P25963 Q9UKB1
Q9UN19 O95704
Q9H4D5 Q9NPJ8
Q9BXS5 Q96PV4
P22681 P31946
Q13503 Q9UL45
P31749 Q16539
Q9BVV2 Q9BRK4
P42568 Q9HC52
Q15323 Q8IYR0
P53041 Q49AN0
P30838 Q9NUX5
Q01844 Q8NDC0
Q92974 P63104
P43356 P62256
Q5T6M2 P60409
O94829 P62826
Q6P1J9 P13196
Q8NA72 Q12798
Q9Y217 P14373
Q9BZR9 O14933
P15407 P17275
Q9NZ32 Q9UJ70
Q8IUQ4 P14373
Q96HR9 Q9BQ24
O95817 Q15038
Q96QF0 Q86VK4
Q99496 Q9HC52
Q6ZMU5 Q99081
Q9BXJ5 P61601
Q5TA81 A8MQ03
Q9UBU9 Q9H079
Q96Q77 Q8N6L0
P63165 Q15916
P78358 Q5JUK2
O94829 P61326
Q8IYK8 A8MQ03
Q9ULV5 Q96MT4
P37840 Q9UI14
P0C0S8 P63104
Q9HBH7 P78358
Q9NWB1 Q92530
P07196 P17661
O96006 Q9Y5K5
Q15323 Q9H257
P60370 O95363
P30304 P04049
Q9BYR0 Q9BYQ4
Q15437 Q8N684
Q9NWT6 P57078
Q9BRK4 P0CG20
P39748 Q96NY9
P01100 P15336
O43736 P05067
Q9UHH9 P50222
Q495A1 Q96NY8
Q13422 Q8IYL3
Q9UJY1 P02511
P49760 Q14498
Q68CJ9 P18850
P40763 Q07666
Q9H0R8 P40939
O15162 Q8IWZ5
P98179 Q15415
Q14103 Q9BYZ2
Q15796 P35813
Q8WYN0 Q9H0R8
Q01844 P49910
P09651 Q9UHD9
Q2M2Z5 P50222
Q59EK9 Q9BXS5
O43516 Q14296
Q969K3 Q92624
Q9H898 Q13620
Q96PV4 Q13131
Q9BYQ2 P60410
Q16637 Q9UL45
Q8WV24 O15371
Q9C005 O00487
O15162 Q01844
P28799 Q6PEX3
O60504 Q9Y6W5
Q9UER7 P68431
Q99750 Q96LM5
P25791 Q96FT9
O43741 Q5T124
Q15370 Q96G25
Q96JH8 Q96HT8
Q9H0R8 P10644
P60410 Q15973
Q96F15 Q5T700
Q96EQ0 Q8WWX9
P29972 Q9GZV8
Q8N370 Q07627
Q9NWT6 Q13418
Q9BXS5 Q8IZU0
P32242 B2RUY7
P52790 O75360
Q9NR46 P43355
P04049 Q13188
Q8WXI9 Q13137
P60409 Q8N7K0
Q03933 O75031
P20226 Q15572
Q9NPD8 Q9NW38
Q08117 Q8IX15
Q96BR9 P55081
P58753 P27986
Q99523 P01138
Q6AI12 P40938
Q8TAD8 Q13573
P40189 Q9Y2W7
Q8NHQ1 Q9UFN0
Q96CS2 P53365
Q13131 P46937
Q8ND90 Q7L4I2
Q9NPB6 P60953
Q15629 P51572
Q9BXY8 P60410
Q9BQY4 Q3LI72
O15409 Q13363
P15884 Q9Y6H1
P13760 P0DMV8
O43734 Q15654
P50222 P41227
Q07866 Q15323
Q9NUX5 Q5SRE7
Q8WY98 Q96BA8
P60370 Q5TA78
O43639 P48023
Q13501 P0CG48
P09917 Q14019
Q9H160 P12004
Q9ULX6 O15379
Q66PJ3 Q9H4P4
P02008 Q7Z3S9
Q13616 Q8ND76
Q9Y3E5 Q08117
Q9UBD5 Q9Y5N6
P68431 Q9Y468
Q9BRK4 Q9P0N9
Q05D60 Q8IY31
P51668 Q9UJV3
Q16206 O00463
Q9UNN4 Q13480
P60409 Q9H0R8
P60411 Q9NP91
P61244 O75367
O43559 Q15654
O94992 P50750
Q6L8H2 Q5T5B0
P62191 P55036
Q8WW34 Q96HA8
O15156 Q15014
P83916 Q13111
P52565 P61586
Q96TC7 P31946
O95273 P60321
Q92844 Q96MT8
Q15038 Q96CS7
O43390 Q99873
Q15025 Q9GZQ8
O76014 P04264
P60953 Q9BYG5
P62993 P14373
P15056 Q02750
Q13585 P02795
Q7Z434 Q13137
P60410 Q99932
O75593 P16333
P43115 O95967
Q9P0N8 Q969F0
Q9UQB8 Q9NZ81
P35711 O15266
Q9BYE3 Q9BYQ4
Q9BZD2 O43889
Q13526 Q52MB2
P63172 P12814
Q3LI70 A8MV65
Q5TA78 Q9BYQ3
O14777 P51946
Q9BT78 Q7L5N1
Q9UNS2 P10398
Q13547 O00422
Q9NVS9 Q96DZ9
P78358 Q16637
P10606 P19012
O95503 Q3KNV8
Q9H665 Q6UW32
Q96D03 Q9HBI0
Q9Y294 P49736
Q5T013 Q8IYF3
Q13515 Q8N0S2
O95208 Q9NX94
O95363 Q96DZ9
Q08117 P60411
P25791 O76083
Q8WTP8 Q86SE5
Q5TA81 Q5TA77
P09067 Q9BUZ4
P16333 O00401
Q6A162 Q14331
Q13049 Q9UMX0
O43852 Q9UMX0
Q9NWS9 P14373
Q16181 Q04864
Q14186 Q9UBE8
Q9UJV3 Q9UKT9
Q93062 O43189
P56545 B2RXF5
O76064 P61968
Q7Z5A4 Q8NFW5
Q02790 P29034
P35638 Q16520
P60371 Q5T686
P63104 P61587
Q9NQT4 Q9UKT9
P62136 Q4KMQ1
Q9BYV2 Q7Z3I7
P62993 O43561
P35226 Q8IXK0
Q96D15 Q8N7B6
P50895 O95198
O14640 Q14186
P60409 P55040
Q9UJX0 Q8IYX7
P31994 P16333
Q9Y5Q8 Q7Z3S9
Q15323 O43741
Q8NHQ1 P25786
Q9Y342 Q9BXK5
P06753 Q96LR2
Q8TAP6 Q86X95
Q8TAM2 Q15051
Q0P5N6 O43924
P15884 Q96HT8
Q9BSI4 O60936
Q15637 O14979
Q96CA5 Q08117
Q9NQM4 Q9H2S5
O75143 Q9BXW4
Q5T4B2 Q3LI76
Q13887 P0CG48
Q9HCE5 Q86U44
Q9BSI4 P41236
Q86U70 Q68G74
Q719H9 Q96SI1
Q9Y265 P25490
Q7Z2X7 Q9BSI4
P01583 P27930
O00560 O75506
Q70UQ0 Q9BUW7
Q8IYX7 P46108
Q13829 Q9NQT4
Q96GD4 P08238
P50222 Q9NZ43
Q96RU3 P48023
Q6NUQ1 Q9BQ89
Q9NV31 Q8N6Y0
Q15013 O43829
Q13137 P61968
Q96D31 Q13586
P54274 P40925
Q7Z3S9 Q9H6L2
Q3LI76 Q5T4B2
O15162 Q8WWR8
O75638 Q15654
Q9Y265 P63279
P0C0S8 Q99543
O95197 O14735
Q00535 P46527
Q01094 Q14186
Q6DKK2 Q8IYA8
Q9P286 P60953
Q9UKV8 Q15633
Q15038 Q9BQY4
P04271 P29034
Q07955 Q9UBU9
O43559 Q8WXH5
Q12797 Q8NFU4
Q9Y6D9 P09493
Q9NT62 O94817
P10124 Q9UMX0
Q8NFP7 O75971
P63172 Q9BQS6
P08582 Q7Z3S9
P42830 P28799
Q15645 O00746
P62877 P59991
O60232 Q9Y228
Q8TBB1 Q9BV90
P17482 Q3LI66
Q9BRA0 P86479
O95678 P19012
P09917 Q8IYX8
O43829 Q9BXS5
Q9UKT9 P25786
O75771 Q8IYX8
P60411 Q0VDD7
Q5I0X7 P17022
Q8NA61 Q9H6X5
Q13547 P43355
Q9BPY3 Q9UL15
P62993 Q07869
P38936 O96020
Q96HB5 Q15438
Q9GZQ8 P35222
Q96IW7 Q86UW9
Q9Y3D0 Q96T76
Q9HCG8 Q9Y421
Q96LM6 Q93062
P54274 P07195
Q8N9A8 O95476
Q9BQ66 P17024
P68106 Q13557
Q6ZUS5 Q9UBB9
O43251 P52597
Q15025 Q9BXS5
Q8TAB5 P09493
A6ZKI3 Q86TG7
P62993 Q08209
Q9UHP7 Q9NS64
Q13526 Q96C00
Q13077 Q6ZT89
Q8N2H3 Q92624
Q8NC69 Q14451
Q8NI38 Q9C026
P32780 P29083
O43251 Q9Y5V3
Q9H8S9 Q63ZY3
Q12982 P50221
Q9BV40 P56962
P15514 P26447
Q9BSH4 P21673
P62745 Q9HCE7
Q9NQL9 O75525
P60411 O95407
Q6P1W5 Q93062
Q14331 Q9BRK4
Q96MN9 P86479
O75604 Q9NSC5
Q13503 Q8N720
Q9UMX0 P53990
O95848 Q04864
Q6UY14 Q6RVD6
Q13515 Q9NS73
Q9BT49 Q9BRK4
Q9P0T4 Q9H190
Q969R5 O75360
A7MD48 Q05519
P61326 O94829
P49407 P11142
P42772 Q9GZT8
Q6ZUT1 Q8NHQ1
P30307 O14757
P81605 Q92624
Q9BQD3 Q504U0
Q07666 P40763
Q86XF7 Q9BYQ3
Q6PJW8 Q9HAT0
O95201 Q9NRR5
Q9UMX0 P62979
P24863 Q9BRK4
Q6NUQ1 Q8N443
P19387 P18848
P43360 Q9Y333
Q96DZ9 Q8TB40
Q9BYV2 Q9BWG6
P49366 Q9GZT8
P01189 Q68D86
Q9BVG8 O75506
Q9ULM2 Q9NQZ6
Q8IZE3 Q68G74
Q15645 Q15777
P05019 P22692
Q9UER7 Q71DI3
Q96H86 Q99750
Q99633 O43447
Q99496 Q9BYE7
P25445 P48023
Q99801 P11387
Q9NPG2 Q08AM6
P61289 Q9NZ81
Q86UW9 Q93062
P43355 Q8N140
Q96LA8 Q6P047
Q5VZM2 Q9NQL2
P17544 P17275
P25788 Q00987
Q8NEG0 Q8WUD1
Q15459 Q9BXW4
P01138 P04629
Q9BYQ3 Q9BYR3
Q5HYJ3 P60412
Q53GQ0 Q9UMX0
Q6NYC1 Q8NAV1
Q15560 P26371
Q13137 P56279
P05019 P08833
Q9GZV4 Q9UJX2
P63104 Q02156
Q6NXG1 P86480
P29372 Q9BPX1
Q9NUY8 Q9BQ66
P14618 P04049
Q9P286 Q96HA8
P30874 P27986
Q14596 Q9H492
Q9NZV8 Q9NZI2
Q08379 P61019
Q9UEU0 Q8N205
Q9UDY8 Q9H0F6
Q8TBN0 Q6NT04
P07910 O00629
Q9UKT9 P55273
Q8IYX8 Q9HAT0
P31941 O95630
Q8WVK2 P78362
Q7Z7F0 Q9UHX1
O14777 Q6P597
Q00013 Q96CW1
Q5JVL4 Q15654
O95363 P60409
O00470 P14921
Q7Z3I7 Q12933
Q9UI95 Q13554
P19012 Q9BVI4
P63279 P56693
Q99909 Q96MT8
O75379 Q8N6L0
Q92624 Q9UIJ7
Q7RTU3 Q13077
Q9P2A4 Q9H6L4
A6NFR6 Q7Z3S9
Q8N6L0 Q8N6R1
P16333 Q9H9L3
Q04864 Q9BV90
P59991 Q5T686
P60409 P78385
Q15466 P04637
Q9NQ79 Q8NDC4
Q9H6L4 Q9P286
Q92997 Q9NQZ2
P60411 O43741
O95872 Q9BRK4
P60411 Q9UKJ5
Q9HCJ2 Q9Y2I2
Q13077 Q13573
Q8N9N8 O43829
O75344 Q96JB5
Q8TF42 Q6ZT89
O14530 Q96B26
O95630 Q7LBR1
P28799 Q9UBE8
Q496Y0 Q7Z3S9
P25787 O14818
Q15560 P15884
Q08426 O14503
P23396 P04637
Q9HC62 P63165
Q9H257 Q6P1W5
Q99081 Q9UJX0
Q8TBB1 Q96M61
Q8IWR1 Q8N966
Q2TBE0 Q8IZU0
Q8ND90 P25786
P60370 Q5T5A8
P08727 P21980
P60410 Q9H2F3
P26447 P04271
Q969M3 O95070
Q9BVG8 P00540
Q15543 Q15544
Q13077 P38936
P48730 Q92997
Q9H972 Q9Y605
Q8WTP8 Q5VWX1
Q96T49 Q8NHQ1
Q6UXH1 P42771
P17931 P30203
Q9BYG5 Q04917
Q96BR9 Q92993
Q96EV8 Q6QNY0
Q9BXK5 Q71RG4
Q08AM6 Q8N1A6
O60353 Q8N474
Q13077 Q14161
Q5JT25 Q04864
Q969V4 Q8IYR0
O75716 Q9Y295
O43639 Q9BRK4
Q99814 O60573
P55040 O43865
P19419 P63279
Q96K17 Q8N3L3
O00429 Q96C03
Q96PM5 Q9UBE8
Q9NYB0 Q9NWV8
Q9H257 Q9UII6
Q58DX5 Q9Y5U4
Q9UHK0 Q15649
Q9NQG5 Q96P16
P32242 P60370
O95999 Q9UDY8
Q9UJV3 Q9BWG6
P69905 P02100
Q969F2 Q96PM5
Q14739 P60033
O75909 O14777
Q96LM6 O00505
Q6P1W5 Q13895
Q9Y228 O60232
Q13554 Q9Y3B7
Q9H190 Q9NP64
P54105 P62310
Q9NP31 P43405
Q969F0 Q12983
P25791 Q8IYX7
Q7Z3S9 Q99571
P14222 Q15323
Q9ULW2 Q9Y5L2
Q8NDP4 Q8NHQ1
P41279 P08238
Q13643 Q96EK9
Q9NU23 Q8IZU0
Q13077 Q12933
Q9BXN2 O60238
Q8IUH5 P51674
Q92802 P49639
Q9UNA1 O14613
Q86WV5 Q9H668
Q7LG56 O43929
Q96BZ8 A1L4K1
O43741 P54619
Q9UMX0 O00154
Q13546 Q12933
O43639 Q02833
O43251 Q9NWB1
P14373 Q9BVV2
Q15645 P30039
Q8NC69 O60716
Q8IUQ4 Q9UJV9
Q9UMX2 Q04864
A1L3X4 P50222
Q8NA61 O15160
P10588 P83916
Q96MA6 Q96NC0
P35222 P50402
P60409 P17024
O43251 Q6P1W5
P62995 Q15415
P05067 P61457
Q14498 Q96SB4
O75326 P16333
Q96HA8 P32320
P14373 Q99958
Q96BR9 Q9P291
Q9NSK0 Q7RTY1
Q9NZL9 O00505
P14598 Q05513
Q08379 O75934
P54849 Q8NHQ1
Q16555 Q14194
P25789 P25786
Q9H444 P63279
P02008 P68871
O43261 Q92993
Q96E35 O94842
Q9NW97 P54829
Q9H190 Q8N9E0
Q8N9N8 Q49A26
O43829 Q8N8B7
P53673 O75558
Q96PK6 Q9NSC5
Q9GZQ4 Q12933
Q8TB03 O75360
Q2WGJ6 Q8IVD9
Q8N5M1 O95073
P49759 P60409
Q9NRD5 Q08117
P29972 P36406
O15169 P39687
Q16623 Q8IXM6
Q9C005 Q9UBL3
P02538 P13646
Q08117 Q8WV44
P53567 P18847
Q93062 Q15038
P14373 Q99933
Q9UJV3 O00214
Q00005 P30153
Q9Y3Q8 O43167
Q9C0F1 Q96SQ5
Q6P597 Q5SQN1
Q8NDP4 P60409
Q08379 Q96NC0
Q15645 O95865
P50222 O00487
P02100 P69905
Q9BUZ4 Q9P0T4
Q8IXL6 O14791
Q13137 O95363
O00635 Q9UJ04
Q13867 P05067
Q8TBB1 Q9BXJ1
O75031 Q96NM4
Q5BKY6 Q9BYR5
P60900 Q9Y5K5
Q9NTW7 Q8WTP8
O95166 Q96RU3
Q99426 Q9H2C0
P86480 Q8IUB9
P52657 P20226
Q9UH99 P52292
Q9UBK7 Q96LK0
Q9C0F1 Q8WV44
Q9UER7 P25445
P78368 P60409
Q99750 P63218
Q96BZ8 Q15742
Q8IZU0 Q9H6A0
O00154 P43360
Q6A162 P17031
Q99750 O43439
Q93062 Q6NUJ2
Q99816 Q9UK41
P49336 Q01094
P63000 Q6P589
Q96EG3 Q9BYR2
P60410 O76083
Q96LC9 Q96FJ2
Q9BYQ4 Q6L8G9
O75716 P60370
P60410 P49639
P50222 Q96NC0
P10644 Q01105
Q6A162 A6NFR6
Q96BR9 P54646
Q6A162 Q13330
Q7Z3S9 P43115
Q6A162 Q8TBN0
Q08117 P41182
P14735 P10147
Q86V21 Q96DZ9
P29972 Q8N8K9
P43355 Q9BZY9
P98155 P30533
Q3B820 Q8IYX8
Q8N1B4 Q9H788
P14373 Q9H0A9
Q9UL40 P19525
Q13526 Q6AI12
P18887 P61244
Q04864 Q969H6
Q9UIC8 P51116
Q8ND90 Q96FJ0
Q9P0N9 Q9UJC3
Q08AM6 Q16773
Q96B67 Q8IWZ5
Q8NHQ1 Q8NEP9
P40855 Q7Z412
Q9UHB4 Q6FI81
P35372 Q9P0L0
Q02750 Q9Y297
Q96BD6 O60341
Q08426 Q7L273
Q08334 P22301
Q99962 Q13443
Q9Y5B8 P05783
P14373 Q86U06
P98177 Q04864
P0DI81 O96006
P62993 O95630
Q7Z3I7 Q13585
Q00994 Q9Y6C2
P53673 Q12805
Q9Y3D0 O76071
Q8NDP4 Q6A162
Q13526 Q6UY14
P19878 P14598
O43602 Q13137
Q5T754 Q701N4
P04156 Q9UL18
O14490 P62993
Q15654 P54646
Q96HB5 O75031
P49918 P33993
Q14498 Q8TBK6
O75360 P35070
Q12846 Q13190
Q9H6L4 Q5JST6
O43559 Q7Z3S9
O75355 Q8N205
P13631 O60504
Q05209 O43586
Q9UHA4 Q9GZT8
Q99618 Q9GZU7
Q13077 Q9Y5U2
Q15427 Q9UQB8
Q9Y4Z0 Q13137
Q92530 Q9NWB1
P48775 Q9H8S9
Q9NPJ8 P36406
Q8N7W2 Q9NX58
Q15526 Q9Y2R0
Q99750 Q14847
Q9BRK4 Q9BWG6
Q9BRK4 Q96KP6
Q8NEC5 Q7Z3S9
O95257 Q92993
O00560 O00401
Q4G0F5 Q96QK1
O00303 Q53GS7
P55040 Q9Y2D8
O95166 Q13501
Q96LR5 Q96B67
P19012 P14136
Q8TD31 Q9UL45
O00743 Q5H9R7
Q9NP86 Q9UKT9
O75800 P51861
Q99594 Q8N8G2
Q6PEX3 P60370
Q9UH99 Q8IXM6
Q86TG7 Q13137
Q6NUQ1 Q96IZ5
Q96M91 Q8NHQ1
P06753 P0C1Z6
Q01130 Q92993
P49674 P23508
Q6ISB3 P61968
P60953 O96013
O43679 Q8TBB1
Q8TAP6 O14530
P07947 Q6P1W5
P06748 P63104
O60216 Q13643
Q5TA77 Q9BYQ4
P55055 Q99750
P60409 A2RRD8
Q6NUQ1 Q86XK3
Q93062 P59991
Q9NYB9 O60941
O75478 Q13064
Q13616 Q15843
O00329 P01112
Q96EZ8 P43360
Q9UF72 Q08AM6
Q6ZNH5 A6NEM1
Q15796 Q8TAK6
P05412 P14921
O75382 P19474
P10147 P14735
Q04864 Q8TAU3
Q9UBU8 Q9Y605
Q8IUQ4 O15265
Q8IYA8 O75344
O00560 P48775
Q86XR8 P43356
P13726 P55085
P62258 Q9GZV5
P31040 Q9NX18
P67775 P16104
P43353 P60410
P33993 Q68D86
Q9H6L4 O75420
Q08AM6 Q53HV7
P22736 P04350
P59990 P60370
Q9Y421 Q9HCG8
Q8NEC5 O14817
Q969H6 Q13554
Q9NVA2 Q8WYJ6
Q9NZC7 Q96G27
Q96LL4 Q99750
Q7Z3S9 P13284
Q9P0W2 Q68D86
O75525 Q8WWY3
Q96MU7 P61978
