P06730 Q9NRA8
Q5T7P2 Q92504
Q9Y3Q8 O43167
O76064 P61968
O00560 Q08117
Q9UHA3 Q9UJX2
Q9UMX0 P41271
P50749 Q96LA8
Q9NVV9 Q9BU76
P25788 P48146
Q96GD4 Q53HL2
P51149 Q96NA2
Q86XT4 P54725
P62857 P60410
Q9NZC7 Q9H0I2
Q9Y4K3 Q9NYA1
Q9Y6D9 O76064
O76011 Q8N5M4
Q9NV29 Q2TAC2
O96017 P53350
O43615 Q96DZ9
Q9BYE7 Q9HC52
Q9BZL3 P21145
Q8N6Y0 Q96BZ8
Q8NHY3 Q15691
P78362 Q8WVK2
Q9H0W9 Q9Y2D8
Q5T7P2 Q5T754
Q00987 P49674
P05198 P12814
Q13490 Q9Y3E2
Q86Y33 P36406
P28482 P35236
Q9NZD8 Q6PF05
Q96PV4 P62993
Q9NUX5 Q9Y4P8
Q8IZS5 Q99873
Q9P1W9 O75541
Q99757 P49247
Q13043 O95166
P63244 P07948
Q96LA8 Q8TE85
Q13480 P16333
P60410 Q9UKJ5
Q96KP6 P60410
P50222 O00233
P21802 P21781
Q13064 Q9H5Z6
Q9NYB0 P46108
O00410 Q9GZQ8
Q96CS2 P19012
Q96PJ5 P04155
P07900 Q15831
P43365 Q9UGP5
Q01850 Q86X02
Q9BYV2 Q13895
P62993 Q08209
P16050 P30086
Q5TA76 Q9BYQ4
P15884 Q96BZ8
O43586 Q9Y228
Q8N131 P43364
Q8N6Y0 Q8WWB3
Q14457 Q9NYJ8
P78362 Q9BRL6
O00560 Q96CG3
P04049 Q02750
Q9BYQ3 Q9BYQ0
Q9UL45 Q8IYI6
P13805 Q9UBU8
Q99757 P19474
Q969H4 O43739
Q9H6L4 Q9P286
P61978 Q9H3D4
Q6RW13 Q9UKF7
Q01094 Q14186
O95429 Q7Z5V6
Q12800 Q9UD71
P38919 Q9BZI7
Q96CS2 Q9C0F1
Q9NV29 Q9BSE2
O75143 Q9BXW4
Q15233 Q13526
P0CG48 Q13501
Q15560 Q8N8K9
P60409 Q96HC4
Q8IX15 Q9BUE0
Q99750 Q8NEC5
Q9BSE2 Q9NRS4
O43482 P06753
Q6A162 Q8NEF3
Q9H4F8 P15884
P60411 O75716
Q99967 Q92754
Q0D2K3 Q12933
P55795 Q969V4
Q8N9N8 Q53EZ4
Q7Z698 Q9NZD8
P55854 Q5W0Q7
P40617 Q2TAC2
Q8TD10 P61086
Q8N2I9 Q96RU8
O76003 P17027
Q96DA2 Q08379
Q9HAQ2 Q96LA8
Q9H8W4 Q15019
Q07866 Q12982
O00459 Q8WWB3
O15320 Q08117
Q96PV4 Q9H6J7
Q6NT76 Q9Y3B7
Q92523 Q53QW1
P01106 Q8TAD8
P35226 P0CG48
Q13509 P54274
Q96AQ9 Q9UM19
Q6ZNH5 O00204
Q8NHQ1 Q9H7E9
P17643 O14908
Q9NRN7 Q8IUQ4
P29972 Q9GZV8
P61956 Q5W0Q7
O00560 Q8IZU0
Q15311 P78556
P82979 O00148
P43364 Q7Z614
Q96K80 O75553
Q6A162 Q8NDP4
Q8NHQ1 Q15323
P43361 Q9BS40
O43353 Q13489
Q6AZY7 O43760
Q9UBB9 O43482
P32242 A8MQ03
P59991 Q15645
P43629 P03989
P31948 Q7L3B6
Q8IW40 Q08AM6
Q8IZ83 Q9Y315
Q9Y534 P50222
O00560 P48775
Q96B01 Q8IUQ4
Q9BWC9 P04637
P20366 P21452
Q9BRK4 O15160
Q9BUL8 Q9P289
Q8NHQ1 Q8WWY3
Q13123 O15541
Q0VD86 Q14192
Q53GQ0 Q9UMX0
Q07820 Q07812
Q9BRV8 P78358
Q99816 Q9UK41
Q9NX04 Q9UBB9
Q9HAF1 Q9H8W4
Q8TC20 Q96CS2
Q9UHP3 P61956
P50221 O76071
Q9BW66 P62316
P28288 P40855
Q71DI3 P62805
Q92551 Q9NRD5
Q8NEC5 P60328
Q96NC0 Q8NA61
Q8IXL6 Q6UX39
P43026 O00238
P82980 O95273
Q92997 P78337
Q8TAU3 Q8WV44
O94829 P63279
P14770 P40197
Q13094 O75791
Q7Z3S9 Q5TCM9
Q96HA8 Q9BXD5
Q13526 P37198
P05388 O95793
Q9NZ63 Q9NYB0
Q0D2H9 Q08499
Q14134 Q9H257
Q12846 P63027
Q96MN9 P86479
O75716 Q9UKT9
O95967 Q8WWY3
Q9UNE7 Q86WG3
Q3B820 Q9C0F1
O15372 Q9P2A4
O15392 Q9NQS7
P35609 P00540
O43752 Q9H115
Q9BYE3 Q9BYQ3
P22681 P62837
Q9H8Y8 Q502X0
O15392 P62826
Q8IX15 O43639
P62993 P15498
O75478 P52292
O00139 Q96EL3
Q9BXS5 Q6A162
Q8IYX0 P60370
P14373 Q9BWG6
Q9BWG6 Q6NUQ1
P60329 Q8WW32
Q9BZI7 P38919
Q8IYA8 Q13643
Q9P2A4 O15372
Q9Y3M9 P60409
P20783 P50222
Q8N9N8 O75558
P26371 Q8TAU3
Q96CJ1 Q16665
Q9BUJ2 Q16637
Q9Y2V7 P55040
Q9BPZ3 P11940
Q13596 Q8IVP5
Q8N2H3 Q92624
P23396 P25963
P56704 Q9H461
Q9UD71 Q8WZ60
Q9NS37 Q8WYA6
Q07666 P12931
Q8IXK0 Q8WTP8
Q01081 O43463
Q9H0I2 Q5T9C2
Q5SSJ5 P50222
Q13480 Q9NP31
Q6NT76 Q9BVV2
P53041 Q16543
P49247 Q96HA8
Q13077 Q9NVL1
Q0VD86 O15496
P50461 O15273
Q9UQF2 P45983
Q9P0T4 O76011
Q16181 Q8IYM1
O43752 Q12846
Q8N9I5 P53365
O95292 Q9P0L0
Q8WWZ3 P63279
Q969E8 P62854
Q9UH99 P50402
Q8WWW0 P62834
Q7L273 Q6A162
P04792 P11413
O00631 Q8N6L0
Q969X1 Q9HC23
Q9UKV8 O75569
Q9ULX6 Q14129
Q07654 P61457
P40939 O95166
Q9UJY1 Q9UNI6
P19012 P40222
Q13568 Q7Z434
P62136 Q4KMQ1
Q7Z3S9 P31785
Q7Z3I7 Q13585
Q13501 P60520
O43929 P15884
O15131 Q9GZX7
Q13422 Q9P0T4
Q6A162 Q5W5X9
Q9UPU7 Q9GZQ8
P30153 P31749
Q04864 Q7Z398
Q8TAI7 O43741
P48449 Q99828
P61978 Q9Y272
Q15645 Q96JB6
Q6UW32 Q9H665
Q9UMX0 Q9NPQ8
Q15796 P12755
Q13247 Q9Y383
Q7Z6G3 P29274
P40855 O43808
Q8ND90 Q96IX9
Q15365 Q15366
Q9BZW8 O60880
Q9ULP0 Q96DZ9
Q01064 Q9NUX5
Q96RL1 Q6UWZ7
Q8WXB1 Q8TBB1
Q99942 O95870
Q99426 Q9H2C0
O00560 Q8NC69
Q9HC52 Q92993
Q9Y4X0 P49639
Q9BSI4 Q9NUX5
Q8N8B7 Q6NT76
P19012 P35908
Q96CS2 Q96MA6
O00154 Q13554
Q16539 Q15256
Q15742 P60410
Q92764 A6H8Z2
Q96K21 Q8WV92
A1L4K1 Q15973
P50749 O43463
Q9NPF7 P29460
Q8N5M4 Q8ND90
Q7Z3S9 Q03014
Q8WXE1 Q9BUN5
Q9BYQ4 Q7Z417
Q9GZV8 P29972
P41220 O60337
P59991 Q3LI66
P50542 O14734
P05783 Q9Y5B8
Q96K80 Q92624
P41134 P15884
P43699 Q9P031
Q96SQ5 Q13077
P60410 P62857
Q9UKB1 P32314
Q9Y2X8 Q96FW1
O95751 Q8N5A5
Q9BYV2 Q6NYC8
Q96PU8 Q15365
O43167 Q9Y3Q8
Q96KE9 Q9Y2F9
Q13451 Q70CQ1
O95273 Q9BQ89
O95872 Q9BRK4
Q86VK4 Q96QF0
O00194 P49366
Q14192 Q04864
Q13422 Q9HC52
O95297 Q06124
Q92917 Q15560
Q6A162 Q9UIL1
O14879 Q92905
P61077 P98170
O95751 Q15973
Q9UJU6 Q9H788
Q9BV20 Q9NRD5
P50395 P62820
Q99750 Q9BXC9
O00560 Q96HR9
P14373 Q969S2
Q96CD2 Q96HA8
Q13546 Q9Y6K9
P63279 P56524
P0C1Z6 Q05D60
Q8TED9 O95257
Q9UIM3 Q8WVL7
Q8IUD6 O75031
Q8N684 Q9BV90
Q7Z434 Q13568
Q16543 Q14164
Q9NV56 Q9UBU8
Q9H190 Q6ZUT1
Q9Y572 Q9H171
Q8TBB1 O75791
Q8TBB1 Q9Y5B8
O75663 P67775
P49407 Q00987
P03950 P35609
P25786 Q9P2A4
Q08117 A1L4K1
Q9UPN7 O00743
Q9UBU9 P31321
P32242 Q9BQ66
P02776 P02749
Q9Y6K0 Q9NZD8
P49257 Q8NI22
Q6A162 Q96SQ5
P15036 P04637
O95229 Q14457
Q9BPX7 P26639
P28562 Q13309
Q6PEX3 P59991
P59990 Q9BYQ4
Q9BXY8 Q6A162
Q2WGJ6 Q13077
Q9HD90 O15481
Q9P086 Q15528
Q05516 Q6A162
O75348 P43360
O95400 P06729
Q8NA61 Q8NE01
Q6ZN57 Q6A162
Q8TAP4 Q13422
P26639 Q9BPX7
O95379 Q9NPJ6
P0C0S8 P63104
P61956 P63279
P10620 Q8WX92
Q04864 Q14192
Q8NAV1 Q9H190
Q9BRK4 O95872
Q8IZU0 Q13011
A6NJ78 Q15645
A8MQ03 P32242
A8MQ03 Q6EMK4
P18085 Q96PM5
Q96D98 Q8N6I1
Q99496 P51668
Q96T49 P62140
Q96EQ0 P10451
Q8TAP6 P55081
Q99496 Q9HC52
Q3KNV8 Q8IXK0
P54253 Q8TE02
Q9NVV9 Q15014
Q7Z3S9 A1A5C7
O95863 Q8N1E6
P08727 Q6KB66
Q96QF0 Q8NFJ9
P31749 P67775
O95721 Q8IZU0
Q96CA5 Q9NR28
Q86TG1 P60410
O43765 P02538
Q8WVL7 Q9UIM3
Q9BY43 Q8WUM4
P61073 P04233
O76011 Q9Y5Y7
Q8TBB1 Q8WXB1
Q9UMX0 Q6ISS4
Q8ND90 Q53FD0
P43353 P60410
O14770 Q9UJX0
P60409 Q8IWZ5
Q92843 O43521
Q9Y6A5 Q9BXY8
Q9NVV9 Q96SI9
Q969F0 Q8N6L0
Q96K80 Q15038
Q96E35 Q0VD86
P18848 P17676
P60329 P32242
Q9UBU9 Q96CG3
Q96MW5 P55040
Q02241 P63104
Q86YD7 Q9HD26
O43502 O15315
Q07812 P55957
P38919 Q9Y5S9
O76083 O95817
Q8N8X9 Q8IZU0
Q9P0T4 Q13137
Q9BZW7 Q15560
P02538 O76015
P19838 P23396
Q5T7P2 Q5TCM9
P61224 Q8WWW0
P49760 P49759
Q8WUK0 Q99750
Q9HC52 Q13422
Q5BKZ1 O75525
Q13077 Q9H7H0
Q13950 O43541
O43765 P02786
Q04864 Q9NY43
P31749 Q96EB6
P31150 P62820
P60410 Q13563
Q13137 P30626
P12830 P62136
Q92985 Q9BVS5
P17542 P14921
P26371 Q92692
P35609 Q9H0E2
Q8IZU0 Q9BWC9
Q969X6 Q8TED0
Q7Z417 Q9BYR9
O75360 Q8NCA5
Q16695 O60341
Q8N184 Q8IZU0
P68431 P63104
P50221 Q9UKG1
P10809 Q6A162
Q92949 P48378
P50616 Q96LI5
Q8TAB5 P17661
Q13643 Q86TB9
Q8ND90 P55040
Q14019 Q9NYB0
P60709 P11142
Q9NZD8 Q8N5M1
P49639 Q6L8G9
P62136 P60484
Q9H2L5 Q13188
Q92990 Q02790
P51668 Q99496
P62258 O15151
Q68D86 Q08426
Q14192 Q49A26
O95273 A0PK00
Q9UKT9 O75771
Q9NWQ8 P06241
P60410 Q9UBK9
Q9BYQ4 Q9NUL5
Q8WTP8 Q96B26
Q8IXH7 Q9H3P2
O76003 Q16851
P61019 Q08379
P41743 Q9BYG5
Q15323 Q969U7
P19012 Q9BQ89
P25787 P25789
Q01658 Q9NRF9
P16333 Q13480
Q9NR55 P18847
P09067 Q13363
Q9Y5V3 Q96MN9
Q8NI22 P49257
Q8WWY3 Q9UL42
P60410 Q9UBX3
Q5T686 P60371
Q6NX45 P14136
Q13158 Q14790
P78344 P20042
Q8IZU0 Q14CZ0
P17544 Q9NX40
Q9Y3Q8 Q15365
P59991 P60410
P00540 Q9NSC5
O14653 Q16623
P55081 O43829
Q8IWL3 P19404
Q9UEU0 P54829
Q8N165 Q8IYL3
Q04900 P61073
P50151 P08779
O94776 Q99497
A1L4K1 Q9P2K3
Q8IWL3 Q96I99
P07947 Q8IVP5
Q15654 O43639
Q7Z5V6 Q8WW24
O14965 Q9NWT8
Q6UY14 Q9BYQ2
Q01534 P10275
Q9BPY3 O00560
P18847 P35638
Q99942 Q96QD8
O14818 Q19T08
O60232 P51946
O15162 Q15038
P17844 Q99717
Q9H257 Q3B820
Q1MX18 P0CG20
Q99873 Q96BD6
Q9NUX5 Q01064
Q5TA82 Q9BYR5
Q99853 Q7Z3S9
Q9Y6E7 P05141
P60410 Q15040
Q06124 O75496
P46937 Q02750
Q13077 P25786
Q13596 Q9UI14
P27487 Q07325
Q9Y2W2 Q15365
P62834 Q8WWW0
Q9BZS1 P86479
O95257 Q8TED9
P50222 P60410
Q9NQX5 P60370
Q06124 P49247
Q9UHP6 Q13643
O75603 Q13643
Q53TS8 P19012
P50281 P51884
O95817 Q13501
P86479 Q96MN9
P53611 P10398
Q13554 O00154
Q92966 Q8IYX8
P68400 P23511
O15269 Q8N138
Q9ULZ3 O00471
Q13158 Q99836
Q9UHD9 Q969H8
O60496 Q9NUX5
Q8TBZ8 P43355
Q5TAQ9 Q9NVV9
Q92841 Q9NQT5
Q15006 O43402
O60831 Q8IUN9
Q15742 O43189
Q99697 P35222
Q16348 P29972
P63165 O00180
Q13123 P55081
Q96HA8 P60409
Q9UBU8 Q9NV56
Q9BRL6 P78362
P25791 Q9GZT8
Q8N6N6 Q6UY14
O95751 Q86YD7
Q9NVV9 Q86V42
Q9BVS5 Q8IZU0
P09067 Q9UJV3
Q13426 P12956
P50222 P68400
Q9BSI4 Q7Z2X7
Q8IYM1 Q16181
Q5VTD9 Q99435
P25787 P60900
P38936 P04637
Q9BV29 Q9NUX5
Q8IVD9 Q8NBE8
Q14019 Q13956
O95453 P33240
P49901 Q6L8G9
P35609 Q9NPC6
Q13021 P35372
P49356 P49354
P60370 Q6NUJ2
Q8TAB7 Q8N9N5
P31040 P21912
Q8NC69 P57764
Q8WWY3 O43586
O00233 P50222
Q96B26 Q9BVJ7
Q6ZMT1 Q8TBB1
P04156 Q9BSJ6
P30405 Q8N9N5
P26371 Q9P121
Q96DZ9 P30405
Q8WWZ8 P50222
Q02750 O15519
O00308 A5D8V6
P24522 Q92600
Q13515 Q9P2A4
Q9BQ24 Q15041
O75379 Q8N6L0
Q9Y2L1 Q9NQT5
Q96Q77 Q5JT82
P13805 P62380
Q15797 O15194
P14373 Q96CS2
P59991 Q6PEX3
Q9BV86 P18754
O43913 O43929
P60410 O43609
O76081 P49286
P60411 Q8IWZ5
Q15906 Q6NT76
Q8WUK0 O76081
Q9UBW8 Q9UNS2
O75360 P05813
Q969V4 Q13895
O76011 Q9P0T4
Q86YD7 Q96BR9
P56545 Q14526
P49639 Q9BYR5
Q8NEF3 Q6A162
Q16623 O14653
Q9UNH7 O60749
Q13435 Q01081
Q86UW9 P62166
O95273 Q96C28
P84022 Q16822
P23769 P60411
P78358 Q9BRV8
Q8IWZ5 P60409
Q7Z6J4 Q53G59
Q14457 O95229
O15160 P15531
Q92624 Q8N2H3
P03989 P43629
P43356 P62256
Q15758 Q99942
Q9BWG6 Q8IWZ5
P15884 Q96PN8
Q8NEC5 Q9BYR0
O15379 O43823
Q9GZQ8 Q9Y383
P40222 P19012
Q9UGY1 P54274
O43290 P63165
O75525 P98179
Q9P0K1 P27348
P13646 P02538
Q15661 P27986
P48047 Q9UBB9
Q9H444 P63279
P41271 Q9UMX0
P80294 P58062
Q15742 Q8IZ13
Q9NU19 Q9BYV2
P04899 Q15323
Q8NDB6 Q9UBB9
O00560 O43829
O00560 Q9UPY8
Q8IUQ4 P53778
Q93062 Q92567
Q86UU5 Q6A162
Q9H7H0 Q8NHQ1
Q9BWG6 P14373
Q96IT1 Q969J2
Q9NQZ6 Q9UK11
Q8N6Y0 Q15435
P19012 Q6PF18
Q5JUK9 P50221
Q6ZVT0 Q99750
Q9UJY1 P04792
Q8N9S9 Q9BRK4
P22307 Q03135
Q9UHD9 P02745
P32242 O43597
Q9HCU9 O75190
Q96B26 P15336
Q96BA8 Q8WY98
Q8N554 Q96BR9
Q6A162 P57060
Q6PIV2 P50222
Q9BSI4 Q15785
Q9GZQ8 Q9UPU7
P61769 P29016
O43309 Q9Y2D8
O14734 P50542
Q9BQD3 Q96CN5
P63104 Q16658
Q9H0I2 Q8NA61
Q9Y4P1 P60520
Q8WW12 Q9NYB0
P55085 Q92905
O15379 Q13227
P62136 Q6NYC8
Q96I25 P21673
Q9BXY8 Q8NHQ1
Q8N205 Q9ULW3
P60409 O43741
P63241 Q04864
P16333 P47928
P31749 P04049
Q8WTP8 Q8WV44
P14678 P36406
Q6P1W5 P54619
Q9NY61 Q8NEJ9
Q9NRF9 Q01658
O00743 P78318
P63104 Q02241
P10451 Q96EQ0
O43617 A5PLN9
P62191 P50222
Q9NUQ8 P14373
Q9P2K3 Q15323
Q13952 P25208
Q9BZL3 Q8ND90
Q9BZX4 O75969
Q16849 P62937
Q96GN5 P38919
O95630 Q9Y3E7
O76081 P48039
P60410 Q9H2F3
Q05513 Q07021
Q96NU1 P0C870
Q9P2Y4 Q5I0X7
Q969H6 Q04864
Q12815 Q9UPY8
Q8TAE8 P40763
Q9NQS7 O15392
O43242 O43395
Q9NYF3 P31947
P63165 Q9UBC3
Q9H257 Q6NT76
O75164 Q16695
O95363 Q13064
Q6P499 Q92838
P11926 Q9UMX2
Q99081 Q9NZD8
P04792 Q9UJY1
P60409 P41227
Q99459 P62136
P45984 Q9C0F1
Q53TS8 Q13285
Q9UK11 Q9NQZ6
Q8IZU0 Q8N8B7
Q5T700 Q9H1C4
Q9Y2D8 Q8NDC4
Q9NRD5 Q15560
Q13131 O43741
P30307 Q9Y250
Q96A72 Q14558
O43684 O43586
P51617 P58753
Q8N1L9 P17275
O95243 Q13158
Q8WWB5 P14136
Q96EZ8 Q9UER7
O43187 Q9NWZ3
Q15038 P86479
Q9NRQ2 Q7Z3S9
Q9UHD9 Q8WWY7
Q9H0S4 O95166
Q7Z3S9 Q08117
Q96NG3 Q15834
P15923 O95273
Q15642 Q9BSI4
P04259 O14777
P46695 P49069
Q96RU8 Q8N2I9
Q02750 Q86Y07
Q96NE9 Q6YFQ2
Q9UKV5 O94905
P59990 P60370
P14921 P28482
P68431 P14618
Q9UBB9 Q9P0W2
P61978 Q9H9D4
P0C7H8 Q96SQ5
P52744 Q8WV44
Q9NZD4 P62942
O14777 P04259
O75928 P63279
Q9BRK4 Q9H0A9
Q9H269 P56962
Q8IUQ4 P78508
Q8N1B4 P20338
Q9NWT6 P25963
Q9NWT8 O14965
Q03154 P54274
Q9BYR2 Q9UGL9
Q8IVM0 Q6GQQ9
Q9Y5K6 P06729
Q8WU79 O75553
Q9BS40 P43361
P15408 Q9P127
Q92692 P26371
P0DJD3 Q8TBB1
O43298 P61968
P16930 P15884
P60411 Q9BYQ6
P49247 O75716
O00560 P35268
P46663 P01042
P21731 Q13162
Q9H3P2 Q8IXH7
P60409 Q9UGY1
P48668 P05783
Q99750 Q96SQ5
Q15645 P59990
Q9P0L1 P57086
P27635 P12931
Q05516 Q12933
Q8N6Y0 P48047
P29016 P61769
O43765 P46695
Q13895 Q9H9H4
P48047 Q8N6Y0
Q9UMX0 Q96NZ9
Q86VP1 Q9Y3C5
Q9UKT9 Q8N5M1
Q9NYB9 Q14525
P07237 Q8TCT9
Q9Y371 Q8NI60
P32242 Q5TA82
P51172 Q8N668
P12318 Q9UMX0
Q15041 Q9NZD8
Q9UDX3 Q0VD86
O75478 Q9NX04
Q8NBW4 Q7L523
Q13485 Q15797
O15235 P58062
Q5T5B0 Q9BYR5
P49639 Q6PEX3
Q9UQ90 Q99750
P98179 O75525
Q8IUC2 P25788
Q6A162 O75427
Q71SY5 Q9NZC7
Q12933 Q9BXF9
Q96GZ6 Q04864
Q9UBB9 Q13227
Q9NZC7 P67870
P15884 O43929
O00264 O76071
Q9BYR3 Q9BYQ3
Q9HC98 Q9Y2V7
P49903 Q2TAL8
P50222 Q9NXU5
Q8TC92 Q96BQ3
Q3SYF9 Q08AM6
Q8N5F7 Q01081
P60409 Q8NA54
P15884 Q6ZQR2
Q2I0M5 Q9Y3S2
Q9BRK4 Q9BRR0
P14373 Q9Y2B5
O43741 O14627
Q15560 Q92917
Q16543 Q9Y6K9
P27487 P19875
Q15654 Q02930
Q14596 Q9GZQ8
P51843 P35398
P35610 P54274
O43681 Q9Y5L2
Q99966 P05412
Q03393 O00560
O15481 Q9HD90
P03372 Q03989
Q8IWZ5 P50402
A1L4K1 Q08117
P62837 P98170
Q01081 Q13435
Q494R4 P35638
P61916 Q7Z3B1
P62318 P84090
Q96LA8 Q9Y3A6
P16104 O15297
Q14526 Q13363
Q5T753 Q5TA78
P67775 P31749
Q96C24 O15156
Q9BTY2 P50222
O15209 Q96EZ8
Q12805 Q12933
Q96PK6 Q9NSC5
Q6A162 Q9Y6H1
Q8IX19 P07306
O14530 P0C7W6
P50749 Q13043
P13196 Q4VC05
Q0VD86 P05549
Q9UI95 Q8TBB0
O14641 Q08117
Q8NDC4 Q9Y2D8
Q13526 P51617
Q13363 Q8N895
Q8NHQ1 Q8TAU3
Q9H2G9 Q2WGJ6
Q15185 Q9UKV8
Q8N6I1 Q96D98
P13646 P35908
Q9BYE3 Q5T749
Q8N1B4 P55081
Q6A162 Q86XR8
Q9UBU8 P13805
Q9NRA8 O60573
Q8TC07 Q9GZQ8
Q9UKT9 Q96PN8
Q99259 P46952
P27361 P14618
Q9UJM3 O14757
Q16822 P84022
Q9H6L4 Q9P2A4
Q8TC07 Q9H0R8
Q9NR12 Q99816
Q15025 A8MQ03
Q9UKJ5 Q5TA81
Q9UBC3 P63165
Q9UBB9 P55040
P04792 P27797
P15884 Q7Z7H8
Q3B820 Q9H257
Q99988 Q99750
Q96IX9 Q15323
Q15041 Q9Y5P4
P35222 Q99697
Q99750 Q8WUK0
Q13427 P17931
O14503 O60248
O75886 Q969R5
P38936 Q9UHC7
Q8IYX8 P40222
Q5VU69 Q9H7Z7
Q15323 Q8NHQ1
Q96EK4 Q13363
Q96C28 O95273
P18507 O95166
P63104 P0C0S8
P14136 P35398
P36897 P63104
P50222 Q12805
P01730 P04150
Q9H0R8 P41145
P62820 P50395
Q8TBB1 Q6RW13
P0DI81 Q719H9
Q9NZD8 Q7Z698
Q9Y3D7 Q9Y5T4
P46734 Q9Y463
P55957 Q92843
Q9GZQ8 O75385
Q8TAB7 Q6A162
Q9H8W4 Q9NX01
P49286 O76081
Q9UBU8 Q13422
Q15323 Q15040
P14373 Q02930
Q96IF1 P31947
P21673 Q96I25
Q9Y5L2 O43681
P12755 Q15796
Q16670 P60370
Q96CN9 O43482
Q14847 P51116
Q14CS0 Q9HCJ6
Q13554 Q969H6
P62837 Q99496
Q9HCM9 Q9Y577
Q9BYR5 P32242
P60033 Q14739
P60410 Q8IW45
Q86VP1 Q15560
P49675 P43364
Q8WX92 O75525
Q9UKG1 P50221
Q08AF8 O75558
P84103 Q9Y5E9
Q13956 Q14019
P45877 Q9UMX0
P49366 O00194
Q96JQ5 Q8N6F1
Q9Y5V3 Q93062
P67775 P46695
P49069 P46695
P49639 Q9UKJ5
Q9UKJ5 Q8ND90
Q9BYQ6 P26371
P49715 P17676
P54849 Q8N205
Q86VK4 P67870
Q15435 Q8N6Y0
Q9BQ66 O76003
Q9BRK4 P12236
Q9Y383 Q16629
P60520 Q9Y4P1
Q86UY5 Q9UPG8
Q16637 Q9BUJ2
Q15036 P16333
Q7L1I2 Q96LI6
Q02750 P46937
Q8TAV4 O00526
P49023 Q9GZM8
O76064 O43251
Q9Y6E7 P10515
Q9NRN7 Q9UPT9
Q13137 Q9P2K6
Q12933 P57055
P15407 P22415
P55040 Q8ND90
P16104 P45983
P40938 P35249
Q8IWZ5 Q6A162
O60883 P42785
O14777 Q6ZNE9
P04637 Q9BWC9
Q7Z417 Q9BYQ4
Q01844 Q92734
Q9Y5K8 Q8N1B4
P62136 Q86WC6
Q86UY5 P36406
P06753 P0C1Z6
Q13077 P49639
Q7Z6G3 Q00994
Q8N895 P25788
Q93062 Q92734
P0C870 Q96NU1
P41227 P50222
Q08379 Q9NPJ8
Q8N5M9 Q9BXN2
Q13895 Q7Z6G3
P06702 P05109
Q9UNH6 O14964
P60370 Q16670
P25788 Q8IUC2
O60216 Q13643
P14921 P17542
Q9BRK4 Q96NC0
Q15759 O43257
Q96CS2 Q96M63
P32929 Q96NT3
Q8N112 P21854
Q9UJX2 Q9UHA3
Q13137 O43324
Q86VR2 O95870
O43765 P08118
O43639 Q8IX15
O15379 Q15022
Q96M27 Q15437
P50222 P01583
P37198 Q96CS2
Q9BYV2 Q9NX04
P16333 P98082
Q07820 Q16611
Q99640 P14635
Q5SQN1 Q969F0
P16333 Q9H222
Q9Y6K9 P12931
P60709 P60981
Q86U44 Q9HCE5
P29350 P31994
P02750 P17813
P62140 Q96T49
Q96LZ3 Q12800
Q9UBU9 P84103
Q8N205 Q9BVK8
Q9H7H0 Q6A162
P17152 Q969F0
Q9BUL9 O75817
Q14435 Q92624
Q9H257 Q6NYC8
Q9BQ89 Q6NUQ1
O43681 Q12797
Q6IQ16 O15131
Q8N9N5 Q96QF0
Q86Z20 Q7L5A3
P84022 Q9BZL4
Q9P0L0 O95292
P15923 O75593
Q9HCJ2 Q9Y2I2
Q5TCM9 Q5T7P2
P20674 Q15323
P43490 P03886
Q9H816 Q15554
O75934 Q13155
P50402 Q9BYN7
Q9Y5V3 P35219
Q59EK9 Q9BXS5
Q7Z5V6 O95429
Q96DZ9 O43615
Q6A162 O95391
Q9HCS7 Q9ULR0
Q6IBS0 Q9NYB0
Q15014 Q9Y605
O75716 O43597
Q13137 Q8WWY3
P50222 O00241
Q13585 Q7Z3I7
Q96CW1 Q16778
P62820 P31150
P63165 Q9Y6K9
P48995 Q96D31
P60411 Q9UQ90
Q9Y5J3 Q15038
P68400 Q13547
Q8TCJ0 P60709
Q14847 Q9BRK4
Q06124 O95297
Q01968 P62820
Q9Y3I0 Q9UKG1
Q9UHD9 O95881
P50402 Q6P9A3
Q9BPX1 Q96HA8
Q9P0T4 Q9H8W4
Q12874 O75478
Q8N2X6 Q6A162
P78537 Q9UL45
Q53EZ4 Q8N9N8
P14373 Q14657
P17661 Q6NYC8
Q8TE85 Q96LA8
O43639 Q15654
Q14CS0 Q0VD86
Q9Y247 P35609
P50539 P60410
P61978 P38159
P35908 P13646
Q7Z7H8 P15884
Q9UJC3 P25791
Q86W54 Q13137
Q5TA76 Q9UKJ5
Q9NQZ6 O60504
Q9BYV2 Q9NU19
Q9Y6H1 Q0VD86
P02538 Q6A162
Q9NZD8 Q9UI14
O75056 P31431
Q05D60 Q8WYH8
O00560 O95544
Q9BQD3 Q8TBB1
O15156 Q96C24
Q9Y4P1 Q9H0R8
Q96SQ5 Q99750
P98170 P40937
Q8HWS3 P14678
Q6P597 Q8N1B4
P42685 P60484
Q99750 Q6ZVT0
Q9NSC5 Q8TBB1
Q9UGL9 Q701N4
Q9UKX7 O15131
Q5T5B0 Q99750
Q96GS4 Q9NQT4
Q8N1B4 Q9Y5K8
Q6PF05 Q9NZD8
Q9NUY8 Q9BQ66
P28482 P28562
O96015 Q13557
P12956 O15355
Q8NA61 P61024
Q9UGP5 Q8IZU0
Q13526 Q15025
Q8NEC5 Q9BYQ6
Q5JTV8 Q9NYB0
P62993 Q8N9I9
Q7Z3S9 P43115
Q53FD0 P19012
