Q07699 Q9NY72
Q16629 P55084
P28715 P78371
Q9BV36 O94913
P09455 P31629
P34896 P16401
P26368 Q9H4K7
P24468 Q9HD34
Q14686 P51398
Q8WUA4 P15121
P17174 Q9ULX3
Q9BPX1 Q96T37
Q07973 Q6UB98
Q8IUQ0 O94768
P06732 P28370
Q8NDX5 Q8NEL9
Q8WVC0 O95749
P50453 P09016
O95551 Q8TF09
Q9GZZ0 Q9Y2T2
O60711 P33992
P61244 P51649
Q9GZZ1 Q9BSH3
P0C1S8 P10155
P45877 P23771
Q09028 P55210
Q9BXL6 Q01196
Q9UKY1 Q16891
P53396 Q12948
P53597 P17483
Q14999 Q68CP9
P10275 P22531
P59942 P41212
Q8IXQ5 Q9Y238
Q8N5F7 P49902
Q6FI13 O14727
O43504 Q8IY57
Q16543 Q9BUQ8
Q8WUN7 P14652
O95379 Q8TAQ2
Q8NFG4 Q8WYA6
Q13886 Q9Y3D9
O75400 Q9P2H0
Q9NNW7 Q06416
Q15750 Q9BYM8
Q13568 Q9NZD4
Q99707 O15178
Q9GZT8 Q5XKR4
P10276 Q06278
P82909 P15036
P13489 Q15910
Q9BZQ8 O75971
Q06945 Q14442
O00754 P29353
P83111 P15408
Q6XUX3 O60381
P50213 P18146
P12277 Q9BXL8
Q14186 O95400
Q9H0E9 P31937
Q9Y295 O43929
P31276 Q14442
P23409 Q16773
Q9NYS0 Q15915
O75150 O75394
Q96CS3 Q9H9S0
Q99558 Q58WW2
P09016 P82921
Q6PRD7 P35452
Q03111 Q9UDX5
P24278 Q9UN86
Q96RE9 Q9Y6R0
P28069 P78358
Q02252 Q96JP5
Q9H0A6 Q68CP9
Q86XI2 P00568
Q14204 O14924
P48163 O00462
P32929 P33778
P82914 Q06547
Q96QR8 P51649
Q16643 Q96JB3
Q14204 P20719
Q9ULC6 Q9H2F5
Q96I99 P58304
O43148 P82930
O75971 Q9NP97
P36954 P49888
Q15329 Q96PC2
Q9UJW9 Q9HCN4
O14641 O15379
P10599 Q96AV8
Q14749 P10827
P59046 Q96T60
Q9C0F3 Q9BYD2
Q8TBX8 O75175
Q06124 Q9UKN8
Q8TE85 P06732
P10599 Q96DT0
O75880 P61964
O60678 P31267
P15172 P00325
Q8IXQ6 Q9NP86
Q9H5Q4 O95409
O94782 Q8N7A1
Q05209 Q9GZR1
Q9BYD6 Q9ULX9
Q9H4A3 Q14469
P59942 Q12873
P61769 P33260
P15923 P29144
O95751 Q6PGN9
Q9UNN4 Q02108
Q13085 Q99733
A2A3N6 Q96PN7
Q14749 O94913
Q96RG2 P43694
P63272 Q04837
Q9HCY8 P53350
Q01064 P23025
Q9UBU7 Q9NRJ4
Q92759 Q9ULC6
Q99487 Q6PJT7
Q12815 O43543
P28838 Q13416
Q9UHQ1 P35790
P41235 O75936
Q9Y2V7 Q14746
P17050 P31350
Q9H0C8 Q9BUL9
Q9UKF7 Q00444
P14868 Q99590
P40227 Q96L73
Q9H6S3 P50897
Q13888 P42765
P08729 P78364
Q9NR19 P35680
Q15024 P42285
Q9H9L7 P09488
Q13426 Q9UDX5
P29353 P25774
Q9BWX1 Q6B8I1
Q9Y5Q9 Q9HCE6
Q8N142 Q02539
Q96AJ1 P46952
P18440 Q8IXQ5
Q13243 P49589
O95376 Q2M3C7
O43316 O60239
Q9P2W6 P13686
Q8N9W6 O94864
P22681 Q96JP5
Q12931 O75807
Q8WWL7 Q96T66
P15586 O75534
Q3ZCT1 P18085
P53004 Q96KK5
P78549 Q9P2R7
P13797 P53539
P09001 Q8WXA9
Q9H5F2 Q96GX9
P48147 P55771
P30291 Q6PGN9
P11586 O60902
P09430 Q15173
Q9UM63 Q9NR46
Q9BV36 P06280
P19793 Q9GZZ1
Q02078 Q6XE24
Q9H4Z2 O75879
Q9H6S3 Q6DRA6
P54687 Q9UNS1
P50219 P28161
P14653 Q9UBW5
Q08495 Q96AZ6
P00918 Q15637
Q9UNN4 P27708
Q9NWF9 Q6NXG1
Q8TCJ0 P09488
Q9UGP5 Q9BSL1
P07711 Q9NQI0
Q9BZL1 P38571
P43235 Q93088
Q9P2Y4 Q9NT62
Q14686 P51649
Q9NR46 O43719
Q9Y4B6 Q12948
P00326 Q8N257
P28069 P49888
Q96IV0 P26367
Q8IVW6 P30626
Q01581 P15407
Q9UI36 Q8TF09
P12956 Q9NR19
O60231 P22532
P82663 Q9Y2V3
P09661 Q9HD40
Q9C0J8 Q96RP9
Q5VWG9 P78358
Q15029 P11766
Q03111 Q8IWZ3
P12277 Q14469
Q15173 A0AVK6
P62316 P82675
P82650 Q9UGL1
Q7Z7J5 Q16540
Q9P2W1 O00142
O60682 Q5H9J7
Q16719 Q12873
Q14204 Q05516
Q9HC29 Q8NB91
P10244 Q13794
O15525 O76031
Q68CP9 P13489
P52655 Q9BYN0
Q8TAU0 Q9H2S9
Q7L0Y3 Q9UBT2
O15540 Q03828
Q9HAW4 Q16773
P16083 Q8TAQ2
Q96IV0 Q9UKF6
O14920 Q8WXA9
Q8IX03 P55157
Q8TE67 Q8IXQ6
Q9BXL6 Q15596
P13995 Q9Y3Z3
Q6XUX3 Q6ZYL4
Q9NWF9 P42785
Q8TAE8 P49589
Q16612 Q12952
P82914 O60381
P20807 Q9BWT3
O95248 P35790
O75170 Q6STE5
Q9BSM1 Q9ULW8
P31327 P33240
Q8IXF0 P16949
P51649 Q02447
Q13115 Q8N9N2
O43819 P56915
P53004 P10412
P35754 Q5QJE6
P00441 P17509
Q8TE67 P23759
Q9Y3B7 P82979
P49759 Q9UN86
P28702 Q02252
Q9NP31 P36402
P51553 P52655
P18440 P49917
Q9NZL3 Q9Y6M4
Q6B8I1 P51946
O75534 O60814
P21673 Q5TB30
Q96M11 Q9BRL6
Q13123 Q9Y239
Q9H765 Q99990
P31267 Q9UI32
O43819 Q9ULX3
Q15560 Q12849
P17987 Q8WYA6
Q8N257 O60941
Q96QG7 P15976
Q13546 Q9UK76
Q9P2Y4 Q9BXI3
Q9UKU7 P31269
Q9NY33 P61371
Q03052 O14713
P35218 Q5TB30
P15374 Q92922
Q16643 O43781
Q15102 Q96JP5
Q8WVM0 P55318
Q96A58 Q99594
Q9HCP0 Q9C0F3
Q13309 Q16526
Q9UHN1 P63162
Q9NWT8 P82909
P17706 Q96T76
P42574 P04066
P49591 Q8TAQ2
Q9Y4B6 Q13461
O94906 O43395
P11474 Q96LI5
Q9HAW4 P15104
Q02548 P15121
P04183 Q14119
P24468 O15091
Q9UD71 Q9NZI5
P46783 P09067
P49638 Q9UBE0
Q12948 P20591
P84103 Q9H2W6
Q9Y5Q9 O15235
Q6B8I1 Q13573
O43913 Q9Y6M4
P82914 P53539
P49368 O95343
P41235 Q9HCN4
Q16576 P05089
Q13085 P62314
Q9UPP2 Q16533
P32322 P61964
Q9P0R6 P10619
Q86YN6 Q96GX9
P50548 P05787
Q6UB35 Q969S2
Q9UNY5 Q9UJM3
Q96JJ3 Q13356
Q9H6S1 Q9UBK2
P49789 Q16695
Q9Y6R0 Q9Y2U9
Q06413 P62942
Q16143 Q0VD86
Q9P032 Q99684
Q9NX01 P30419
P00338 Q9NXR8
Q96QR8 P49914
P26358 P54868
P29218 Q15054
P55854 Q7L311
Q16594 P45877
P51948 Q16537
Q58A44 Q5U623
Q9Y3D3 P12755
P53597 P83369
P11161 P62937
P49638 Q13526
P12277 Q06416
P14868 P32780
Q03052 Q9NX20
Q9H0C8 Q8NHV9
Q9NY74 Q9H4I2
Q8WZ19 O75251
P19622 P28161
Q96I99 Q9HCD5
Q08050 P61970
Q9ULW8 Q02539
Q93079 Q96T66
P09017 P06732
O95990 P32929
P37275 O75363
Q13643 O75558
Q9NX18 Q12857
O60508 Q9NR46
Q13415 P20936
P37108 P39748
Q8TAE8 Q01064
O75132 P16152
Q9UHD2 Q14186
Q16143 P51531
P19622 Q6PGN9
Q16594 O95405
P23297 Q15349
P59044 Q07869
O75563 Q99590
P17706 P31276
P27695 Q9BY32
P28702 Q9NVV4
P19532 P82921
Q92837 Q01459
Q05195 P13797
Q99469 Q9UGP5
O00338 P31273
Q15744 Q14678
Q86UU0 Q00059
Q8WVC0 Q9Y2D0
P32780 P07741
O14920 Q15723
Q9H3D4 Q9ULW8
Q96JJ3 Q15466
P41240 P36915
Q14204 P41225
P28482 P01112
P30048 Q9UBC3
P83369 Q8TE67
P48729 Q02241
P14324 Q9BXL8
O43679 P55210
Q05516 P56277
P31267 P82932
P68402 Q8N5F7
O00142 Q93077
P83369 Q13126
Q96HU1 Q16520
O00472 P82675
Q03013 O15353
P49914 O75446
Q6P1L8 Q13118
P53384 O43148
P25398 P18615
P63302 O43829
Q96M27 P35453
P24928 Q93015
P13631 Q9BT17
Q9Y2Q9 Q8N5A5
P62269 O00716
Q9NZI7 P07327
Q8IX03 Q96BP2
P10242 P09488
P15289 Q9UKF7
P55854 O43364
Q9BZL1 P31277
P11245 Q9Y2X9
Q9Y3D3 Q9P2Y4
Q13310 Q14863
O75676 P08319
Q06520 P13631
Q14204 P29084
Q13568 Q6UB35
P59046 Q9UJC5
Q9NT62 P50613
P06732 Q6UN15
Q86WB0 Q9Y3D5
O15525 Q9NQR4
Q8NFH8 P15923
P24298 Q12986
Q9BRA2 P23511
Q96A08 P82650
Q9HC52 Q9Y2T2
P35637 Q96AA8
Q15173 Q9NVP2
Q8N257 Q9UGC7
Q9BUQ8 Q99819
P22061 Q13950
Q01664 Q9BSL1
P30838 Q02363
Q96FI4 Q16540
Q96AA8 Q01658
P30711 Q5TB30
O95376 Q9BUT1
P21673 Q8IZL9
P53384 O95218
Q16576 P49914
Q6P1L8 O75030
P20807 Q13523
Q96JB3 Q96P71
Q9H4I2 P15121
Q99707 Q13761
O14924 Q9UBR1
Q16822 P31267
P46063 Q9Y3D9
Q6W2J9 Q16854
Q93015 Q9UKN8
P30838 O94916
P49591 Q13595
P06732 Q01826
P82675 O43929
Q02535 Q9NQR4
Q9UPP2 P17483
P20807 P61371
Q6WQI6 P35453
Q15233 Q7L0Y3
Q9UJM3 P31249
O60711 P10619
Q9NX70 Q5JY77
Q15583 P43897
Q92759 Q15185
Q8N257 Q6UB35
O60814 Q9NQR4
Q05048 O14561
P53597 P40617
Q9HCU8 O00471
P41229 Q6UB35
P78368 Q07869
Q53GS9 O75643
P41279 P15918
O95429 P49736
O75648 Q92989
Q14651 O60315
Q8TCS8 P01100
Q3ZCT1 O43837
Q07352 Q6PGN9
P40261 O75607
Q9NZD4 Q96KF2
O43307 O43365
Q15424 Q9BSL1
Q96G01 P58012
Q9UDX5 Q01081
P40227 Q8IVL1
Q07864 P00325
Q8N183 Q9Y2V3
P16949 Q16777
Q9NVU0 O95361
Q9BXL5 P0DMN0
Q8N983 P08579
O95429 Q9BTP7
Q9NX09 Q96AV8
P08579 P40261
Q15329 Q3BBV0
Q14790 P10276
P53597 Q9UBK2
Q92837 Q53HV7
O43307 P53634
P08651 Q03154
Q15583 Q9NP86
Q68DY1 Q9UDV6
Q5VZM2 O60583
Q9H0C8 Q99878
O75828 P28347
Q9Y4H4 Q13416
Q7Z7A3 O60381
P15172 P07451
P82914 P29558
P47902 P31350
Q8N5U6 P48431
Q9BZL1 Q96A08
P49715 Q9NNW7
P14868 O15370
Q9UKI9 P13995
O15178 Q9H765
P52565 P32314
P05089 Q9Y6J9
Q9HAV0 Q6Y2X3
P41134 P49406
Q9NZD4 P61964
P21266 Q01081
Q9H4K7 Q9H9L7
P22532 P01100
P13798 P53634
P54577 Q92966
Q99697 P51649
Q15054 Q96I99
Q02080 Q05209
Q70SY1 Q68DY1
P78368 Q9HAW4
P00492 Q5VUA4
O75363 O43148
Q9Y291 P29558
O14593 P11766
A6NEQ0 Q9Y6R0
P48730 Q9BV90
Q8WXI4 P33992
P15374 Q9Y3D8
P34896 P04554
Q9P278 O75506
Q02080 P50452
P49715 Q969P6
Q13115 Q7Z7A3
Q04727 P29762
Q9UBX1 Q6PGN9
P43235 P40939
P24385 P49736
P26639 Q92908
P41279 O60284
Q9BPZ3 Q99081
P10828 Q2PPJ7
P53634 P51857
Q5QJE6 Q9NP97
P06132 P32780
Q16740 Q03701
Q12789 P48735
P49753 P12004
P52565 P15976
P16152 Q14190
P68431 P08319
P11766 P35680
P24752 P18615
Q9Y3D5 Q14119
Q71SY5 Q5JY77
Q05923 P07148
Q12931 Q12800
Q58A44 Q96BP2
P50135 Q96S96
P09936 P51784
P22061 O43929
P04198 Q9Y2D0
Q03181 Q92837
P30307 Q14749
Q8WVN8 P12524
P47897 Q6ZYL4
Q76N89 P82970
Q6UXN9 Q96HU1
Q6DN03 P54098
Q9P2W1 P35790
Q9NX01 Q8TE02
Q8TF76 Q9Y3B7
Q9UDX5 Q96BN2
P16152 P16402
P50135 Q92908
O95429 O43325
P08319 Q16621
Q9Y4B6 O00287
O60508 P07741
Q8WVN8 Q96T76
Q9H582 P54577
Q92759 O15091
Q9H6S3 Q10587
Q96EK5 Q96DT0
P13797 Q9UBE0
Q9HBG6 A6NLJ0
Q8TF09 P35227
P49915 B2CW77
P17861 P39023
Q9Y2J8 Q9Y2Y9
Q92793 Q01064
O75132 P08319
Q5JY77 Q6IEG0
Q9UBR1 Q01081
O00142 Q16254
Q13118 P35790
Q04837 Q9Y463
P07195 Q14CB8
O43684 Q9NYS0
Q07869 Q01469
Q9NP71 P48728
Q16695 Q9NRJ4
P62995 O43776
P57053 P17987
Q8N1V2 Q8IZL9
P23760 Q9HD34
Q8IZT9 Q8NEL9
O95931 P53677
Q96FI4 Q14106
O60264 P18054
P08729 Q8IUM7
Q9NP31 Q02078
Q16629 Q13107
P48730 P51784
Q9UJM3 Q9H9Q4
Q9NZE8 Q969L4
Q13126 Q9H4I2
P0DMN0 O96028
Q96IV0 P08236
P49753 P06865
P50135 P07992
P49184 P13489
O43396 P04053
O75648 Q9Y2U9
O95379 P53634
Q96LA8 P51857
Q9P2W6 P53634
P68402 P06400
Q9NZE8 P58876
Q6DRA6 P00568
Q16533 P22532
Q8TE85 Q9UHD2
P10275 Q9P0M9
P14324 Q0VD86
P05413 Q5TB30
P84243 O60678
Q9BPZ3 O95248
O43837 P33778
Q9P2Y4 P43304
Q16548 Q13761
O14924 P25325
Q02363 Q9BUT1
Q9BXW9 O43543
P53396 P50749
P82909 P28347
P46199 Q15466
Q9P0R6 Q8WXA9
Q8N983 Q9NZI7
Q9UIV8 Q9UNS1
Q99879 Q00169
Q8N983 Q8NCU7
Q13886 P00918
Q96M27 Q9C0J8
O15540 Q9UM82
P78368 Q6EKJ0
Q92793 Q9Y2T1
Q9UGL1 P16050
P83369 P09455
Q6WQI6 Q5VTD9
P0C7P0 Q14186
Q9UIH9 Q9NZJ9
Q99558 Q15542
Q6DN03 Q9Y3E5
P23921 P31274
Q02548 P29144
P0DP25 P31150
Q8NFG4 Q9Y3Z3
P57053 Q9H2J4
P29762 Q9H1Z4
Q92830 Q96PC2
Q9NWU2 P46459
Q9BRA2 Q9NV56
P26368 P82664
A6NDE4 Q9NRV9
Q9HC29 Q9BUL9
Q14204 Q12986
P46783 Q7RTV3
P51970 P50219
P18054 Q13573
P08651 Q9NP97
Q05048 O14920
Q9H9D4 P17036
P82933 Q9UKI8
Q9Y675 P62495
P48729 P15586
Q9BSE5 Q02386
Q05209 Q8NFW8
P20936 O15514
P35558 Q6NYC1
Q15853 P01040
O75880 Q8N9N5
O95429 O75150
P23297 Q13426
Q9NQI0 Q7L775
O15156 Q2M3C7
P48643 Q15542
O14641 P40692
Q9NV88 Q96P71
P07451 P04554
P13798 P03372
P11245 P43699
P07686 Q9BXL7
Q9HC29 P41212
P57053 P54098
Q9UKV3 P09210
P40261 P17275
Q9Y4B6 Q9UGN5
Q9UIV8 Q8N807
Q9Y5Q9 Q9Y2R5
Q8WXU2 Q9BUT1
Q8WVY7 Q8NI60
P26441 Q96AV8
Q92665 P50219
O14593 P22681
Q9UBX1 P49789
Q08257 O60902
Q6ZRS2 Q7RTR2
Q02539 P51857
O95154 P49716
P17483 Q9BYD2
Q6P1L8 P28069
Q49A26 Q9BPX1
Q96S53 Q15185
Q9Y2R5 Q9NVP2
P00915 Q9UHB7
P13631 Q9NZD2
P54821 Q9UDX5
Q7L0Y3 Q3YBR2
Q8IY57 P21695
P34897 P15848
Q9BYC9 P06400
Q5THR3 Q14651
O75607 O75394
Q9P278 Q14781
P35237 Q96PN7
P31937 O94864
P78337 O76031
P40227 Q99638
P29762 O95990
Q14469 P39023
Q12882 P10827
Q8TDY4 O95343
P12277 Q9UK76
O76094 O94906
P82912 Q7RTV3
P46439 Q8IXQ6
Q02078 O60678
O43543 O43542
Q15906 Q16773
Q9NZE8 Q92769
Q8TF76 Q8WYK0
Q02108 Q8TAD8
Q9Y5N6 P06732
Q03154 Q5VTD9
Q99801 Q6UB28
Q9BRV8 O95248
P42765 Q9UHB7
Q9UDW3 P07864
Q8IXQ6 O75879
Q8N3C0 P13984
Q9Y238 Q13247
Q9UI36 Q14442
P15104 P10253
P55039 Q14526
Q14032 Q15910
O75170 Q01196
Q8WWV3 Q15744
Q9NYK5 P06899
P54098 Q86U86
Q8WXC3 Q9GZZ0
P18085 O76039
Q9BTM9 Q15415
Q2VPK5 P24928
Q15911 Q16537
P15374 O15370
P28838 P15976
O94788 Q6UB99
Q13867 Q9H9Q4
Q8N4E7 Q5MJ70
Q16254 P62937
Q92759 Q96RG2
Q9UL17 Q14442
P49759 P32119
Q16143 Q53HV7
Q9BYC8 Q9GZZ0
P10599 O75132
P17516 Q96AZ6
Q12996 Q9H0A6
P34059 Q9UBW5
O15353 P38646
Q04837 Q5XKR4
O60711 Q9H5F2
P42785 Q9NRJ4
P08579 P43897
O15091 Q92966
Q9Y4A5 P28161
Q92844 O43143
Q02446 P61970
P0C1S8 P35326
Q9UHG3 Q93008
P41229 P09488
P21675 Q92871
O60678 P49842
Q96M27 Q8N9N5
Q9H2S9 Q9UHX1
Q92989 Q9Y6G3
Q96HA7 Q14527
Q14790 Q8NHV9
P15173 Q9Y2R5
Q5TCY1 Q9BV90
P00918 Q05925
P59046 O95639
Q8WUN7 Q03828
P20592 Q9UNS1
P53004 P17535
P05164 P82921
O60508 P48200
P28698 Q9BSE5
Q9BSE5 Q9HCS4
Q14192 Q92730
P78527 Q96T66
Q13637 O00257
Q13888 P20591
Q9UIV1 Q16540
A6NDE4 Q7Z7A3
Q9HCU8 P59103
Q9BXL6 P30876
Q86Y13 Q8IU81
P40227 Q9H9S0
Q15853 Q14678
Q13888 P27708
Q16143 P26368
O75807 Q16548
Q9BYC2 P49759
Q92830 Q49AM1
Q7L3B6 A0AVK6
P12277 O60481
P07384 P02765
Q9UNY5 P51857
O75526 Q14CX7
O60671 Q13795
Q8IUE6 P21673
Q01201 O14561
O00472 Q8WYK0
Q03701 Q9HCN2
P53539 Q9H4K7
Q16772 P20719
Q9P0R6 Q6P1X5
O00471 Q16633
Q92731 P14061
Q8WVN8 P07992
P15374 P10244
P49005 P35218
Q58A44 Q09666
O15540 Q15915
Q9UQR1 P56277
P23193 P42765
Q92922 Q9BYD6
Q6P1X5 P98170
Q08257 P30876
P07327 P31274
Q49A26 O76031
Q16629 Q96HU1
Q9H5F2 Q14678
P35244 P04183
P49458 O94768
Q9NP74 Q53H80
Q9BRA2 Q13523
P13796 O75529
P09661 Q92844
P31749 P31946
Q15022 P50452
O14981 O76031
Q9UBU7 Q9UBC9
P51688 Q9GZZ1
Q9P032 O60356
P0C7P0 P62875
Q9NYK5 O15151
P08729 P05549
P84243 O43776
Q9UHN1 Q9BUL9
Q9NV88 P28161
Q8IX03 Q9BWT3
P30048 O15178
Q02153 P35452
Q6ZRS2 Q9HCP0
Q9P032 Q96DI7
Q01201 O14713
P26599 Q9BTM9
P54136 O95926
Q9Y4B6 P15923
P29762 P17480
O95696 Q9BY32
Q9Y5Q9 Q9Y238
P13378 P22532
O95154 Q15014
P50453 Q9H147
P52701 P47874
Q9BYN8 Q16533
O75879 P17275
P18846 Q14749
P15104 P18146
Q9HCU8 O95749
O14713 P31273
Q9UMQ3 Q96AA8
Q9H0E9 P21266
P98170 P49736
P82909 O00311
Q96M27 Q9UGL1
P08621 Q9NY74
Q00577 P35270
Q5VZM2 P62875
P78368 Q12824
Q8TE04 Q14839
Q07864 Q9NZJ9
Q9Y4X4 P33402
Q9HD40 Q6PJT7
Q9NPB1 P41002
P14651 P78358
P49638 Q01459
P08729 Q8N5F7
Q5THR3 Q8TE02
Q7Z569 Q14527
P11161 P00338
Q6PRD7 Q9BXL8
P19447 Q01469
Q9BS31 Q15102
P82930 O60762
Q9NX20 O14802
P23760 O14713
O95071 P00326
O43541 P14061
Q9BYC2 Q99880
P68104 Q99638
P48147 O14497
P13693 P30291
P07864 O95926
P63167 Q7LDG7
P53396 P11161
Q9HCY8 Q9Y5P8
O75593 P46439
P49753 P17535
Q13162 Q99990
O75506 Q9BPZ3
Q9UD71 Q5VWG9
P30838 Q9GZR1
Q8N5F7 Q9UPY3
Q9NZD4 P49640
Q49A26 Q9Y6R0
P50749 O76031
Q8N165 P23381
P19878 O15353
O60936 Q01130
P26441 O75528
P26358 Q13794
Q15173 Q96QT6
P17010 Q14894
Q99583 P00568
Q9Y4A5 P06732
Q8N4E7 P49639
Q02539 Q7L7X3
O60675 P43355
Q93088 Q8WXA9
Q7Z5Q5 Q9UI32
Q9Y5Q8 P35237
Q09472 O00743
Q9NYD6 O95400
P00325 P40692
Q15349 P56277
O75164 Q9BTM9
P83876 Q15029
Q9HCN4 Q15637
Q9NRN7 Q03701
P55212 P15586
Q9Y3E5 Q9BYK8
Q9Y4A5 Q8N142
Q9GZT8 O15525
Q16656 Q8WXI4
Q15415 Q96NW7
Q9P0R6 Q12800
P00441 P35637
Q9Y6X8 Q68J44
Q6UB35 O00115
P18847 Q16540
Q13526 Q02108
Q01064 O00462
Q9HD34 Q5VVJ2
Q8IXM3 P31271
P68402 Q9Y2P7
Q8WVY7 P51857
Q9NPC8 O00170
P51532 Q9UGC7
P50453 Q9UNS1
P00918 P58876
P13378 Q13794
Q99551 Q96MH2
O75170 P48382
P53396 O00311
Q14894 O15178
P13798 O14948
P15056 Q9Y6W3
P17010 P82909
P14598 Q9Y2V3
P35325 Q16520
P40939 Q9Y3D8
Q96T60 Q9NT62
Q9H6S3 Q92730
Q96T60 P53597
Q8IXH6 Q96RP9
Q5H9F3 Q07960
P09429 O00170
P50990 Q01538
Q8N9W6 P13010
Q9BUL9 P09210
P17010 Q08257
P53004 P51531
P49789 O43680
Q06547 P41252
Q15596 P22061
Q8IUQ0 Q99929
P68431 P46439
P52292 P61769
P33076 Q06520
Q9UHG3 Q7L3B6
P28838 P62314
P48730 Q9UBK2
Q14188 P50120
Q9Y2Y9 P48728
Q9UPY3 P50749
Q13867 P48382
Q14469 P17987
Q12815 P62314
P09430 P14868
P13984 Q8TE04
P07451 P50897
Q16666 Q969K4
Q9BXI3 P48431
P56282 Q15080
P17987 P15976
Q13247 P39023
Q16543 Q96MH2
Q9BYN8 P10074
P48729 Q9UGL1
P30711 Q6NXT2
Q9H4A3 P52945
Q9UEE5 P40939
Q9BUE6 P31273
P52926 O60760
P42574 P01106
P28838 P01100
P35236 P13010
P82914 Q9C002
Q9H7Z6 Q12882
Q9HCN2 P58304
P21673 P31629
Q16633 P43304
Q13415 Q8TCD5
Q9BS31 Q9NR19
P35638 P00915
Q8N3C0 Q03181
O00338 P22492
Q99697 P20132
Q6PRD7 P15036
Q02548 P11766
P51826 Q5JY77
P56282 P33402
P07148 Q15915
P35244 P20591
P26651 P20132
P06899 O75563
Q2PPJ7 P31270
Q5XPI4 Q9NS39
Q76N89 P51531
Q9BYC9 Q99929
Q9HD33 Q8IVL1
P15036 Q99819
O14593 P53396
P22532 O43513
Q13867 Q9NS39
O75363 P17544
Q02556 P21695
Q13569 Q6P1L8
Q9UIK4 P41970
Q9HD34 Q96LA8
Q9Y238 O94768
Q9H6S1 Q8N6I1
P09234 P62942
P19622 Q04828
Q9H6S3 P23771
P68104 O94993
Q9NSY1 Q9Y2R5
Q9P2R7 P48382
P53004 Q6NXT2
P50750 P38646
Q9UII2 Q96MH2
Q02252 Q15637
O43447 O75643
Q9Y291 Q9UJC5
Q02386 P09960
Q9Y6M4 P10253
Q9UHR5 Q16828
O00471 P32314
Q14938 P45877
Q9BT17 Q9H2W2
Q14204 P62314
Q01664 Q9BZQ8
Q86WQ0 P51398
O75526 P35218
P26639 O43143
O94993 P39023
P48147 Q9NX01
P33402 O60381
P00492 P15848
P50213 P11474
Q02962 Q15080
P14652 Q99551
Q16656 Q16612
Q6XUX3 O75132
Q13886 P29466
Q8IXM3 Q8TCJ0
P21399 P82979
Q9ULG1 Q96QG7
Q9UEE5 P53667
P00441 Q969G3
P25205 P35270
Q9Y676 Q99081
P35326 Q9H611
Q99966 Q9NX09
Q96AJ1 Q99714
P57053 P07148
P51553 P49917
Q49A26 Q9BYN8
P28069 Q9HCE6
Q9NWU1 Q9UL03
Q96G01 P20719
Q8NFU5 Q9BYD6
Q16828 Q15723
P17481 Q9NZD2
O94916 Q9NQI0
Q04727 Q8N1V2
P15336 P41252
P52655 Q9UI32
P55039 Q13243
O60675 P22061
P33992 O75251
Q9H9J2 Q96JP5
O60563 P51970
P17050 P35236
Q9NYK5 P13631
Q9BXL7 Q8NHV9
O60936 Q08170
Q15014 P11766
Q9UDW3 P82912
Q9BYC2 O60675
O75363 P05423
Q9Y2Q9 Q14181
O43781 P78371
P35236 Q9HAW0
O95786 P62875
Q15327 P11586
D3DTV9 Q16854
P38646 Q9H9Q4
Q9C002 P82930
P49753 Q96T37
Q6PRD7 P49917
Q9P0M9 Q01081
Q9H3D4 P35236
Q02535 Q93015
Q15102 Q15475
O60551 Q6UXN9
Q9BRA2 P52945
Q9H7Z6 Q04837
Q5VZM2 Q99684
Q8WVM0 Q02446
P31327 Q16778
Q16643 Q8IY57
Q9HCE6 Q14696
Q9BSF8 Q13867
Q01064 Q9NZI6
P49675 P29083
Q14562 P42765
Q9H3D4 P23381
Q9UPV9 O15540
Q96PU5 Q5VVJ2
P13489 P42695
P35244 Q7L3B6
Q9BYC2 Q9H9S0
Q9HCP0 Q9HAZ2
Q9UHR5 Q8IUQ0
Q9HCY8 Q969J2
Q13415 P10599
Q9UI32 P61218
O95405 Q96D98
P18074 P55084
Q92844 Q99733
P08621 Q9H5Q4
Q96DI7 Q9UIV8
P17481 Q6UB35
P68402 Q9Y5Q9
P06746 P21399
Q9UKI8 Q5EBM0
P06746 P34897
P17516 P57081
P25398 Q13950
P11245 Q07352
Q9HAN9 Q9NP97
Q9BZQ8 Q9H9Q4
P22531 P41002
Q99929 Q68J44
Q6UB99 P78371
P20592 O60381
P09132 Q16385
P57053 O95405
Q04726 Q9Y239
Q8IU81 P11766
O60508 P09960
P24666 P62805
Q12931 P11161
P46199 Q9NPC7
P51649 Q15542
P54132 P13489
Q9NPB1 Q01201
P82912 Q6UB99
Q86UU0 O15217
Q01459 O60783
P47874 O95600
Q9BUL9 O60477
P23409 P15104
P31327 Q16670
P46783 Q16670
P33992 Q96TA2
P13489 P09012
P47928 P16050
O95379 Q8N5A5
Q7RTR2 Q05925
Q92552 Q96KK5
P17706 Q99583
P49638 O43325
P35712 P62269
O95379 Q8NFU5
Q9BV36 P41229
P10828 Q99469
P09936 P20265
Q8WXC3 Q14CB8
Q8TCD5 P10914
Q9H0E9 Q15046
O43325 Q9Y239
Q14562 Q9NYS0
P17482 Q9NP74
Q8NB91 Q9BYD2
P35321 O43325
Q13310 Q9NVW2
Q8N257 P62942
Q16828 Q9NP71
Q9NYK5 O00115
O95696 Q9UN86
O75394 Q6UN15
P48147 Q06547
Q9H0A6 Q15475
O60563 Q969Y2
Q53GS9 O75648
Q16594 P17706
O00712 O75394
Q8WXC3 P56282
