P54136 O00712
Q01538 P16050
Q6P1L8 P25774
Q7Z7A3 A6NDE4
P51649 Q9C002
Q96IV0 Q15744
Q9BYD2 Q01543
Q8WYA6 P09488
P12081 O43929
Q9NYK5 P07602
Q9BUQ8 Q05209
Q9BYC2 Q12946
Q9H9S0 P05413
O95400 P78549
Q04725 Q9UPP2
P10276 P22532
O94864 P32119
P22415 P17706
P21246 Q9H213
Q6NUP7 P17405
O43290 O43447
P43235 Q9NRV9
O60583 O14727
P15121 Q9NX01
O43182 Q9UKN8
P07327 Q8NHV9
Q8N5U6 Q5TB30
Q9BTC8 Q96EK5
Q9UKF7 Q99929
P43235 Q9H0U6
Q9Y6K8 P30307
P10253 Q9Y238
Q8TE04 Q8WZ19
O75891 Q7Z591
Q96PU4 Q15102
Q86XI2 Q9P0R6
P20132 Q99697
P53667 P84103
Q16543 Q9Y2P7
Q92664 P57723
Q16828 Q13523
P58876 P54098
Q8TDY4 Q92830
Q9UNE7 Q92989
P10827 O75534
P46459 Q02386
Q8N5F7 P08729
P15923 Q8NFH8
Q14152 O96019
P12104 P28702
Q9BZQ8 Q6ZRS2
Q06547 Q9NVV4
O95376 Q00169
Q9NR55 Q99707
P51857 Q8NFW8
P51553 Q96QV6
P09661 P55210
Q8N9N2 Q7Z591
Q8NFW8 P50453
Q96DI7 Q9P0J6
Q9Y2T2 Q02078
P10242 P12271
Q96DT0 Q96EK5
Q16772 Q96AJ1
P31937 Q96AZ6
O15540 Q8WWL7
Q6NYC1 Q9BUE6
Q9UHB7 Q8NFH8
O14727 Q8TAT5
O75936 Q9HCD5
Q96M27 Q9Y535
P62937 P22304
Q13107 Q9BQ83
Q9Y676 P52657
Q13115 P20592
P52565 Q9Y3Z3
O14561 O94993
Q99487 O60814
Q13487 P16152
P14868 Q86TM3
Q9BSE5 Q9BWX1
P00338 Q9UJW9
O00268 Q9BTM9
P22736 P13796
P10074 P09455
P58876 P35558
Q9UIK4 O14948
O00411 P05423
Q03923 Q16540
Q9NVV4 Q9Y261
Q9BUJ2 P22531
P35754 P35453
P0CG12 P09455
Q9NT62 Q12952
Q9Y4K4 Q8NFW8
P31249 Q9P032
P11766 Q13887
O95400 P08236
Q02108 P28347
Q03052 P09455
O00623 O96011
Q9NYK5 Q96PN7
P22681 P33992
Q15393 Q9Y2Q9
P49639 Q9H0U6
Q9NV56 P51580
Q5T6S3 Q9NX18
Q2VPK5 O43364
Q9NRN7 Q99929
P28161 Q9Y535
P11586 Q13568
P17900 Q12882
P40925 Q9Y6J0
P54577 Q9H611
P06454 P82930
Q6PRD7 O14862
O95154 Q8WWL7
P00326 P54845
P30048 Q8TE85
P52565 P62487
Q9UKU7 P09017
O76094 Q9NZC4
O95405 P51946
Q86Y25 Q96I99
Q15102 Q96JP5
Q96S96 Q96AA8
P62495 Q9BWW7
P49639 Q96G61
O15178 P05089
Q9UI32 Q15349
Q04725 O00743
Q9BSE5 Q9H147
P0DMN0 Q99966
P23759 P35790
Q96TA2 O95409
Q9NR46 Q9UEE5
P17480 Q9NZD4
Q13356 Q8N9N2
P50750 O14618
Q6V1X1 P13984
P09430 Q15046
Q96JB3 Q9Y3D9
Q15697 P40227
Q9Y216 Q9UNI6
P31629 P08319
P15036 Q15185
P11474 Q9P2R7
Q5THR3 P08729
P36957 P17010
Q9NR20 O00267
Q9BUT1 Q8N5A5
P22736 P09001
Q13105 P23381
Q9Y603 Q92552
Q9BT17 Q71SY5
O95551 Q9UD71
P49335 Q9UGC7
Q15466 Q9HCN2
O60477 Q9UJC5
Q9HBU6 P15172
Q9UIF7 O60783
Q15544 P09455
Q8TDY2 Q76N89
Q07960 Q9Y3D8
Q8N3H0 Q9UNY5
Q86XI2 Q9BYD2
P28702 Q9NVV4
Q92698 Q96I99
Q9H6T0 Q8N427
Q8WXC3 Q5THR3
P42285 Q9NQT5
Q9Y463 P50120
Q96FI4 P18054
Q15054 Q12815
Q9UQR1 Q8N9W6
Q8N5F7 Q9UPY3
P31937 Q9GZR1
Q12815 P51946
P15104 P09630
P59046 P26358
P46063 P0CG30
P14921 P13639
P11473 P34896
O75563 Q0VD86
Q03111 P40261
P08263 P41235
Q12873 Q9BUT1
Q13952 P39023
P28702 P24752
Q16772 Q05195
P11766 Q99966
P16401 Q99714
Q9Y4K4 P41229
Q14790 A6NLJ0
P35326 Q6NXG1
P35321 Q9H5F2
Q9UBU8 P46439
P35321 Q9C0J8
Q9UKV3 Q8N9W6
Q9Y603 P78540
P78368 P68431
P17544 O95379
Q9H2F5 P16949
P15374 Q9H2F5
O15151 Q8N6F7
P15374 P54803
Q9NR55 P04183
Q13126 P23769
Q8WVY7 P21399
Q9BWT3 Q08495
P0C1S8 Q9BPX1
P15559 P52435
P17516 Q00056
O95400 P46063
Q15233 Q13405
P48643 Q96T60
O75676 P15121
P40925 P09630
Q969K4 O95343
Q5SW96 Q6ZRS2
P35251 Q3BBV0
Q9H9D4 P18848
P03372 P29353
Q99487 Q9H611
P10243 P00441
Q49A26 Q9HCN2
P24278 P62269
Q9BRA2 O00311
Q8N4X5 Q15349
Q99956 P29083
Q16143 P18074
P82909 P09016
Q96AA8 Q01658
Q9Y294 Q14106
Q9BUJ2 P47874
Q5SW96 Q15561
Q96QR8 Q96I99
Q9Y6J0 Q8N983
Q7L3B6 P26599
Q02108 P06899
Q8IYD8 Q9UBR1
P49411 P47902
Q8N3H0 P50897
P39023 P26651
P20132 Q9H0W9
Q9HD40 Q86TM3
Q9NRN7 Q71DI3
O95749 P06899
Q92748 P30838
Q8TCD5 P50613
Q6UB99 Q12882
P08263 P52926
P31269 Q7Z7A3
Q8IVW6 P62917
P82970 Q9H765
Q96S96 P15559
P36402 Q06278
Q13887 Q9H4A3
Q9UBW5 O43325
O43679 Q99469
Q9Y2D0 Q08050
P05089 O75607
P17036 Q9UH92
O14503 P78417
Q5SW96 Q05952
Q9NQI0 P41134
O60711 P33992
Q16772 Q13950
Q9Y6X8 Q01469
Q9BPX1 O15151
P23193 P37108
Q6P2Q9 O43172
P49368 Q13487
Q9BYE7 P43897
Q9Y603 P49888
P23378 Q02080
Q9NQ33 Q6PGN9
Q14CB8 Q08257
Q9BWE0 P22531
Q9H582 Q9NRV9
Q02447 O76094
Q14186 Q03013
Q9NWU1 Q16695
P10412 P13489
P14324 P43699
Q9BYC9 Q9NXR8
Q15562 Q93008
P01040 O94782
Q8TAT5 Q15046
Q13795 Q96AZ6
P98170 O60814
Q12849 P06400
Q07617 P23409
Q13029 Q6WQI6
Q01658 Q9GZT8
Q8TBX8 Q68DY1
Q09472 Q9UI17
P15923 P04183
Q99714 Q9UJC5
Q03013 Q96N77
Q14469 Q9HCY8
Q14749 P23759
Q13886 Q15046
Q16543 Q9NYW8
P49753 Q9UBK2
P0DMN0 Q9NP71
Q99966 Q16643
Q9H5Q4 P28324
Q9P0J6 P52701
P17010 P30711
O60477 P55895
Q09472 P35325
P26641 Q5T3J3
Q9UHL9 Q9H0U6
Q49AM1 Q15466
Q9BRL6 Q9HCP0
Q15233 P13797
O75563 P06899
Q9H9D4 P18847
P14653 P53597
P49411 P24928
P31937 P52701
Q9BWT3 Q14914
O60711 O75132
Q9Y399 O75503
Q8IUQ0 Q15637
Q9HCY8 Q9NVR2
Q9NPC8 P20807
P35790 P33992
Q96JJ3 Q9UKV3
O60583 O94788
Q9Y2T2 P35712
P78358 P32519
Q6STE5 P49675
Q14204 Q16587
P34896 Q9BQ83
Q04837 Q9C0J8
P50897 Q9H2J4
Q9NZI5 P32119
Q8WXI4 Q9UBC0
Q92598 P08048
O60477 Q16514
P57081 Q06520
Q93077 Q13162
P41970 Q16543
Q86Y13 Q9NPI8
P55039 O95376
Q9Y239 P49715
P36957 P37231
O75570 Q86WQ0
P68402 P58304
Q8TE04 Q15651
Q9HCN4 Q9UJW9
P55771 Q9HD34
O43365 Q12815
O00115 P82930
P31629 P78417
O94913 Q9NX18
Q6W2J9 Q68J44
Q96A08 P82930
Q15723 Q02153
Q6V1X1 Q8TAE8
Q86Y25 Q9NQI0
Q96CS3 P10619
Q9BZE1 Q9UGL1
Q9BWT1 Q9HCN2
P43699 Q96HU1
P55212 P15586
Q9BXI3 Q13889
P40261 O00472
P19388 Q96LI5
P06132 Q13123
P56277 Q9UEE5
O75170 P07602
O95749 P23527
P19793 P62495
O00257 Q9UHD2
Q12800 O60551
Q13126 Q96S53
Q9BWT1 P53004
P48643 P23759
P55157 Q8WUN7
O60783 Q01459
P20936 P51784
Q16772 Q9H7Z6
Q8TE04 Q16254
O43182 Q9NWT8
Q09472 P14598
Q9BV79 Q8WX92
P82970 P62937
P21695 Q14562
Q15393 P82933
P09234 Q99757
Q9ULX3 P00326
P28161 Q53GS9
Q9BXI3 Q8WX92
P50897 P21266
Q9BY32 Q9UGN5
P53396 P53999
Q9UHQ1 O95848
P53396 Q14526
O15105 Q13363
P31275 P16083
P35326 P09661
Q12882 P86791
Q9Y238 Q14527
P49591 P06899
P25963 Q68DY1
Q9Y6M4 Q8IVW6
Q9H9S0 P13797
P35790 P22304
P20807 Q8N6I1
Q01469 P20933
Q96M27 Q8TCE9
P10276 Q06278
Q96FI4 Q9BT17
P09012 P29466
P18846 P09001
P23759 Q16719
Q92664 Q8TCS8
P30838 Q13123
Q9BRV8 Q8IUE6
O14713 O00267
P15559 Q9H4Z2
Q16851 Q96T76
P56277 P50749
Q9H3P2 P35900
Q6V1X1 O95696
P20936 Q9Y2X9
P35754 P28324
Q9Y2J8 P78337
O43325 Q13162
Q96QR8 Q00169
Q9NTZ6 P09936
Q99819 Q12952
P30048 P63272
Q969P6 O60902
P50990 O76039
Q9UIV1 P16083
Q9Y5N6 O60783
P59103 Q9H1Z4
P19532 P51114
Q9Y3B2 Q01780
P48147 O94953
Q9UBU8 O75936
Q8IXM3 P31271
Q6P1L8 O75030
P31150 P62879
P53350 Q9Y3E5
Q9UKY1 P51693
O94906 Q96PU5
Q9NYK5 Q13761
Q04837 Q9H7Z6
Q13115 Q96M27
P47874 P15848
O95848 Q9Y2P7
P0DMN0 Q02539
Q9BUT1 P55771
P18440 Q9H0E9
P48728 Q13573
O15091 P51826
P25398 O95600
O94768 Q9Y291
P51116 Q9UBP6
P11586 O60902
Q13546 Q3YBR2
O14713 O14862
P47874 Q969G3
Q14106 Q01658
Q8IWT3 Q8N9N8
Q9NT62 P23769
Q15562 Q8N4E7
P10275 P68402
Q9NR19 Q9UKF6
Q96CS3 Q9C0F3
P31267 P49638
Q96JJ3 Q9NS39
P20226 Q14790
Q92871 Q96AJ1
Q96PC2 Q15596
Q02539 P16949
O14920 P28340
P55039 Q96JN0
Q08495 Q12857
O94916 Q96P71
Q5THR3 P43897
P05089 Q86V15
Q9UDW3 Q93088
Q8WVY7 P47874
P62316 Q9UHD2
Q9Y618 Q96G61
P28161 P50219
Q13573 P07148
Q9BWD1 P17947
Q9H9J2 Q9Y3Z3
Q9Y2D0 Q16633
O60356 P54098
O60264 Q9HD34
Q9BYK8 Q9Y3E5
Q9BZL1 P41229
Q9P278 Q01826
P14061 P42785
P36957 Q8WTS6
Q96PU5 P0C0S5
P20591 Q86V15
Q16778 Q01469
P48730 Q7Z591
Q96BN2 Q9BSL1
Q96CS3 P57053
Q96QG7 Q12824
Q99487 Q9H1E3
Q12849 O15156
Q8WZ19 Q96G01
P31327 P32780
P62318 P52566
P31249 Q16854
Q9NR19 O43929
Q8WYK0 Q9UGP5
Q69YI7 Q8IX03
P15559 P22492
Q6FI13 Q96RG2
P18440 P42695
Q07973 Q9BUJ2
Q8IYD8 O75828
P48200 Q9UNS1
Q9Y2T1 Q9Y261
O94993 P98170
O00170 O94913
P57723 O95931
P32322 Q9ULV3
Q9BXL7 Q9Y6W3
P35548 Q8WWV3
Q8TDY2 Q9NX20
O96028 Q96A58
Q01538 Q9UBC9
P14868 Q8WWL7
P78552 P05112
P15374 Q9ULV3
P51532 P53384
O15217 P35475
Q9BYK8 O95405
Q9UKU7 Q8WZ19
Q9UDX5 Q92826
Q92730 O75175
Q8NHV9 Q08752
O95405 Q8WWL7
Q92598 P53634
P25208 P55210
P09132 Q92908
Q14790 O60231
O76031 Q9BXL5
Q96BP2 O14713
P30048 O43684
P62487 P13489
Q14651 Q99967
Q14152 P49640
O43680 Q9UHN1
P00558 Q12948
P35900 P54845
O15525 Q9GZT8
P43268 Q9NZD4
Q9HD33 Q13568
O15379 Q86Y13
P24928 P83881
Q9Y463 Q04837
P21291 P31350
O75879 Q96QR8
Q9UBU8 P29466
Q9BPZ3 Q14938
Q9Y4X4 Q9H2J4
Q969Y2 P02545
Q8TE04 P19388
P54136 Q9HB96
Q14469 Q07020
Q14938 Q08257
Q9NZI5 P13489
Q00577 P57723
P62314 Q8N6F7
Q9NR19 Q02241
O43913 Q96M11
P35790 P15289
Q9NT62 Q92922
O95786 P31942
Q06413 P16083
O96019 Q9BZE1
Q9ULW8 Q16670
Q9UBK2 Q9P0M9
P15056 P05549
O95429 Q15637
Q99558 Q15542
P10914 P25325
Q99487 P17482
Q9UBD5 Q99459
Q9H0C8 P35680
O43829 P08729
Q12800 Q6UB28
Q16629 Q96HU1
Q14999 P51784
Q9UBW5 Q9UQR1
P55084 P31273
Q02535 Q9HD34
Q9BRL6 P46952
Q9NV56 Q8WVN8
Q9BXI3 Q8TCJ0
P78540 P33778
Q8WXA9 P62269
P16220 O43307
Q15102 Q99990
Q9BRL6 Q00059
P51398 P61371
Q9UHV7 Q9NX18
Q96FI4 Q5H9J7
O60563 Q9NY33
Q96QG7 Q9H2S9
Q9UJC5 P22532
Q13794 Q5VTD9
P09012 Q9BRA2
Q9Y2D0 Q01664
Q5SW96 Q13526
Q13510 P08263
Q9BYC2 P83369
Q04828 Q13118
Q68J44 Q8N257
P28702 Q9BYC9
Q9Y463 P49915
O00471 O00115
Q9HBE1 Q9BRJ2
P46459 Q71DI3
Q9NQ33 Q9NWU1
P35790 P27540
Q9UJA3 P13798
Q86XI2 P59046
P54687 P08047
Q9BSE5 Q02086
Q9NWU1 Q15329
Q14032 Q6FI13
P45877 P16383
Q16576 Q92665
Q9BU02 Q96JP5
P09488 P19447
O95243 O75828
Q9P0K8 Q16773
Q6P1X5 O60711
P09874 Q14894
Q9NWF9 P15923
O15353 P82932
O43182 Q3YBR2
Q9UDY6 P50548
O43781 P22531
Q06547 P00568
Q9HCN4 O75503
P23511 P09455
P03372 Q9UKU7
Q9UBD5 Q00526
Q86Y13 O00257
Q6DRA6 P48163
Q9BV79 P22670
Q13077 Q8TDR0
Q13287 P31274
Q7L3B6 Q71DI3
Q8TE04 P47928
P53779 Q15475
Q9HAN9 P48200
Q9NZD4 P06899
O94768 P13798
Q2M3C7 Q03828
P15104 Q5XKR4
P51857 P04053
O14776 Q9H213
Q6P1L8 Q01543
Q9UD71 Q00403
Q14749 P18846
Q92871 Q9H611
Q96DI7 Q9BZL1
Q96PU5 P11474
P35452 Q9UPP2
P09001 Q9NPI8
Q5TD97 Q13642
P49458 P21291
P23769 P23378
P45877 Q9Y5K3
P38646 Q96T23
P26599 Q8N7A1
O75676 Q6XE24
P20807 Q96AV8
Q8TAQ2 Q9Y2D0
O00338 Q9HAZ2
O43679 Q9NY33
O60583 Q9NP31
P23759 P26639
P09960 Q99877
Q15723 Q07617
O00115 Q9UGC7
Q9HBG6 Q14CB8
Q9Y222 P46439
O15235 P18615
P20592 Q99878
Q6NUP7 Q8N5F7
P46783 O43513
P50990 Q01538
Q9UD71 P20290
Q15723 P52815
P10244 O75251
Q9BTC8 Q01581
Q9BXL6 Q96PN7
Q5MJ70 Q8N4E7
Q96MH2 P21695
Q9BSE5 Q99966
Q99594 O60239
Q13886 P48200
Q8WXC3 O43913
Q15583 P22528
O14981 P15056
Q9NVP2 P41279
P01100 Q8N183
Q6UXN9 O75343
P82909 P62805
O15370 P00441
Q7RTR2 Q02962
Q8IUQ0 Q13547
Q9Y222 Q9UBR1
Q10587 Q6XUX3
Q96P71 P09430
Q9Y5X4 Q9P2R7
P48729 O14646
Q92731 O14641
Q99469 P31273
Q12882 P27707
Q96QT6 O95379
Q14CX7 P17947
P17535 Q13794
Q96PU5 Q8TAP9
Q16851 P15976
O75828 Q96L73
Q00403 Q9UIV8
Q92552 Q9H2S9
Q8N3H0 Q99697
O75170 Q9UFW8
Q9UBU7 Q9UBC9
Q9NY74 Q53GS9
P48735 P15172
P31942 P55212
Q96QV6 P49406
Q70SY1 Q9NQX6
P09874 O00764
Q86T24 Q9P1Z0
Q9BYN8 P23409
Q9H5Q4 Q7Z5L9
P49589 P50897
Q15672 Q9Y2R5
Q9UNE7 O00311
Q8WXI4 Q01851
P00915 Q9Y261
O14920 Q13416
Q9BPZ3 Q15545
P14061 P27707
O60264 P78540
Q99879 Q8IWT3
P23297 Q6FI13
P14598 Q8TBZ0
Q9H4I2 P16083
P26641 Q9UKY1
P35548 Q96TA2
Q8TE04 Q9ULG1
Q9NXR8 P16083
O60760 P54278
P56277 Q9NV88
P35558 P27540
Q9BU02 O94906
P38646 Q15916
P20719 O76031
O14646 O95154
O15525 Q8NFH8
Q96HA7 Q16254
Q7L0Y3 Q9C0J8
Q9BPZ3 Q03181
O75394 P28324
P20226 Q99819
Q16143 Q96JB3
P35754 O94864
Q99469 Q9NYW8
Q9ULC6 Q96N77
O43316 P82930
Q99626 Q9BV36
P35244 P04183
O95243 Q9BUT1
P42765 Q9BPZ2
Q9Y3D3 P23760
Q8TE02 Q9NPI8
Q14999 O43791
P43235 Q9Y3D3
P48729 Q9P0K8
Q14790 Q03164
Q15024 Q9Y2L1
Q9UDY6 Q9UBC0
Q08752 P51946
Q5MJ70 P28161
P51116 O00462
Q8N3C0 P50613
O43364 Q68J44
Q9P0J6 Q12996
B2CW77 Q9P0M9
Q9UI32 P61218
P23921 P51784
Q9UHH9 P54577
Q13795 Q99879
Q71SY5 Q68J44
P63167 Q9H4I2
Q8TE67 P05164
P35321 Q06547
Q92598 P06280
Q8WWV3 P0C0S8
Q9BZL1 Q9H6T0
Q01196 P59942
Q07960 Q9Y3E1
P35244 P28838
P13984 P09936
P42574 Q92698
Q07020 P78364
P00326 Q9BWW7
P21673 P61218
O14920 O75150
Q9H4K7 P26368
O14713 P53350
Q15583 Q12815
P35548 P52565
P43699 Q8N7A1
P06132 Q92793
Q9H6S1 P17947
Q9P0J6 P33076
P46060 P49792
Q09472 P48200
P0C7P0 P42695
Q96LA8 Q9HCE6
Q9Y234 O14776
P30291 P13693
Q92871 Q01201
P82921 P78364
Q9BUE6 Q969G3
Q15291 P28838
Q8WVM0 P31276
Q9NT62 Q12962
Q9Y4A5 Q9NY74
Q8TE02 P09884
P38646 Q86Y25
P54136 P50897
Q9NV56 P53384
Q13867 P31275
Q96EK5 P32519
P13693 Q03701
P35638 Q8WVN8
Q13415 Q9Y234
Q9NQ33 Q9Y239
P00338 Q15475
Q07020 O60231
Q14442 O00257
Q9BRA2 Q96EG1
Q96M27 Q86TM3
Q96G61 Q04726
Q9Y5X4 P82921
P27695 Q9Y676
P08048 P38646
Q15327 P16152
Q06945 Q9NX18
Q9NTZ6 O95429
Q92731 Q9HCN4
P78549 P78417
Q16540 Q7Z7J5
P41252 Q12947
P13995 Q92522
P17987 O75506
Q9Y5B0 Q9NZD4
P17480 P78417
P20591 P16401
Q14527 Q9Y3D9
Q9UJA3 Q16854
O75936 Q8IZT9
Q9Y2Q9 Q53GS9
P30291 Q9UHD2
P43268 O15169
P30260 Q8WVN8
Q9NZI6 Q8N983
Q8TCS8 Q3YBR2
Q9NRJ4 Q8N1G1
Q06546 Q9Y676
Q9BSL1 P68431
Q9NS39 Q00059
Q9H7D7 Q96KF2
Q8TAU0 Q9UH92
Q8IUQ0 O96019
P11766 Q9Y618
P49005 Q8N9W6
P21675 Q14999
Q9ULC6 O00754
Q12873 P09455
P43304 O60481
P07686 Q13637
Q15637 Q12931
Q00059 Q14562
P49589 O14593
P00918 O43513
O14713 Q9NR55
O75897 Q12789
O14618 Q01543
Q9BU02 P13686
O60814 Q96P71
Q9Y291 P19419
O95361 P49848
P50750 P82930
Q14442 P49335
P28838 P28340
P18847 Q9UH92
Q9ULW8 P58876
O94864 Q9BXL6
O00411 Q16560
P11831 Q6UB28
P01100 Q8TCS8
Q99801 Q58A44
O15091 Q9HAW0
P26639 P61964
P48728 P10827
O14561 P58876
Q9UBU8 P21673
P51948 Q07973
Q9UKF7 P04066
Q8NFG4 O14924
P35244 Q8WUN7
Q14651 Q01543
P26583 P31350
O60675 Q8TDY4
P15121 P36954
Q969K4 Q15744
Q15906 P52815
Q9BX63 O00743
Q9Y463 P46952
Q16772 Q9UGU0
P51553 P28715
P35790 Q01664
P00492 Q9UL49
P23378 Q16520
P04053 P19878
Q12873 Q9UNE7
Q5T6S3 Q8N983
P35790 O95248
Q9BXI3 P15036
Q9UPP2 A6NEQ0
Q8IWT3 Q92560
O60711 P54845
Q9UI32 Q15637
Q9HCS4 Q14651
Q96GX9 P33778
P61970 P11161
P53597 Q8WX92
Q12986 O60239
Q9H9J2 Q9Y4X4
O15091 Q9H2W2
O94763 P24666
Q9NRN7 Q16520
P00492 Q8IZL9
P14651 Q8N427
Q16543 Q13568
Q08257 Q8TBZ0
O75563 P22304
P61970 Q13243
P55039 Q9NZI5
Q9BYN8 Q8IVL1
P20807 O75030
P15121 Q04726
Q00577 P52888
Q9UNL4 Q9NVS2
Q16612 P06899
P21673 Q06413
P17482 P42679
Q6STE5 Q9BYD1
Q9Y3D5 Q9H1Z4
P00918 Q13526
P82912 P31273
P59103 Q15233
Q9BWT3 Q8TCD5
Q8N9N2 P56282
Q86WQ0 Q93088
P82914 Q9H0W9
Q14678 Q15744
Q8IXF0 Q99551
P23297 P63272
Q5JY77 Q13950
P19419 P09936
P51970 Q9UNY5
Q92552 P50613
Q15561 Q6XE24
P12104 Q8NDX5
Q9UNN4 Q68J44
Q14204 Q13118
P00915 Q9H5J8
Q13126 Q96DI7
Q969L4 Q6WQI6
Q9UPY3 Q8TCJ0
Q9Y4K4 P16455
Q9H211 Q7L7X3
Q9P0J6 P61218
P34897 Q9ULX9
Q8WVY7 P51857
P62269 Q8NB91
Q07973 Q15029
P15104 P05549
Q14188 Q93088
Q96BP2 Q8IX03
P53567 O94788
Q9UHX1 P36915
Q7L0Y3 P15408
Q6UB28 O75132
P46199 P20671
Q9H7D7 Q14CB8
Q9BZQ8 P40617
Q9Y3D5 Q6W2J9
Q9NZJ9 Q96T37
Q14749 Q00688
Q06945 P06132
P29466 O14862
Q9NRJ4 Q13573
Q9UPP2 P17050
O94916 O00338
Q9HD40 Q9UNY5
Q9UIL8 Q9BXI3
O75563 O95411
O15379 P26441
Q13794 Q9Y6P5
Q9Y216 P16104
Q5MJ70 Q5TCY1
P17900 Q9UPY3
O15525 P08729
Q14442 P31276
P35237 O43513
P35237 Q15029
P49753 P09430
Q13547 Q96LI5
Q9Y6G3 P17483
Q01064 P33778
Q96QR8 Q9H2J4
Q8TDY4 Q99967
P62805 P31350
Q15415 P0DMN0
P68104 Q03052
P30876 P53779
Q9Y4K4 P31271
Q01538 Q07020
Q9H9S0 Q9UIV8
Q6UB28 P51946
P20823 P00915
P12277 Q05952
Q99558 O00472
Q96JN0 Q9H6S1
Q9UBU3 O43194
Q09666 P49406
Q9P2K5 Q8NFZ5
Q9NX20 P41212
P07864 Q15233
Q9Y5X4 Q9BYN8
P19388 Q8N4E7
Q8N3C0 P13984
P30260 P35790
P26441 O95248
Q86XI2 O75936
Q6P1L8 Q9NZL3
Q9NY33 Q6UN15
Q9UBC3 Q9BUE6
Q9BPX1 Q96T37
Q53HV7 P29144
P49640 O15305
Q15853 P40227
P14868 Q02241
Q13126 Q15596
P40617 Q5XPI4
Q8NFG4 Q9Y3Z3
Q12948 Q8N427
P12271 Q9GZP8
P51649 P23193
Q93008 O00472
Q9NRJ4 P49736
Q16633 P13639
P13796 P36954
Q71SY5 P48735
Q5SW96 P22736
Q04725 P0C7P0
Q6UB35 P15848
P51531 Q16822
Q9Y618 P09455
Q14894 P27540
P11766 P13686
Q12800 O00411
Q16633 P43304
Q6V1X1 Q14781
Q6UB35 P18074
Q92968 O96011
Q92922 Q9BYD6
P00338 O15151
Q2PPJ7 P23025
P20719 Q04828
Q9BSL1 Q13888
Q5H9F3 P82663
P17010 P37108
P17483 P50452
Q9Y297 Q16576
P46952 Q8N1G1
P23378 Q15560
O95619 P46459
Q9BYE7 P53384
P61244 P34897
Q15102 Q15853
Q9Y2V3 Q9Y4B6
P15374 Q15906
Q9UNN4 P35218
Q9Y6W3 Q96I99
Q9Y3B7 Q16560
Q05195 Q9UGK3
Q9BYE7 O94788
Q02241 P06732
P53667 P01106
Q8IVL1 Q9HCN2
Q9BRL6 Q12933
Q9H0U6 Q9UNY5
Q96CS3 Q15560
Q06124 Q9H2W2
P10619 Q8N427
Q13126 Q01196
O14641 P52756
P35237 O75526
Q9BX63 Q9NZD4
Q9NY74 P62308
O00268 Q9P032
P98170 P11474
O95429 P41225
O15353 P00558
P42574 Q13595
P07451 Q5QJE6
Q96HU1 O60315
P12277 Q9BXL8
P50453 Q9HB96
Q9Y5B0 Q9UN86
P18846 P00338
P49589 P23511
O95379 Q86V15
Q9BYD1 O60902
P82979 Q9UPY3
Q9P278 P15586
Q92698 Q58A44
Q8WVM0 O14924
P57081 P25398
Q76N89 Q9P2Y4
Q99638 Q8N183
Q16143 Q9HAN9
O00716 O60760
Q9UBT2 Q05209
Q13362 P82912
Q9Y4H4 P17544
Q07869 Q13795
P30626 P33076
Q8N9N5 Q9HCP0
Q9BXI3 P48431
P53667 P35475
Q8TF76 O43776
Q15915 Q9UIV8
Q6UB28 P23025
Q9P278 Q9UK76
P39023 Q96A08
Q9BWT3 P30838
P20807 Q02535
Q92598 P35712
O15235 Q92560
P51513 Q9BYG8
Q8N4E7 P08579
Q96A58 Q12789
Q2VPK5 O43791
Q8IYD8 P21266
O95361 P52655
O60678 Q96PN7
Q9ULV3 Q96I99
Q9P2Y5 Q8IXH6
Q15029 Q14999
O43364 Q6XUX3
P32929 P33778
Q16670 P09001
Q9UDY6 P15289
Q13523 P40261
Q7Z5Q5 O75170
Q8WYA6 P00568
Q9BW04 Q8N5A5
P35453 Q15102
Q9UJM3 P18146
P13693 Q9Y657
Q09472 O75879
Q96PU5 Q99878
Q7Z569 P35680
P12081 O60231
P53667 Q6UN15
O96019 Q9P2W6
Q9GZZ1 Q86Y25
Q15054 O15540
Q9H6S3 P04908
O95619 P62269
Q9NY74 Q8TE85
Q14938 Q8IX03
Q16828 Q16621
Q9Y294 P30048
P32119 Q03828
O43182 P16402
Q9Y2T1 Q8WTS6
Q96TA2 Q99880
O00170 P43268
O00142 Q8WW12
O60477 Q9UM82
P41970 Q08495
Q9Y297 Q96SD1
P36957 P0C1S8
Q05516 P48735
P36402 O75251
P35321 Q05048
P15407 Q5XPI4
Q9BYC2 Q9UBU7
O14920 Q8IXH6
P29762 P63272
Q14894 Q9BTP7
Q99714 Q16560
O75807 Q96M11
P02545 P26441
Q14469 O43396
P35237 P50749
O43182 P17676
Q9NZD2 P24928
O60941 O43829
P20936 Q5QNW6
Q6UB28 P09016
Q16560 Q8N7A1
P48382 Q9HD34
O00338 Q9H0W9
Q8WVY7 Q12815
Q96P71 Q15233
P24928 P82933
Q9HBU6 P51531
P35269 P13796
P45877 P62304
Q9BXL6 P13349
Q9BZL1 O60315
P47874 Q86UE8
Q9UDY6 Q8WUA4
Q8WXC3 P83369
Q9HCG8 P0CG30
P49789 Q5VWG9
Q9BYD1 P12956
P62269 P31275
Q9NPB1 Q99590
Q86Y13 P14651
Q04727 P13489
Q9Y294 Q86Y13
Q6WQI6 O95248
Q9ULW8 Q9BUL9
Q99549 P53384
P43355 Q9NP71
