P20226 Q9BW71
O94972 Q14191
P54259 P40189
P21246 Q99623
P29317 Q9Y566
Q9UKY1 O95793
Q7LBR1 P16885
P60709 P34932
P08047 P62826
P16333 P19256
Q92793 Q08881
P11171 P14373
O00291 P55289
P42768 Q16584
P34947 P57060
P31946 P50570
Q09472 P42574
P55042 Q13158
Q05193 P55774
P15036 Q969H0
O60551 Q14765
Q9Y6Q9 O60381
P24941 O94972
O00418 Q9Y624
P00441 Q04721
P22607 O94762
Q5RL73 P19878
Q15796 P19235
Q7Z569 Q7L5N1
Q92804 Q9BRB3
P17181 Q9NR82
P21333 O00291
Q9ULV1 P10071
P23467 P61586
P04637 Q9BRK4
P55055 P13591
Q9HA65 P28360
Q7Z7J5 Q07954
Q8TF65 O60716
P12004 Q8IUW5
P28702 O43426
Q12959 P21926
P02489 O43295
P11387 Q9UHM6
Q9UQR1 Q70Z53
Q15047 P06493
Q6VMQ6 P15941
P43355 Q9H3M0
P23921 Q13564
O14733 P62993
Q01844 Q07954
Q07817 O60936
Q8N668 O60504
Q9UM11 P31321
O00257 Q13617
Q09472 P35269
Q9BYC9 Q14134
P25205 Q15796
Q07889 P24522
Q96J02 P35611
P21246 P00533
Q13485 P27348
Q14203 Q9HD26
P10114 P61968
P58062 O43927
O95967 Q86UR5
Q9HAU5 Q9Y4H2
P35222 P41743
O43186 O95267
Q9HAU4 P36894
P16234 O75914
P02751 P36896
P21675 Q16665
P18206 Q9NVV9
Q12888 P09493
Q9UQF2 Q5TAQ9
O43236 Q08174
P11362 Q03135
Q9UIV8 P63165
O15169 P34932
Q9NZC3 P00167
O43823 P63027
P57073 Q00613
P01112 Q9H1I8
Q9NRR5 Q15796
P35813 O43561
P67870 P33032
Q9NPB6 Q15545
O14920 P21359
Q16363 Q16816
Q12933 P11142
P13984 Q8N720
Q8WV28 Q9UI32
P10747 Q5JTZ9
P17612 Q9H094
P55212 P04156
Q00577 Q9UBC3
P07093 P01703
Q9P287 P55345
Q13887 P25490
P04183 P25391
Q15797 O60504
P05771 O60890
Q8TDY2 P51812
P06400 P35222
O14978 P12643
Q12933 P03952
P05556 Q9Y6Q9
Q8NAP8 Q96RN5
P32121 P05412
P41159 Q9P055
P31749 Q8N2W9
Q14919 Q9UDY2
Q13137 Q8N684
P06493 Q13155
P22607 Q92556
P31946 P24928
P32121 P00533
P15923 P62306
P61244 O14757
P25024 P02652
P61981 Q8NBM4
Q9NPI1 P14174
P16885 Q8IXH7
P51965 O14775
Q12906 Q9Y4C0
Q9BX66 O60381
P12814 P01903
Q15025 O43521
Q53EZ4 P05408
Q08881 P51654
Q9BXW9 P08253
Q12933 Q14738
P06241 P11802
Q12933 Q9UBU3
Q92793 P05412
Q9UI14 P08727
Q86UP2 Q9UM47
P54253 Q6VMQ6
P67775 P35226
P12931 Q14683
Q8TF65 P07359
Q9UJY5 O60896
P10586 Q13595
Q13277 O95180
P62993 Q8N2U0
P35222 P07948
Q96MU7 Q9BTW9
P19438 Q9Y6Y0
Q15139 Q5FBB7
Q93062 O15492
P51617 Q8TBE7
Q8WV28 Q16539
P36897 Q7Z3B3
Q00535 P36508
Q12988 P24386
Q09472 Q8IZJ6
P54253 Q9H0T7
P05412 Q00613
P08138 P36956
P30874 Q15669
Q9H0E9 Q00610
O15111 P31689
Q9HCU9 P19838
Q9UKV8 P13612
P20338 Q9UPR5
P16220 P15408
Q92558 P08833
Q9UQM7 Q13585
A0JLT2 Q9H1D9
Q04864 P62316
O95373 P63241
P05155 Q96ST3
Q9NRD5 Q7Z3B4
Q13425 Q13177
P35250 Q9NSV4
Q9UHV7 Q00653
P20936 P61604
P31785 P41279
Q92793 Q9HAU4
Q13424 Q92905
Q02543 P14091
P32780 Q15599
Q15223 P00491
O75056 P29992
P31946 Q13190
P05067 Q9BUB5
Q9HD43 Q13489
Q12929 P05198
P06400 Q9UIV1
P14672 Q92922
Q96IP4 Q10713
P0DP25 O43684
P01100 P20226
P09958 P11387
Q9UBF6 Q13421
Q13105 P03950
P08473 O95208
P18084 Q9UHV9
P12931 P03372
O14936 P25791
Q13435 P02774
P18031 Q8IWB1
Q16658 P08631
P42224 P18206
P06241 Q8IZX4
P41240 P35613
P10415 Q16548
O15492 Q96SR6
P08581 P12318
Q7Z7J5 P31942
P27448 Q99572
Q9ULB5 O60684
P60709 Q8IZJ4
P05556 P56945
O60504 P34741
P45983 P62993
P12956 Q9Y5K6
Q12959 P43681
P61978 P07948
P15056 Q9P2R6
P27658 Q9NZD8
P49798 P55001
Q15654 Q00975
Q96IY1 Q86W92
P0DP25 Q9H0A6
P98095 P62987
Q12933 P42229
Q12933 P27695
Q13185 Q9NQB0
Q9UNE7 P02458
P49795 P41279
P15056 Q16513
Q8IYB3 P01133
Q93062 P37088
Q99698 Q96FI4
O95295 P49005
P51159 Q16623
Q12933 P84077
A0JLT2 P33992
P10398 Q9UHD1
Q13485 Q04864
P35251 P61586
O00560 Q9BQY4
Q01094 Q13330
O15360 Q92743
O95477 P08651
P36897 P56537
Q9UK53 P00734
Q92597 O00206
Q8WWV3 P51452
P05154 O75420
P41220 O75376
P55212 Q7L2E3
Q9Y2N7 Q9H2C0
P06400 P32241
P68431 Q93074
Q9UM11 P20036
O60934 P06753
P35568 P14778
P42224 Q99523
Q8N2W9 P61081
Q96CN9 P29323
Q9NQX5 O14654
O60894 P33993
P04053 P51532
Q13432 O15457
P06127 P60228
P26651 Q8NHQ1
P63279 P02545
P10721 Q0D2I5
Q15054 Q16394
Q03181 O95968
Q5T3J3 P01112
P30530 P52333
P16070 Q96FJ2
Q9UBD5 P22570
Q9NRR5 Q9Y6I8
Q13315 Q13368
O15259 P62195
P27348 Q13155
P14635 P43034
P49770 Q14746
P06239 P15514
P61981 Q14847
P46108 Q02094
Q92793 O14867
O60563 P24928
Q9UJ70 Q96B01
Q8IZD4 P53803
O60941 P10588
Q03135 Q9NWA0
P84022 Q99558
O43914 Q99653
Q9Y328 Q15910
Q13813 P37288
P06400 P08670
P14209 P08138
P18206 O15198
Q9ULB1 P43628
P35222 P06493
O43707 P17612
Q9UEE9 Q14654
P03372 Q9H0B3
P39880 Q99708
P02768 Q9Y4X5
P49023 P50148
Q9BUH8 P02458
O00170 P54257
Q9BYG5 O00459
P62987 Q9ULJ6
P68133 P68104
P49768 P47712
Q9UKF6 P01100
P62314 O75586
P02751 Q15084
Q13547 P55316
P0CG47 P61968
P15498 P12109
P52294 Q13642
Q9NXU5 P53611
P37231 Q9H0U4
P37108 P00374
Q9Y230 Q9UHD2
Q9NPA2 Q13572
Q14203 P33993
Q9Y4K3 P56537
Q7L3B6 Q14980
P61981 Q9Y3A3
P08754 P55036
P16234 P48039
Q9H5J8 P09172
Q8N807 P15151
P50454 Q9HCU4
P20138 Q8WXE9
Q02156 Q9BYG5
Q13416 Q9BPU6
P51116 Q8NG08
P08758 Q13285
P55196 P60510
Q5TD97 P52952
P22607 O15126
Q09028 P05787
P84022 Q12968
P61981 P13611
O43541 Q9Y6K8
O14948 Q16236
P26651 P01024
P07737 Q86UL8
Q9Y6R0 P36888
Q12879 Q96BD8
O95405 P24385
Q00653 P05067
Q08999 Q93009
P04150 O43683
P26718 P50542
Q9Y3Q8 Q13885
P27986 P35968
Q7Z7J5 P15622
P84022 P27037
P10828 Q12789
Q16539 Q92781
Q9NRR5 P59666
Q14511 Q70E73
Q13526 Q8WTS1
O15127 Q96IX5
Q04206 P12004
P07766 Q9BYM8
Q9UJY4 P12755
Q96T23 Q9Y6K8
Q03591 Q03112
Q92796 P22087
Q8NHQ1 Q8N5H7
P04637 O95365
O14602 P61586
P98160 P12643
P27348 Q15648
P06213 Q99615
P17612 O95983
P10415 P19174
P07858 P07910
P14784 P50148
P62993 O14654
P08648 P39687
P20936 Q16553
P41240 P10276
P00750 P16112
Q16236 Q9H0H5
Q53GS7 P15502
Q15596 Q04917
Q9BX66 P32927
P08069 Q6GPH4
P61106 P25490
O14964 Q9Y6N8
P35609 Q15233
P19793 Q13219
Q9UER7 P25963
P03372 Q8ND30
P55316 P05109
P27348 Q8N1S5
Q16181 P21506
O95707 Q9H213
Q14192 Q15329
P09429 P33176
P0DP25 P49810
Q14152 P01308
Q9UMX1 Q07157
P12931 Q15843
Q9UHD2 Q9NPJ1
Q9HCU4 P36404
P62820 P42261
P45983 O60879
P68133 Q6WN34
P17987 O75293
P36896 P05412
Q15797 P51168
P35222 Q03135
O60566 Q13029
P32456 Q8TDY2
Q96CW1 P31749
P28482 P16333
P31946 Q99572
P42566 P48729
P25445 Q8TB52
P08727 Q8IX07
Q13137 O60741
Q9NRR5 P23528
P26842 Q96DW6
P27361 P30411
P43355 P63165
Q13547 P10636
Q16667 P42772
P52198 Q8WYN0
P68400 Q8N6Q3
O15198 Q9UKJ5
P68400 O43921
Q9NRR5 Q13635
P49407 Q96S59
P62308 Q92558
O43561 P40123
Q99836 Q99627
P04637 Q9Y6K9
P29372 A4D1P6
P82650 P20023
P06239 P19397
P51813 P33176
P15923 P00748
P63279 P23142
Q15262 Q92786
P12004 P15498
Q14765 P62487
Q13547 P43250
P38936 P49137
Q13112 Q9Y5X4
O15379 P35613
Q15834 Q9P2A4
P10275 P05771
Q969Q1 P04150
P17252 Q96D31
P16401 Q9H4L4
P98164 Q00610
P07949 Q03135
P12814 Q12772
P10144 Q8TD19
Q13432 P12931
O60260 O14776
Q16594 Q12906
Q03135 P50052
P38432 Q96S59
Q9UHV7 Q86T82
P32121 P49759
Q9UKR5 P38936
Q92793 Q16270
Q9ULZ3 P41180
Q99972 P07996
P08581 P30043
Q13432 O75376
Q01130 P19021
P24385 P42345
P51617 Q99717
Q9UHD2 O60763
Q5JWF2 Q99578
P49792 Q8IZL2
P51531 O75569
P84095 P61586
P55854 Q92793
P50395 Q96CJ1
Q92597 Q7Z7C8
P28482 Q13554
P46531 Q15427
P17948 P00734
Q06418 Q56P03
P61981 P78543
P22303 Q86X27
O00311 Q7Z3S9
Q15654 Q16849
Q16514 P49910
P07948 Q9ULC4
P78396 Q96QZ7
P43403 P07996
Q8WUH2 P31152
Q9NWS9 Q9NY56
P78559 Q8NBV8
P48551 P16885
P04629 P35613
Q13257 Q8NHQ1
P04637 Q8WWV3
O14980 Q8NDC0
Q14289 P04792
O15235 Q6Y2X3
P54253 O76071
Q13485 P08047
Q15759 A0A1B0GX56
P09455 Q99759
P06213 O43187
Q12933 P30281
P20226 P51812
P23193 P61978
Q06413 Q9BX66
O95273 P06401
P12757 P15153
Q9UHX1 Q8TB24
Q00403 P22459
P05386 P26583
P05230 Q6VMQ6
Q15796 Q71F56
Q13885 Q9P2R6
Q02241 Q9H0X6
Q12962 Q92994
P17252 P61981
Q8IZP0 P24588
Q8IZP0 Q9HC62
Q9NPF5 Q9C0J8
P52566 Q9UKI8
P14598 P06730
P0DP25 Q9BVV2
Q9UNY4 O96004
O00268 Q13368
P22681 P14859
P60484 P82094
Q9H4I2 Q63HQ0
P18206 Q14766
P03372 Q9Y2I6
P07602 Q9NZN3
Q96HB5 P35249
P31273 P10275
P98164 Q9NRR5
Q96B36 P12524
P63096 P35613
P36957 P62942
O60462 Q15311
P10275 P20226
Q92793 Q7L5N1
P10451 P05186
Q07817 P35241
P04626 O15116
Q9NPI1 P20248
Q92597 O94906
Q13643 Q6FIF0
Q15047 Q8WU17
Q9Y5S9 Q9H1I8
P98164 Q15797
P35243 P49427
P00918 Q8TAI7
P33151 P07996
P24588 P41159
P25205 O00253
P21333 P49023
Q08209 Q5T1C6
P13984 Q9H461
P61981 P63167
Q15311 Q8IUH5
Q14686 Q9NPY3
P54253 P49137
P17612 Q15024
Q92793 Q9UBF6
Q9UKR5 O95295
P10321 Q8TAI7
Q13571 Q92624
P10636 Q9UKD1
P18031 O60333
O14490 P34741
P12830 P09543
P23458 P00451
P18825 O95544
P68363 Q16787
P53778 Q86Z02
P29597 P33993
P38398 Q8WYK2
O96017 O60684
Q9NR30 O95841
P25116 Q9UHW9
P24593 Q9H7E9
P12956 P24278
P12830 P55916
P21439 Q9UIF9
P12757 Q6DJT9
O75925 P13984
P12931 Q13873
P78527 Q7Z569
Q71DI3 P28562
P62834 Q08E93
Q07954 P51170
P42574 P08758
Q7L5N1 P05305
P20226 P21802
Q01094 Q5JY77
Q92574 Q96JH8
Q86VB7 P49767
P17813 P17081
Q13185 O14910
Q9Y239 Q15464
P30281 P02549
Q9Y5Q8 P06401
P16333 O00194
O15379 Q5QJE6
P06213 P33993
P07948 Q5H8A3
Q92963 P60896
Q13616 Q99607
P20226 Q9UQM7
P78527 Q9UK45
Q9H0D6 O15111
Q92793 Q8N1V2
P19784 O15357
P08253 Q9Y4A5
P06400 P01589
P17252 P25440
Q13111 Q92482
Q15796 Q96SL4
P60484 P30304
Q93009 P43489
P51116 Q9UKW4
Q9NRR5 P36406
Q07960 Q9Y2W2
Q8TEW0 Q9GZM8
P00738 Q9P2A4
P61981 O15530
P50570 Q01844
Q15287 P05109
Q9UMX1 P25445
Q7L5D6 P05089
Q13137 Q15375
Q8WV28 Q13017
Q9NTZ6 Q14108
P18433 Q9H0H5
O15105 P38484
P28749 Q9UK73
P19012 P57727
Q96PY6 Q9NS23
O14641 P00492
O43148 P46527
P42229 Q9C0C9
P17252 Q13115
O43809 P41743
Q9H7U1 Q14990
P42224 Q13535
P30101 Q9BV73
Q00587 P14222
P24864 P30408
P14598 O15211
P18887 P24928
Q13485 O95147
O43581 P10144
P01011 Q00610
P53667 Q99102
P21453 Q13838
Q9BPZ3 Q9BYC9
Q8IW41 Q5FBB7
P50570 P40855
P33151 P12644
P48426 Q9H3Z4
P03372 P52799
Q04771 P19883
O43639 P62826
P45985 P60891
Q86TC9 P56134
Q04206 Q13547
Q12959 Q15759
Q5PSV4 Q05469
Q13185 P17600
P55055 Q9NYX4
P25963 Q13571
O75558 Q96BR1
Q96RJ3 P09467
P31749 P20273
Q15788 O14508
P61981 Q13136
O75886 P30154
Q15797 P23771
Q8IWZ3 Q9Y4K3
P14923 O95197
Q14289 Q00610
P37108 P15311
Q15109 Q9H040
P50453 P22307
Q12959 P78560
Q15424 Q16637
P0DP25 O60832
Q15700 P01112
Q99816 P02708
P50570 P33151
Q13478 Q08043
Q86UR5 Q13418
O60674 Q13023
Q9Y3A3 P34995
P13010 Q9UJY5
Q13523 Q96SN8
P15941 Q9UMD9
Q01094 Q8TAP4
P68400 O95402
Q9HCE7 P61163
P61978 P16885
P21675 P01111
Q7L590 P62993
P78337 O43639
Q9NRR5 P24394
P0DPB6 Q93096
P61981 Q15139
Q6EEV6 O15519
P55316 P00813
P16473 Q53ET0
P20618 P48058
Q16537 Q93009
P61981 P11532
Q12778 P21817
Q9UMX1 Q8WTS6
Q5T2W1 Q96FJ2
P84022 Q99814
P17252 Q9GZZ9
Q15428 Q9BYR7
P48736 P14635
P06239 P38398
P05412 Q92597
O00560 P10147
Q9Y6M7 P21941
P19174 Q14511
Q8NBJ4 P30279
Q96EB6 P07332
P24928 P07477
Q12933 P04150
P05106 P43489
P49368 Q9Y4K4
Q9UI36 P35222
P23443 P11171
Q9H0Q3 Q8IWV7
Q12933 O60331
P01033 Q9NQT4
Q9Y678 Q13619
O15162 Q92686
P08581 P07332
P08069 Q9UNZ2
O14776 P22003
Q16576 Q9H8Y5
P42574 Q8IU60
Q96FX2 Q15208
P06400 Q01780
Q96PU5 Q9H0F7
Q13588 Q96ES6
Q92597 Q9BUY5
P04156 Q13492
O00401 P67775
P04278 P37231
Q05516 Q8IYI6
Q9UIS9 O14775
P29350 P78504
Q05513 Q12857
P56589 P07358
P05556 O00221
P42566 Q9HD36
P19793 Q96MA1
Q04206 P41279
P31946 P07384
Q13873 Q9BY11
Q13873 P08758
P51654 Q9BZR6
P84022 Q06546
P21333 P46379
Q6P1X5 Q14161
P04637 Q96EB6
Q14683 Q92994
P84022 Q9H0I2
P51398 P31943
P41134 Q92824
P06400 P67775
Q8N5U6 P50553
P06213 P41743
P51610 Q9NUQ8
P07384 P27701
Q13219 Q15386
Q13362 Q13137
P31946 P80108
O60260 P35222
O75369 P05129
P17252 Q9UQF2
Q9HAU5 P07498
Q13136 Q8NC60
P08138 O94762
P61978 P49336
Q09472 O00401
O75771 Q12796
O15111 P09919
P26641 P49286
Q8N807 Q9GZP1
Q9Y345 P46778
Q9P2W1 P61769
Q9Y328 P42166
Q8N5F7 P31645
P04637 P20366
O00459 Q6VMQ6
P54253 P29597
P28482 Q16570
O00459 P35250
Q8NFZ5 P17612
P04637 O60925
O75030 O75312
Q9H7U1 P46934
P63167 Q03135
P43364 Q07889
P78344 Q9HC98
P05549 O15164
P06241 P62491
P34925 Q6P1Q9
Q9H0I3 Q96Q15
P25208 P18850
Q9NQT4 Q99689
O95602 P27037
P54253 P0CG47
P62491 Q14582
P42226 Q9NZ94
P13611 Q9UL45
P11277 P22083
P98161 O76027
P42858 Q7Z3Y8
P53350 P14543
Q14005 P62993
P15976 Q969H4
P17252 P19438
P46108 P38432
P06241 P50616
Q9NVA2 O14974
Q9UKR5 P61247
O15525 Q9UFF9
P51636 Q05586
Q9Y383 Q9UFN0
P68400 P18031
O00560 O60674
Q14511 P15090
Q16778 P14373
P06401 Q8WUA4
P68400 Q93009
P42680 P22061
P04156 Q02641
P07947 Q8NHU6
P68032 P21796
P36896 P35612
P00750 P02679
Q5RL73 Q15465
P52292 Q02779
P25100 Q08209
Q00059 Q8N129
P63208 O00501
P10415 P13010
Q15466 Q99689
P07948 Q8TCU5
O14776 O95967
P06493 Q9UIV1
Q9GZT8 Q96A23
Q5VST9 Q9UGL9
P30530 P55345
Q9P2W3 Q96M91
Q9HD43 Q9UQ80
P62979 Q9H0E2
Q9GZT8 Q96SN8
O14939 P56524
Q08999 Q86YM7
Q99618 P05156
P18433 Q14872
Q02156 Q9H9Y6
Q13887 O60684
P68400 Q9ULB4
Q9Y2I6 P80511
O43395 P09769
Q13547 O00255
Q92793 Q01844
P43005 P04406
O14980 Q92793
P62805 P19838
P16234 P24593
P84022 Q9NQC3
Q9Y3E7 Q969E8
P15923 P45973
P51116 P46783
Q14192 P31749
Q09472 Q8N668
Q8WXI2 Q9UQR1
Q13526 Q9NZ32
P46108 O14745
Q7L590 P20226
Q02763 Q02575
Q8NBJ4 Q13228
Q99496 Q9HCK4
P31947 P54257
P08631 P42127
P98082 P58335
Q05193 Q92918
O15111 P68400
P04150 O15342
Q16665 P48995
P19438 Q6PIZ9
P05412 O43395
Q99704 O00422
P28482 Q13425
Q14164 P08240
P54727 Q9NPY3
O95405 P15311
P19174 P20742
O76070 Q11130
Q15796 P16471
Q9UKT4 P21941
Q12962 P08670
P08047 P07237
P24385 P12277
P12004 P43405
P10301 P54253
O60237 P52799
P10827 P31749
P78527 Q7Z7J5
Q6W2J9 Q9Y4K3
O43426 Q6P1J9
Q92831 O14978
P10809 P13497
P15923 P13349
O95905 Q15027
Q99959 P13611
Q6VMQ6 Q8WWZ1
P19174 P09471
P24941 P00533
P31749 Q8N257
P55196 Q92743
Q13873 Q99743
P05556 P49427
Q9NY33 P16615
P29279 P01042
Q9H5J8 Q16891
P07910 Q96KJ9
P32121 Q9Y297
P18206 O60333
O00303 Q9BVG3
Q08495 P05121
P26651 O75807
Q6PKC3 P62195
Q15329 P05198
P05771 P30990
Q96MN2 Q9Y314
P09486 P41146
Q9NPJ4 P36894
Q13873 P30086
Q9NYB9 Q92817
Q9H0D6 Q9HC52
Q13485 Q13444
O43541 Q12789
Q06265 P13500
P17302 P07093
P17612 P50148
P06239 Q9UPM8
O95999 Q9BTW9
P12830 Q8WZ42
Q99689 P14920
Q04206 P68104
P06493 O75352
P21673 P39748
Q9H1X3 O43592
P63167 P08727
Q15102 Q92786
P35637 P33993
P46821 P18848
Q15149 O75923
Q12933 Q9UQ84
P12956 P53667
O75716 P84095
P07948 Q9BSU1
P05771 Q9H422
P53618 Q9UNI1
P45983 Q96S94
Q06187 Q9BST9
O60826 Q969J5
Q13137 Q9P2B2
P27361 Q13635
Q15596 Q92945
P06493 P35250
P67870 P51168
Q6PCB0 Q96BD8
Q86SE5 Q99759
P54259 Q15545
Q00169 P07814
Q9Y6K9 P22087
Q04206 P36897
O15530 P53355
P06239 P07101
P12931 P10721
O14939 P22087
Q9Y478 P08684
P30260 Q13177
Q8WYA1 P11802
P11831 O14924
P04150 Q99814
P78371 P56134
P48023 Q9UMD9
P12757 P42566
Q12933 P36956
P35813 Q14627
P05556 Q96PE3
P24941 Q9UM11
Q13077 O14976
P62993 O15409
P61981 Q99743
P21246 P35222
P22607 P15336
P45983 P15336
Q9UK73 Q76FK4
P31946 O15304
Q8IZ52 Q14738
P12004 P43355
P48736 P10912
O15379 Q9UHB7
P01100 P20336
Q7Z7J5 P15153
O75928 Q8IWL2
P09429 O60907
P35555 P31314
Q12789 P55196
P36406 Q9BZR6
P62191 P43629
Q13315 P17677
Q92793 O76003
Q03013 P31150
P17693 P54198
P54253 Q96Q15
P23458 P12872
P10244 P06400
P08476 P01906
Q9UBS4 Q92956
P08047 Q96G01
P63096 P07384
Q7L590 Q9H422
Q7L622 Q14512
P84243 Q9NYS7
Q9GZY6 Q14206
P29590 A7E2V4
Q9NRR5 P38398
Q5MNZ9 Q14055
Q8WUH2 Q7L2E3
Q9Y5X1 Q16650
P00533 Q6IA86
Q9GZZ8 Q8N5W9
P31944 P15498
Q08999 O95487
P03372 Q9BWF3
Q9BX70 Q8IYF1
P54619 Q9UKG1
P62993 Q15477
Q9UBZ4 P60953
P30307 Q15796
Q12933 P16333
Q9NTK1 O75886
O14745 P01112
O60437 P56537
Q9NPQ8 P60510
P01112 P20333
P32121 P55055
P00533 P07359
P22626 P16389
Q9Y3M8 Q00613
Q9NZR2 Q7L8C5
Q96B26 Q15796
Q8TEU7 P10997
P21333 P15311
P35243 P02649
Q12933 Q99750
O94910 P01009
P42768 P41143
P22681 P10997
Q15796 Q96A23
P68104 Q9GZP1
Q9BZG8 Q9BPW8
P01112 Q9Y6K9
P17098 P20336
Q9H944 O95996
P41218 Q8N2Q7
P02751 Q9C0J8
P14678 Q5QJE6
Q06124 Q9UMX0
P10415 Q9UHI6
P25025 Q15650
O00213 P05546
P50570 P50148
P09958 Q8WWI1
P42224 O95751
P14210 Q08211
Q07666 Q01814
Q15596 Q9H0E2
Q9H1E3 Q14140
P38398 Q8IV61
P61201 P52952
Q13136 O60500
P63167 O43422
Q9NRR5 Q9NTZ6
P29083 P09471
Q06265 P01112
P62917 P17677
P10828 O15516
P16870 P35222
P12004 P06213
P61978 Q96EB6
Q9HAU4 P46531
Q92844 P50552
P16870 Q9UKW4
Q92793 P13497
Q06413 P46379
Q9BUI4 P01569
Q9UBL3 O14594
P04637 Q16537
Q04206 Q8TC92
O15379 P68400
P04637 Q9HC73
Q8WUM4 P57735
Q08170 P05556
P67809 Q969Y2
Q8N8S7 Q7L4P6
P62736 P35269
P63167 P98172
P07148 Q14162
P42224 Q92597
Q9NR34 Q96D42
P10412 P58340
Q9Y2W2 Q9H772
P32927 Q00169
P05019 Q01082
P00533 O76064
O14980 Q9UK45
O00220 O00255
Q99755 P38159
Q08881 Q16539
Q9UKV8 P35219
P17676 P30408
P62258 P31785
P67775 P14780
Q9ULH1 P32942
P62879 Q9H8S9
Q16665 Q01955
Q07817 P23921
Q01844 P23497
P07996 Q14451
Q07960 P49802
Q13424 P16401
Q15370 Q9BQG0
P38484 Q7Z494
Q03013 Q9NZN4
P20226 Q02641
O75970 O95819
P13236 Q8IX01
Q96A00 O95232
Q06124 Q9H1I8
Q16828 Q8NCF5
P49286 Q9GZS3
Q12904 P52948
P06400 Q16539
O95166 P23229
P49790 P12643
P18031 P46934
P41235 P25445
P04908 Q2TAL8
O95477 O60293
Q13485 Q92900
P68871 Q15102
P14598 Q9UBY0
O95967 P25685
Q9Y294 P24593
Q7L5N1 O14646
Q15654 P08582
P55072 Q6VN20
P19235 Q9NXK8
Q00535 P17980
P63104 P62316
P17252 P12814
P00750 P16581
O60762 Q9Y5X3
P20366 P51959
P61956 O43525
P78527 Q13571
Q9BUH8 Q92543
P12931 Q03164
Q13485 Q13501
P62070 Q96A00
P41134 Q13585
Q6WKZ4 P62491
Q9NPD3 P11532
P49368 P15927
P29475 P01100
P25098 Q9UKR5
O75496 Q09161
P42336 P12980
P37231 Q9BXP8
P43405 P54762
P35222 P54132
Q92844 P01889
P38398 Q06187
P06396 Q8WTS1
P78527 P09429
P04637 P15502
Q12778 P17693
Q8N6Y0 Q9HC35
Q13432 P40763
Q9Y6D9 O15116
P29350 P16591
P62879 Q92793
P08047 Q96MP8
Q9NZ52 P05093
P17481 P62837
Q13425 P48058
P51522 Q9HCS7
Q92692 Q15208
P29350 P40189
P16870 Q8WYA1
O95071 Q9UQR1
Q9UPT6 Q9H0I2
P15153 P33897
P08621 Q9UKW4
P84103 Q92994
Q9UI36 Q8NAP8
P54727 P36956
O60711 P10071
O60216 P05186
P06400 Q8N668
P48050 O60551
P00533 P30408
Q8NI35 Q7Z3Z4
P08571 P60880
O14964 Q13077
P11802 Q96GD3
P17813 Q15642
O60641 P26992
Q92793 Q9Y2J4
P15153 Q969H0
P06400 P43403
P12931 P19883
O00401 Q8WZ42
P48729 Q96EY5
P43119 P02462
O75293 Q99798
P10275 Q16537
P40763 P49427
P68400 O75354
P54253 Q01113
P62993 Q9H0H5
P0CG47 Q12929
Q92804 Q9BYB0
P16220 O00459
Q9HAU4 Q5JWF2
Q9Y6D9 Q06033
P05107 Q13287
P50749 Q9C026
P54257 Q08378
P00533 P30086
P23284 P08069
P68400 Q15797
O43318 P42262
Q07869 Q86XR7
Q15560 P38159
P11142 Q9NWA0
Q05516 O43488
P10827 Q01130
Q9UM13 O43639
P42574 P31751
P20265 O60494
Q09472 Q9UHX1
P98172 O00482
P06400 Q96IP4
P83916 Q13257
P16870 Q92609
Q9Y2U5 Q96Q15
Q969K4 P17480
O00291 P13236
P42224 Q05209
Q14203 Q6WCQ1
Q92793 Q9BUZ4
Q96QR8 O60716
P04899 Q13114
Q92934 P30536
P63104 O43586
P06239 P63010
Q9UHD2 Q7L2E3
P08670 Q01844
Q9Y2Y9 O15371
P15407 P20742
P04626 Q16644
Q92793 Q9UGP5
P68400 Q12959
P04406 P55773
Q7LBR1 P56704
P04150 P15172
P15498 Q8IUC6
P02686 P37288
P07948 Q96HA8
P00533 Q9P0P8
Q99062 P18827
P14778 P02649
P08754 O14512
P15311 Q16799
P15531 P49798
Q99755 Q9UBU9
Q09472 P05067
P31751 P13501
P38398 P11802
O14936 O60936
Q13501 P02775
P22681 Q9GZT6
Q09472 Q9UII2
P0C0L5 O94782
Q9H5V8 Q9Y2H0
P68133 P61981
O15162 P07911
Q99547 O95972
P52292 O60749
Q00610 O60504
P68133 Q15459
O75439 P07093
P36897 Q05516
Q9NYQ7 Q12933
Q15078 O14745
P30307 P27824
P56524 Q99832
Q15628 Q7L4P6
Q15797 P28908
P49888 Q14524
P98160 Q9Y698
Q9GZR1 P05412
Q96A23 Q15717
Q7L775 Q8TD16
P06241 P63261
Q13163 Q96HH6
P16671 Q92889
P10275 P41231
P61247 Q9Y2U8
P15336 Q9Y618
Q9Y624 O76083
P78527 P02538
Q9Y3Q8 Q96ES7
Q9Y618 P84090
Q13526 O75446
Q13114 Q9P0L2
Q09472 P56524
Q9BUH8 Q9UBU8
O95376 P50281
P63261 Q9Y2U9
Q02363 Q8NFZ5
Q5TCY1 Q8WUA4
O14936 P10321
P36897 P27986
P56693 Q16539
O14980 Q12778
P04278 P00746
Q12933 Q92835
Q13227 Q16825
Q16623 P40855
Q12955 Q14669
P08047 P05783
Q12929 P20382
O60383 P57727
P10451 P05783
P49354 Q96CA5
P17844 O75431
P27361 O14965
Q8WYH8 Q9NRX3
O43752 O75146
O96019 P54252
Q07666 Q06481
