Q16665 Q96SN8
P67870 Q96PU8
Q15544 P55212
Q9NRR5 O15198
P05412 Q8N5S9
Q96T76 P38398
Q9NV58 P13591
P20823 Q96P71
P51692 Q13277
Q9NRR5 P00750
O15111 Q06609
P68133 P24941
Q16539 O43559
P07949 Q9NTK1
O00238 Q8NFZ5
Q15038 P05000
P43405 Q92793
P49023 Q9HCE7
P38398 Q8WX93
Q9P2H0 O14798
O15467 P16157
Q9P2Z0 P11277
P40337 Q92930
O15198 P04053
P04275 Q9NVP2
P02545 P41231
O15519 Q9H0B6
O15162 Q9BT49
Q99062 P15927
Q04917 P63010
Q99689 O15519
Q5FBB7 Q9NRR5
P11940 P17612
Q15075 Q04941
O14788 Q16619
O75460 P16389
P17252 P12931
Q9BY84 P13196
Q13309 Q02878
P54253 P05787
P10276 O14543
P01344 P18031
P83876 P46108
P06493 P22735
P40763 P24522
Q09472 P42857
P42680 P42229
Q00526 Q05513
P60709 P02708
P68104 P15173
P03372 Q6P5Z2
O60925 Q9NWQ8
Q15796 Q03135
P14859 P20963
P61968 P55345
O43318 Q9Y6X8
P11831 Q9UKY1
Q14511 Q86Y82
P06732 O94776
P03372 P01112
P11802 P38159
P22303 P13688
P26641 Q13393
P00533 Q9BX69
P49848 P28068
O15492 P30679
Q9H444 Q12834
Q12988 Q8NFZ8
P0C0S8 P38432
Q9Y4K4 O43633
O15524 Q5RL73
P27348 Q13158
Q86UW6 P21728
P25705 Q15109
P17252 P04278
Q9Y4H2 Q7Z7J5
P41235 P23763
Q8N3R9 Q15113
P20700 P67775
P04899 P25025
P32780 Q96RI0
P55010 Q9UMS0
Q15831 P48509
P18848 Q16181
P35222 Q15796
Q00535 Q13190
P62993 O14920
P05412 Q9BY11
Q92793 P29279
Q53GS9 O00267
Q13077 P50452
P51679 P10301
P32927 P49715
P62987 Q9NNX6
Q9C099 O60828
P00734 Q9Y2H9
O15519 P55017
Q13077 P33176
P26447 P31749
P49760 P13236
Q9H0B6 Q8IZL2
P10398 P08138
P52435 Q00587
O43541 O95716
P84022 Q9NS91
P52565 P27701
Q8NC60 Q5TAT6
Q9NWS9 P23945
O95084 P30260
P35638 P08123
P67775 P32927
P35222 Q9UM47
P02686 Q07890
Q9Y383 P51959
P02458 Q05195
Q86UR5 P19099
P20340 O60333
Q96MP8 P00750
O95967 Q5XPI4
Q96EK5 O15455
P22670 P61289
Q99836 P05155
O14974 Q9H8E8
Q92793 P15927
Q99717 Q9HB96
P53355 Q15475
O00459 O00300
Q15078 Q9NYB9
P55211 P16104
Q13547 P24534
P14859 P51888
P38936 Q9H875
Q12933 P51948
P15153 Q9UHI5
P14416 Q58WW2
P61812 P02787
P78314 Q9NQX3
Q05519 P54105
Q9UMX0 P21810
Q13573 P15407
Q96CW1 Q06609
O00238 Q9NQX7
P23443 P08253
P05067 Q04917
P84077 Q7Z3Y8
P60953 P56537
P51693 O76003
P42574 Q9BV40
P36897 Q9NS56
Q8WW38 Q9Y5R2
Q13158 P41567
P57729 P30533
P62310 Q15311
O14777 P12268
P20936 P07384
Q6ZVM7 Q8IUC6
O00311 Q53H80
Q9HCE7 P41231
Q13115 P15502
P08670 Q9NWT6
P05107 Q14185
P08069 P35222
Q13303 Q9C0D5
Q16543 Q93052
P21673 P12270
Q92831 Q96EK5
Q13485 P42702
O95257 Q9HC73
Q9Y2X7 P03956
P48552 Q16513
O00238 Q01844
P32780 Q04206
P37231 Q99933
Q13888 Q03405
Q16637 P48736
P09619 O60732
P20248 Q15011
Q9HCG8 O60566
O94875 Q13224
P34947 P06729
Q9Y6J6 Q9NY26
Q9BQ04 Q9NRM7
P63104 O95563
O43524 O15209
Q9BQ52 Q8NAM6
Q99623 P20930
Q13501 P09016
O95376 Q6ZVK8
Q15796 Q13427
P08473 P22459
Q5T3J3 Q05086
Q06413 P53611
Q6XZF7 O75396
O43914 P43489
Q9BT78 O75578
Q96KQ4 O95452
P09874 P02675
P11171 Q04864
P78406 Q13535
Q9UQB8 P50052
Q02156 O00566
Q05655 P60520
P15311 A5PKW4
Q9Y5X4 Q7L1I2
Q16891 O14964
Q08722 P24855
Q9Y6C2 P04437
O15350 P17252
Q9GZT6 P23229
Q00610 Q9H9D4
P27361 P02647
Q96KQ7 Q96F44
P35251 P03971
Q13444 P78396
Q92673 Q9HC73
P21675 P10600
P51116 P07992
P01100 Q9Y6W6
P02452 P35548
P42224 Q9UIS9
P49790 P09237
P04049 P29590
O14646 P40145
Q8NCD3 Q99712
Q9BQ16 O15111
P29317 P37198
O75791 P55001
P25774 Q9C029
P67775 O00267
Q08345 Q8IU60
P41240 Q9C0D5
P07737 O96004
P04637 O15379
P30101 Q70E73
O94910 Q14916
Q7L5N1 P05783
P18850 P54259
Q15038 Q9Y3C5
Q8NFH8 Q9UNN5
P54253 Q96L73
P16070 Q9Y272
P27694 Q02535
Q02548 P35914
Q96Q15 P43320
Q9HAU4 P49848
P03372 P68032
P84103 Q86YM7
Q13444 P62312
P36956 P55327
P48736 Q9BPU6
P29350 Q13765
Q15796 P42858
Q92597 Q5VWK5
Q13371 P31431
P04899 P19447
P46108 O14813
Q13884 P06733
P11171 Q86WC4
P09104 P51610
P14678 P62495
P19174 P30990
Q15788 Q9H1I8
P08473 P42330
P36897 P50750
Q16623 Q9UL33
Q9BXI6 P20333
Q92598 P06241
Q15173 P61962
P06493 Q8IUC6
Q96KQ7 Q14500
P16619 P10828
P54253 Q14773
Q9GZY0 Q8TD19
Q15047 Q9BPX3
P51692 Q13873
Q9H444 Q13643
P15927 Q14582
P11142 P45983
P98095 Q92843
O00212 Q13432
P05067 P24941
P14625 P78396
Q04721 Q96EY1
O14920 P20337
Q12962 Q16143
Q96S59 P0C0L5
P20338 Q14957
P0DP25 Q92597
P26885 Q8TD08
P02730 P10644
P62820 P35609
Q9H251 O14776
P32245 P48050
P51532 Q9HCU9
Q9NPI6 P48764
Q9BTY7 O00418
Q13873 P41743
P04150 Q9UKY1
P68133 Q9Y4H2
Q9HA65 P20930
P53611 O43175
Q00975 Q96SB4
Q99683 P01563
P04049 P42575
Q14526 P54727
Q16539 Q8TDZ2
P27986 P49023
O95571 P10398
Q03164 Q86SG6
P20936 O43683
Q92997 Q9UHF0
Q03113 Q9BUJ2
O00459 Q9Y3I1
P63244 P14317
Q9Y2I6 Q15596
P46527 P62760
P21980 O60936
P35250 P26951
O43543 Q9BVP2
P32780 P30926
P18054 P54725
P17900 P26367
P84095 Q96T60
Q5JY77 P35908
Q04206 O00220
Q9UQM7 P67870
O00459 P30086
Q15047 P21810
P36897 P02545
O75928 Q9H900
Q96R06 P32942
Q9UEU0 Q15465
P63279 Q13158
Q9UGP5 Q9H4D5
P07948 O96004
Q15797 P28482
Q71DI3 Q9H204
Q92733 Q16549
Q9NRH3 Q9UBS0
P06400 P07196
P04637 Q9UN86
P35346 P05198
Q13045 Q5T8A7
P22681 Q9UL26
O00459 Q07954
P12956 Q99719
Q99741 Q9UJU2
P28482 Q14642
Q05209 P49674
P17980 Q6P9B6
O96017 P31785
Q06187 Q9H0B6
P51685 Q9UK22
P33991 Q03181
Q06455 P04637
P05412 O95163
Q6DJT9 P23946
P06746 P46527
P62330 Q9NYV4
P54259 P41182
Q96ST3 Q02410
O60271 P78560
P08069 P15884
O15198 P52735
P00747 Q13572
Q14517 Q6BCY4
P19174 P08514
Q9UI14 Q15726
P06241 P21918
P38936 Q01094
O60437 Q8WWW8
P23511 Q9NRM7
Q03135 P07711
Q14966 Q9HD43
O15117 Q16787
Q9GZT6 P17482
O75446 Q8N752
Q9NRR5 P36575
Q9UKD1 P30041
P01100 P49747
P14678 P31749
P04275 P06493
P01116 Q16539
Q9UMX0 P24386
Q5T3J3 P04085
Q12933 Q12800
Q13573 Q13643
P31270 O43463
P14921 Q14677
Q8WV24 Q8NEC5
P29083 P08253
P51572 P61254
Q02156 Q9BXJ9
P08581 P51813
P68400 Q14773
Q15047 P25963
P63104 P09486
O43570 Q99547
P17252 Q9ULB1
P54619 P18124
P63244 P05112
Q8IZH2 P13598
P43034 O95498
Q5JY77 P11362
P26010 Q14D04
P04150 P01009
Q09472 Q13501
O60763 O14662
Q02156 O43929
Q15052 O60921
Q9GZR7 P16383
P0DP25 P00167
P52565 Q9UPT5
P68431 Q05513
P43364 P30408
P78396 P04628
Q06124 Q13526
P68400 P06400
O15530 P06493
Q15185 P48058
P27361 P49221
P06239 P09466
P11940 P35625
P35222 O75330
Q13873 P53420
Q99962 P15151
P31269 P83916
P84022 Q9NYM9
P53355 Q09161
Q01844 P49720
P51587 P29992
Q96NW7 Q9BY11
Q9UI32 Q8WXI2
Q92597 P20963
Q15019 Q8IZJ1
Q99683 P07332
Q9HCE7 Q9GZR1
Q14919 O60869
Q13077 O15066
Q04206 P46531
Q12983 P06239
P02452 P18428
P06454 Q16820
Q86UP2 Q6W4X9
P22415 P00488
P30304 Q8TD23
P06400 P03372
P78317 Q16654
O94842 O95793
O95359 P42858
Q16594 P26718
Q13216 P23229
Q99418 Q9NY93
O76003 Q8TDC0
P01583 P36508
O00422 P55103
P68400 P20273
Q9NPI1 Q15691
P21810 P00451
P43355 O15287
Q9BT78 P50542
P63244 O95477
Q06187 P06241
P26641 Q9NWA0
Q9Y4H2 O60603
Q9Y4H2 Q13427
Q03405 P13196
Q9UBK2 P62306
Q9NZW5 Q9UL45
O60244 P27658
P18206 Q96BZ8
P10275 P21731
P27986 P09486
P17480 Q8N6Y0
P17252 Q14847
P50552 O14544
P13798 Q96D15
P31946 O43924
Q13351 O60318
P31942 Q9H0R4
Q5RL73 P12956
P12004 P08138
P25205 P51948
Q08170 Q6UVK1
Q16665 P48549
P43405 P24941
P10276 Q99575
Q99829 Q96A83
Q01094 Q9Y5K6
P49023 P98155
Q9H1D9 P25105
P19838 Q96BH1
Q00839 Q9H6P5
Q09472 Q96PU5
Q9P2R6 Q92886
P61769 O14656
Q00535 Q9UKV3
Q9Y5K6 Q96BY2
P20916 P51572
Q12959 Q13535
Q96MU7 Q13219
P31749 P20020
Q9UIV8 P10644
P68402 P19235
Q9Y467 P04180
P37173 P10398
P38398 O95136
Q09472 P35222
P26232 Q9HAV0
P51681 Q92835
Q9NSA3 Q92608
Q8WYA6 Q7Z6B0
O43525 P67870
Q86YD1 Q99460
P27540 Q9NPJ4
Q15654 P33151
P04183 P17661
P51681 P52292
P35658 Q10570
P22004 P01112
P06729 O75154
P62993 P05412
P22607 P54105
Q16513 P09972
Q9NZQ3 O60610
P42684 P17936
P00918 Q15047
O75676 Q9Y2Z9
P01374 O60262
O76094 P16473
P29350 Q01844
O75971 Q07157
Q8WVY7 Q99972
P19174 Q05513
Q9BXI6 P27824
P0DP25 Q15628
O15198 P46108
P23634 Q13322
P31946 P26842
Q99941 P08621
O95997 P60201
Q04206 Q13137
Q9NYQ7 P46063
P28069 O95391
P06400 P23276
Q04771 O43187
P05787 P48509
Q8IZH2 Q14703
O95251 P41182
P42574 Q13432
Q9HCE7 P62873
P15498 Q15700
Q09472 P16949
P16112 P68104
Q92793 Q9Y6D9
P09769 Q8N2H9
Q9H3M0 Q99613
P51532 Q16630
P01730 Q14573
O43541 P21918
P53675 Q6VY07
P30153 Q14847
Q7Z7C8 O75674
O75419 O14796
P08572 Q03164
Q9Y2X7 Q05195
Q9Y2T1 P17931
P19438 Q9H8Y8
P52292 P42345
P14625 Q5T2W1
O75791 O14964
Q92876 O00139
P31946 P20226
P12814 P84022
P57735 P62873
P37088 Q01813
Q6STE5 Q15648
Q9Y6D9 Q7KZF4
P50281 O60318
P0DP25 Q02535
O95257 Q9UHF0
P62834 P16410
Q13555 P12272
O60264 P07711
P48764 P49674
Q06124 P45973
P59768 Q9NZ52
P62993 P68104
P24385 P09237
Q05655 Q15311
P40763 P62873
Q99747 Q8N8D1
P28482 Q96A00
P20042 P34130
O00238 Q9UBL3
O14931 Q16787
Q15560 P14923
Q9UNW1 Q92781
P02686 P19021
Q9NRD5 P21802
P05067 Q7Z3B3
Q86X29 Q8IW50
Q13363 O75604
Q14469 Q15648
P03952 Q8IUC6
Q9BQY4 P00813
O15198 Q9Y5S9
Q15796 P48443
Q6P1K2 Q9NWT6
P50750 Q99728
Q13077 P07492
P14136 Q9Y4G8
Q12846 P01732
Q9NWZ3 P52701
Q09472 P06241
O00231 Q14145
O14936 Q02575
Q05193 P35251
Q9UI14 Q9Y333
Q14151 P25100
P31749 P42658
P09429 O76075
O00571 O43149
P29083 P08571
Q13011 P46977
P28482 P00813
Q14192 P55036
P19838 P62888
P38398 P49407
P15923 P49810
O43318 P17931
P09429 Q6ZU52
P31749 P47890
Q06609 Q96G21
Q9HCE7 O00291
P46379 P05305
Q7L590 Q9NV31
P21675 Q92979
P38398 P62258
P14625 P05106
Q99966 P58004
Q06187 Q8WX93
Q05516 Q9UQ90
Q9HAU4 Q96JN2
P10636 P62826
Q9UJY5 P28799
P26367 O60637
P49910 O14649
P30305 Q02410
P04278 Q9UPT5
P29992 Q49AG3
Q13042 Q15059
P12004 P08123
P25788 Q15700
Q9NZ52 O95985
Q05655 P15173
P07996 Q12933
Q96AD5 P53816
P14923 P35240
P05154 Q8N490
Q9NZ81 Q9BVP2
P18031 P56817
O43924 P18084
P52655 Q13884
Q15047 O15198
Q9UKS6 Q07812
Q04206 O15198
P05109 Q9NPF8
O43318 P28482
Q9Y618 P05771
P34741 Q04759
Q96QZ7 Q6ZU52
Q99828 P03372
P06493 P56693
P04637 Q02790
Q71SY5 Q9UM11
P29350 Q5T2W1
Q13596 Q92793
P08631 P09467
Q8TEQ6 P67870
P68104 P26718
P05412 P28827
Q9Y3A3 P24593
P62993 Q7Z7J5
Q13485 Q92831
P01100 Q8N2I9
P12931 P12956
Q9Y3C7 Q8N4C8
O14713 Q9H8Y8
Q9UBK2 Q15024
P51159 P17252
P01375 Q9NP85
Q15797 P32942
O95994 Q9HAP6
Q15036 O14964
Q07955 Q9NPF8
P37173 P17302
Q12846 Q8N5S9
P17252 P08235
P05771 P32121
P05787 Q15633
Q06413 P52799
P35354 Q9Y328
P16070 O75838
O75818 P19388
Q15653 P01374
Q92585 P56537
P63104 P38432
P45984 Q06609
Q96RN5 P19397
Q9BVI4 O00512
P54253 P00918
O96013 Q9Y5J3
O14746 P39687
Q9HAU5 P22736
P27986 Q15475
Q16576 P16109
Q07954 Q9H1D9
P63279 P30740
Q96JJ3 P42224
P08621 Q8NBJ4
O95295 Q9NQU5
P10415 P52803
P06730 P48357
P06858 Q9Y5A6
P26641 Q13873
Q00994 P14209
P33076 Q16623
Q9Y297 Q13547
O60828 Q92630
P10275 Q9BXW9
Q9UKR5 P36543
P21359 Q9UHI6
O75419 Q969H0
P04637 P30305
P42574 P32121
Q92831 Q9NZT1
P19784 P04049
Q93009 O14512
P00441 P43355
Q9UNF0 Q86VK4
Q15654 P14780
Q04637 Q9HC98
P34932 O14514
Q9Y297 O14964
P51617 P61201
O15105 P28676
P12956 Q9UM01
P84022 P18858
Q9NRR5 Q8WXG6
Q9UIS9 Q9BRT6
P61981 Q5T3J3
P27797 Q13094
P54132 Q08211
P35222 P04406
P14921 P19086
Q12923 Q9BPU6
P04637 Q15459
Q13077 Q96NY8
Q9NVV9 Q08495
P09104 P22681
P16284 O75084
Q13596 Q13618
P48039 P42262
Q04206 Q9Y2R2
Q08881 Q04206
P09936 P31785
Q13501 P49757
O00463 Q9Y616
P10244 P23763
P09211 Q969H0
Q15286 Q02388
P17252 P07948
Q16143 Q06587
O43516 Q08397
P68104 P29084
P17612 O14512
P09874 O14654
Q15796 P15927
P40763 O43752
O15524 Q9NRR5
P29374 O43497
Q13546 P56597
P45983 O95163
O15198 Q9UNS2
P52333 P11388
P49768 Q9H467
Q13526 O75689
O75528 P60228
P00918 P27361
P21673 Q7L590
P29350 Q99638
Q9UER7 Q92817
Q99075 Q8TES7
Q12879 P05230
Q02846 Q14247
P16070 Q9Y6C5
P49841 Q9Y5K6
P68104 Q9Y4P1
P11387 P49841
P21333 Q99613
P20226 Q8IYW5
P29597 Q93045
P11274 P20273
P49759 P05129
P98082 P56704
P04637 P17252
Q14181 P32121
Q12955 Q9UJX4
Q02447 Q9BQ16
Q06455 P61956
Q9NP97 Q9H204
P04629 O15116
P24386 Q9Y5X4
P31947 Q99719
O75618 P23677
Q00403 Q9BWV1
Q8IW41 Q9P2E2
P35222 O60828
Q12933 P04437
Q06124 Q9UBL3
P36957 Q8TEQ8
Q9NYV6 P54252
O43559 P19388
P42229 P16298
P43405 P82932
Q9NZI2 Q9BXA7
Q16514 O00499
P20309 O75427
Q13616 P14598
Q8NHH9 P38432
O60941 Q9BVI4
P10415 Q13191
P60484 Q96EB6
P10415 P14784
P01011 Q9Y2R2
P04899 O75475
O75674 Q16820
P62191 Q9H2E6
Q16539 P31151
P06213 Q86SS6
O15164 P06729
P62993 Q9Y2L1
Q03135 O14939
P35658 P07333
Q9Y618 Q15833
P84243 P55010
Q15796 Q9HD43
Q14242 P13385
Q16576 P21817
Q8N5U6 P09467
P11836 O75629
P62258 P25774
Q14344 P51153
Q15172 P63261
Q9NX18 P62993
P54253 O14965
Q9C010 Q5PSV4
Q9BPZ3 Q9NV56
P68366 P42224
Q7Z614 Q9Y5N6
Q92793 P00533
Q92730 Q6WN34
P31946 Q9UIS9
P13010 P25791
P30291 Q00613
Q9NQS3 P48634
Q6STE5 Q8WYA6
Q14565 Q9C0J8
Q04771 Q8NHJ6
P05556 Q13363
P53618 Q9HCE7
P01112 Q13418
P50750 O75575
O75925 P68366
P63104 P62879
Q05513 Q13617
P61764 Q15648
P56817 Q8NEG0
Q15276 Q9BRT6
Q8WV24 P30559
Q92529 Q93074
P51587 Q9Y5B8
P26641 Q12802
O15015 P02679
P04278 Q86U42
P25098 Q8NBJ4
P28482 O60268
Q7KZF4 Q9NNX6
P11362 Q99638
Q13485 Q6ZWJ1
P17538 Q96PN8
Q15796 P12830
P29083 P31943
P60953 Q9Y496
P46527 P52799
O95477 Q8IZJ4
Q9HD43 Q13347
P41143 O15144
Q16552 Q15311
O15116 P02766
O60216 Q16181
O95166 P52434
P10828 Q96G21
P17252 O15198
Q7L5N1 O14908
Q99558 P00533
Q99972 Q15648
P51532 Q96FA3
P51617 P57730
Q15653 P47900
Q9HAU4 Q15052
P17612 Q8N488
P38398 Q96T58
P02751 P62328
P21246 Q9ULZ3
P22681 O00186
P23497 Q14847
Q16621 P0CAP2
P21802 Q9NXU5
Q8N6I1 P05783
P54821 Q9NV56
Q08211 Q9UQ84
P17612 O14745
O00560 Q13561
P24385 Q96GE4
Q7L5N1 P09497
Q9UMX0 Q13444
Q13227 P07237
Q13227 Q9UQF2
O00204 P16410
O14746 Q07890
P17612 P63172
P28482 Q16288
P32246 O43570
P56539 P40238
P17252 P16619
O00470 O60507
Q15843 Q8N998
P17252 P17844
P61204 P05412
O75582 Q16623
P25685 Q8N5H7
Q15047 P35609
O95848 Q01094
Q00535 P04792
P61218 Q07869
P12931 P84077
Q15388 P18507
Q15172 Q00535
P0DP25 P62820
Q15477 O14788
Q99418 Q15119
P25963 P28827
P22607 P18545
P98161 P63208
Q9UJW3 O95716
P06400 Q15750
P06213 P25788
O95848 Q99741
P61956 Q99856
P51692 Q92905
Q93034 P21333
P51948 P23582
P05067 Q13158
P12004 Q8IY31
P07384 P21579
Q00839 Q96MA1
P11802 P32241
P84077 O43865
P46531 Q13702
O14777 P29074
Q08050 P01111
P05556 Q14203
Q6DT37 P14635
P51116 O43318
P24468 P27816
P03372 P11274
Q13363 P20248
P61981 P45984
Q15038 Q07687
P04049 P05451
P04844 Q16589
Q9H0B6 Q6BCY4
Q03135 Q07817
P19784 P33240
P56915 Q9Y6X2
Q8NFH8 Q9ULZ3
P54725 P56537
P01116 P20020
P32121 Q9UKR3
P42166 Q92793
Q15038 Q5T1C6
P62760 Q14318
Q12931 P49840
O75460 Q7L5D6
P62316 P26641
O14924 Q13426
Q9HBA0 P04629
Q96PU5 O43463
Q07666 Q9H307
P08670 Q92481
Q10586 Q9UBP5
P02751 Q16531
Q15233 P25021
P30279 Q16558
P19235 P25791
Q5T2W1 O75915
P15923 P02686
P60953 Q9Y3D6
O95793 Q9NXU5
Q8IX03 P78357
Q9GZR7 P21964
P62258 P31151
P17612 P06401
P46527 P30154
Q9BQD7 Q9UKX2
Q9Y6X2 Q8TDW5
P02751 Q9NWQ8
P51159 P46199
P14652 P17252
P12931 P20226
Q9NT62 O00463
Q92731 P53350
Q05655 P07204
P54253 P02766
P46939 Q13503
P17612 P24928
O00470 P19525
Q9UIV1 P02649
Q92598 P49354
O00206 Q96MU7
Q99717 Q14980
O95777 P55884
P62820 P84022
P31271 P08603
Q9UQM7 Q6ZV73
Q9NPH3 P14778
P98082 P01116
P13796 P11142
P42229 P49810
Q09472 Q16658
Q9Y6H5 P17752
Q13114 Q9BQ70
P54819 Q05513
P60520 Q9GZT9
O14920 P27540
Q9Y2D1 O15519
P21980 P08581
P43026 P35250
P54253 P27797
O14503 Q9UKV0
Q15915 Q00537
P03952 P63279
P06493 Q8IWY9
Q99895 P84085
P14543 O75173
P17612 P01229
Q96B97 P46013
P12644 Q8TD19
P06400 Q9Y572
P63167 Q13443
Q8N5W9 Q6GQQ9
P41743 Q14114
P51159 P24941
P37275 Q01974
P49790 P03372
P62877 P26358
O43488 O95159
P35568 P09237
P35609 P27918
P46821 Q14184
Q5T3J3 O00463
Q9BTE3 P60891
O43426 Q9UPT6
P06454 O95208
Q9HAU4 Q07157
P15923 P04049
P22459 P67809
Q9UMR2 Q92731
Q9Y624 Q9Y2W7
P16410 Q9Y679
P54259 P32246
P10275 P67809
Q13485 O15379
Q10570 P05186
P49815 Q05513
P48552 P13591
P32780 Q99497
Q09028 Q02383
P10415 Q14738
Q6BCY4 Q9NSB8
P26641 Q15796
P14618 Q9BQD7
P06748 Q6GPH4
P28482 Q9GZQ8
Q92597 P42345
P43351 Q01101
P61970 P67870
O14776 P12757
Q14766 P48552
Q15910 P55198
P01266 Q96AQ9
P17028 O43261
P05026 O15230
P55345 Q12809
P10636 Q9NPD3
Q9NWS9 O95166
P78314 Q9H8Y8
P23297 Q16623
P21675 P00747
P46109 Q8TAE8
P56539 P49768
P43405 Q9P0L2
Q9HB21 Q15633
Q9Y297 Q13885
O95125 Q8WWB3
P49841 P18075
Q9H4M9 P31151
O43561 Q8N1L9
Q5UIP0 P20618
Q9Y297 P49815
P51693 P19235
Q13526 Q13547
Q8WV28 P20036
Q9NVV9 Q12905
P54253 P49795
Q15466 P18887
P11171 P63167
P62993 Q92831
P01730 Q9Y5K6
Q99717 P31946
P10915 Q6KF10
Q13541 O43914
Q9P0L2 Q13009
Q86UW9 Q96D42
Q92835 Q2Y0W8
P19838 Q01638
O95343 Q9UK53
O15524 Q05195
P17252 Q6STE5
P29475 Q96CW1
Q14957 Q9Y5P4
P38398 Q9H6S1
P68133 P06493
Q9NRR5 P61225
P43403 P48058
P50750 Q01844
Q9BXL6 Q9GZR7
Q9UQC2 Q09028
P23458 P49888
P08670 Q9H0C8
P10912 P62834
Q05655 Q92597
P45983 Q9Y561
Q01995 O95452
P04278 Q15084
O43707 P14136
P02545 Q9BTU6
P49888 Q9NRX3
P78536 Q8TAP6
P24593 Q9H013
Q9Y4K3 P82979
P50613 P62487
Q9C0D5 Q9BRG1
Q09472 P63165
Q15853 Q16695
Q12879 O60711
Q9UHD2 Q96S21
Q06124 P06241
P68133 Q9UGJ1
P68133 P62310
P04899 Q5TD97
P34932 O00213
P12004 Q12791
P17480 P19793
Q99683 P62937
P17661 Q6WCQ1
P05386 Q00613
Q92831 Q13509
P12956 Q99704
P37173 Q6EMB2
Q15599 P56704
P17612 O00470
Q15645 Q13438
O95347 P78552
P29372 Q9HC98
P17676 O60603
Q06124 P20333
P31946 P10586
P62993 Q15361
P54253 P06241
Q5VT25 P61224
P60880 Q9UJU2
O43541 Q96QF0
P23297 P61956
P68400 O00311
P35240 P61163
Q6P1X5 P05362
Q15366 P16109
P21359 P61247
Q9H1K0 Q96AE7
P33992 Q6VMQ6
Q15036 P15941
P62993 P04198
Q03167 P19012
P21673 Q92934
P31946 P53814
O95696 P98164
P21673 Q15276
Q12933 P27361
P52564 P07858
O00141 P20963
Q15915 Q04656
P27348 P06241
Q58WW2 P84077
Q15648 P55036
P06241 Q9Y5X1
P19174 P08246
P31391 P78396
Q10570 P49418
Q9H9D4 Q9UKK9
P30153 Q9H3S7
Q16539 P80075
P31946 P01008
Q13643 Q92817
O43463 Q6P1N0
P05114 P41594
Q04912 Q9UEW3
Q15038 P06239
Q92793 Q9HAT0
Q15047 P13945
O00311 P49917
O14908 P25791
Q8IUM7 Q06124
P01100 O60566
P19174 P35241
P16220 Q8WWI1
P60953 P08246
P36897 O95837
O95571 P25800
P33402 Q6DJT9
Q13573 P51948
Q9HAU4 Q9UJY1
O15164 P05165
Q8N6Y0 Q15596
Q9UDY2 P0DPB6
Q13573 P08588
P03372 Q7L5D6
O43707 P16220
P17936 Q7L5A8
P52435 P35250
O14936 P04150
P52333 P01308
P84022 Q15848
P05771 P62253
Q5RL73 Q96IT1
P51587 A5PKW4
P61981 P27037
Q15796 P46934
P11142 P48736
Q13619 P22415
Q9NP79 Q15102
P27540 Q14161
Q92786 P07202
P20827 Q9P2A4
P04637 P78345
O95352 P36941
P62993 P26641
P49795 P42575
Q9Y294 P35240
P26447 P53350
P54132 P13500
Q96KG7 Q9ULH0
Q9NYQ7 Q9HAP6
P42574 P03956
P15336 P02787
P10415 P61978
Q16611 Q07960
Q9NRR5 O43929
Q13616 O75971
P0DP25 P62834
P27816 O95630
P68133 Q09666
Q16630 P18031
P10275 Q06587
Q14254 O14514
Q8IYL3 Q96IK5
P54764 P31947
P51610 Q9UKL3
P20226 O00585
P68400 Q9Y3R0
O95257 P42285
Q04206 P12980
P01100 Q9C000
P46109 P01225
P11277 Q9NPP4
Q9NZV8 Q9BWQ8
O94992 P17927
P12956 Q01130
Q16665 P13569
Q9Y5X1 P78396
Q9BUL9 Q00534
Q15545 P12757
P35222 O14746
P12314 Q9Y4H2
P68032 O00522
Q02548 Q96IZ5
Q8WVV9 O00268
P25098 P18031
P23634 O43586
P42224 Q9BY84
P61981 P06239
P63279 P49815
P46934 P09471
P17535 Q9UBZ4
P62166 O75691
Q7L5N1 Q6P1K2
O60504 P53621
Q05513 Q9BT40
Q15796 P54821
P49802 P01730
O00311 Q92736
Q5UIP0 Q9BQ65
P51159 Q7Z7K2
P04626 Q9Y490
P29590 P09471
P49848 P17936
P35658 Q16288
O15287 Q96G97
P21980 P14210
P15153 Q15459
Q8N122 Q9Y4C2
P35222 P09497
Q9UHV7 P51812
Q9H082 P13501
P68133 P15622
Q09472 P10276
P42226 P06756
Q9NZD4 Q8IUC6
Q9UKR5 P40937
Q96F07 P63215
P51681 Q8NA03
P17252 Q92817
Q14181 Q99613
O00311 Q13424
O43318 P31947
P00451 Q9NYG2
P62314 Q9BT04
P09619 P42261
P52948 P18825
Q13232 P48740
O96017 P04040
P68133 Q9BUH8
Q9NV56 Q05682
Q99708 P04637
Q06187 Q8TAI7
P51617 P42566
Q9Y2I6 P11474
O15085 Q8NBJ4
P25445 Q8IZH2
P62993 P41236
P15408 P06127
Q15038 P61289
Q05513 P62826
P09936 Q5T3J3
O14641 O60907
P56945 P04049
Q8WTS6 Q8IY81
P27348 Q99972
O15294 P19525
O15392 Q15788
O75604 O00161
Q92804 O14788
P15311 O00192
Q05193 P08235
P41970 P20916
P46527 P37198
Q9UL45 O60895
P36406 P55001
Q06455 Q15596
P03372 P35625
Q6ZW49 Q9H4M7
P42229 Q9UBF2
O94972 P53816
Q92900 P16284
O14641 O60716
Q08999 Q9NTG7
Q9GZV5 Q7Z494
O75569 Q05586
Q5JY77 Q92574
Q13480 Q13137
