Q7Z444 Q9P2M4
P21802 Q86VP1
Q96F05 P20142
Q96PP9 Q96RQ3
Q9GZV8 E9PQ53
Q7RTU1 P63218
Q5TCX8 F8VTS6
P20472 Q8TAS1
Q2TBA0 P63098
Q86Y01 Q9BZ68
Q8TDB6 Q9H169
Q9BPX6 O00329
Q14159 Q8WXG1
Q6NSW7 Q9BU20
Q6ZV50 Q5EBL2
Q8IWP9 Q6B0I6
Q16695 Q8WV93
Q9NRM7 Q9BXU2
Q8IYA7 Q96M95
Q96N06 Q9NR56
Q9Y234 Q6PIF2
P48436 Q8NFD4
P55273 Q5HYK9
Q5JVG2 Q9P286
Q9NTK1 Q96PY0
Q8IZP6 Q9BZR9
O14791 Q9BRQ0
Q5VUJ5 P41225
A8MTL3 Q5TDH0
Q2QGD7 Q02978
Q8NA72 Q8N137
Q5SYC1 Q9NVG8
Q9Y4K3 Q5T6V5
A6NP11 Q12851
P78330 P28370
Q6H8Q1 Q7Z434
Q96HH9 Q9UJ41
Q8TCX5 Q15628
P09017 Q9UJZ1
A2CJ06 O15499
Q7Z6K5 Q9ULX6
Q1ZZU3 O95983
Q9H1B5 Q9H0T7
P52895 Q496Y0
Q6A162 Q9BRA0
Q92900 B4DYI2
Q8NFH8 Q03181
P57679 Q9UKW6
P0CV99 Q9NQC1
O14682 Q9UI26
O15264 O60663
Q3MHD2 P62807
P08493 P50150
Q8N584 P05091
P22415 P57075
P32242 Q02446
Q14139 Q9Y4P1
Q5H9J7 Q92585
Q8IYM0 Q8WW14
Q5T440 A6NEN9
Q14061 A6NKP2
Q9UL41 Q9HCN4
Q96KN1 D6R901
O75306 Q9ULR0
P48788 Q9NXF1
O94768 Q7Z6M4
Q66PJ3 Q9P270
Q4VX76 Q9BVC3
Q5SQQ9 Q17RS7
Q8WUY8 P16415
O95229 Q9H2W2
Q9UFB7 Q6PI77
Q02410 Q6GMV1
Q8TAU0 Q9HCK0
Q99424 Q8NBV4
Q5TA31 P78385
Q7L523 P69892
Q9BXF6 Q6UWP2
Q9NXC2 P02647
Q7RTU5 O15522
P49321 Q9BR09
Q75VX8 Q8IY84
Q9NRW1 P60484
Q9NZB2 Q99460
Q5VWG9 Q8N377
Q86UX6 Q6PCD5
Q9UPT5 Q96L33
Q6P9B6 O75563
Q8NDX1 P04264
Q9BW83 Q32M78
P00505 P68104
Q49AG3 O43316
Q6PKX4 Q9Y4Z2
Q6UWM9 Q9UH90
Q03154 P0CG31
Q8IY42 P07316
Q9NX57 Q8TDM0
Q96FA3 P35527
P0C0S5 Q2VYF4
Q9NS37 Q9UPM6
Q8IWZ5 O95243
P53673 Q8N413
Q9H4M7 A6NN73
P12035 Q9GZN8
O75764 Q99828
Q5PRF9 Q6T311
Q9Y2D5 Q9C0E8
Q16352 Q2TAA8
Q12829 Q9NQG5
A6NFI3 Q9NVD7
P38646 O43745
O60504 Q9BX68
Q9H814 Q13164
Q8N5B7 Q9Y3F1
Q96SK3 Q6NUN7
Q5XLA6 P48047
Q6JEL2 Q15475
Q86WA8 Q9BW83
Q2Q1W2 Q96N11
Q9HAH1 P08567
Q96KG9 P42126
Q86Y07 Q3ZCU0
Q7Z794 P26038
Q8IYA7 Q9HAT1
Q9Y2K5 Q8IY81
Q86T82 P24723
Q8NEA9 Q2TAM9
Q8N554 C4AMC7
P50336 Q9Y253
Q93099 Q10981
Q9UPN9 P28360
Q9H8W4 Q96RQ9
O60225 Q9BUN5
O76042 Q9H4Q3
P34949 Q9BR77
P0DMU7 Q5VWI1
Q8TB69 Q8N1L9
Q56VL3 P39210
Q9Y3P9 P27348
P47928 Q96SQ5
Q86Y07 Q2KHN1
Q8WUF8 Q96HT8
Q9Y3D2 Q99807
Q7L311 Q5JSP0
P06241 P37235
Q8N0U7 Q8IYT2
O95263 Q5T6V5
P60059 A6NCN2
Q13905 Q9NZZ3
O95177 P80192
P16260 P84243
Q9HCH5 Q8N271
P19113 O00625
Q49AR2 Q9NZJ7
P24941 Q9H4B6
Q86T82 Q9Y547
Q96Q77 Q9P0W8
Q8WZB0 Q96FG2
O75521 Q8NHS4
O95232 Q02447
Q15650 Q8TAP4
P61968 Q6ZN08
P35221 O14776
P00352 Q5SQQ9
Q13946 Q15326
Q8TBJ5 A0PJW8
Q86UD4 Q9UBP0
P40933 Q96LR5
P32019 Q9Y6Y8
Q3KP44 Q5VVM6
Q03923 P10124
Q99909 O43763
Q15545 O15525
Q14684 Q1MX18
Q68BL7 O95685
P15927 Q71F23
O75110 Q9H628
Q9Y603 P0C869
A6NCK2 Q9HBJ7
Q5FYB0 P20671
Q99929 Q86WJ1
Q8TF39 Q9BWF2
O60733 P04075
Q8TCG2 Q6NZ67
Q3ZCT8 Q15735
O75762 Q8IZA3
P20248 Q7Z3E1
P38405 P19532
Q9NVE4 Q8IYS2
P14868 O43448
Q3LI67 P05976
Q8TF32 O75347
P00568 Q86TW2
Q92564 P53778
Q8TAC9 A0PJE2
Q8IYY4 Q96LI6
Q09FC8 Q9Y2G7
Q6ZS72 Q8NEH6
Q9BV90 Q92988
Q9H0T7 Q8NBB2
Q86WA9 Q9Y6W3
O94925 P30520
O95376 O75679
A1A5D9 Q8IXK0
Q9Y228 Q8IZP1
P33981 Q92973
Q86VS8 Q92841
Q6ZN04 O75807
P62491 Q03052
O95397 O95258
O75554 Q6ZS82
Q14765 Q9Y2P8
Q8WYA1 Q9P270
P51689 P28907
Q13367 Q63ZY3
Q86SG6 A6NGB0
Q8NHV9 P61011
Q96RR4 Q86TB9
Q7Z572 Q6UYE1
P23508 Q7L7V1
Q147U1 Q6ZR37
P0CG31 Q92574
P78563 Q8IUH5
A6NCM1 Q8N9M5
Q5JRX3 Q2NKQ1
Q5VT79 P0CW19
A6NI86 Q99578
P10275 Q96JZ2
Q16670 Q96CB8
P51841 Q6PDB4
Q6RVD6 P10827
P48645 A2A3K4
Q8TE12 Q9BRR3
P04150 Q15007
Q9BRP0 O60663
A8MQ14 Q05655
Q14119 O60481
Q9H1K6 Q15560
P10606 O43763
P0CJ92 Q9P1Z2
Q9P0Z9 Q9NQY0
Q9H0H3 Q2VPB7
Q92585 Q96BD5
P56705 P16219
Q9BVJ6 P21397
Q14684 Q86WJ1
Q13523 Q5TA50
O00231 Q96N38
O15519 Q5TGL8
Q96S90 Q96PP8
P19784 Q8WVK2
Q9HAC7 Q5VVH5
P59666 P38435
A6NCQ9 P60842
Q96IR2 Q9BZG1
Q8ND07 P60484
A6NGD5 P15144
O15155 P35548
Q14232 Q08495
P23396 Q9NX05
Q0P140 Q7Z6J9
Q9NWZ5 Q8NA56
P20396 Q96LX8
Q8NA54 O75151
Q5TCX8 Q96JF6
Q9NWW7 A0A087WVF3
Q8IZ40 P04040
Q9UP65 P26232
A6NI28 Q6P3R8
Q8NBT2 Q9P2N2
Q86YB7 Q13492
O75886 Q9Y2I9
Q96G03 Q7L3S4
P12956 Q2KHN1
O43414 Q8NEM7
Q9P2W3 P67809
B5MCN3 P48454
Q68BL7 Q5SQI0
Q8TAA5 P55084
Q969F2 O60481
Q5BKU9 Q8IXH7
P19447 Q9UNH7
P29317 Q6ZWL3
Q8NB15 O14656
O75185 P0DJJ0
A5PLN7 Q96KD3
Q9BXU3 O00232
Q15561 A0A1B0GTR0
P16220 Q8N8J0
Q6P2M8 Q494U1
Q8TCC3 Q8TBC5
Q6ZSY5 Q8IYF1
Q9HCM4 A6NEC2
Q96J77 Q92734
Q7Z4K8 Q15464
Q69YQ0 D6R901
Q86SQ7 P78386
Q9BVG8 Q5TG30
O75154 Q9H6K4
Q5T7P6 Q7LBE3
Q96DF8 Q7Z7K2
Q52MB2 Q8IV53
Q96BY2 Q9HCC6
Q9UK12 Q96L34
Q9NUP1 Q96E35
Q969W0 P09234
Q9P1W9 P05771
Q96NM4 O60870
Q8NCU4 Q86VS3
Q9NXN4 P0C7Q2
P62333 P10415
O14653 Q69YU5
Q8NET8 Q7Z4U5
O75901 Q86TS9
Q9UJX0 Q8TE12
Q8IWF7 Q13394
P15586 Q8IYY4
Q9HD47 Q96L94
P33552 Q7L4S7
P49069 Q15742
P49770 Q6IQ16
O75475 Q15349
Q9Y2B2 P07195
Q9Y234 Q9H3R0
Q1KMD3 Q5VX52
Q96RR1 Q9H832
Q14722 Q96DZ1
P55345 Q9HB58
Q6PEY2 P19838
O15049 Q9H869
Q8NCT3 Q96G75
O94953 Q5M9N0
Q6ZN17 Q8NFT6
Q7L7V1 Q13489
Q9NRG4 Q9NQ86
O75679 Q5T6R2
Q9BUN1 A7E2U8
Q9UN30 Q5SNT2
P08047 Q6ZRN7
P30626 Q9H2H0
Q8TF50 P59190
Q75LS8 P13378
P12980 Q96KB5
F5H4A9 Q96CN4
Q02241 P17023
Q8WW32 Q5HY92
Q96EG1 Q9NPI8
Q96RF0 Q8TBP0
P46108 A8MUK1
Q14533 P33316
Q9Y6J8 Q9HAU8
Q96BU1 Q76G19
P58872 Q9BUH8
Q9NXC2 O14796
Q92503 Q99581
Q9Y5X3 P08151
P07315 Q6ZN92
Q9NXG6 O60733
P08235 Q8N976
P40933 Q92966
Q8IUZ5 Q8TAC2
P60842 O43791
O75333 P0DMP2
Q8IUI4 Q8IXH7
Q00325 Q9BYN0
Q495D7 Q8IZU1
P53677 Q6ZMT1
P0DMU8 Q9H0N5
Q9NXS3 Q9UQ84
Q8ND07 Q9BVQ7
Q13671 O60701
O14713 Q8IV04
Q6P5S2 P22607
O75159 A6NI79
Q00059 Q9UJZ1
P18859 P01215
Q86VZ5 Q9BTP6
Q96C00 O60225
P53384 P47756
P28329 Q03111
Q9UBL6 Q8N4C7
P08133 Q96HB5
Q9Y3C1 Q6ZP65
P84022 Q9NQ92
P10826 O96020
Q9H040 O15482
Q96GF1 Q9UID6
P52738 Q6PF18
Q9UN42 A2A3K4
O14948 A6NIX2
O15269 Q9UHK0
O75475 Q9P0W2
Q9UI72 O14920
P53677 P40425
A6NH57 Q9Y224
P10242 Q9H9S4
Q9H0R4 P07320
Q9UMW8 Q96HD9
Q5VYY1 O95922
Q9HAP6 Q6RUI8
P41161 Q96KJ4
P23919 Q2TB10
A8MU46 O60858
Q5T1B0 Q96LP2
Q8ND04 Q6ZT62
P56182 P06239
Q6P575 Q9ULV5
Q6P1K2 Q86YB8
Q9NZU7 Q96NK8
Q6PF04 P85298
Q5T124 Q9H9V9
Q9H0A0 Q86SX3
Q9NX18 P17025
Q8N6M6 Q9UBV8
P05000 Q53H47
Q02846 Q5VTB9
O15146 Q8N5S1
Q5T6R2 Q14264
Q9Y6I3 Q3KR37
P63316 P62854
Q8TD31 O76039
Q6DN03 A6NJG6
P36508 Q8N7Q3
Q15645 Q8N1L4
Q9H295 Q13572
Q6ZTN6 Q96F85
Q5SWW7 Q9UBR4
Q96A09 Q13506
Q6K0P9 P86479
Q9H2F9 Q9UI47
Q8N565 P22748
Q8NCT3 A6NFR6
O00755 Q15014
E9PRG8 P40818
Q10589 O43281
Q9BYN0 P02042
P01344 A8MTQ0
Q7M4L6 O14978
Q14588 Q8N6D5
Q8TF05 O75822
P51580 A6NIN4
Q92796 Q96S59
O75150 Q02153
Q8N0X7 P61916
Q96CS7 Q8IZL9
O75628 Q9NZT1
O76041 Q13948
Q96HC4 O14640
Q8TAK5 O00303
Q9Y2D0 O00258
Q684P5 Q9ULJ1
P80192 Q8WVC6
B4DU55 P05129
P50993 P47974
P04843 Q9C0J9
Q15306 Q86WR0
P51523 P45379
Q86YQ8 Q9UBQ6
Q96E22 Q9P2E2
Q9H478 Q96S21
I0J062 Q9HCE7
Q9BYR8 Q96P50
Q8WXH2 Q9H6A0
Q6UXY8 Q7L5A3
Q8N720 P78368
Q9BYV8 P0CJ88
A6NHY2 Q9H1R3
A6NCN8 P0CE71
Q53ET0 Q9NP79
Q9NXG6 Q9Y3C8
Q96SF7 Q96MT8
Q8TD19 Q9UJU6
Q7Z465 P31949
Q96C28 E9PQ53
Q86V86 Q96QF0
O43602 Q9BT81
P53367 Q9NSG2
Q96MD2 Q3ZCU0
Q15562 Q96I23
A6NLX4 Q9Y603
A6NI72 Q7Z449
Q8N0V3 Q86VP1
P48742 Q9GZZ1
P63127 Q8NHY2
Q96PU4 Q96LL3
Q99969 O95050
Q6P3W7 Q96G03
Q8WTR7 P42338
Q8N6M6 P17032
Q8WUQ7 P28069
Q8N1H7 Q86YM7
Q12905 O95997
P17987 O75914
Q8IW41 P05388
Q8IZ21 Q9HD43
Q96M85 Q8N3E9
Q6P4Q7 Q8TE49
P07988 O60674
Q9NU02 Q13164
A8K8V0 Q96A46
P28340 Q2M1V0
Q9H4L5 Q9P2F5
O00203 Q05066
Q9NQ87 P50221
P02538 Q9H706
O60861 P52824
Q8NCN4 Q08881
Q7LC44 O76009
Q9P1Z0 Q00536
Q14289 O43581
Q9BYZ2 Q5HYK9
A6NEF3 Q0P5P2
Q6IQ21 Q9NYS0
Q9NWX5 Q9NX20
Q92930 Q96GE5
P24386 P63104
Q8NE65 O94776
Q8WU90 Q8N9I0
Q8TCD1 P0CJ88
Q03014 Q9NYF3
Q8WVB6 Q8IVH4
Q8TDB6 Q9HCZ1
Q14165 Q8IUQ4
Q9NZL3 Q6MZM9
Q9NUU7 P08684
O60664 O95716
Q8TAI7 Q14155
Q9NRW4 P08842
Q96T66 P11844
P49427 O95243
P55198 O94993
O94989 Q9H8L6
Q2KHM9 Q15034
Q8WZ73 P26439
Q86YT6 Q13227
Q8IYW4 Q16288
Q9BQI9 O95625
Q02156 Q8IZ13
P35225 P56537
Q8IZJ0 Q01201
Q9NW08 P25789
O94810 P17535
Q14209 P54277
Q9NWS1 Q8NDF8
Q9P2W1 C9JBD0
Q8IYJ3 P0CE71
Q6ZN28 Q8N5G2
P21506 Q8N7L0
P62699 Q6ZVC0
Q5VIR6 Q5XKL5
P16104 O43395
Q08AF8 Q15170
O94929 Q8N9V2
P50993 P20264
Q8IWR0 Q14CS0
P05783 P49675
Q8N0X4 A0PG75
O94973 O60733
Q9UDY6 Q3MIS6
Q96D46 Q6NXR0
Q92572 Q7L5Y9
Q53GQ0 Q13163
Q96MT3 P82094
Q4G163 Q9UGM6
O60765 Q9BWW7
Q13526 Q8N660
Q6GQQ9 Q96H86
O75170 Q96QS6
Q9Y5M1 P49675
Q86T03 Q5YKI7
Q6GMV2 Q9BZ68
Q7L5N7 O60499
Q5T3I0 Q96Q40
O14562 O75290
P10072 A6NKH3
Q96M63 Q9BRR0
Q16678 O43776
Q14165 P08842
Q9BZ68 O95777
Q14738 P14859
P54821 Q92932
P28324 Q8N2A0
Q4W5G0 P46937
Q08462 P32019
P54819 Q15024
Q99728 A6NI28
Q8N3Z3 Q15390
O15062 O43365
P62318 P56962
Q08AF3 Q6B8I1
P06753 P49450
O75787 Q147U1
Q96NJ3 Q5SW24
Q8IU54 Q86XT4
P78385 Q8TEY5
O15060 Q6ZMT9
Q86XF0 Q5T8D3
Q9ULT6 Q14642
Q9UPT9 Q15311
Q6NXT2 Q9UGJ0
B1AL88 Q96BV0
P01567 Q4LEZ3
Q3SXZ3 Q9Y657
P23409 Q9NY43
P26038 Q3V5L5
Q6W0C5 P28161
Q8IZL2 Q99952
Q9Y2L6 Q96GD3
Q13368 Q8IYS0
Q12829 B2RXF5
Q86V86 P34949
O75324 Q6B0B8
Q2TAC2 Q9HBI0
Q8NHV9 Q9HC98
Q96SI9 Q99567
Q08999 O43687
Q9Y3E7 Q9BTY7
Q96LZ3 Q9Y2G4
Q8NDF8 Q9BZE9
P07315 Q9UHH9
Q9UH90 Q569K4
Q8TC41 Q12981
Q96AV8 Q9P1V8
P54845 Q9HD36
Q9Y2B1 Q9NPB1
Q8WUM0 Q9BSI4
Q2TB18 P25440
P22694 O14818
O14508 Q9H6D7
Q96KN2 O95630
Q7Z6I6 Q5JT25
P50876 Q8TB37
Q8N1L4 P55347
P50993 A8MYB1
O95237 Q9NVJ2
Q96A35 Q7RTS1
Q86XS8 O00429
O95076 O60765
Q8IV76 Q6PJ21
P43246 Q9HBU6
Q9UKS7 Q16513
Q8IZD0 Q969G9
P52435 Q5VZQ5
P12755 P53396
P0CG31 Q9HD43
O43298 Q504Y3
Q9H6B1 O94788
Q8NG27 Q8IV63
Q92613 O43502
Q6S9Z5 Q8N5V2
Q8NFZ5 Q8NHW5
A0A1B0GTR0 Q96PH1
P57679 Q14765
Q96JB3 Q5TGP6
Q6DKI2 Q9HD34
Q9HA65 Q9UGC7
P04632 A6NH52
Q9P0N9 P42336
Q4VC05 Q5TGL8
Q08623 Q14155
Q5TEZ5 Q6UX34
Q969T4 Q8N4L2
Q9P258 Q6ZR37
Q9HC16 Q6NZ36
Q9C0B1 B1ANY3
Q9UL26 A6NDI0
P55010 Q9UQB9
Q8TES7 Q99747
Q13435 Q9BV90
O95619 Q13351
O15496 O43824
Q8TDY3 O75251
Q69YN2 O60218
O43766 Q9GZV8
O94989 A4D1S5
Q8WW52 Q9UP83
Q96BW1 O95470
Q06418 Q96Q27
Q9ULE0 Q86V25
Q9P0N9 Q8NEE0
P56945 Q9UPW6
Q8WTR2 Q8N7Z2
Q8IZL8 Q96RU8
O60749 P53673
Q9Y3Z3 Q5T0B9
Q8WV60 Q9Y6K1
A6NNB3 C9JN71
Q6ULP2 Q96BN2
Q6NVV1 Q16612
Q9Y2A7 P05014
Q9H2K8 Q3KP66
Q99457 Q5JU67
Q96AY3 Q96F45
Q2M243 Q96D53
P61218 P78356
Q13393 Q8TE67
Q5VSY0 Q9BQI9
Q9Y6F8 Q8NHR7
Q96HP4 Q4VC05
Q9UI17 Q9UHG3
O00445 Q8TEB7
Q6AI39 P48556
P02794 Q9UL19
Q7L5Y9 Q9NWW6
Q8NC54 Q9BR84
Q9UBT2 P62952
Q8TB72 Q86SG5
Q9HBZ2 P16949
P53677 O15105
Q9BU23 Q6UX39
Q9BXW3 Q99929
O95177 Q9NP31
Q14894 O75460
P04839 Q96S16
P57077 Q96FF9
Q9Y330 Q9BXX0
P61106 Q16548
P09382 Q0WX57
Q9GZN8 Q8N1H7
Q01892 Q9H410
Q9BRR0 Q9Y466
O15116 Q13155
Q9H4Y5 Q5I0X4
Q06546 Q2M2Z5
O43924 Q01524
Q9UBF6 P46952
Q9H788 Q14140
Q9UN30 Q8TBC5
Q8NB46 Q93015
Q9UL62 Q8WVK2
O60674 Q7RTU0
Q9UI47 P50395
A0PK00 P81133
P24385 Q8N1W2
A6NKC9 P01579
Q8NBT2 P50548
O60733 Q8N0X4
Q8IYS4 Q99584
Q9H0F7 P35609
Q9C0B0 O60763
P45983 Q86XU0
Q6ZSR6 Q96RJ6
Q9UJV9 P61160
Q7L591 Q9Y6F8
Q15319 Q9Y3D7
P30038 P42898
Q9Y5Z0 Q8IWZ4
P47736 Q9P2S6
O75380 Q9BYV8
O60296 Q8TBZ5
Q5JVS0 Q96QA6
Q9BWD1 P40616
Q96A56 O95402
Q6ZMI0 Q5JVF3
Q8WUF8 P09496
P16662 Q8TEB7
P53004 Q504Y2
Q6ZTI0 Q14289
Q96RU8 Q14135
Q9H706 O14730
P78330 Q99959
Q53R41 P05787
P37198 Q14397
Q9Y255 Q9UHD2
P67809 Q9BZI1
Q9NZU5 Q15327
Q92922 Q9HBJ7
Q13884 Q8NCE2
A6NLW8 Q9NYT6
Q8TDZ2 O95989
Q8TBG4 Q9UBI6
O95786 P49720
Q9NYA3 Q15067
P51160 Q6UX39
Q9NX70 Q5T681
Q6NT76 Q9H0A9
Q9Y262 Q9BSV6
Q13952 P0C879
Q6RFH8 Q969T3
Q8NEF3 Q9Y3D2
Q8N6M9 Q8NB15
P49588 Q9Y224
A8MYZ0 Q6UXT9
O95475 Q9NPR9
Q6UXH0 Q6PJG2
O76009 P57082
P05093 Q16778
P49336 O60890
Q9H5H4 Q8WZ26
Q8N9N2 Q9BT17
Q9UQC2 Q9UHK0
O00264 Q9Y6N1
Q7Z449 Q6UXU0
Q14161 Q5JSJ4
Q8WV22 Q6NZY4
Q9Y6X9 O94855
Q5VZP5 A6NNM8
Q9UBW8 P0DP91
P49736 Q6ICG8
Q92622 A5PKW4
P55010 Q15464
Q9NWX5 Q9BTZ2
A6NGD5 Q6PEY2
Q9NQV7 Q2M385
Q9N2J8 P80404
Q9HB19 Q8IZ16
Q9NPE6 P24001
Q6P9A1 O95168
Q9HCN4 O60341
P49748 Q9H0A0
Q9NVI7 Q96M91
P01562 Q3KRB8
Q96G61 Q16611
P01189 Q9UMS6
Q8WWF3 Q9NXD2
Q12851 Q8IYH5
Q9NWX5 P52735
A8MUM7 Q96S59
Q99684 Q9Y2X7
Q93015 P30039
P43246 Q8ND25
Q9H173 Q7Z5P4
Q02543 Q9HCZ1
Q6XLA1 O94927
Q8NDC0 Q9GZV1
Q9Y365 Q495D7
Q9H4B6 Q5JS13
Q8WWP7 Q96CB8
Q99689 P08754
Q5W0Q7 P11308
O00273 D6R9N7
Q9H8Y5 O75170
Q5U5Z8 Q5T7N3
P30566 Q5TYW1
C9JLR9 Q9BSM1
Q0P5P2 Q5H9J7
Q8IX03 Q9H9V4
P24752 Q8WXH4
Q8IY37 A5LHX3
Q96GQ7 O43301
A1A519 Q9Y572
Q8N635 O75170
Q12979 Q7RTU5
Q3KQV3 Q8N108
P33176 Q6NSJ2
Q96IU2 Q9UIL8
Q9H478 P61457
Q5JVG2 Q92540
P28065 Q9Y4Z2
O94901 Q96HR3
Q5T1J5 Q9H211
Q96TA2 Q15784
A8MZ26 Q9NSI8
Q7L8J4 Q8NF64
Q9NPB1 Q96MT4
Q96LW9 P36507
O14836 P0CG23
Q8IXL9 Q9C0F1
P00918 O15400
Q6ZS02 Q8NG04
P21506 O75604
Q5VZ66 P86478
P43166 Q96IX9
P19525 Q9UH17
Q6P3W7 Q9UHN1
Q9Y2Z4 Q07343
Q7L3B6 Q6ZUJ8
Q6ZMY9 Q8NBT2
P54578 Q96PH1
Q13098 Q9NWB7
Q14119 P14635
O95295 Q15040
P0DMP2 P48730
Q9UII4 A6NFE2
Q96KN1 A6NK58
Q96RP7 Q6RW13
O15327 Q05195
Q5M7Z0 Q96K21
Q9BT09 Q13064
P62304 Q8WV74
Q99496 P26651
O15327 Q9H223
P48431 Q6GMV2
P28070 O75449
O00458 Q96HZ7
P07320 Q6DN03
Q8IW45 Q8WXE9
P49418 Q8IYI6
Q6UYE1 Q6P9H4
Q96NT3 Q8NEN9
A6NNA5 O60663
Q14653 Q3KR37
Q8N815 Q8IWR1
Q9UHN1 P49721
Q6ZNR0 Q9Y225
Q9HCE1 Q9H7H0
P68400 Q96RE9
Q8NE65 Q9BYE7
Q8WYL5 Q01543
P21283 P26440
Q6NXT2 Q6ZSN1
Q16584 Q13636
Q9NVW2 A6NFZ4
Q9BRP1 O43572
P78314 Q9UKT4
Q8N0T1 Q7Z6J4
Q16623 P06028
P35711 Q9Y383
O14908 O75398
Q8TF45 Q13077
Q9ULJ3 Q8IZJ4
P05177 Q96DW6
P62913 Q9GZX5
Q9Y3C5 Q9P0M4
P31751 P26998
Q9BWF2 Q99583
Q8N8P6 Q9NQV7
Q9BYN8 Q13323
Q16385 Q8N142
Q9BQE3 Q3KNS1
Q400G9 Q86XG9
P63098 P35716
O15119 Q5U649
Q8WUX9 O43143
Q6NSW7 Q7Z3K6
A8MX19 Q8N660
Q9BRR3 Q96CB8
P0C2W1 Q8NC60
Q6PID8 Q96NX9
Q5W0V3 Q9P0V9
O00584 Q15327
O75290 Q99941
Q9UQ90 Q9BUG6
P43351 Q9Y619
Q5H9I0 Q9NV70
Q8N8V4 P21580
A1KXE4 Q15526
Q86SY8 Q8WTT2
O15266 P40261
Q9Y6K1 O75031
Q96G01 O43808
P82979 P50914
Q9NWU1 P09110
O43680 Q8N5N7
Q7Z2W7 P25800
Q96JM3 Q9H0B6
O75164 P05976
Q2TB18 P31277
Q96F85 P17481
Q7L099 O15482
P09544 Q9H845
P18669 Q9NZV6
Q2NL98 O60268
Q9HCZ1 Q6UX07
P39877 Q5TA31
P11712 Q494X3
Q9HAC7 P63122
Q9Y2X8 Q96A23
Q86TS9 Q2M2I8
Q96A08 P57073
P54753 A6NKH3
Q8TD22 O43293
Q6ZR52 Q86WZ6
Q08881 Q9NZH5
P08727 P54760
Q7L7L0 Q92871
O94900 Q8IUD6
Q9H7S9 Q9NUG6
O75815 P13232
Q8TA86 P60059
P48995 P05062
Q8N344 Q7Z5G4
Q99453 A8MTW9
Q7L5A3 Q9HCK5
O43313 Q8TCG1
P49757 Q09FC8
Q9Y5M8 Q9NQP4
P63126 O75343
Q8IV76 Q15170
Q8TAC2 Q3SY56
Q9NXR7 O15151
Q05639 Q7L1Q6
Q7L1S5 Q9UJC3
Q7Z5B4 Q6ZS27
Q92569 Q49AH0
Q9BZI1 Q14511
Q8NBN7 Q9HCS7
Q15063 P05387
O15209 Q9Y2J0
P24385 Q9HC78
A0A1B0GTS1 O75935
A8MW95 Q5TI25
Q96PP8 Q9H7J1
Q3KQV3 Q9NXG6
Q5T9A4 Q9H8M7
Q96MW5 Q9ULD5
O14508 Q8N0W3
Q96NL6 P43699
P52740 Q9NQ86
Q6ZW31 A6NI72
Q9UBB5 A6NGB0
Q8IUH5 A8MZA4
Q2TB90 Q6ZVK8
Q969V4 Q9BSW7
Q8IZP6 O43427
Q9P2F5 Q99956
Q6ZN32 Q9H4R4
Q00978 P48735
Q6ZN18 P07316
P35052 Q3C1V8
Q9BW83 Q9Y2M5
Q9BYD3 P09067
Q08AF3 Q15928
Q14533 Q96M63
Q8IX95 Q96NL3
Q02556 Q9BQI3
Q15464 Q86SS6
A8K0Z3 Q5JPI9
Q8NEA9 O00257
Q9P0M4 O43511
Q96RR1 Q9HAW7
O43852 P0C843
Q5T160 Q9NV56
P00390 Q99962
Q9NPF8 Q8N257
P07355 Q6F5E7
O76015 P13646
P49448 A6NHC0
Q96T76 Q9H2G9
C9JRZ8 Q08289
B2RC85 Q6UWZ7
O94874 P09210
Q8TDC0 P43366
Q96LI6 Q8TF47
Q9BYN7 P22670
Q2VPK5 Q16612
P08240 Q04828
A8MQT2 Q9BZE4
A4D1E9 Q3B7J2
Q9UNA4 Q9UGC7
Q8N7B6 Q8NDY8
P00966 Q8TB45
Q9GZT6 Q9BT40
Q9C0H5 Q9H173
O95835 Q96Q40
Q9H4E5 Q9Y262
Q8IV03 A6NNA5
A0A087X1G2 Q8N1B4
P48454 O14796
Q02153 Q8WXA3
Q5FBB7 P26038
Q9BXU0 A6NDY2
Q5TEC3 Q6P1R3
P82094 Q7Z695
Q9BVS4 Q14593
Q01432 O00194
Q8N4N8 Q6ZMS4
P23443 Q8WYN3
Q14244 Q8TE54
Q8N7L0 Q92597
Q5VW32 Q9NT22
Q14129 P09525
O60942 Q96IT1
P57771 Q96FV2
Q6NUQ1 Q9NR33
P40227 O43247
Q9BUK6 Q7Z5P4
Q99801 P17036
O00214 Q6ZU52
Q9P253 P62166
Q8IXL9 Q9H8G2
P14415 P51668
O95159 Q1T7F1
Q9NV56 Q9C0C6
Q13263 Q8N9H9
Q9H898 O60479
O00203 Q8NCK3
P41743 Q5T3I0
Q16254 P13928
P35998 Q7Z6P3
Q8N8V2 Q8IVW4
Q9BRH9 P51151
Q71SY5 Q9BWU0
Q9NVM9 Q9BYN0
Q7Z4I7 Q13616
Q99572 Q9Y625
Q96NB2 Q9Y3X0
Q5W0B7 Q8IZI9
Q9UIS9 Q5T7W0
Q08116 Q9P2W3
Q8TE54 O75631
Q9BTD1 Q14094
P36406 Q6PJT7
Q9P215 Q96PT3
Q9NUU6 O95292
Q9UI43 Q8TAC9
Q8N3Y7 Q8N4S9
Q3KNW1 Q9BR84
P0DO97 Q93098
Q5JT25 P61587
P12272 Q8TBN0
Q9UQ90 Q9BPW9
Q96N38 Q9BTL3
