Q96EB6 P27695
O15297 P16104
Q8N9W6 Q66K41
Q9BRJ2 P36406
Q6PEV8 P61964
Q13643 B2RUY7
Q9UMS0 P36406
Q9BYR5 Q5BKY6
P25786 Q9P209
Q5TCM9 Q9NRY6
Q13526 Q15233
Q99750 Q9HB75
Q9BY67 P60900
P43405 P30273
Q14D33 Q7L4P6
P60891 Q9H8Y8
Q15628 P19438
Q14331 Q96B26
P48146 Q15323
Q8IWE2 Q8TB36
O15371 Q7L4P6
Q969E8 Q9BVG8
P17706 P10912
P60411 Q9Y5A6
Q9P0J0 Q9HC29
Q8TBE0 Q08379
Q15637 Q7Z7F0
O76081 P29972
P60410 P04899
P40189 P26441
Q92665 P40763
P40855 O75381
Q86UU5 Q9NSC5
Q9UI36 P61328
P23588 Q9BSI4
P11309 P51116
P10242 P63165
P60409 Q96HC4
P15927 Q9BVW5
Q96BA8 Q8WY98
P60411 Q8IWZ5
P26045 Q9ULK5
O95707 Q99575
Q92624 P59797
P56704 Q8J025
O95166 Q9UPU7
O95396 Q9BTM9
P07919 Q9Y225
O00560 Q96JC9
P60410 P19544
Q15041 Q13596
Q7Z417 Q13077
O15379 P00558
P14373 Q14657
Q5QP82 Q969G2
Q96GN5 Q8IUH5
Q9HCE7 Q9H469
Q7Z3S9 Q7Z2X4
Q08117 P14373
Q9NPB6 P33151
Q14318 Q9GZT9
Q9UHD2 Q8IUC6
P15104 P17735
Q86UW9 Q6PEX3
Q2M2Z5 Q9P209
Q8ND90 Q96IZ5
Q13137 Q9UIM3
P61619 P11021
Q9HAT0 Q92917
Q99909 Q96DZ9
Q9BX70 P04637
Q9UKJ5 P15884
Q5TCM9 P05187
P63165 P56693
Q9H8W4 O95751
O15205 Q13387
Q8N661 Q13323
Q15415 Q9BTL3
Q9NQL9 Q99750
O60260 Q15645
Q8NHQ1 Q96NG3
Q13287 P51692
Q8WWY3 O94906
Q9NQG6 P43355
Q9H257 Q6P1W5
O94921 P08238
P0CG48 Q13501
Q6UN15 Q96E35
Q9BTM9 P55060
Q96JC9 Q8TAP6
P50222 Q8N9N8
Q99750 Q96LM5
Q93062 Q13588
P61964 Q2QGD7
P60370 P37235
P17024 O95273
Q0D2H9 P60370
Q8TBC3 Q13618
P55317 P10275
Q3LI72 P25788
P52597 Q92734
P54253 Q92993
Q96EB6 O43159
O15162 P60411
Q9NXK6 Q8N205
P86480 Q08AM6
Q96G04 Q86T90
P41002 P63208
Q92769 Q13330
Q14584 P60409
Q9UHD9 P48723
Q86Y26 Q9H788
O95379 Q9H8W4
O15162 Q9BYQ4
P60412 Q5HYJ3
Q9UKG1 Q13547
Q8NA61 Q96HA8
O15524 Q8N668
Q8ND90 P48146
O76003 Q9UFW8
P52597 Q9UIH9
P08631 Q13444
P50539 P60370
Q15025 Q7L9L4
Q9UI14 Q9BQ24
Q9H270 P60410
Q8IVM0 P0CG47
P37235 P60370
P04637 P53350
Q9BYN7 P50402
P43360 O75348
Q9UBU9 O00571
Q14D33 Q8TD10
P40337 Q99750
Q8N7W2 Q8N9N8
Q9Y223 Q15654
Q92922 Q86X55
P60410 Q9HD43
O95166 Q13501
Q13190 P61764
Q6MZP7 Q08999
Q6QNY1 Q96EV8
Q8NFZ0 P12931
O95273 Q7L945
P40763 Q06520
P62993 Q15109
A2RU14 P12004
O43747 Q96S82
Q15843 P62081
P27986 Q13111
P07510 P50222
O00560 A8MXD5
Q8IX06 Q8IVS8
Q15654 Q8IYX7
Q96DZ9 Q969Q6
Q14694 Q13283
Q8WVC0 Q6P1J9
Q68E01 O60934
P04637 P55060
P04792 Q8IW41
O43513 Q9BTT4
P30260 P51955
O75385 Q9BXW4
Q14498 Q04864
P09917 P17612
Q02790 Q9UKV8
A6NFR6 Q7Z3S9
Q15437 Q969F0
P16284 P12931
Q16629 P78362
P33993 P49918
Q96B67 O43189
Q08379 P61326
Q15645 Q15777
Q13084 Q10587
P60410 Q9BXY8
Q9H222 P16333
Q8IZU0 Q86U06
Q9HAF1 O95751
Q08050 O75152
Q8IZD4 Q96F86
Q8N7W2 P55081
Q15139 P12830
Q8NBZ0 Q8NDC4
Q99757 Q8IZE3
P49639 P59990
Q0D2H9 P60409
P60520 Q9UH92
Q9NS73 P52306
P26371 Q9H2F3
Q13185 Q13111
O15160 P15884
Q96D71 Q9UL33
Q96D09 Q9BQ70
Q8IYB1 Q9UP95
Q13868 Q9H9D4
Q8IUH5 Q7Z699
Q15025 Q9H492
P62805 Q16576
Q5TCZ1 Q13444
P61964 P68431
Q9BU61 Q04864
P05556 P46109
P12830 P11362
Q14192 Q9NYA1
Q9UKT9 P52597
Q9C0F1 Q96T37
P18848 Q99871
O60674 P40238
P23921 P31350
P50539 P60409
P39019 P11309
Q14106 Q8TAP6
Q6UX98 P15884
Q9NQZ3 Q8TB72
Q9NX70 O75586
Q8IYI8 P60371
Q9Y2D8 P60409
Q7L273 Q8TBB1
Q13043 O95166
Q8WVY7 Q13200
Q96LZ3 Q12800
P60410 O43602
Q6A162 P20138
P28340 P49005
P06748 Q8IZL8
P16871 P13232
Q9H0L4 O14964
P15884 Q9GZQ4
P53041 P31948
Q9P0T4 Q9BQ66
Q13643 Q12891
Q6NYC1 P04637
P0DMV8 Q9NUX5
Q8ND90 Q8N5L8
O95670 Q96A05
O94972 Q86Y33
P09917 Q8N0S2
P29466 Q9ULZ3
O14964 P63165
Q8IYF3 Q96GY3
Q8N5L8 Q92974
Q9NQG7 Q92902
Q9H5I1 Q8N5Z5
P54646 Q7Z3S9
Q96GP6 P16333
A8MQ03 O75506
Q01081 P63010
Q8WUP2 O60888
O43167 O95273
Q9Y297 O95863
P24864 P46527
P50281 P22455
P20674 Q6A162
Q99728 O95453
Q9NZD8 P42772
Q9BSE2 O76064
O14745 P47900
Q15645 Q9H0W9
Q96GX9 O14787
P0CG48 O60566
Q6NT76 P51116
O95273 P52737
Q9H190 Q9BU76
O95760 P0C0S8
Q99750 P40337
Q15323 P57739
P37840 Q9UI14
Q92569 O60636
P54253 Q9NX95
Q53G59 Q8N5L8
P04637 Q05086
P07093 Q8IZU0
P54727 Q8TBC4
Q12800 Q9BZG8
Q04864 Q9NQT4
O15372 Q7L2H7
Q6UWP7 Q9HD26
P62136 Q4KMQ1
P29466 Q9NPP4
Q8WWY3 Q99750
Q03014 Q5VWX1
O00194 Q03135
P61328 Q14592
Q8TAP6 Q8NBF2
P13196 P63313
O43597 Q99750
Q9UI36 Q13427
Q02790 P06703
Q96BZ8 Q6A162
Q9NWC5 O75360
Q13895 Q9BRK4
Q08AF8 Q14032
Q16658 P63104
Q13616 Q15843
O43561 P06239
Q8N6R1 Q8N6L0
Q9BV57 P50281
P10912 P26045
O94776 Q13547
P60412 O15162
Q9NQ94 Q13643
Q5I0X7 Q9P2Y4
Q6NT76 Q9H7E9
Q9BYV2 Q96BZ8
Q08AM6 Q9NPG2
Q96B67 O60760
P26371 Q96LJ7
Q08117 Q13077
Q13049 Q9NRR5
Q969S2 P50221
P04156 P49639
Q9NZ52 Q6VY07
P63165 P10242
Q71RC2 O14503
P62136 O75864
Q9UMX2 Q96JM7
Q96DZ9 Q8NI60
Q86WT6 P05496
P50552 Q9P2A4
P37840 Q01959
Q12948 Q07021
P63165 Q9UBT2
Q13309 Q13415
Q3B820 P60411
Q96GN5 Q9NRD5
P50222 P08254
Q86Y33 P14373
O95402 Q96JC9
Q13330 Q8N726
Q9NUX5 Q12851
Q9NXF1 Q9H4L4
Q92523 Q53QW1
P11926 Q9H8Y8
P18054 P13647
Q9UHF0 P29371
P36873 P04637
P50221 Q5JUK9
Q9H190 Q96CG3
P49639 Q93062
Q17RB8 Q13895
Q16625 Q9BXN2
Q12933 Q8WWZ3
Q13064 O95363
Q14137 O00541
Q5ST30 Q96DZ9
Q96HA8 Q15714
P63244 Q9UKV8
O94829 Q9UBX2
O60573 P60411
Q6ICB0 Q13232
P26368 Q8IWZ8
Q86U70 Q9BWW4
P05496 Q86WT6
P49639 P14770
Q99757 Q9UJ41
Q92636 Q9NPI6
Q9BXN2 Q8N205
Q7L273 O00560
Q15323 Q9H741
Q9Y3C0 Q96AQ6
P16333 O43516
P38646 Q8WX92
Q13227 O15379
Q8N6F8 Q92569
Q9UFG5 Q15834
Q16630 Q96DC9
Q08117 P12757
Q9BYZ2 Q14103
P0CG47 Q15038
P07948 P63244
Q9H2F3 Q5TA78
Q15599 Q9HBW0
Q8NBP7 P01130
Q9H8E8 Q9NS73
P10415 O60238
Q9Y303 Q15645
P35813 Q15796
Q96GY0 Q8WTX7
Q9NR28 Q15041
Q16670 Q9BQ66
P04406 P35228
O75031 Q86UU5
P25098 P0CG48
O95817 Q9UNE7
Q9Y283 Q9BPU9
Q9UNE7 O95817
Q9Y3S2 Q2I0M5
O43524 P11309
Q6PCD5 P04637
P30041 P54274
Q15506 P35609
P16333 O00294
Q13064 O15160
Q93062 Q96K80
Q96SF7 P54253
P20749 P56545
Q96Q45 Q96IW7
P51116 P11309
Q07021 P04004
Q9Y237 Q969F0
Q9UK17 Q9NZI2
Q9UHC7 P38936
Q08AM6 Q8WXK3
Q9UJX2 Q9BSW2
Q9NWB1 Q9HAU0
Q06418 P60409
Q96MT8 Q9NPJ8
P52597 Q9BUJ2
Q99728 O95751
P50222 O60869
Q14D33 O43586
P49917 Q96SD1
O75626 P63165
Q00005 P23443
Q99618 Q12933
O75420 Q9H6L4
Q7Z4H7 Q99871
Q4VCS5 Q96HA8
P60411 Q8TAI1
Q9H6T3 O94763
Q8TAI1 P59991
Q6A162 Q9P1A6
Q9Y657 P04792
Q8N205 O00631
Q6A162 P99999
Q9H8Y8 Q9GZQ8
Q5JVS0 O60506
P32242 Q6PEX3
Q13526 P35520
Q9BVV2 P43365
Q9BXJ1 Q8TBB1
O43189 Q93062
P48357 P62993
Q969F0 P15509
Q9BRX9 P09234
P43378 P10912
Q96GN5 P38919
Q9BVV2 Q9BRK4
Q96HA8 P98170
P10809 P60410
O00204 O43900
Q15025 Q9BYG3
Q9NS64 Q969F0
A8MXD5 P40123
Q8WTP8 Q6A162
P63208 Q9Y3I1
Q6A162 Q8WTP8
Q6RW13 Q9H1K1
Q7Z3S9 P14373
P36406 Q9BQ89
O76015 Q9BWJ2
P54105 P62318
Q5T124 Q08117
O00560 O95259
Q9UQ03 Q92624
Q9Y6Z4 Q9BYR7
Q9Y473 P60409
Q06141 Q99750
Q13077 Q9Y5U2
O75386 O43586
Q9NPD3 Q06265
P62993 O00401
Q6A162 Q969H6
O14757 Q9UJM3
Q5I0X7 Q9Y5V3
Q8IWE2 Q6RW13
P78362 P07910
Q96QF0 O75865
P60410 A6H8Z2
Q9Y3D6 P51572
O43597 Q8IUH5
O00161 Q15836
P22234 Q969R5
P60953 P42768
P54253 Q9UKY1
O95363 P14373
P26045 Q8TBK6
Q13867 Q9BQG2
Q99871 P18848
P48146 Q8ND90
P63167 Q63ZY3
P54727 P08670
Q9BUH6 P13010
P22670 P32314
Q08379 Q96IZ5
P09601 Q16623
Q9UJW8 P60409
P19235 O14508
Q9HBU6 Q9UMX0
Q5TGU0 Q8WWH4
Q99873 Q5JVS0
Q9NRS6 Q9UI14
Q9H892 Q8TD10
P78318 P04792
P50222 O43736
Q9BYR7 Q5TA79
Q9BYR5 Q9UBX3
P35609 Q8WXI8
Q9BT49 O95273
Q12800 Q9NQ50
O95154 Q9NYB0
O00505 Q2YD98
Q15382 P13693
Q96LI6 O75603
Q9NSA3 Q8N6Y0
Q96MF2 Q9BU76
Q9P253 Q9H269
Q93062 P05813
O43521 P14174
O95905 Q9NWS0
P60411 Q16670
Q96HA8 Q68D86
O00444 P59910
Q9Y228 Q9Y3A3
Q9NYB0 Q9UKD2
Q8WVZ9 Q9GZQ8
P54725 Q9BYV2
Q8IUQ4 Q70IA8
Q9BSI4 Q9BRA2
Q9BRK4 Q8TBE0
Q8TBK6 Q96BR9
Q13087 P16333
O60260 Q9BXM7
Q8N6Y0 Q96EZ8
Q13546 P19438
P56524 P41182
Q7RTU3 P55081
P55198 Q9NRR5
P17542 Q01196
Q9UJ70 Q8TBB1
Q86X55 Q92922
P35813 O15169
Q96LZ7 Q6RW13
P61964 Q6ZW49
P06703 P50542
Q9P2W3 Q9NS64
Q9UBX5 P15502
Q6P5X5 Q8TAP6
Q9H5V8 P07947
Q9NPJ8 P36406
Q09470 P78352
Q8WWB5 Q8NA54
Q02930 O43609
Q9BXW4 Q8TD19
Q14584 P26371
P50222 Q8NEX5
Q8WZ19 Q9H6L4
Q9NYB0 P27482
Q6A162 O95671
P04637 Q9UER7
Q15437 O43365
O43524 P63104
Q8IXM6 Q9UH99
O75593 Q15796
P04899 P32302
P09936 Q9NYB0
Q8N4P3 Q08AF8
Q9UGK8 Q96FX2
Q14511 Q93062
P07948 P11049
Q58WW2 Q9UHL9
Q13064 Q96NG3
Q8N423 P29350
Q5TA82 P32242
Q15654 P54725
O76071 Q96T76
Q9NYA1 Q9Y4K3
P60409 Q9UJW8
Q6N075 Q96BA8
Q8IZU0 Q9H3Q1
P22001 Q07812
Q15418 P08238
Q9NYB9 P61978
P60370 O75716
Q58DX5 Q9Y5U4
P60409 P02545
Q8NEC5 Q15654
A5D8V6 Q93062
Q13501 Q9H492
P53365 Q969L2
Q9Y297 Q13127
O43586 O43684
Q13643 Q5BN46
P49736 Q9Y294
A0JLT2 Q9NX70
Q9Y285 Q9P2A4
Q13547 O95983
Q96QD8 Q99942
Q8ND90 P61758
Q8IUH5 O43597
Q96QH2 P51116
P26368 Q13838
P01106 Q92769
Q13043 Q9H8S9
Q9NYB0 P25815
P62877 Q13309
O60671 O60921
Q9BXK5 Q5BJH2
Q03135 P20936
Q96CS2 O14879
P27824 P43307
P37198 Q9Y3C0
Q5TCM9 P49639
Q9ULZ3 P29466
P62068 Q8TBZ3
Q05655 P17677
Q5JST6 Q9NRN7
Q9Y448 Q9Y3C0
Q16613 Q99750
O95967 P50222
Q96AP0 Q9NUX5
Q8N6L0 Q9P0S9
Q96HA8 O75558
Q13137 Q96A72
Q96AP0 P07476
P61978 O14965
Q9H6Z9 Q9P0K8
P60371 Q8IYI8
Q14D33 Q9BRK4
Q96SB4 Q96MU7
Q8TAB7 Q8N9N5
Q8TAU3 Q8WWY3
P08238 P11801
Q8ND90 Q9UMX0
Q99081 Q9UJ70
Q9BYV2 P55081
Q9UJX2 Q96PV4
Q9UHD9 Q9HBU6
Q9H6Z4 P18754
Q9BYQ3 P49639
Q9NTM9 Q8TAP6
P30203 P09382
Q8NHQ1 P43897
Q04864 P54253
Q08117 Q9NX04
Q9NSC5 Q96PK6
Q13895 Q9BYV2
Q96LJ7 P60410
Q16637 P78358
Q9Y4H4 P50222
P02768 P02786
P79522 Q5VWX1
P56279 P40222
P49759 Q8N2M8
O43251 Q96HR8
Q9BYR5 O43741
P26651 Q96F86
O00635 P61764
O00505 Q9Y5U2
P0CG47 Q68DV7
Q8N140 Q96MG7
P63165 Q9UJ78
O95400 P62136
Q08117 Q9NPJ6
Q8N9N5 Q13084
Q9Y228 Q96GN5
Q7Z3S9 Q96SQ5
O43765 P10124
Q9UJV3 Q06250
P04271 P04637
Q2WGJ6 P60411
P60510 O15379
Q08AM6 Q16773
P60370 P17024
O43889 P50402
P62979 Q15038
Q8TAQ5 Q8N726
P48230 Q969F0
Q9Y5X0 Q15041
Q93062 Q14511
O76003 Q9UQR1
Q969L2 P53365
P58753 P29466
P06753 O14879
P00973 P14373
Q15742 Q9Y5B8
Q96EY1 Q9UJX0
Q17RB8 Q96HA8
Q9BZL1 Q5T7W0
Q8NHQ1 Q9NWQ4
P41143 P16615
Q9Y5Z9 P35610
P14373 Q9BRG1
Q16514 Q15572
P60410 Q9BZE9
P12931 P25445
P42224 P17181
P50750 Q4G0J3
Q9UBH0 Q9BWG4
O95273 O75928
Q04864 P63241
P60410 O43167
Q6PJW8 Q9NUX5
Q9NVF7 P63208
P46527 P30279
P04637 P43356
P25445 Q9UER7
Q13485 P98177
Q9NPD3 Q15024
P12931 P32121
P31431 P17252
Q13554 Q3SYF9
P12004 P39748
Q96MT3 Q8WWY3
Q03135 P41134
Q02930 Q9BYR5
Q12800 O95872
O15355 P12956
Q5HYN5 Q9BU76
Q99757 O43805
O95197 Q969Q6
Q8ND90 Q8N5M4
Q96BA8 Q9BVK8
Q99757 Q8IZU0
Q7Z3S9 Q03014
P54253 Q12933
P29972 Q12933
Q9UHD9 Q9UHB4
Q13033 P30153
O95994 Q9H1M0
Q04864 Q9Y5B8
Q9UKV8 Q9UIV1
Q03135 Q16881
Q9HD26 P04004
P09914 Q86WV6
Q9BQ89 Q86WT6
Q9Y3S2 O43609
O95352 O95166
Q9BYQ4 Q5HYJ3
Q96M91 Q9Y3M2
Q9BUN5 Q96RK4
Q9NUL5 Q9BYR9
Q7Z417 Q9BYR7
Q8IX06 Q8IYF3
P60409 P37235
Q7Z3S9 P48645
Q15777 Q8TC20
Q9NNW5 Q15831
Q13123 P98175
Q8TBE0 Q6A162
P12956 P38432
Q03167 O14908
Q9BXY8 P60410
Q7L273 Q9H5Z6
Q9UHD9 P55036
Q08379 Q96T21
Q8TBK6 Q8IZU0
Q2TAC2 P55081
Q14257 P60520
P54829 Q9NW97
Q9NQT5 Q8TF46
Q96BR9 Q13895
Q9Y383 Q9GZQ8
Q99684 Q13547
P04792 O95817
Q12933 Q6BCY4
P49901 Q15323
Q7Z7H8 P35609
Q06330 Q96K30
Q15323 Q969U7
Q8N6F7 Q92624
Q8NC69 Q0D2H9
P17275 Q86XI8
P17041 Q7Z3S9
P51665 O00487
Q8WW35 P35609
Q96HA8 Q9P286
Q96BR9 Q96HA8
P05109 P04406
Q9HC29 P29466
Q8NI38 Q6P1W5
Q96C28 P60409
Q9BUZ4 P63165
Q9GZT3 Q68D86
Q15415 Q9NRW3
O43597 P22681
Q7Z5V6 O95429
Q5W150 Q13077
P04637 P29590
P04637 Q96FW1
P29972 Q15323
Q01850 Q96GY3
Q9BYR5 P50222
O15350 Q96EB6
Q9H8Y8 Q9H7C9
P00387 P69905
A2RRD8 P60370
P26885 Q9NRR5
P61962 Q13627
P12956 P04637
Q9H2K0 Q8IUQ4
Q96HR9 O00560
Q13596 Q8IVP5
Q14781 P60411
Q9H4L4 Q8IZL8
P51955 P30260
P11831 P35269
O15162 Q8WWR8
O76071 O00264
Q9Y5S9 P38919
Q96RK4 Q99814
Q15910 Q9Y4K0
O75593 Q99081
Q15323 P35070
P52298 Q09161
O95835 Q7L9L4
Q86VI4 Q58DX5
P50222 P20783
Q03989 P59991
Q86UW9 Q93062
Q15051 Q8IWZ6
P54274 Q06830
Q5T5A8 Q9BYR7
P84022 Q9H2X0
Q05329 Q96DZ9
Q92993 O43261
O96015 Q13557
Q8NAV1 P78362
Q53G59 P54253
O95751 O14964
Q86Y26 Q3B820
Q9UJY1 Q2TAL8
Q15233 Q9H3H3
Q5HYJ3 P60410
Q08AH1 P43356
Q08379 Q8N5M4
Q8IUQ4 Q8WWY3
Q9UMX0 Q9HBU6
Q8WWY3 P17028
Q9BUZ4 Q8N0U6
Q8N205 Q15437
O15160 Q9Y3Q8
P0CG48 Q00987
P25788 Q8WVV5
Q14D33 Q08379
Q9C0F1 Q969H6
Q8NI60 Q96B96
O75177 Q92567
P05166 P05165
P52292 Q93062
P62873 P19878
Q13021 Q8N205
Q8IZC7 P60409
Q13137 Q86TG7
O43765 O14836
O95816 O43765
P23528 P60709
P32121 P27348
P14373 P18615
Q13617 P40337
Q6UX98 Q0VD86
Q6RW13 Q8IWE2
Q9UKJ5 Q8NA61
P49760 Q8IYB3
P17152 Q8N6L0
Q6ZW49 Q15291
Q9Y263 O00629
P62140 Q15435
P40337 Q16665
Q12933 Q8TBE0
Q9UMS4 Q99459
Q9UPU7 Q9H0R8
O00330 P09622
P55081 Q5VSY0
Q96T49 Q7L273
P35813 P28482
Q12893 Q8N205
Q13257 Q15013
P62987 Q15038
Q5T5A8 Q9UGC6
Q68G74 Q86Y26
A8MT69 Q8N2Z9
Q9BRK4 Q9BVV2
P01583 P29466
P12931 Q8NFZ0
P32242 P27658
P11171 P57060
P36406 Q8N2X6
Q13526 O15409
Q8N8R7 Q96T68
Q969G9 Q9BYR9
P46109 Q96PD2
Q08117 O15119
P43364 Q96HA8
P29590 P63165
P33240 Q6P1J9
Q6NT76 Q5TZK3
O75717 Q92830
P54274 O76024
Q9BWF3 P60842
P07900 Q9Y6K9
Q99871 Q7Z4H7
P49407 P53779
P60370 P43353
Q9H1K1 Q8N9N5
Q9ULW3 Q9BRK4
Q9Y6G5 O60826
Q8WXE1 P13521
Q49A88 P50542
Q9NYF0 P31946
Q6A162 Q96NG3
Q9UKD1 P54253
P30273 P43405
Q9HAT8 Q12891
Q8NE01 P60370
P61764 P11142
Q969Q6 Q96DZ9
P36873 Q15435
P19397 Q9BXK5
P02730 P05026
O76003 Q13077
Q9BRK4 P61328
Q86VS8 P21757
Q16643 P60484
O15111 P32121
O75593 P84022
Q9UFW8 O76003
Q15831 Q9NNW5
P61978 Q9H9D4
Q9H8W4 Q9NS73
Q9NRD5 Q16515
O15427 Q8N9N5
Q04864 Q9NPJ8
Q96HH9 Q9UJ71
Q96N03 Q9BSQ5
P53816 Q9UMX0
Q15427 Q96T49
P11021 Q9UBS4
P05067 Q92529
P25445 P29590
Q9Y6E7 P10515
P11940 Q58A45
O95292 P50402
O75716 Q5JXC2
Q8IZU0 Q8TBK6
P32242 Q9BQ66
Q15323 Q64LD2
P26368 Q8IWX8
O76071 Q9H5X1
Q16621 Q9Y297
Q6UY14 Q6RVD6
Q8N9N5 Q6PIV2
Q9NWV8 P14373
Q68D86 Q9NPJ8
Q8NDP4 P60370
Q08379 Q96FE5
P31146 Q08379
P49902 O00560
P46459 P42262
Q9NYA1 P68104
Q29983 P17931
Q8NE86 Q9BPX6
Q9NW61 Q14657
P50502 P02649
Q17R98 Q92769
Q9NTW7 Q8WTP8
O75360 Q08117
P04440 P50222
Q15645 Q96JB6
Q5D1E8 P84022
Q9NS23 Q12834
O95171 Q13287
P52597 Q96LI6
Q08117 Q9BWG6
O43521 Q92843
Q49A26 Q9Y3B2
P43005 Q99942
Q13422 Q9Y5B8
P11686 Q8N205
Q13895 Q9H9H4
Q7Z3S9 Q9BYR8
Q8N668 P25963
Q9HAT0 Q9NRD5
Q6P1W5 P25791
O95453 Q09161
Q8IWZ6 P05412
P35609 P22460
Q9BQY4 Q3LI72
P32121 Q08499
Q96LC9 Q92843
P60484 Q5T2D3
Q8NEM0 Q01094
O14530 Q96B26
P60410 Q9H1Q7
O15145 O43365
Q8N5I2 O00308
Q7Z3S9 Q8IW45
Q9NS73 Q96BY2
Q9BRG1 P14373
Q16670 O95273
Q96CD2 Q9UNY5
Q13111 P16333
P31749 Q86V81
Q96EZ8 Q9BQD3
Q15645 Q9BSH5
Q93062 O94955
P18031 P10912
O00273 O76075
Q9BVV2 Q08379
Q13619 Q92466
Q8N6G5 Q8N205
Q8N6L0 Q96JW4
Q9UH99 Q8IXM6
P63279 Q8WWZ3
O96011 P40855
P50222 O43597
Q9BYV2 Q9BXJ5
P60371 Q8TAD8
Q6NSJ5 Q9C040
P24385 P30260
Q9UPY8 Q99757
Q9P286 Q96BZ8
P56693 P63165
O43741 P60409
Q9NYB9 O43516
P05813 Q93062
Q9NXW9 P42568
O75909 Q08117
Q8N8B7 P60409
P38936 P20248
O60716 Q8NC69
O00401 O76064
P04198 Q8N726
Q9BU76 Q8NHQ1
Q13573 Q9Y2W1
Q9H3D4 Q8TDN4
Q13309 P28562
P84022 Q5D1E8
P15622 P04155
Q96MT4 Q6PEX3
P60411 P08631
P56545 Q9UKS7
Q2TAC2 Q8NEY8
Q9BV38 Q8IZL8
P10636 P43004
Q12800 O00560
Q92636 P60709
Q99081 O75575
Q9NRR5 Q9NR12
P17861 Q8TCT9
P07910 O00629
Q13287 Q9HCU9
Q9NYB0 Q5H9R7
Q92692 Q99750
Q8N5M4 Q8ND90
P61978 P62993
Q9UHD9 Q16186
Q99836 Q9NWZ3
Q2TAC2 Q9Y247
Q96EA4 Q8WXU2
P62310 P56279
Q93062 P01344
Q9C026 P50552
Q13155 Q96AE4
Q13547 Q04206
O43504 Q8NBW4
O60238 P10415
Q12959 A1A5B4
P29972 P15884
Q14247 P32121
Q8NF64 O75865
O43704 O00560
O15198 Q96LA8
P13671 P16333
Q9HC29 Q16537
Q8IZU1 Q99873
Q9HCN6 P06241
P63244 P07948
Q13740 P09382
O95926 O95273
Q01844 Q12933
Q13469 P16220
Q9HAQ2 Q96LA8
P27986 P16410
Q92905 O95273
P43308 Q86WV6
P49407 P11142
P50222 P36383
Q03014 Q7Z3S9
O95166 Q8WWW0
Q9BUI4 O15318
P09429 Q15109
Q9Y2R2 P20963
Q9UDY8 Q9BXL7
P25788 Q6UWL6
P02008 Q7Z3S9
Q15323 O76003
Q9UNA4 Q8WW34
Q9H4F8 P15884
Q6A162 Q9UBR2
Q8TC57 O43186
Q9H8W4 Q6UXX9
Q13554 Q3LI72
P22234 Q8TBB1
P40763 Q8TAE8
P14373 Q86UY5
P60520 Q9UPU7
Q08AF8 Q8NC69
P15336 P63165
Q9NZV8 Q9NZI2
Q9NTG7 Q13309
P0C0S8 Q99543
Q969H0 Q9UBI4
Q8IVS8 Q9NYP9
Q15369 O14508
P59990 Q9UBV8
O60341 Q9Y3C0
Q96GN5 Q9Y228
Q96GF1 Q9BSR8
P08238 Q15139
O14744 Q86U06
Q05086 P04637
Q9NZD8 P36406
O15162 Q9H2X0
O60573 P60410
Q8IVP5 Q96AG3
Q8N6Y0 Q9Y4H4
O43889 P11686
Q9UHJ3 Q8TBK6
P61088 Q6UWE0
P55081 Q8TAD8
P08238 Q96S53
Q9H3R5 P84090
P04792 P49137
Q96EZ8 Q8N8K9
Q07817 O43521
Q6PF18 O15371
Q8N3J5 Q13490
Q8TF63 Q99750
Q5T9C2 Q9H0I2
Q6NZI2 Q03135
Q9P0T4 Q93062
P40763 P32119
Q8TD31 Q9Y3C0
Q7L2K0 Q7Z3S9
Q92845 P41227
Q8IYX0 P60370
Q96IZ5 Q8TD10
Q96SW2 P48729
O60671 Q99638
Q08117 A5D8V6
O15162 Q9BYQ6
O00743 O75663
Q15323 Q96BZ8
Q8WWW0 P47224
Q8ND90 Q13895
Q15323 P20138
O43251 O76064
Q9NWQ4 Q6A162
Q19T08 O14818
Q9H204 Q9UHX1
Q6RW13 Q9BW61
Q8NEC5 Q9NRY6
Q96EB6 Q04724
P25786 Q96GX9
Q9Y496 Q92845
Q8ND90 Q96HA8
P26447 P15514
Q15654 P48023
P60370 Q13875
Q96RK4 P05062
Q8IVP5 Q9Y371
O96014 P60411
Q9Y3R0 P49683
P11441 P50222
Q08379 Q9H1K1
O15371 Q6PF18
Q92567 Q6P1W5
Q9UHI7 P16333
P20226 P20265
Q8IW45 O43765
Q13111 Q13185
Q9NZ81 Q9H190
Q9UBS5 P61244
Q9NVV9 Q9NWQ4
Q6ZRY4 P86480
P27694 Q96LW4
Q9UER7 Q96EZ8
P50570 P22392
P78362 Q8NAV1
Q8N2Z9 A8MT69
Q12933 Q9BRJ7
Q86Y22 Q96B26
Q9H9L3 P16333
Q9BYQ3 P32242
Q99966 P15336
P60410 Q2WGJ6
Q08379 Q96A72
Q96BZ8 A1L4K1
P15927 P13051
Q5T7W7 Q9UKT9
Q9Y5Q8 P60328
P08238 P09769
Q96PU8 P26599
P57075 O43597
P11684 Q13049
Q9P209 Q2M2Z5
P49257 O15260
P14373 Q9UI95
P60409 Q5HYJ3
Q8IUQ4 Q9NRN7
Q14192 Q12778
Q06187 P08238
Q16548 O43521
P26371 Q8NE01
A8MXD5 O00560
Q9Y5V3 Q3LI72
Q9NS73 Q6P597
O60895 Q16602
