Q14511 P12830
P21246 Q969Z0
P06454 P24941
P01270 Q99689
Q9HAP6 Q14500
P49023 P05556
Q02790 O14832
Q15646 Q9UIS9
Q86TC9 O76041
P43489 Q13077
P19235 P19174
Q7L5D6 Q96AC6
P68400 O95477
P06241 P25445
P49768 O60716
P52655 P29083
P27986 P14778
Q9NY26 Q05513
P52333 P14784
Q96S94 Q01130
P15941 P62993
P98172 P12931
O60232 Q53TS8
Q9UMX0 P42345
Q15582 Q01955
P00747 P00450
Q13503 P10827
P61925 P52594
P15336 Q5T230
Q07011 Q13077
P14784 P40763
Q99698 O14964
Q13444 Q8TEJ3
P25685 Q00597
Q15599 P46721
Q9P2W3 P16520
O75334 P23468
Q9UHF4 Q13007
P25098 P01133
Q99500 P50148
P26358 Q15910
Q9H3D4 Q9UER7
Q15628 P25445
P20226 Q04206
Q13009 P16070
Q9H461 P34925
Q14839 Q13547
P07996 P00374
Q9Y620 Q9UJX2
Q92995 Q9BWH2
O95994 Q9NPI1
P06858 P29074
P46527 P31946
P20339 P30556
Q9NY26 Q14722
P35222 P98177
P61981 Q15750
O00305 Q9Y3C7
P36542 Q9NY33
P51811 P17252
P36873 P04637
O14924 Q00975
P18054 P13647
Q9UHF0 P29371
Q14192 P06732
P36542 P60002
Q6P0Q8 P63167
Q99608 P04637
P62851 O43147
Q9HB75 P42575
Q14393 Q06418
Q14137 O00541
Q01844 P43364
P54259 Q99698
Q99418 P49407
Q13042 Q15796
P21246 Q96EW2
Q6EEV6 P40227
Q15109 P23297
P04792 O43294
Q14966 Q15834
Q07021 P02745
P06493 O00562
Q9Y3C0 Q96AQ6
P31749 P38936
P21246 Q9NXU5
Q13227 O15379
Q9UFG5 Q15834
Q13033 P0DP25
Q9Y3F4 P14678
Q8N6C5 P27037
P0CG47 Q15038
Q8NBP7 P01130
P15509 O14920
P35813 Q15796
P62987 Q99816
Q9UHW9 Q9UEW8
Q9UN36 Q70IA6
Q9UJ04 Q9NYQ7
Q04724 Q14469
Q8IYF1 Q15369
O75312 P68104
P35968 P35625
Q96HE7 Q9BS26
P54760 O75056
Q9BTE0 Q15797
P31749 Q06481
P55212 P49768
P13637 P54253
Q16760 Q96ID5
Q9BUB5 P02686
P50453 Q9UKY1
Q08174 Q6VMQ6
P39748 P24941
O43422 Q13217
P68402 O95149
O75084 Q5TCQ9
Q99569 Q14574
O15554 P0DP25
Q9NZC7 O15350
Q9BQY4 Q9BRG1
P63208 Q9NRD0
P38432 P14678
P32243 Q9Y261
P21246 Q99417
Q10570 P48634
P17252 Q07617
Q16890 Q8IZ08
Q9BRP4 P43686
Q5JY77 P20309
Q86SE5 Q15834
P17252 P05556
P62857 P26641
O14763 O15519
Q969P5 P63208
P05107 Q15438
O60229 P19021
Q6EEV6 Q99832
P50453 Q9Y4G2
O43809 Q92530
Q14005 O60232
P14373 Q96SI1
O95477 Q9Y566
P49757 P32004
P08138 Q99523
O43189 Q93062
Q13526 Q13469
O60383 Q6P1K2
O95551 P25942
Q9BQY4 O95471
Q13018 P14555
P49023 P23229
Q8NBV8 O60506
O75553 P98164
P21246 P67775
Q9ULB5 P35222
P14778 Q9H0E2
P01133 P62993
Q99750 Q969U6
Q9NWQ8 P62993
Q9BVC4 P42345
Q16891 O15258
P21246 Q9BTY7
O95232 Q07955
Q99590 P08621
P24666 Q5T0N5
Q15599 P48764
Q96M83 O76071
P54296 P35579
Q5JY77 P55085
P06493 P39748
Q16623 P63027
Q99941 O43462
Q8NCW5 P02647
Q99558 Q9UNE0
Q96SN8 Q5RL73
P19784 Q9UD71
O14641 Q9ULV1
O00161 Q15836
P62424 Q96A33
P60953 P42768
P54253 Q9UKY1
O00186 Q16637
Q9BXH1 Q16548
Q04446 P52209
Q99698 P0DP25
Q99627 Q13572
Q9Y3A3 Q96KS0
O15350 O00499
Q00534 P54253
Q9UNM6 O00232
Q9NQS3 Q8TEW0
Q9UKY1 Q9C0J8
Q8N8S7 Q6XZF7
Q8WXG6 P19438
Q13011 P50453
P11362 P21781
P49790 Q14974
P32004 P16157
O75342 P02545
P07948 P32927
O75582 Q92934
P51531 Q07666
P02647 O14798
P16234 P05106
P52179 Q8WZ42
Q8WVZ9 Q9GZQ8
P48023 Q13526
Q14526 Q13547
Q9GZR1 P27540
P32780 P49736
Q13546 P19438
P02647 O95477
Q9BU61 O15116
P56524 P41182
Q9HB75 Q15834
Q9NS68 Q13114
P55198 Q9NRR5
P05771 Q92686
P54257 Q9Y6M9
O75569 P04637
P05771 P04004
Q9UHB4 P99999
Q9UQ13 P01116
P49639 O95967
Q9Y421 Q9UNZ2
Q05586 P54760
P18505 P42336
O43524 P63104
O75593 Q15796
Q9P021 Q15700
Q99653 Q14940
O15379 P06400
P53611 P20336
O15162 Q14966
O94875 P14618
P04216 P06239
Q99973 P17252
Q8TCX5 Q9HAT0
Q9Y2T2 P55087
Q9Y6Q9 P63165
O60716 P22223
P35813 P31749
O00308 P51170
P22001 Q07812
Q92731 Q13257
Q9H270 Q9NRW7
O60603 P51617
Q15102 Q8WUX9
P61956 P54132
O15198 P78543
P51114 Q9P2H0
Q9BWF2 P20333
Q9H237 P56705
P98177 P03372
P80511 Q15109
P00533 Q03135
P37198 Q9Y3C0
Q9ULZ3 P29466
P14902 Q9GZR7
P63146 Q9Y3C7
Q05655 P17677
P27361 Q9UJY1
Q99250 Q86XS8
Q8IYW5 Q96MP8
Q96A00 Q9Y6M4
P35240 P16070
Q96KG7 Q5JTZ9
P30556 P34947
P48039 P09543
Q9Y263 P04054
Q96KC8 P11021
P00403 P00533
Q9UIF7 Q6UWE0
P04637 Q8NA92
Q05586 P21359
P50479 Q93062
O00602 P15502
Q16630 Q9BSL1
O15379 O14980
P29323 P52799
Q99735 Q9H0R4
P57678 Q9Y6X2
O00268 P52655
P54259 P61964
O96024 Q9UMR2
Q99558 P46777
P50052 P12821
Q9Y2I1 P10275
Q13501 P42263
Q9Y6N7 Q13509
P12931 P01889
P21980 P06400
P01344 P08833
Q9BY67 Q6VMQ6
O95218 Q09472
O43772 Q9H910
Q01780 Q9Y333
P36542 Q00013
Q9Y4Z0 Q13287
P61289 Q64LD2
P41594 Q86YM7
P49736 P62701
P06241 P11836
Q13224 P19174
Q13330 P63167
Q05586 Q16352
Q6ZVK8 O95544
Q9P086 Q96G25
P28062 Q03519
Q9Y2S7 Q9H1I8
Q969V6 P63165
P62979 Q15038
Q9NS23 O00220
P78543 P31273
O75581 P56704
Q9UQ35 P61981
P02792 P21246
P11362 O14786
O00161 P51809
P63165 P36956
P08138 Q15653
P55072 Q9UBN7
P40763 P48551
Q13428 O00567
Q99614 P30679
Q9UBS5 Q96EP1
Q9UHI6 P48634
P06239 P16410
P63252 Q92796
P51946 P29084
P14784 P43405
Q13501 P42261
Q13485 P98177
Q05655 P15941
P16144 P08670
P56192 P49593
P35813 P84022
P24158 P15502
O15162 Q6UY14
Q9NY99 Q14524
O75293 Q07869
Q9UKR5 Q9BX70
Q92731 Q9NPJ4
Q02790 P08235
P19388 Q92804
O77932 Q92900
P04406 P61019
Q08881 P10747
P54253 Q12933
P16298 P32418
P25445 P08581
P07339 P01034
P17252 P06127
O95352 O95166
P00740 P00451
Q15910 Q13547
Q9HD36 O14727
P02545 P01133
Q8NI35 P35499
Q9HAZ1 Q8N2M8
P15291 P68366
P19784 P84090
P35606 Q02156
O95870 P03897
P02751 Q13485
Q01081 P11171
O43318 Q8NFM7
P19388 P62487
O00560 P42261
Q9UKX7 Q14974
O95411 P52333
P51452 P21781
Q5PSV4 Q09028
P01130 P30533
Q99828 P49768
Q9Y383 Q9GZQ8
P13727 Q05513
P35499 Q13884
Q9UIV1 P06493
O60716 Q13002
O94875 O14490
Q9NXE8 Q15834
O14514 Q96QZ7
P23946 P07737
P51636 Q14254
O95751 Q9UGP5
O14579 P84077
P21359 P05067
Q92797 P33240
O14593 O00287
O43597 P22681
O14495 P56945
P07602 Q9ULX9
P48664 O95376
P04637 P29590
P54253 Q8WW36
Q8TDM6 Q9BSF8
P17612 Q9Y6R1
P78504 Q04721
P43034 P68400
P26885 Q9NRR5
Q16594 Q15393
O95633 Q13485
P29350 P20963
Q15366 P67809
Q06787 Q96S59
P27986 Q9BW27
Q9H2F5 O75461
Q99836 Q13568
P11831 P35269
Q96CN9 Q8N684
Q12933 P43489
P52298 Q09161
Q99700 P11940
Q14181 Q86U06
Q96BY2 P19438
Q9C0D5 Q13224
O15399 P10114
P16473 P27986
Q15466 Q9Y6B2
P32927 P06239
O95751 O14964
O94813 P35052
P09327 P68133
O95425 O43294
O14490 Q9Y566
P61981 Q9H307
O95983 Q16576
P31946 O43521
P08670 P15531
Q9UKK6 O14980
P09958 P56817
O75618 P05783
P63167 Q16620
O15160 Q14191
P22455 P05230
P62308 Q9UKR5
O75061 O94973
Q8NBJ7 O95405
P61513 Q5T3J3
P05166 P05165
Q9UBQ5 O75821
Q14566 Q9UBH0
Q15102 Q9Y4G2
Q13546 P25445
Q14896 P35579
P05090 P0CAP2
P22607 P12034
Q12789 Q8NAV1
P52434 P30876
Q13387 Q07954
O43516 P68032
Q13617 P40337
P50750 P04637
Q16695 P24522
O60383 P21673
Q9BUN8 Q9BQE4
Q9Y3F4 P62304
Q12933 Q8TBE0
Q13469 P08670
O00330 P09622
P98164 Q5JY77
Q6NWY9 P01903
P52333 P20963
O00482 Q12796
P21802 Q9GZV9
O00267 Q58WW2
P30679 P21554
P21246 Q9Y383
Q15796 P10644
Q96SD1 Q13315
Q12933 P47897
Q15906 Q13137
P16455 P68400
Q9ULX9 Q16656
Q13227 O60907
P01344 P22692
O60476 O15198
O14649 P62258
Q12959 Q13224
Q13427 P61981
P52797 P29317
P43250 P21731
P46109 P17181
Q8N2W9 O95257
P05154 Q7L5N1
P46379 Q09472
P50542 O95149
O95477 Q92796
P10124 Q9NRR5
Q9UMX1 P17931
Q9NZN5 O43157
P05386 P21673
Q13201 P12259
Q15796 Q9UJ70
P68400 Q03135
O75593 P84022
Q96T58 O95983
P57775 Q13616
P14555 P07585
O00206 O43353
P06241 P06127
P31751 P98177
P14866 Q9P0W2
P06493 Q9H4X1
P27986 P49768
P32242 Q9BQ66
Q96MP8 Q15276
O14776 P31943
P14672 P12814
Q16629 Q9BWU1
Q9HAU4 P48307
Q13554 Q01955
P10644 P24864
P42574 P32926
P14672 P53367
O75460 P19438
O95257 P68104
O14788 Q9Y4K3
P06756 P16234
P21810 P04114
O14908 P23229
P68104 P02766
P10828 Q13901
P63096 P35462
Q9Y5J3 Q969H0
Q8IVU1 P02792
Q14749 Q9GZT8
Q96S94 Q16629
P29466 P05549
Q13432 Q8TF65
Q9UHY1 Q5T3J3
Q9NS23 Q12834
P51812 P05204
P21860 Q02297
P39687 O14980
Q99698 P31946
Q15645 Q96JB6
P62987 O14964
Q5JY77 Q13255
O43521 Q92843
P39748 P52565
Q13332 P23469
P49798 P25105
Q13242 Q07021
Q8N668 P25963
Q16620 P34130
P10276 O95257
Q99447 Q8N371
Q96LC9 Q92843
O60936 Q9GZT8
Q8NBJ4 Q9BQ52
P05556 P10809
Q5VTL8 P61981
O43261 Q9GZT6
Q7Z7J5 Q9H190
Q99666 P62826
Q16623 P31645
P17480 P20226
Q15645 Q9BSH5
O00180 P63279
Q9UQC2 O43561
P62166 Q9NZN1
Q9UQC2 P19235
Q4VX76 Q9ULB1
O95873 P22607
O14788 P19838
O96011 P40855
O95084 Q99653
Q9NPC2 P62258
P17482 Q93062
P30040 P11021
P56693 P63165
O15527 P18887
Q9Y3F4 P62316
P17612 P13612
P46777 P12081
P42285 Q5RKV6
P61981 P11940
O60725 P01112
P52292 P11168
Q9Y297 P49427
O95396 O96007
Q9Y5A7 Q15843
Q9UIV1 P11802
Q12933 Q93038
Q96QT6 Q13547
Q92973 Q14103
Q9P209 Q6ZU52
P28328 Q9UKR5
O00482 P02768
P63146 Q13432
Q16799 Q07817
Q5JY77 P41594
Q96RT1 O95405
O00305 Q12788
O43813 P27105
O14788 P31749
P50750 Q15078
Q92692 Q99750
Q96MP8 O43747
P08588 Q99962
Q15650 P20226
Q99828 P49810
Q9NZW5 P60866
P51513 Q8TAQ2
O14745 P41145
P25942 Q13489
Q13547 Q04206
P01033 Q13011
Q71U36 O75056
O60238 P10415
P13686 P45984
P36575 P04632
P61086 P04637
Q13619 P46527
P49757 P05067
Q99732 P46934
P30086 O76061
Q9HCN6 P06241
P17612 Q92934
Q9UK73 O14727
P49771 P35080
P24394 Q05513
Q9NRD5 P49683
Q9H8Y5 Q9GZP1
Q8N806 Q9NRR5
P22607 P11487
P36383 Q07157
P27986 P16410
Q9H251 Q13402
P38936 P67870
P41235 P01160
O95400 Q9Y2W2
Q9BQY4 Q96PV6
O60664 P11717
Q9Y2R2 P20963
Q5T1R4 P20333
P29350 Q86UP6
P62736 P04278
P14314 Q14697
Q99612 O95445
P27986 P06127
P10589 Q96JE9
P03372 O15514
P68400 Q9Y624
P35869 P13984
P51956 P16471
O95751 Q5VWN6
Q9UHA4 P28482
Q15303 P29279
Q03135 Q07889
P57678 P62314
Q58WW2 P10275
P28482 P49407
Q12802 P13861
P04637 P30307
P43250 O95084
Q9NZV8 Q9NZI2
Q0D2I5 Q13426
P06729 P06241
P16671 P06241
Q9BPW8 Q9HA65
Q9Y5Q8 Q9UKN8
P01130 Q5SW96
Q05086 P04637
P62861 Q7L5N1
Q9UKA4 P10644
P01112 Q9NR96
Q13705 P18075
P11464 Q9BVJ6
P05771 P06127
Q9UI14 P62820
Q2Y0W8 O14745
O00273 Q9UHD4
P0C0S8 P24522
O95967 Q03014
P49356 P01112
P23458 P14784
Q99614 P50148
Q4V328 P42261
O00267 Q9NZ63
O00505 Q9Y247
P62140 P13861
O60711 P13612
P12931 Q14721
P17612 P42261
Q07011 Q12933
Q8TES7 P25445
Q99801 P11831
P18428 P63220
O15230 P98095
P54253 P63279
Q8N488 O75461
Q96PU5 P51170
P43405 O00206
O43347 Q8ND90
Q9P2R6 Q9BQ66
Q9NZ81 Q9H190
Q8N2M8 P84022
P15104 Q6ZVK8
Q96QZ7 P08887
Q9UBW7 P22626
P98161 Q9Y490
O15020 Q9NYQ7
P26368 Q96LR2
P17252 P05107
Q16832 P02461
P06493 Q08050
P56915 Q9Y261
P30405 P21796
Q14524 Q13884
P07910 Q9BXS5
O14798 Q9UKY1
Q9HCG8 Q96B26
P02775 Q14061
Q12906 Q9BQ66
Q14192 Q12778
Q16548 O43521
P20827 P29320
Q96SZ6 Q15078
P05231 Q05516
Q13114 P28908
O15389 Q15645
Q9GZQ8 Q9Y4P1
Q6W2J9 P56524
P36897 P62987
P04637 P03372
P31749 O43524
P00533 P25445
Q9BSU3 Q9BXJ9
Q9NYV4 Q01130
Q12959 Q12879
O75419 P25205
Q15653 Q9GZS1
Q13432 Q7L099
O96017 Q9Y294
P54257 Q9H5J8
Q00872 Q8WZ42
P54259 Q99435
O00186 P14678
P05109 Q96ID5
Q8TBC4 Q15843
P11309 P38936
P56279 P31751
Q16778 O60907
P30518 Q5JWF2
Q9UBC0 Q9Y261
P21796 P51808
P50402 Q7L190
P23942 P41219
Q9H0F7 Q15041
Q15393 P61981
Q9NQ94 O14787
Q93062 Q9NQ87
P68400 P49810
P55895 P15918
Q15700 P22459
Q9UKR5 Q9BWC9
Q92481 O95619
Q13131 O00418
P02649 P05067
P0DP25 Q14832
O43524 Q96EB6
Q5JVS0 P04637
P17252 Q13255
Q14135 Q06413
Q15906 Q15834
Q14669 Q9NYQ7
P17252 P41143
Q96B36 P42345
Q5MNZ9 Q92731
P19622 Q9Y261
Q9UKB1 P30304
Q9UDY8 O95999
Q13368 Q15393
Q99933 P10415
Q8N336 Q9NWX6
Q3KQU3 Q5RL73
P05060 P60484
P28908 Q9UM73
Q9NZC7 P0CG47
Q9NZQ3 P42768
P29372 P10828
Q16594 P38432
Q15796 O15350
Q9Y6H5 P0CG47
Q13224 O00189
Q13011 Q15102
P10747 P19174
Q99590 Q07955
Q9NZV8 Q14005
Q9NYB0 Q92878
Q8N2W9 P12268
P08246 P09919
Q6VY07 P05412
Q9UJY5 P62979
Q13464 P35611
O14788 P28482
Q16620 P08138
Q9UBK2 P51610
Q96IK5 P42166
Q13158 Q9Y3A3
P10747 P27986
P62753 O95897
O00463 P25942
Q96EY5 Q96B97
P31371 P22607
O00422 Q9UGY1
P57105 P98164
P50616 P29966
Q9Y5B0 O14744
Q7Z7C8 P49848
P14384 P69905
P25391 P0DJI9
Q09472 P04637
P51681 P63096
P00750 P09429
P01215 P0DN86
P09132 P61011
P38159 O60504
Q9Y6C5 Q15465
P01308 P08069
P55103 P27037
O43439 Q96HA8
O43390 Q13873
Q14242 P26038
Q03135 P35228
Q8TC92 Q9GZT8
Q9Y5N6 Q13416
O00418 P13639
P17252 P41594
P01116 P49356
P78386 P18054
P46527 P09936
P07948 P11912
P51116 Q5T5P2
Q99717 P22004
Q5QJE6 P37231
O14980 P49792
O60383 Q99417
Q13416 O75419
Q9UQF0 P43007
Q13873 P22004
O60383 P62310
P47870 Q08209
Q99704 P05106
O75553 P26010
P56199 Q9Y490
O75356 P17252
P37231 P07148
O76071 Q8NBJ4
P35244 P15927
Q06187 P58753
O15379 P48552
O75093 P35052
P08514 Q99828
P41595 P29992
P34947 P30518
P18847 P04637
Q12959 P63252
P17096 P23511
Q9UBB5 Q09028
P22460 Q12959
Q9UG01 Q969G2
P57739 Q07157
Q13867 O75962
Q15700 P35499
Q6EEV6 P07195
O14787 Q9UBU9
Q9UKJ1 P29350
P21583 P10721
Q01860 Q01844
P48443 Q6UWE0
Q9ULV1 Q15700
P46527 O00505
P13667 P04114
Q9Y698 Q92796
P52657 P20226
O43914 P43403
Q9NWQ8 P07948
O95471 Q07157
Q13469 P18146
Q8N8S7 O15117
Q96PK6 Q15633
P17252 P21926
P16070 Q9NZN5
O95166 P02786
P37198 Q9UBU9
P05109 P04637
Q8NEF9 P14672
Q99717 P23246
P11047 P14543
Q8WUH2 P37173
Q9HCU5 P36897
Q6IA86 P42224
Q15276 P17677
P31749 Q15119
Q15797 Q9NYG2
P29474 P30411
Q6VN20 Q8N6C5
Q9UBF9 P12814
P51116 Q9NVV9
P26641 Q8IYL3
Q92973 Q9UBU9
Q8N488 O00716
P35372 P04899
P29084 P19447
P12757 Q16557
Q9GZY6 P19174
Q01780 Q15024
P42224 P21741
O75344 Q9Y5B8
O14908 O14786
P19388 P13984
Q13368 Q67FW5
P35226 P21246
O00560 P98172
Q9HD26 Q9H461
P14923 Q9NSA3
P06858 Q02543
P46527 P16949
Q9NPD3 Q9HAU5
Q8N137 Q99698
Q9H9E1 P98164
P17612 P11168
P62834 Q13547
Q9UBN7 Q01201
P19838 Q9Y297
O00560 P48058
O14649 P31947
O43516 P16333
Q13490 P36941
P28482 P19634
P36575 O14733
Q15796 P51003
P54253 Q96MN9
P36957 P55209
P00742 P00451
P48729 P07910
Q16520 P80217
Q01344 P23458
Q6PJP8 Q12888
O95376 P62917
Q01469 P31151
Q16849 Q13332
Q12834 O14965
P53602 O14775
O14776 Q13111
Q15819 Q96ID5
P63167 P08670
P54253 Q9BQY4
P53611 P20340
P43320 P02511
O75381 Q16621
Q13501 P28476
P17252 Q12879
P35462 P16333
P09326 Q8TDN6
P06731 Q9P2K9
Q9Y6J0 Q02080
Q9UMX1 Q9NPA3
P63279 Q92481
P63165 P01100
Q99612 P04637
O14662 Q15836
P62750 Q92973
O00499 P56199
Q12888 P04637
Q04759 O43516
Q93062 Q9H0I2
P20042 P05198
Q16478 Q8NBJ4
P01282 Q96MT3
Q05586 P05129
O75943 O60921
O15379 P78347
Q8TB72 Q92904
Q9H0F7 O75915
Q9BY67 Q9Y2J2
P68400 P32121
P35520 Q8IV36
Q9UKB1 P10070
O00305 O00555
Q9NP84 Q13077
O75369 P05556
Q99683 P10599
P20226 P35998
Q16658 P35222
Q99748 P07949
P52803 P29322
P12931 P13688
P49815 P46527
Q13114 P26842
O94806 P63027
Q9UMD9 P12814
Q9NR96 Q9UPT6
P41743 P04406
Q92793 P11831
P42574 P11831
O75553 P18084
P05141 P12532
P04637 Q96M61
P04183 Q13432
P07384 Q9GZM7
P11172 Q9UKI2
Q03135 P61586
Q8N122 P23443
P07339 P01266
P38432 Q9H0B6
Q13444 O94875
P27449 P27448
Q96NW7 Q9UQM7
O95196 Q9HD26
O95670 P36543
Q13190 Q5T3J3
P56279 Q7L7L0
P16471 O60674
P35052 P05067
Q14318 Q08209
O95967 O95990
P51693 Q99547
Q9BQ66 Q8TAU3
P52434 P19388
Q13107 Q14978
P68400 P04004
Q99608 P01583
P52798 P45985
P04626 P15941
Q9UQ16 P63167
P63162 Q5T3J3
P26641 P24534
P49639 Q9UKJ5
P14209 Q96C92
P50222 O00295
Q9UKT4 Q12834
P11217 P23297
Q15796 P30260
Q8ND90 Q9NRR5
Q15036 P98155
O94910 P08922
Q13363 P38398
P10275 P13984
Q5T5C0 Q16623
P11362 P55075
Q96T58 Q03181
O15524 P58753
O95257 P12004
Q9UBS5 P63104
Q01484 P25685
P54764 P52797
P35052 P39060
P05771 P05107
O60506 P21579
P21802 P05230
Q05586 Q13813
P50570 P19801
P11836 P06239
Q99683 P35754
Q02363 P35611
Q99767 Q07954
P25025 Q9ULV0
Q9UM11 Q9UNH5
P04632 P56134
Q15038 Q9BVI4
Q9H4E5 P42768
P60484 Q03135
O00231 Q5T3J3
Q9NP64 Q9H307
Q9UBP5 Q13547
Q01851 Q01844
Q8NHJ6 P29350
Q9UGL1 P55316
Q92813 Q9Y2K6
Q6EEV6 P48643
P01130 P11021
P10276 Q99933
Q6EEV6 P20700
P34741 P15311
O94910 Q9Y566
P01023 Q6VMQ6
O14737 Q5T3J3
P10828 Q9UBK2
Q9GZQ4 P48645
Q05195 P06729
Q9NQ29 O95257
Q15750 O43318
P41220 Q6RFH5
Q14203 Q13409
Q14749 Q9H8W4
Q93062 Q8N4T4
Q9H427 P31946
Q14500 Q92796
P48745 P62875
Q9Y561 P35609
P17252 P31431
P13598 P15311
P22459 O14936
P28074 Q03519
P12956 P16284
O14508 P10912
P04629 P08138
O43752 O75379
Q6IAN0 A0JLT2
Q15834 Q9Y247
P05412 P52272
P21673 Q9HBL7
P04424 P47897
O15399 P36507
Q9UNY4 P22626
P26641 O95544
Q99835 Q13635
Q15139 Q96A00
P35219 O75427
P42768 P68032
Q9Y2X7 Q9C0J8
P40933 P31785
P84022 P08621
O14980 P98177
P21673 Q13432
P01344 P00747
P07339 P11717
O14641 Q8TBE0
P54253 Q9H4I2
O14745 P13569
P36957 P68371
Q9HCU9 Q9UBN7
P24666 P54762
O95136 Q14344
P00558 P04406
Q92597 P35606
O95376 Q9HC35
P21980 P60709
O00238 Q5T6F0
O75446 Q9Y618
P28482 P00750
Q8N6T3 P24390
P43235 P22607
P29317 O14493
P20823 P02768
P05164 P00450
P31749 P21453
Q6NZY7 P60953
Q9BXK5 P60520
Q13588 P48023
Q7L5D6 Q8NBM4
P17252 Q06210
Q92597 P63151
Q9BQ95 Q9HCE7
P08651 Q9H0I9
P60842 Q7Z2D5
P62854 Q969E8
Q7L1S5 P22888
P07910 Q15834
P52757 P46379
Q15843 P49427
Q5PSV4 Q16576
Q9H2E6 Q9BX66
Q9UIV1 P24941
P19793 P07711
P78536 P26045
Q92686 P0DP25
Q96SD1 Q92878
Q13332 Q9P2H0
P56817 P08253
Q15365 Q96PU8
Q9Y5P4 Q9NQC3
Q9UNE7 Q15796
Q13224 Q9UQM7
O96018 P05067
Q01844 Q96M83
Q9Y5S8 P13498
Q9UJY5 O75074
Q15080 P10599
P51692 P16410
Q14831 P0DP25
Q99689 P21246
Q15233 Q9P1U0
O95136 P63096
P05120 Q6P2Q9
O14649 P27348
P10912 P62993
Q5T5C0 Q12846
P49366 Q9GZV4
Q5T2W1 Q8WTV0
Q03113 P16473
P62330 P49407
Q13158 Q99836
P68871 P00738
O75369 P07359
Q01344 O60674
O95551 P28908
O00198 P10415
P42575 Q8WU39
Q32P44 P61981
P49023 P13688
O43734 P25942
Q9BUI4 Q9UKN8
P02786 P02787
P20396 P32121
Q9NP94 Q13303
Q8N6T3 P53621
O75818 Q99575
Q5TCY1 Q15078
P48552 Q13547
Q06124 Q99062
O14776 P52272
Q96PQ1 P29350
O75448 P37231
O15350 Q92831
O95210 Q6VMQ6
P01308 P06213
Q9Y6Q9 P22004
P49757 P05107
Q14181 Q8IW50
P12429 Q13432
P05060 P19388
O00161 P23763
P22301 P01023
Q13619 Q13309
P11802 P46379
Q9UJX6 Q8NHZ8
P24530 P29992
Q9HAW0 P20226
P04637 P04271
P10912 P23458
P16144 Q03001
Q12933 P08138
O15145 Q86YJ6
Q9NX52 Q15768
Q8IUC6 Q7Z434
Q9NQ29 Q9BQD7
Q15797 P55316
Q9BXR5 O95232
P50750 Q13309
P24928 P35637
P12830 P15311
P06858 Q7L5N1
P46821 Q9Y3F4
Q96SB4 Q8IYB3
P12931 P05106
Q96L34 Q86YV9
Q9NZW5 O75821
P08133 P01023
P63167 P46821
P49765 P17948
P19429 Q13219
P15144 P30408
P08631 Q53H12
P42263 Q9NRD5
O60383 P05109
P12236 Q9BQ66
P12318 P08631
O75553 P05106
P25788 P48634
Q86Y82 P54920
Q05513 P49768
P68371 O43261
O75446 Q05195
Q14574 P35222
P21246 Q9H8G2
Q9HC29 O43353
P49368 P40337
Q09028 P04843
Q15269 O75674
Q13627 Q12778
Q92572 Q14108
O75791 P48023
Q9H3D4 Q15172
Q92956 Q13114
Q9NWT6 Q13547
Q9BQY4 Q9BUX1
P32242 Q93062
P53816 Q9NRR5
O75970 P35462
P35222 P19022
P15502 P35556
P30408 Q9H190
Q13526 P30260
Q9C0C4 Q12959
Q9H013 P53618
Q9BW71 P62805
P63165 P11387
Q04771 P62987
P00533 P61925
Q9Y2H0 O94875
Q92831 P04637
P24666 P29317
Q8IW41 O00418
P62820 O95907
P14136 P49768
P05362 P15311
Q12834 P36897
P00742 P16403
Q99689 O43719
O75582 Q16082
Q15404 P04049
Q99613 Q9NRX3
P26038 P19320
O15234 P38919
P14174 Q9NRL3
Q14192 P54253
P49841 P12830
P50453 Q15047
Q03135 Q05193
P46091 P63096
P63279 P49792
P19429 Q9UKA8
P07384 P02461
Q8IW19 P49917
Q969V6 P11831
P48723 Q9UMX0
Q15797 Q9UNE7
Q13217 P19525
Q9NRX1 O43147
Q9UN74 Q9GZT6
P18084 Q14192
Q13287 P42226
Q5T5C0 O00161
Q13428 P19784
O14908 P14416
P31946 P05556
Q9H467 P03372
O00499 P09467
Q8IUC6 Q8N2W9
P36897 Q99614
Q92597 P08473
P50616 O43541
Q15306 Q13469
P60896 Q5JVF3
Q04771 Q02790
Q92535 Q9BRB3
Q8N6I1 Q13485
Q16637 Q13432
P29466 P49810
P25391 Q02388
Q99962 Q8IUX8
Q96C24 P01308
P49848 P33076
Q99750 Q9UKJ5
Q9H237 P56704
P14672 Q8WVX9
Q9UNN5 Q9H1I8
Q01844 Q0VDD7
P49759 Q13427
P56539 P29475
Q13547 P11388
P60953 Q00587
O00220 O95999
Q9Y6K1 O75530
Q13387 P61328
Q16644 O00418
O60238 Q07817
Q9UMX0 P53816
Q9GZT8 Q9NRG1
Q7LFX5 P07948
Q14416 O14924
Q9HCU5 Q15797
P33240 Q13011
Q15181 Q5MNZ9
Q03405 P23458
O14744 P54105
Q9NZW5 P52888
P63104 Q12778
P06396 O75674
Q9UJM3 P00533
P26641 Q7L5D6
P61970 Q7Z3B4
Q14289 P43121
Q14974 P17936
O14980 P33076
P46379 O95163
Q9BYG3 P46013
O43491 P42261
Q9Y5X1 Q13444
P21246 P60709
P54259 O75420
P04180 P02647
P02549 P50552
P12272 P05231
O95257 P37231
P45984 O43521
P84243 P54198
P62993 P05067
