Q8TBF5 B3EWG3
Q9Y2G7 Q9H819
Q9Y2G7 Q6ZQT0
Q9Y2G8 Q86W11
Q86W26 O15270
Q86W26 Q9H237
P0C874 Q8NG81
P0C874 Q96QE2
Q08945 Q9NYP8
Q08945 P40259
Q08945 O95104
Q8TCG2 P27694
Q8TCG2 Q5TKA1
P07199 Q9Y661
Q8N8H1 P50443
Q8N8H1 Q969I6
P07195 Q9HBW0
P07195 Q9H2X8
P09131 Q14DG7
P09131 P56192
O75751 Q99961
Q9H1V8 Q9HCM4
P56704 Q9H1U4
P56704 Q9Y2D4
Q92989 Q7RTP0
Q92989 P54219
Q6STE5 P05937
H3BR10 P57073
Q08495 O14933
Q08495 Q8N7H5
P56597 Q9Y4J8
P56597 Q9NWB7
Q9BT78 Q6ZS11
Q5VUD6 P14091
O14581 Q9Y2L8
Q8TBP5 P80108
Q9GZV4 O43353
Q8TF42 Q9NRZ7
Q92187 B4DYI2
Q92187 P57771
Q92186 Q15031
Q92186 Q8N7E2
Q92185 Q8IVF1
Q92185 Q8WXF7
Q92185 Q5JTW2
Q9H9C1 Q15139
Q9H9C1 Q5QP82
P04183 Q86UN3
P04181 Q86U44
P04180 Q96GM8
P04180 O15226
P0DMW4 A6NFI3
Q9NXX6 Q9ULJ8
Q9NXX6 P47872
Q7Z3K6 Q5NUL3
Q9BXS1 Q8TEH3
Q9BXS1 Q9BU19
Q9Y4U1 Q96P09
Q9Y4U1 Q13976
Q9BXS5 Q5SQS7
Q9BXS4 Q9UI32
Q9BXS9 Q8N283
Q5CZ79 Q9H497
Q5CZ79 Q9Y3B8
Q8IVU9 Q8TAW3
Q24JP5 Q14894
Q96RL6 P09341
Q96RL6 Q9UQ49
Q96RL6 Q8NH21
O75459 Q6ZT98
O75459 Q8TCX5
P01737 Q7Z3V4
P01737 Q8NB42
P01737 Q9UL51
Q8IVU1 A6NL26
Q8IVU1 P20783
Q9C0F3 O00219
Q9C0F3 A6NM45
Q9C0F3 P31943
P35268 Q6P2I3
Q9C0F1 Q9NU39
Q8N3J9 Q5TA78
Q8N3J9 O43173
P84022 P35789
P84022 Q9H000
Q01718 P23276
P10600 P33992
P10600 Q9UGQ2
P10600 Q8NDX1
Q8IX15 P61581
Q8IX15 Q9GZZ8
Q8IX15 Q9BX93
O75503 Q5D1E8
O75506 Q86W11
Q8IX12 O75794
O75508 Q9GZX5
Q8IX19 Q86SQ7
Q8IX18 P61758
Q14188 Q8TCZ7
Q9H3G5 P04632
Q9H3G5 P06239
Q9H3G5 Q9BZ11
Q00005 Q96AB3
Q8TAV4 P0C881
Q8TAV5 Q12866
Q9Y6K8 Q9UI14
P08263 Q8NBT2
Q9BZI1 P0DP06
Q9BZI1 Q56VL3
Q9BZI1 Q6ZSV7
Q9Y6T7 P62253
Q96QV1 Q9H741
P06310 Q5JST6
P06310 Q6ZW61
P06310 Q6UXZ0
P06310 Q9C0B0
P06315 Q8WY91
Q96AG4 A0A075B6K0
Q96AG4 Q99747
Q96AG4 Q96FH0
Q5MY95 P49591
Q5MY95 Q5VZ66
Q5MY95 P78314
Q5MY95 Q96FN5
Q6NTF7 P0CB47
Q6NTF7 Q06945
O95388 P17174
Q5W0Q7 Q9BY14
Q5W0Q7 Q9GZX9
Q13163 Q5NDL2
O60499 Q96EG1
Q9H9L7 Q8NI60
O75943 P78345
Q9H410 Q9NPB3
Q96HH6 Q3Y452
A0PJX8 Q9P1A2
A0PJX8 O60504
A0PJX8 Q02156
A0PJX8 Q9NPH3
E9PB15 Q99811
E9PB15 Q92503
Q8IWT6 A6NFC9
Q8N554 A6NHG9
Q6PH85 Q2M3D2
Q8N556 A8MZG2
Q7RTY7 Q8N6G5
Q7RTY5 Q5VUJ6
Q7RTY5 Q9UPW6
Q969E3 Q7Z5L9
Q969E3 Q99816
A6NFA0 Q8NGD3
A6NFA0 Q7RTU7
Q7RTY1 Q9P215
Q7RTY1 B7Z1M9
Q7RTY1 P40121
P61981 Q9Y620
P61981 Q9ULV4
P61981 P45974
E7EW31 P05814
E7EW31 Q5T7N8
Q9UIV1 Q6ZN18
Q6P4F1 A8MZ26
Q6P4F1 Q86SY8
Q6JBY9 Q9NRA1
Q58A44 O43583
Q969E8 P50876
Q969E8 Q8NEE6
Q7Z2E3 Q15388
Q9BSE2 Q96S59
Q9BSE2 Q92734
O94832 Q9UHD1
Q9H106 O00462
O94830 P29466
O94830 P00918
Q7LG56 Q08752
Q7LG56 Q9ULZ2
Q02548 Q86UQ5
Q02548 Q99717
A2RU54 Q6ZQX7
Q9HAF1 Q68G74
Q9HAF1 Q04743
Q8IW40 Q96AJ9
Q8IW40 O75363
Q8IW40 P51582
Q8TD20 Q70CQ3
P12814 Q658L1
Q75MW2 P55083
Q75MW2 Q03989
Q04724 P0CB38
Q9H1Y3 Q6P1L5
Q9H1Y3 Q9NQR1
Q9Y5H7 Q9BXI3
Q3SXY7 Q8NGK9
Q3SXY7 P46094
P24863 Q7Z402
P24863 Q6IQ19
P21810 P00846
P21810 P31942
P21810 Q96G25
P24864 Q3SY52
Q9Y5H2 P03999
Q9Y5H2 Q9NXW2
P33176 P32249
Q9Y5H3 Q5W186
Q9Y5H3 Q9NVP2
Q9H633 Q8N2G8
Q9H633 P41240
Q9H633 P11801
Q6Q4G3 A4QMS7
P19099 Q96MH2
Q9NY43 P45954
Q9NY43 P51677
Q9Y5H1 O75631
Q9Y5H1 O94760
Q9NY47 Q14802
Q9NY47 Q8TDU6
Q53F19 Q8IWY8
Q53F19 P30291
P0C1H6 Q8IYI8
Q96MC6 Q99687
Q96MC5 Q9Y3R4
Q8N1A0 Q9UNN5
Q6PII3 P61457
P31995 O75911
P31997 Q8IVU9
U3KPV4 Q96SB4
O94763 P00519
O94760 Q9NYJ8
O94760 Q96S66
O94760 O00294
Q8NG75 P11474
Q8NG75 Q6PII3
Q8NG75 Q96HD9
Q8NG75 Q96GD4
Q8NH01 Q9UK17
Q8NH01 Q6UX52
Q8NG76 Q7Z3H0
Q8NG76 Q96ST2
Q8NH07 P17031
Q8NH07 Q9Y5F3
Q9BQ13 O14810
O15260 Q9NQ39
Q7Z6M1 P61077
Q11206 P05109
P19544 P48050
Q96HW7 Q9UMX1
Q9H015 Q99755
Q9H015 Q53EV4
Q9H015 Q6PCB5
Q8NB59 Q8N1B3
Q8NB59 P16410
Q8NB59 Q15649
Q9UPV7 Q5JT25
P30154 Q9UGM5
Q9NVR7 P22304
O60928 Q8N9Z0
P47902 Q9NQZ5
P47901 Q8WVD3
P47901 Q9NRW4
Q4ZIN3 P02808
Q15784 P34925
Q15785 Q9C0D9
Q15785 Q92959
Q9UQN3 P33763
Q9UQN3 Q9BUR4
Q9UQN3 O96019
Q7Z614 Q9H2A3
A2A3L6 Q7Z602
A2A3L6 P08684
P62314 P61201
Q52LD8 Q9NS98
Q9NP59 Q9ULV5
Q9NP59 Q8N2W9
Q9NP59 P05106
P80303 Q9P0U1
Q5T6F0 Q8NC38
Q5T6F0 Q9Y2Q5
Q8NAN2 P0DMP1
Q9NSA0 Q8WUH2
Q9NSA1 Q9H3Y0
Q9Y4A8 Q9UKQ9
Q9Y4A8 Q05195
A0A0J9YX35 Q9NVW2
A0A0J9YX35 P52209
A6NJT0 Q96R48
P17022 P62699
P17022 O15428
P17022 Q1HG44
P08559 Q9NQ32
Q8N5M1 Q96MF6
Q1RN00 Q96Q35
Q1RN00 O75081
P17028 Q9BYQ6
P17028 Q9UPW0
A6NNT2 Q9Y255
A6NNT2 Q96T53
P61218 Q02040
O76054 Q16589
Q5VYM1 P52272
P55809 Q9Y2L8
Q9UJH8 P40189
Q9UJH8 Q99469
Q6ZTZ1 Q86Y56
Q8WTP8 Q96MF2
P50990 Q96EC8
P50993 Q14393
P50993 Q12986
P50993 Q13574
P14923 P01703
P50995 O75351
Q15257 Q13507
Q8NDY3 Q96QV6
Q8NDY4 Q99523
Q5GLZ8 P16619
Q5GLZ8 P01036
Q8NDY8 Q8IUX8
Q53HC5 Q8IV76
Q53HC5 P07315
Q5JTD7 O75596
P05112 Q9HCL3
P05112 Q86T65
Q86TA1 O60264
O76071 Q9BV86
O76071 Q9H0U3
Q49SQ1 Q6NSZ9
Q49SQ1 Q8IW93
Q49SQ1 Q96JB5
O76076 Q6P9A2
O76074 Q9BZV2
O76074 Q8NGL1
O76074 Q9NWH2
P06127 Q8N0W3
P06126 Q8NFW5
Q96I23 Q9H078
Q96I23 Q99959
Q96I23 Q16531
O00308 Q9UJJ9
Q86TA4 O75022
Q86TA4 Q8WXU2
P55259 Q69YL0
P55259 Q9UHJ6
P55259 Q8IXI2
P55259 Q13454
Q658L1 Q9Y242
Q658L1 Q06330
Q13952 O00571
Q13952 Q8NAA4
Q13952 Q8NFW9
Q13956 Q9Y3Q7
Q13956 Q6P9A3
Q13956 Q96P56
Q96CD0 Q96MT1
O95177 Q9UKZ9
Q96CD2 Q96QS6
Q96CD2 Q6PCB0
O95170 P03986
Q9BT67 Q9BY67
Q7Z4L9 P61769
Q9BRQ8 Q9NYF8
Q9BRQ8 P43632
Q9BRQ6 Q7Z2E3
Q7Z4L0 Q96JC1
Q9H6X4 Q9H9S0
Q9H6X4 Q7Z3Z0
Q96SQ7 O43930
P57078 Q9BV10
P32418 Q8WU49
P57073 O75439
P57073 O15165
O00453 P33764
O00453 O00268
P57076 Q7Z4I7
P52594 Q9BYQ0
Q9UKI2 P05937
Q9UKI2 Q15466
Q9UKI2 P34059
Q9UKI2 P23025
Q96NB3 Q19AV6
Q96NB3 Q9Y3Q0
Q9Y5Y5 Q15942
Q9HD40 Q96FX2
Q9HD40 Q5NDL2
Q9UKI9 Q6PEX3
Q9UKI9 Q5T4H9
A8MWL7 P0DJJ0
A8MWL6 Q6PKX4
O15372 Q06732
O15370 Q6UXF1
A1X283 Q9HCU8
P43378 P55808
Q8IY95 Q8TC59
Q8IY95 Q96CW9
Q8IY95 Q6P3S6
P29016 Q9NVD7
P29016 Q9Y573
P78314 Q8TDL5
P78314 Q9NYQ3
P78314 Q8IWL3
P78318 P17676
Q92993 Q8NGH3
Q6PI98 Q9UK12
Q6PI98 Q8NET8
Q9NRJ7 Q99574
Q14847 P20248
P22304 Q6PIV2
P22304 Q9BUB7
O14595 P09630
O14595 P17812
P22309 Q8TDP1
Q6IMN6 P43088
Q5SQI0 Q96A25
P54855 Q96Q11
P54855 P02794
Q8N2X6 Q99965
Q8N2X6 Q15915
Q8N2X6 Q99961
Q03924 P0C0P6
Q14318 O95847
P21579 O15442
P21579 P53384
P21579 O43257
P21579 Q9NYP9
O14593 Q8WWX8
O14593 P49753
Q6ZMH5 Q8IWX8
Q9H944 O43304
Q9H944 O43237
O43815 Q8IUH3
O43812 Q9Y3D0
O43812 A8K4G0
O43812 P23490
O43812 Q96ND0
O96017 Q9H910
O96017 A8MZH6
P01730 Q53HV7
P01730 Q9BZI7
Q9UEW3 Q9NRB3
O14733 P10155
O14733 O00189
Q92796 Q8TBM8
P41231 Q9NZV7
P41231 Q9NYZ4
P41231 Q9NRM7
P10147 H3BSY2
P10147 A8MVZ5
P04798 Q9UF11
Q9NZD1 Q8N1F7
Q3LI62 Q9BTT0
Q9UL40 Q15743
Q9UL40 Q99595
P04792 Q9HBI0
P22466 Q9BVG8
P22466 Q9BY15
Q8WVR3 Q5CZA5
Q8WVR3 Q8N720
Q8WVR3 Q9Y2M5
Q9Y3B6 Q6ZW76
Q9Y3B6 Q96QF7
Q9Y3B6 Q96HW7
Q9Y3B7 O95841
Q9Y3B7 P0CB33
Q9Y3B4 Q9NTX7
Q9Y3B2 O75553
Q9Y3B2 O75899
Q9Y3B1 Q02809
Q9Y3B1 P25705
P22460 Q5VZ52
P35503 P19075
Q9Y3B9 Q9Y2L1
Q8NEB9 P17213
Q99816 P0C843
Q99816 Q96A11
P48594 Q684P5
P48594 Q6QN14
Q99819 Q9NR83
Q9BQE3 Q16795
Q9BQE3 Q717R9
P0CJ79 O95473
P0CJ74 P48960
Q8N4B4 O43670
P0CJ76 Q5M9N0
P0CJ77 Q14CX7
P0CJ70 P63098
P0CJ70 P48444
P0CJ70 Q8WXE9
P0CJ73 P16435
P0CJ73 Q96GE6
P0CJ73 C9J069
Q5VTE0 P48539
Q5VTE0 P04062
P46527 O94829
P46527 Q66K74
Q8WUS8 Q14773
Q8NGX5 O95801
Q8NGX6 P17481
P23434 Q9ULD5
P23434 Q2M2I5
P23434 Q9GZN1
P23435 P0DP08
Q8NGX2 P24071
O75330 O43414
O75333 Q53EZ4
O75333 P08590
Q9BQT9 P13994
Q6XPS3 P61970
Q8IVN8 Q7Z2D5
Q8IVN8 Q96DV4
Q8IVN8 Q6ZPD8
Q8TCQ1 Q96BW9
Q8TCQ1 Q5XLA6
Q8IVN3 Q9H1J7
Q8IVN3 A6NL05
Q96RN1 Q8IWF2
Q86XI8 Q8N371
Q86XI8 Q7Z5B4
Q86XI8 P0CE67
O43915 P07585
O75635 Q8TCA0
O75635 Q14681
Q5VY09 A2A368
P78362 O60220
Q96DM3 P0CG43
Q0VGE8 A6NML5
Q0VGE8 Q9UIL1
Q99767 O60921
Q99767 Q9Y605
Q8IUZ5 A8MQ14
Q8NDD1 P11487
Q13316 Q9UHC7
Q13316 O15060
Q6ZRX8 Q5TF21
Q6ZRX8 A6QL63
Q6ZRX8 Q9UH90
Q68D51 Q9Y2P4
Q3SY77 O14792
Q3SY77 O00115
P19397 Q9H000
Q96DY7 Q9HAF1
Q96DY7 P01275
Q96DY7 Q8WTV0
P17252 Q7Z3Z2
Q9NWX6 P01833
Q9NWX6 Q93077
Q6P461 Q9ULC8
Q6P461 O43765
Q6P461 O95238
Q9H9S4 Q9BWE0
Q6PG37 A6NMY6
P13945 Q8TC27
P13945 Q99608
P13945 P20700
P13945 O75674
Q9BZ71 Q96S90
Q9BZ71 Q9BQ04
Q8IU53 A6BM72
Q8IU53 Q09013
Q8IU54 Q6P093
Q8IWD4 P13232
Q9HCK5 Q9UGM5
Q8IYT1 P23229
Q8IYT1 Q9BXJ5
Q8NC42 Q16763
Q8NC42 Q9Y2C4
A6NN73 Q969N4
Q76G19 H3BMG3
Q8WXI3 Q9H1X1
Q8WXI2 Q9H7X2
Q8WXI4 Q8NI28
Q96K30 Q2MKA7
Q96K31 P08235
Q96K31 A6NCL7
Q9UN36 P21127
Q96K37 Q9UGP5
Q9BUH6 Q5VUY0
A8MTI9 P62760
A8MTI9 Q9NQV8
P0DP58 O75570
P0DP58 Q9HBQ8
P0DP58 O95475
Q9BUH8 O75952
Q96LQ0 Q05513
P19971 P78364
P19971 Q9H478
P19971 Q7RTR0
Q8IYT8 Q9NP55
Q08828 O60814
Q08828 Q07654
Q8NCY6 P86481
Q9NR80 Q9H313
Q9NR81 Q8NBZ7
Q9NR82 Q9NZV6
Q9NR82 Q9NSC7
Q9NR83 Q969F0
Q32P28 Q96MT8
P12018 A8MWY0
P12018 P21802
P12018 Q8WW59
A6NKC0 Q8WTV1
P62249 P54278
A6NKC9 A4QMS7
Q9UKK9 O60861
Q7Z553 P25398
Q8WWM7 P59780
P11908 Q8IZE3
Q9UP95 O15379
Q96GW7 Q8IWL3
Q9HB65 Q96HJ9
Q9H1B4 Q13952
Q9H1B4 Q9P299
A8MT65 Q495M3
A8MT65 Q9H1E3
O94782 Q96T91
O94782 O60895
Q8TAM2 P07306
O14626 O15209
O14626 P54753
O14626 Q5VV41
O14627 Q9Y442
Q9Y2A9 Q8TE77
P84098 O43745
P84098 Q96NI8
Q9Y2A7 P61565
Q92890 P09104
Q92890 Q8N5M4
Q92890 Q9H094
Q8IVT5 Q9Y3D2
Q8IVT5 Q86UB9
Q8IVT5 P11233
P0C7U3 Q9NXK6
P0C7U3 Q8NGP0
P0C7U3 P55042
Q8N8F7 Q86UP0
Q8N8F7 C9JSJ3
Q96GJ1 Q9ULI2
Q96GJ1 Q9NZQ8
Q6PGN9 P80297
Q9BVV7 Q08752
Q9BVV7 O95696
Q9UHL3 Q15375
Q9H2A2 Q8IUQ0
P13051 O00238
P13051 Q9H3F6
O95997 P32942
Q9H2A9 Q16527
Q9H2A9 P43489
Q9BVV8 Q8NHW6
Q9BVV8 P42261
Q5T2W1 Q9UK85
Q9BYG0 Q86VH5
Q5T5M9 P01286
Q9BYG8 Q9NPJ1
Q9BYG8 Q9H270
Q9Y256 A1L4K1
Q9Y256 O14531
Q9Y256 Q9P2B4
P52961 O15079
P52961 Q4L235
P52961 Q8NFH8
A8K0R7 Q8IUX4
A8K0R7 Q9BW72
P16662 Q49MI3
Q9NNW5 Q8TF63
P58550 Q9Y4D1
P41586 Q8NGZ6
P41586 Q8WXX5
P41586 P37058
Q86UW2 Q96PT3
Q86UW2 Q8NG68
Q86UW2 Q8TD55
P35754 Q8NA61
Q9UJW7 Q13571
Q9UJW7 Q9Y3E7
Q86UW8 Q99689
Q9NXZ1 Q9H9Q2
Q9NXZ1 Q14442
Q9NXZ1 Q8N9R0
Q9NXZ2 P08311
Q8N3S3 P67936
Q8N3S3 Q86UN2
Q9H8T0 Q969Z4
Q9H8T0 P23327
A4D250 Q12929
A4D250 Q5T4T6
P19823 P22680
Q9BZX2 Q7Z4K8
A6NGG3 O14933
Q99437 O60304
Q10567 Q6MZP7
O15355 Q96N76
O15355 Q9UGI6
Q6UXA7 Q9Y5H3
Q9NRS4 P54289
Q9NRS4 P0DMV0
P16455 Q3LI67
P06881 Q16822
O75838 Q9H467
Q9Y512 A0A075B6J9
Q9Y512 O60895
O75526 Q9NQ86
O75526 P17509
P78508 Q3SYG4
O75830 Q96JB8
Q8IX30 Q8WWX8
P23258 Q9NQT4
P23258 Q6UWJ8
P23258 A6NCL2
Q9NZ38 Q8NFA2
Q8TBY0 A6NLW8
Q8TBY0 B4DH59
Q8TAT6 Q8NDY8
Q8TAT6 Q8N402
Q8TAT6 P24298
P08243 Q9UHJ3
P08243 Q53HC5
P08246 Q5VWM4
Q9BZX4 Q6ZMM2
Q9BZX4 Q5SRH9
Q7RTU3 Q9Y5S1
Q2M296 Q9NXZ1
P17535 Q96I15
Q2VYF4 P55039
P0DMU7 Q15007
P0DMU7 Q9Y619
O95817 Q9Y5Z0
Q96AE7 Q6ZSC3
P0DMU8 A4D250
O95813 Q9NRA8
O95813 P98171
Q9H479 Q96BD6
Q9H479 Q6ZNC4
O95059 Q6SZW1
O95059 P48736
Q13144 P00918
Q8NFI4 Q9BXY8
Q8NFI4 Q504U0
Q8NFI4 Q8TAB5
Q8NFI3 Q13106
Q8IZY5 Q8NAJ2
Q8TF21 P09234
Q8TF21 P29466
Q8TF20 Q8NHY5
Q8TF20 Q9BZM2
Q8TF20 Q8NG04
O60361 P08631
Q9Y6H5 Q9Y442
Q9P296 Q5VIY5
Q9P291 O14595
Q96Q27 O95182
Q9P298 A6NNA5
P62888 P55085
P62888 B9A014
P62888 Q15365
A6NFU0 P20366
Q6P9G4 P31025
P43121 Q86W34
P43121 Q5VY09
P43121 Q9Y5X0
Q6P9G0 Q9BWJ2
O14818 Q8NB15
Q5VVX9 Q8NF99
Q5VVX9 P48426
Q9H4H8 Q13875
Q9H4H8 P62891
Q9H4H8 Q9UMR5
P98153 Q7RTS5
P98155 Q32P51
O94851 P56470
O94850 P01100
O94850 Q92918
P08294 P04075
O94855 Q6PIY5
Q6P4D5 P49190
O95389 O15218
Q6NUJ1 Q9NPI5
Q6NUJ1 P59074
Q6NUJ1 Q8IY67
Q8TD46 Q9NPA0
P12830 P15907
Q04743 P12838
Q04741 P35659
A6NI15 Q9HCN3
P78552 P51659
P78552 P48051
Q8NFZ5 Q9UBI9
Q8NFZ5 P19237
Q9H720 Q92734
Q9H720 P0CJ85
Q9H3S3 Q7Z6J6
Q9NPJ4 Q93083
Q02742 Q96IQ7
Q02742 Q15042
Q9H313 O60493
Q6XR72 Q6X784
Q8N1C3 Q9BZE9
Q8N1C3 Q6PJG6
Q8N1C3 P48960
Q8N1C3 P0DMV0
Q9H7X0 Q9NRQ2
P07951 P19338
O43555 Q5MCW4
O43557 Q5BKX8
O43557 P83881
O43557 Q5T4B2
Q3ZCQ8 P41219
Q3ZCQ8 O95835
B2RUZ4 P11168
P46952 Q9HCL2
Q96MA6 P61019
A6NIZ1 Q5T619
Q96MA1 P27482
Q8N5G0 Q8N442
Q8N5G0 Q8NFD2
Q8N5G0 Q6TFL4
Q8N5G0 O14545
Q8N5G0 Q14114
Q6ZMV7 Q96LR9
Q6ZMV7 Q96DA6
Q7Z2G1 A8MXQ7
Q7Z2G1 Q9Y5F2
Q6ZMV5 Q8TC76
Q14695 Q99856
Q14694 Q9NQS5
Q14691 P26374
Q6IEU7 Q8NEA9
Q9BYZ2 Q8N6N6
Q9BYZ8 Q8TF61
Q9BYZ8 Q8NFT8
Q9BYZ8 Q9BYV6
Q9BYZ8 Q8N9K5
Q16696 A6NGN9
Q16695 P23759
Q5SY80 P36575
Q16690 Q9H6D3
O14817 Q16620
Q8N3Y1 P01111
Q16698 Q9H3M0
Q16698 Q7L804
Q9NTG7 Q9UIR0
Q96B33 A0A096LP49
Q9UPT5 Q6PEW0
Q96B36 Q9ULJ3
Q96B36 P0CG23
Q96HY7 P01213
Q3MHD2 Q13418
O60304 Q8N8Q1
Q96QD9 Q9Y6D0
Q9UKJ1 Q9Y2P8
Q9UKJ1 Q8NBD8
O60308 P80404
P47929 O43304
O60909 O43316
O60909 P06576
O60906 P23193
O60906 Q92585
Q9NXG6 Q99624
Q9NXG6 Q9P1W8
Q9NQH7 P42575
Q9NQH7 Q99727
Q9UBP9 Q9H0W8
Q9UBP5 Q96RR4
Q9UBP5 Q9UBP0
Q9UBP5 Q9BXC9
P0C7V7 Q14137
P0C7V7 A1A4S6
Q9BTE3 B6A8C7
Q6UW88 Q99732
Q6UW88 P25105
P29376 P33240
P29376 Q8NBV4
P21554 Q9BXF6
P21554 Q15072
P21554 Q9Y2L8
Q9H5J8 Q5VTM2
Q9H5J8 Q68EA5
P63302 Q6UY18
Q86XI6 Q8N7X4
Q9H5J4 P17040
Q9H5J4 Q5T5C0
Q9H5J4 Q8N8H1
P25116 P40926
Q9NUW8 P54852
Q9NQR9 Q9Y2Z0
Q9NQR9 Q9NYK5
Q15349 Q96S19
Q63ZY3 Q17RY0
Q9NSC5 Q9Y3C7
Q9NSC7 O60683
Q9NSC7 Q12841
Q15274 Q8N271
Q15276 Q8NE00
P68366 A0A1B0GTK5
P68366 A8MXV6
P68366 P01733
Q7L4P6 Q8WWV3
O00148 Q8NGV7
A6NEF3 Q9UDX5
O00142 Q9UH77
O00142 P53367
Q6IF99 Q8WWF5
Q6IF99 O94933
P15173 Q9NPH3
P59780 Q9H6D8
P68363 Q96A98
Q5U4P2 Q7Z353
Q12846 Q86Y78
Q9BS92 P23297
Q9UJQ1 Q6NY19
Q9UJQ1 Q7Z4H7
Q9BS91 Q9H8M5
Q9BS91 Q9H0K4
Q9BPU9 Q96DX5
Q9BPU9 P35243
A7E2F4 Q8N6Q8
A7E2F4 Q9NWT8
Q8NBS9 Q9H4P4
P51003 Q0VD83
P51003 P10619
Q9BQI4 Q5JRV8
P52209 Q9NUQ9
Q96FE7 O60279
Q9UL03 P04179
Q96CF2 Q8NHP1
Q9P2F9 P0DN87
Q9P2F9 Q9UN42
Q9P2F9 Q1A5X6
P31269 O15116
Q504T8 Q8N9U0
Q504T8 P17041
P31267 Q99541
Q15311 Q9Y221
Q15311 Q9P0T7
P54578 Q1W4C9
P55273 Q13526
P31260 O95859
O95158 Q15466
Q9H6Z4 P33076
Q9H6Z4 Q9NVE4
Q9H6Z4 O95780
Q5VVY1 Q8NHK3
Q5VVY1 P22735
P63000 Q6NUS6
P63000 Q68BL7
P63000 P02655
P63000 Q15560
Q6ZRN7 Q9BW92
Q9H6Z9 Q12852
Q7Z4R8 Q96TA0
Q7Z4R8 P24723
Q9C004 Q14126
Q9NP72 Q96JH8
Q9NZU0 Q8NH49
Q9NZU0 Q9P003
P30874 Q86TI4
P30874 A8K855
Q6BAA4 Q86WX3
Q8NE28 Q8WUN7
Q8NE28 Q9UGY1
Q6PJW8 A1A4F0
Q6GTX8 Q96AY2
P00736 Q8N4P6
Q9BUE6 Q9UMY4
P18887 P50336
Q9UKG4 Q9Y6Q6
Q9UKG4 Q15238
Q9UQK1 Q9BXX0
Q9HBF4 P08754
Q96FV2 Q8NHU0
Q96FV2 P11161
P43359 Q5TAB7
Q96FV3 Q9Y6K8
Q96FV3 P49759
O15397 Q9P1U0
P60014 A0AVF1
P43355 Q9Y5P6
P07766 Q9NQ48
P78333 Q9HBW0
Q12840 Q15629
Q12840 P08754
P18084 Q9H7C9
P28749 Q5TGL8
P52758 Q13106
P25929 P16422
P25929 A0AUZ9
Q8N2Z9 Q8IXR5
Q8N2Z9 O95843
Q9H606 Q9Y4E8
P35527 I3L0S3
P35527 Q9H2C5
P18089 Q96EL3
P09651 Q9UL16
Q6P5X5 P23435
Q6P5X5 Q14012
Q6P5X5 Q9UPY6
Q6P5X5 A6NJ08
Q9NYW8 Q8WUZ0
Q9H7T9 O43747
P68104 Q9Y3B7
P68104 P05538
P68106 Q9HCI5
Q8N196 Q7L4I2
Q8N196 Q9UI95
Q7Z5P4 Q8NHQ1
Q8TDS4 Q01113
P08651 P59037
P08651 Q6ZT52
P08651 Q9H4I3
Q8N2K1 Q9P2Q2
Q8N8Y5 Q96NY9
Q8N8Y5 Q53QW1
Q8N8Y5 P0CE67
Q92765 Q9NTZ6
Q92765 Q96T53
Q14192 P08172
Q05195 P60468
Q05195 Q9BYV8
Q14197 Q86UV6
Q14197 E7ETH6
Q14195 Q9NPZ5
Q14195 Q9UNW8
P60484 Q9C0J1
P46093 Q6IA17
P46092 A4FU49
P10163 Q96GC6
O60683 Q96BP2
O60683 Q96KD3
O60687 Q9UK97
O60687 P20336
O60684 Q8NBQ5
P61296 Q8NEB9
Q8NHA4 Q8IYT8
Q8TB96 A6NCJ1
Q32ZL2 P07197
Q32ZL2 Q9H5L6
A6NMS3 O94905
Q8TBE9 Q14C87
Q8WV92 P29279
Q8WV92 Q6U949
O75648 Q8WV44
Q5HYK9 Q5GAN6
P23458 Q8WXQ3
Q8WTX9 P81605
Q8NGV6 P28698
Q8NGV7 O00255
Q8NGV7 Q9NXR1
Q8NGV7 P23219
Q2M2I5 Q9H3Z4
Q6IAN0 O60320
Q6IAN0 Q9NZQ8
O43763 P01871
O43763 P59052
Q8N907 Q14184
Q2M2I8 P78417
Q2M2I8 P05093
A0A1B0GTZ2 Q99705
A0A1B0GTZ2 Q71F78
Q8WWY8 P04264
Q8WWY8 P98153
Q8WWY8 Q86VZ4
Q14739 Q92537
Q15121 Q8N448
Q15121 Q9BZF2
Q15121 Q693B1
Q5TCZ1 Q6P988
Q5TCZ1 A6NJ69
P54646 Q7Z6M2
P54646 Q8TBZ6
P51957 Q9BXU0
P51957 P13987
P51957 Q96A54
Q99741 O43159
Q99742 Q9HAZ1
Q99742 Q96MA6
O94826 Q13394
Q99747 P04279
Q99747 Q6UXM1
Q99747 P80294
O94827 Q9BYD5
P36955 Q9NR20
O43491 Q9Y6Y9
O43491 O15393
O43490 P0C645
O43490 Q9BW30
O43493 A0PJX4
Q8N635 Q86X95
Q6IN85 P09488
Q96DP5 Q02223
Q7Z3Q1 Q6ZN66
Q7Z3Q1 Q9HB07
Q4G0T1 P56750
Q4G0T1 O43315
Q6L8Q7 Q9Y6B6
Q6L8Q7 Q6IMI6
Q9ULS6 Q86SM5
Q15485 Q8N6T7
Q15485 Q9NP79
Q17RP2 P50553
Q17RP2 Q9NXE8
O15553 Q9ULW3
Q8IWF2 O75508
O15554 Q8IXI1
O15554 Q8NH50
O15554 Q6NXT2
O15554 Q16890
P48029 P78317
Q8N3R3 O60269
Q8N3R3 A6NKQ9
