proteinA,proteinB,interaction
Q12239,P80667,0
Q12239,P38292,0
Q12239,Q05871,0
Q12239,Q03694,0
Q12239,P53248,0
Q12239,P13711,0
Q12239,P32573,0
P40071,P34230,0
P40071,P36168,0
P40071,P53248,0
P40071,P41903,0
P40071,P39108,0
P40071,Q06169,0
P40071,Q12405,0
P40071,Q05871,0
P40071,P46983,0
P40071,Q12462,0
P53271,Q08215,0
P53271,Q06169,0
P53271,P38855,0
P53271,Q12524,0
P53271,P41903,0
P53271,P39108,0
P53271,P13711,0
P53271,Q04370,0
P53271,P80667,0
P53271,P46983,0
Q06346,P80667,0
Q06346,Q03370,0
Q06346,P23542,0
Q06346,Q07418,0
Q06346,P23542,0
Q06346,P50091,0
Q06346,P53184,0
Q06346,P32800,0
Q06346,Q03370,0
Q06346,P53248,0
Q03921,Q07418,0
Q03921,P32573,0
Q03921,P46983,0
Q03921,P29340,0
Q03921,P41903,0
Q03921,P32796,0
Q03921,Q12462,0
Q03921,P41909,0
Q03921,Q05871,0
Q03921,Q08215,0
Q03860,Q12527,0
Q03860,Q03824,0
Q03860,Q02969,0
Q03860,P34230,0
Q03860,Q02969,0
Q03860,P24004,0
Q03860,P32800,0
Q03860,P41903,0
Q03860,P39718,0
Q03860,P32796,0
Q04767,P32796,0
Q04767,P33760,0
Q04767,P32800,0
Q04767,P13711,0
Q04767,P53112,0
Q04767,P53112,0
Q04767,Q12462,0
Q04767,P13711,0
Q04767,P32800,0
Q04767,P38855,0
P36164,Q12524,0
P36164,P50091,0
P36164,P29340,0
P36164,P53248,0
P36164,P38137,0
P36164,P33760,0
P36164,P35056,0
P36164,P38855,0
P36164,P13711,0
P36164,P39718,0
P36125,P41909,0
P36125,P40155,0
P36125,P80667,0
P36125,P39718,0
P36125,P39718,0
P36125,P50091,0
P36125,Q04370,0
P36125,P28795,0
P36125,P50091,0
P36125,Q12527,0
P34237,Q12527,0
P34237,P32800,0
P34237,P32800,0
P34237,P32800,0
P34237,Q07418,0
P34237,P29340,0
P34237,P27796,0
P34237,P32800,0
P34237,Q02969,0
P34237,P25584,0
P35844,Q07418,0
P35844,P35056,0
P35844,P32796,0
P35844,P36168,0
P35844,P33760,0
P35844,P32800,0
P35844,P50091,0
P35844,P32796,0
P35844,P53184,0
P35844,P23542,0
P36096,P28795,0
P36096,Q04370,0
P36096,Q12524,0
P36096,P41903,0
P36096,P34230,0
P36096,P38292,0
P36096,P40155,0
P36096,P53112,0
P36096,P41903,0
P36096,Q12524,0
P47818,P38292,0
P47818,Q04370,0
P47818,P29340,0
P47818,P80667,0
P47818,Q07418,0
P47818,P32573,0
P47818,P36168,0
P47818,P36168,0
P47818,P38137,0
P47818,P32573,0
P40395,Q02969,0
P40395,P41903,0
P40395,P29340,0
P40395,P25584,0
P40395,P32573,0
P40395,Q04370,0
P40395,P35056,0
P40395,Q06169,0
P40395,Q03824,0
P40395,Q06169,0
P40094,Q12527,0
P40094,P53112,0
P40094,P53248,0
P40094,P28795,0
P40094,P25584,0
P40094,P32800,0
P40094,Q03370,0
P40094,P33760,0
P40094,P53248,0
P40094,P36168,0
Q03554,P29340,0
Q03554,P80667,0
Q03554,P80667,0
Q03554,P41909,0
Q03554,P53184,0
Q03554,Q12462,0
Q03554,P32796,0
Q03554,P28795,0
Q03554,Q07418,0
Q03554,Q04370,0
P38166,Q03370,0
P38166,Q06497,0
P38166,P40155,0
P38166,Q07418,0
P38166,P32796,0
P38166,Q04370,0
P38166,P38137,0
P38166,P24004,0
P38166,P50091,0
P38166,P41909,0
P53037,P53248,0
P53037,P50091,0
P53037,P24004,0
P53037,Q12462,0
P53037,P25584,0
P53037,P23542,0
P53037,P41903,0
P53037,Q05871,0
P53037,P32573,0
P53037,Q12527,0
P53079,Q12405,0
P53079,Q03370,0
P53079,Q12527,0
P53079,P50091,0
P53079,P46983,0
P53079,P38292,0
P53079,Q12524,0
P53079,P33760,0
P53079,P39108,0
P53079,Q02969,0
P53195,Q12462,0
P53195,P39108,0
P53195,P80667,0
P53195,P46983,0
P53195,P32800,0
P53195,Q05871,0
P53195,P33760,0
P53195,P39108,0
P53195,P34230,0
P53195,P32800,0
P53951,P34230,0
P53951,Q03370,0
P53951,P46983,0
P53951,P50091,0
P53951,P33760,0
P53951,P50091,0
P53951,P36168,0
P53951,P38855,0
P53951,Q04370,0
P53951,P35056,0
Q04632,Q12462,0
Q04632,P32573,0
Q04632,Q12524,0
Q04632,P38292,0
Q04632,P34230,0
Q04632,P46983,0
Q04632,P28795,0
Q04632,Q03824,0
Q04632,P53112,0
Q04632,P32800,0
P53959,Q12527,0
P53959,Q05871,0
P53959,P38137,0
P53959,P80667,0
P53959,Q06169,0
P53959,P50091,0
P53959,Q03694,0
P53959,Q12405,0
P53959,P32573,0
P53959,P38137,0
Q03660,P34230,0
Q03660,P35056,0
Q03660,Q12405,0
Q03660,P23542,0
Q03660,P53184,0
Q03660,P50091,0
Q03660,P34230,0
Q03660,Q12527,0
Q03660,Q08215,0
Q03660,P53184,0
P47064,P41909,0
P47064,P28795,0
P47064,Q04370,0
P47064,Q03370,0
P47064,P28795,0
P47064,P32800,0
P47064,P46983,0
P47064,P41903,0
P47064,P32796,0
P47064,Q03370,0
P53314,P24004,0
P53314,P36168,0
P53314,P34230,0
P53314,Q03370,0
P53314,P32573,0
P53314,Q06169,0
P53314,P53248,0
P53314,P46983,0
P53314,P39718,0
P53314,Q03370,0
P38682,P39718,0
P38682,P36168,0
P38682,Q05871,0
P38682,P38137,0
P38682,P41909,0
P38682,P32796,0
P38682,P32800,0
P38682,Q02969,0
P38682,P32800,0
P38682,Q06497,0
P47166,Q07418,0
P47166,P32796,0
P47166,P53184,0
P47166,Q03694,0
P47166,P80667,0
P47166,P36168,0
P47166,Q12527,0
P47166,Q12527,0
P47166,Q12462,0
P47166,P34230,0
P39526,Q07418,0
P39526,Q03824,0
P39526,Q05568,0
P39526,Q05871,0
P39526,P50091,0
P39526,Q06169,0
P39526,P13711,0
P39526,P38292,0
P39526,P29340,0
P39526,P41903,0
P16664,Q06497,0
P16664,P32800,0
P16664,Q03370,0
P16664,Q03694,0
P16664,P41903,0
P16664,P28795,0
P16664,Q05871,0
P16664,Q02969,0
P16664,P39108,0
P16664,P28795,0
P42223,P39718,0
P42223,Q07418,0
P42223,P33760,0
P42223,P39108,0
P42223,Q12524,0
P42223,P34230,0
P42223,P36168,0
P42223,P35056,0
P42223,Q05568,0
P42223,Q03370,0
P46682,P32800,0
P46682,P53248,0
P46682,P46983,0
P46682,P32796,0
P46682,Q12527,0
P46682,P25584,0
P46682,P32573,0
P46682,Q04370,0
P46682,Q08215,0
P46682,Q12462,0
Q08951,P23542,0
Q08951,Q08215,0
Q08951,Q12462,0
Q08951,P29340,0
Q08951,P40155,0
Q08951,P40155,0
Q08951,P35056,0
Q08951,P24004,0
Q08951,P41903,0
Q08951,P35056,0
P38153,P25584,0
P38153,P28795,0
P38153,Q05568,0
P38153,P34230,0
P38153,Q07418,0
P38153,Q12405,0
P38153,P24004,0
P38153,P50091,0
P38153,P39108,0
P38153,P25584,0
P40009,Q12527,0
P40009,P25584,0
P40009,P39108,0
P40009,P25584,0
P40009,Q03824,0
P40009,P53248,0
P40009,P25584,0
P40009,P24004,0
P40009,Q12405,0
P40009,Q02969,0
P37296,P28795,0
P37296,P28795,0
P37296,Q03370,0
P37296,P13711,0
P37296,Q06497,0
P37296,P38292,0
P37296,P13711,0
P37296,P36168,0
P37296,P25584,0
P37296,Q06169,0
P40527,P34230,0
P40527,Q06497,0
P40527,P46983,0
P40527,P28795,0
P40527,Q03824,0
P40527,P29340,0
P40527,Q05871,0
P40527,P34230,0
P40527,P33760,0
P40527,Q05871,0
P11655,Q12527,0
P11655,Q03824,0
P11655,Q03824,0
P11655,P39718,0
P11655,Q05568,0
P11655,P39718,0
P11655,P32800,0
P11655,P38855,0
P11655,P23542,0
P11655,P41909,0
P50108,P41909,0
P50108,Q04370,0
P50108,Q12405,0
P50108,P80667,0
P50108,P38137,0
P50108,P38137,0
P50108,Q07418,0
P50108,P35056,0
P50108,P38855,0
P50108,Q06169,0
P25641,P35056,0
P25641,P41909,0
P25641,P46983,0
P25641,P38855,0
P25641,P13711,0
P25641,P35056,0
P25641,Q12524,0
P25641,Q12405,0
P25641,Q06497,0
P25641,P33760,0
P25365,Q03370,0
P25365,Q04370,0
P25365,P41909,0
P25365,Q06497,0
P25365,Q12405,0
P25365,Q12462,0
P25365,P53184,0
P25365,P53184,0
P25365,P38292,0
P25365,Q06169,0
P54837,P32800,0
P54837,P38137,0
P54837,Q03370,0
P54837,P32796,0
P54837,P53112,0
P54837,Q05871,0
P54837,P53184,0
P54837,P38855,0
P54837,Q03694,0
P54837,P53184,0
P36051,P28795,0
P36051,P80667,0
P36051,P36168,0
P36051,Q12527,0
P36051,P32796,0
P36051,P35056,0
P36051,P80667,0
P36051,P38137,0
P36051,P28795,0
P36051,P24004,0
Q12382,P32796,0
Q12382,P39718,0
Q12382,Q05568,0
Q12382,Q08215,0
Q12382,P39108,0
Q12382,P53184,0
Q12382,Q05871,0
Q12382,Q08215,0
Q12382,Q06497,0
Q12382,P32573,0
P53173,P23542,0
P53173,P50091,0
P53173,Q06497,0
P53173,P80667,0
P53173,P24004,0
P53173,P29340,0
P53173,P53112,0
P53173,Q06169,0
P53173,Q04370,0
P53173,P38855,0
P39727,P29340,0
P39727,P50091,0
P39727,P13711,0
P39727,Q02969,0
P39727,P32796,0
P39727,P24004,0
P39727,P27796,0
P39727,P38137,0
P39727,P38855,0
P39727,Q08215,0
Q04651,Q03694,0
Q04651,Q12462,0
Q04651,P39108,0
Q04651,P39718,0
Q04651,Q12462,0
Q04651,Q04370,0
Q04651,P28795,0
Q04651,Q07418,0
Q04651,P53184,0
Q04651,P36168,0
Q12402,Q06497,0
Q12402,P32573,0
Q12402,P32573,0
Q12402,P53184,0
Q12402,Q12462,0
Q12402,Q12462,0
Q12402,P28795,0
Q12402,Q03370,0
Q12402,Q12462,0
Q12402,P41903,0
P53192,Q03694,0
P53192,Q03694,0
P53192,P80667,0
P53192,P32800,0
P53192,P24004,0
P53192,Q03694,0
P53192,P35056,0
P53192,Q06497,0
P53192,Q07418,0
P53192,Q03694,0
P53039,Q05568,0
P53039,P80667,0
P53039,Q05871,0
P53039,P32800,0
P53039,P38855,0
P53039,Q12524,0
P53039,P39718,0
P53039,P38292,0
P53039,P40155,0
P53039,P53112,0
P40056,P23542,0
P40056,Q03824,0
P40056,P53184,0
P40056,Q03824,0
P40056,P38137,0
P40056,P28795,0
P40056,P39718,0
P40056,P28795,0
P40056,P38855,0
P40056,P39108,0
Q02896,P29340,0
Q02896,P32573,0
Q02896,P25584,0
Q02896,P53184,0
Q02896,Q06169,0
Q02896,Q04370,0
Q02896,P53112,0
Q02896,Q03370,0
Q02896,P40155,0
Q02896,Q12527,0
P41806,P32796,0
P41806,Q04370,0
P41806,Q12524,0
P41806,Q12527,0
P41806,Q12462,0
P41806,P38855,0
P41806,Q12527,0
P41806,Q12524,0
P41806,P80667,0
P41806,P35056,0
P38221,P39108,0
P38221,Q12405,0
P38221,P28795,0
P38221,P23542,0
P38221,P28795,0
P38221,P23542,0
P38221,P25584,0
P38221,P46983,0
P38221,P34230,0
P38221,Q02969,0
P31755,Q12527,0
P31755,Q05871,0
P31755,P53248,0
P31755,Q12524,0
P31755,Q03370,0
P31755,P27796,0
P31755,Q12527,0
P31755,P36168,0
P31755,P35056,0
P31755,P13711,0
Q06541,P28795,0
Q06541,Q02969,0
Q06541,Q06497,0
Q06541,Q04370,0
Q06541,P38292,0
Q06541,P50091,0
Q06541,Q03694,0
Q06541,Q12462,0
Q06541,P27796,0
Q06541,P53248,0
Q06096,P32573,0
Q06096,Q04370,0
Q06096,Q12405,0
Q06096,Q08215,0
Q06096,Q07418,0
Q06096,Q12462,0
Q06096,P41903,0
Q06096,Q05568,0
Q06096,Q05871,0
Q06096,P53112,0
P53845,P23542,0
P53845,Q04370,0
P53845,P32573,0
P53845,P38137,0
P53845,Q12462,0
P53845,Q05871,0
P53845,Q06497,0
P53845,P38292,0
P53845,P32796,0
P39107,Q03824,0
P39107,Q03824,0
P39107,Q03694,0
P39107,Q03370,0
P39107,Q06497,0
P39107,Q03370,0
P39107,Q12527,0
P39107,P40155,0
P39107,P39108,0
P39107,P38855,0
P23642,P41909,0
P23642,Q06497,0
P23642,P80667,0
P23642,P41903,0
P23642,P32573,0
P23642,Q03370,0
P23642,Q06169,0
P23642,Q03694,0
P23642,P24004,0
P23642,Q04370,0
P32629,P80667,0
P32629,Q02969,0
P32629,P27796,0
P32629,P53248,0
P32629,P27796,0
P32629,P29340,0
P32629,P41903,0
P32629,P23542,0
P32629,P80667,0
P32629,P32800,0
P32803,P25584,0
P32803,P32573,0
P32803,Q05568,0
P32803,P38137,0
P32803,Q12405,0
P32803,P38855,0
P32803,Q12524,0
P32803,P40155,0
P32803,Q06169,0
P32803,P80667,0
P31109,P53248,0
P31109,P24004,0
P31109,P25584,0
P31109,Q04370,0
P31109,P32573,0
P31109,P32800,0
P31109,P80667,0
P31109,P35056,0
P31109,P32573,0
P31109,P53112,0
P32913,P39718,0
P32913,P23542,0
P32913,Q04370,0
P32913,Q06497,0
P32913,Q03824,0
P32913,P36168,0
P32913,P33760,0
P32913,Q03824,0
P32913,Q03370,0
P32913,P40155,0
P39010,P28795,0
P39010,P33760,0
P39010,P33760,0
P39010,P38292,0
P39010,Q08215,0
P39010,P33760,0
P39010,Q04370,0
P39010,Q02969,0
P39010,Q04370,0
P39010,P36168,0
P38182,Q12405,0
P38182,P28795,0
P38182,P29340,0
P38182,Q03694,0
P38182,P46983,0
P38182,P36168,0
P38182,Q03370,0
P38182,P38292,0
P38182,Q03694,0
P38182,Q12527,0
P20606,P25584,0
P20606,Q12527,0
P20606,Q03694,0
P20606,P25584,0
P20606,P13711,0
P20606,P35056,0
P20606,P50091,0
P20606,Q04370,0
P20606,P53112,0
P20606,P32796,0
P15303,P13711,0
P15303,Q04370,0
P15303,P35056,0
P15303,P34230,0
P15303,Q04370,0
P15303,P53248,0
P15303,Q05871,0
P15303,P39108,0
P15303,Q05871,0
P15303,P41909,0
P46989,Q03824,0
P46989,Q06497,0
P46989,Q04370,0
P46989,P35056,0
P46989,P32796,0
P46989,Q03824,0
P46989,P13711,0
P46989,Q05568,0
P46989,P32796,0
P46989,P34230,0
P11075,P39718,0
P11075,P38292,0
P11075,P28795,0
P11075,Q06497,0
P11075,Q07418,0
P11075,Q02969,0
P11075,Q05871,0
P11075,P53248,0
P11075,P39718,0
P11075,Q07418,0
P32893,P32800,0
P32893,Q03694,0
P32893,Q12405,0
P32893,P53112,0
P32893,P33760,0
P32893,Q03694,0
P32893,Q07418,0
P32893,Q08215,0
P32893,P53184,0
P32893,P39108,0
Q12191,P53112,0
Q12191,Q06497,0
Q12191,Q12462,0
Q12191,Q12527,0
Q12191,Q03370,0
Q12191,P13711,0
Q12191,Q04370,0
Q12191,Q12405,0
Q12191,Q02969,0
Q12191,P32796,0
Q04410,P41903,0
Q04410,Q12405,0
Q04410,P33760,0
Q04410,P38855,0
Q04410,P50091,0
Q04410,Q04370,0
Q04410,Q12524,0
Q04410,Q12524,0
Q04410,P40155,0
Q04410,P33760,0
P53622,P34230,0
P53622,Q12527,0
P53622,P29340,0
P53622,P53184,0
P53622,Q12405,0
P53622,Q03694,0
P53622,Q03370,0
P53622,P33760,0
P53622,P50091,0
P53622,Q08215,0
P32074,P36168,0
P32074,Q07418,0
P32074,P13711,0
P32074,Q06497,0
P32074,Q12524,0
P32074,P50091,0
P32074,Q12462,0
P32074,P53184,0
P32074,P29340,0
P32074,P50091,0
Q06704,P38855,0
Q06704,P32796,0
Q06704,P53248,0
Q06704,Q05871,0
Q06704,P35056,0
Q06704,Q12524,0
Q06704,Q05871,0
Q06704,P38292,0
Q06704,P33760,0
Q06704,Q05871,0
P35845,Q08215,0
P35845,P29340,0
P35845,P53184,0
P35845,P32796,0
P35845,Q03370,0
P35845,P41909,0
P35845,P53248,0
P35845,P24004,0
P35845,P35056,0
P35845,P33760,0
Q92331,Q06497,0
Q92331,P80667,0
Q92331,Q02969,0
Q92331,P41903,0
Q92331,P32796,0
Q92331,Q07418,0
Q92331,P13711,0
Q92331,P40155,0
Q92331,Q04370,0
Q92331,P29340,0
Q12154,P39108,0
Q12154,P33760,0
Q12154,Q12405,0
Q12154,Q12405,0
Q12154,P50091,0
Q12154,P50091,0
Q12154,P13711,0
Q12154,Q03370,0
Q12154,P34230,0
Q12154,Q03694,0
P25386,Q06497,0
P25386,P32796,0
P25386,Q08215,0
P25386,P25584,0
P25386,P50091,0
P25386,P38855,0
P25386,P32796,0
P25386,Q12462,0
P25386,Q06169,0
P25386,Q12527,0
P40482,P38292,0
P40482,Q03694,0
P40482,P40155,0
P40482,Q05871,0
P40482,Q03694,0
P40482,P38137,0
P40482,P32573,0
P40482,P27796,0
P40482,P36168,0
P40482,P38292,0
P22803,P35056,0
P22803,Q03370,0
P22803,Q06169,0
P22803,P36168,0
P22803,P40155,0
P22803,P53112,0
P22803,Q05568,0
P22803,Q06497,0
P22803,P36168,0
P22803,Q03370,0
P40529,P38292,0
P40529,P32573,0
P40529,P32796,0
P40529,P41909,0
P40529,Q06497,0
P40529,P27796,0
P40529,Q04370,0
P40529,P36168,0
P40529,Q07418,0
P40529,P35056,0
P38814,P35056,0
P38814,P41909,0
P38814,Q03370,0
P38814,Q03694,0
P38814,P32800,0
P38814,Q12527,0
P38814,P40155,0
P38814,P35056,0
P38814,P40155,0
P38814,Q04370,0
P47160,P25584,0
P47160,Q03370,0
P47160,P25584,0
P47160,Q12405,0
P47160,P34230,0
P47160,Q03694,0
P47160,P46983,0
P47160,Q05568,0
P47160,P80667,0
P47160,Q03694,0
P35197,P32573,0
P35197,Q06169,0
P35197,Q04370,0
P35197,Q12527,0
P35197,P38855,0
P35197,P27796,0
P35197,P28795,0
P35197,Q03370,0
P35197,Q04370,0
P35197,Q07418,0
P22211,P25584,0
P22211,Q03824,0
P22211,Q06497,0
P22211,P50091,0
P22211,Q05871,0
P22211,P41909,0
P22211,P53112,0
P22211,P38137,0
P22211,P24004,0
P22211,P40155,0
P41810,P27796,0
P41810,Q05568,0
P41810,P50091,0
P41810,Q05568,0
P41810,P39718,0
P41810,Q05568,0
P41810,P50091,0
P41810,P24004,0
P41810,P38292,0
P41810,Q05568,0
P53600,P41903,0
P53600,P35056,0
P53600,P41903,0
P53600,P32796,0
P53600,Q02969,0
P53600,P41909,0
P53600,Q05871,0
P53600,P32800,0
P53600,P39108,0
P53600,P35056,0
P40509,Q03824,0
P40509,P53184,0
P40509,P25584,0
P40509,P38855,0
P40509,Q07418,0
P40509,P29340,0
P40509,P53184,0
P40509,P53184,0
P40509,Q12462,0
P40509,Q06169,0
P43621,Q03370,0
P43621,Q02969,0
P43621,P38855,0
P43621,Q06497,0
P43621,P32796,0
P43621,P41909,0
P43621,Q07418,0
P43621,P36168,0
P43621,Q05568,0
P43621,Q05871,0
P41811,Q08215,0
P41811,Q04370,0
P41811,P33760,0
P41811,P32796,0
P41811,Q08215,0
P41811,Q12524,0
P41811,P35056,0
P41811,Q05871,0
P41811,Q06169,0
P41811,Q05871,0
Q12028,P80667,0
Q12028,Q12524,0
Q12028,Q06169,0
Q12028,P50091,0
Q12028,P25584,0
Q12028,P41903,0
Q12028,P39108,0
Q12028,P41903,0
Q12028,P35056,0
Q12028,P33760,0
P38810,Q12524,0
P38810,P27796,0
P38810,P35056,0
P38810,P34230,0
P38810,Q03694,0
P38810,P53184,0
P38810,P38855,0
P38810,P27796,0
P38810,P23542,0
P38810,Q06169,0
P35181,P23542,0
P35181,P36168,0
P35181,P38137,0
P35181,Q03370,0
P35181,P29340,0
P35181,P24004,0
P35181,P25584,0
P35181,Q07418,0
P35181,P80667,0
P35181,P39108,0
P38873,P53112,0
P38873,P80667,0
P38873,P38292,0
P38873,P29340,0
P38873,Q03824,0
P38873,P33760,0
P38873,Q03824,0
P38873,P40155,0
P38873,P50091,0
P38873,P25584,0
P41318,P28795,0
P41318,Q12527,0
P41318,P41903,0
P41318,P13711,0
P41318,P13711,0
P41318,P53248,0
P41318,P53184,0
P41318,P53248,0
P41318,Q03694,0
P41318,Q03694,0
Q08921,P24004,0
Q08921,P35056,0
Q08921,Q08215,0
Q08921,Q08215,0
Q08921,P36168,0
Q08921,Q04370,0
Q08921,P50091,0
Q08921,Q07418,0
Q08921,P29340,0
Q08921,Q06497,0
Q12246,P29340,0
Q12246,Q12462,0
Q12246,P53248,0
Q12246,P53112,0
Q12246,P53248,0
Q12246,Q05568,0
Q12246,P80667,0
Q12246,P32796,0
Q12246,Q12524,0
Q12246,P34230,0
P32600,Q05568,0
P32600,Q05871,0
P32600,Q12462,0
P32600,P39718,0
P32600,P25584,0
P32600,P39108,0
P32600,P36168,0
P32600,P25584,0
P32600,P29340,0
P32600,P38855,0
P17065,P50091,0
P17065,P24004,0
P17065,P32573,0
P17065,P24004,0
P17065,P53112,0
P17065,Q02969,0
P17065,P23542,0
P17065,P53248,0
P17065,P39108,0
P17065,P23542,0
Q04338,P32912,0
Q04338,P39981,0
Q04338,P38247,0
Q04338,Q08743,0
Q04338,P14772,0
Q04338,Q07895,0
Q04338,Q12241,0
Q04338,P42836,0
Q04338,P38310,0
Q04338,P38821,0
Q12142,Q12255,0
Q12142,P32318,0
Q12142,Q05899,0
Q12142,Q08921,0
Q12142,Q03730,0
Q12142,P40857,0
Q12142,P38742,0
Q12142,Q04602,0
Q12142,P32912,0
Q12142,P38329,0
Q01590,P32578,0
Q01590,P32366,0
Q01590,Q07549,0
Q01590,P38959,0
Q01590,P43601,0
Q01590,P41318,0
Q01590,P34756,0
Q01590,P00729,0
Q01590,Q12331,0
Q01590,P38176,0
P22214,P38310,0
P22214,P47040,0
P22214,Q03730,0
P22214,P22855,0
P22214,P38959,0
P22214,P41807,0
P22214,Q03897,0
P22214,P35845,0
P11076,Q12241,0
P11076,P17255,0
P11076,P47818,0
P11076,P32842,0
P11076,P17255,0
P11076,Q12255,0
P11076,Q12324,0
P11076,P32912,0
P11076,P32913,0
P11076,Q03899,0
Q02804,P38836,0
Q02804,P37302,0
Q02804,Q12380,0
Q02804,P39981,0
Q02804,P50944,0
Q02804,P53947,0
Q02804,P34756,0
Q02804,P27801,0
Q02804,Q12331,0
Q02804,Q12003,0
P38817,P41318,0
P38817,P14772,0
P38817,Q08236,0
P38817,P53950,0
P38817,P41807,0
P38817,Q12121,0
P38817,P14904,0
P38817,Q12408,0
P38817,P32318,0
P38817,P32837,0
Q08144,P33894,0
Q08144,P32318,0
Q08144,P14359,0
Q08144,P53950,0
Q08144,P20795,0
Q08144,Q12473,0
Q08144,P38356,0
Q08144,P32600,0
Q08144,Q04562,0
Q08144,P34240,0
P32319,P53950,0
P32319,P40501,0
P32319,P32842,0
P32319,P37302,0
P32319,P12868,0
P32319,P27801,0
P32319,P43560,0
P32319,P32318,0
P32319,P32386,0
P32319,P47818,0
Q06815,P38273,0
Q06815,Q12408,0
Q06815,P38742,0
Q06815,P42839,0
Q06815,P25613,0
Q06815,P27801,0
Q06815,Q04602,0
Q06815,P32912,0
Q06815,P42836,0
Q06815,P47075,0
P13134,P36051,0
P13134,P38929,0
P13134,P32386,0
P13134,P38142,0
P13134,P40061,0
P13134,P33894,0
P13134,P33894,0
P13134,Q02725,0
P13134,Q12380,0
P13134,Q12331,0
Q12071,Q12331,0
Q12071,P38821,0
Q12071,P42839,0
Q12071,P42839,0
Q12071,Q08236,0
Q12071,Q12301,0
Q12071,Q04991,0
Q12071,P53104,0
Q12071,Q12003,0
Q12071,P25568,0
P39904,P32837,0
P39904,P40857,0
P39904,P36051,0
P39904,P39981,0
P39904,P32578,0
P39904,Q04491,0
P39904,P32939,0
P39904,P41807,0
P39904,P38244,0
P39904,P27614,0
Q05919,P27801,0
Q05919,P09232,0
Q05919,Q07468,0
Q05919,P32913,0
Q05919,P38301,0
Q05919,Q04934,0
Q05919,Q04562,0
Q05919,P32842,0
Q05919,Q12301,0
Q05919,P18962,0
P47061,Q12016,0
P47061,Q08236,0
P47061,P38836,0
P47061,P53882,0
P47061,P53191,0
P47061,Q04602,0
P47061,Q12527,0
P47061,P53290,0
P47061,P43560,0
P47061,P38270,0
P38995,P47114,0
P38995,Q02725,0
P38995,P38270,0
P38995,P42839,0
P38995,P40501,0
P38995,Q12408,0
P38995,P53950,0
P38995,Q05902,0
P38995,P14772,0
P38995,P47114,0
P22219,P27514,0
P22219,Q06708,0
P22219,P32609,0
P22219,Q07895,0
P22219,P42839,0
P22219,P47170,0
P22219,P38142,0
P22219,Q07895,0
P22219,Q04934,0
P22219,P32366,0
Q03322,P39981,0
Q03322,P47170,0
Q03322,P31412,0
Q03322,Q12324,0
Q03322,P38164,0
Q03322,P22203,0
Q03322,Q12527,0
Q03322,Q12527,0
Q03322,P38356,0
Q03322,P36051,0
P38745,Q05899,0
P38745,Q07895,0
P38745,P38247,0
P38745,P38316,0
P38745,P47114,0
P38745,Q05637,0
P38745,P53273,0
P38745,P25613,0
P38745,Q12331,0
P38745,Q07468,0
Q08754,Q12331,0
Q08754,P53882,0
Q08754,P53191,0
Q08754,Q03897,0
Q08754,P53104,0
Q08754,Q04301,0
Q08754,P40501,0
Q08754,P40857,0
Q08754,P38873,0
Q08754,Q12527,0
P40955,P40501,0
P40955,P18962,0
P40955,P38358,0
P40955,Q06708,0
P40955,P31412,0
P40955,P40003,0
P40955,P38273,0
P40955,P36051,0
P40955,P38270,0
P40955,Q99190,0
Q12114,P38778,0
Q12114,Q04329,0
Q12114,P47040,0
Q12114,Q12301,0
Q12114,Q07376,0
Q12114,Q08474,0
Q12114,Q02205,0
Q12114,Q08921,0
Q12114,P47082,0
Q12114,P36051,0
P36116,P34240,0
P36116,P38164,0
P36116,P43601,0
P36116,P42839,0
P36116,P17261,0
P36116,P32318,0
P36116,P41807,0
P36116,Q03899,0
P36116,P53273,0
P36116,Q03897,0
P39524,P20795,0
P39524,Q12121,0
P39524,Q03899,0
P39524,P18962,0
P39524,Q12473,0
P39524,P50944,0
P39524,P12868,0
P39524,Q08474,0
P39524,Q03897,0
P39524,P39968,0
P22543,P39968,0
P22543,P53950,0
P22543,P35845,0
P22543,P47082,0
P22543,Q05521,0
P22543,Q03308,0
P22543,P43601,0
P22543,P40451,0
P22543,P09232,0
P22543,Q04934,0
Q07878,P39981,0
Q07878,P32912,0
Q07878,P32837,0
Q07878,Q07549,0
Q07878,P32318,0
Q07878,Q02948,0
Q07878,Q06651,0
Q07878,Q12042,0
Q07878,P40003,0
Q07878,Q00582,0
P32613,P38932,0
P32613,Q12331,0
P32613,Q12331,0
P32613,P38865,0
P32613,P37302,0
P32613,P38356,0
P32613,P38358,0
P32613,P32343,0
P32613,P53882,0
P32613,P53947,0
P39702,Q12301,0
P39702,P22855,0
P39702,Q12003,0
P39702,Q06708,0
P39702,Q02205,0
P39702,P53882,0
P39702,P33894,0
P39702,P47818,0
P39702,P39968,0
P39702,Q04301,0
Q06385,P25591,0
Q06385,Q02725,0
Q06385,Q04272,0
Q06385,P40501,0
Q06385,P32578,0
Q06385,P12868,0
Q06385,Q05902,0
Q06385,Q07549,0
Q06385,P38932,0
Q06385,P12868,0
P36107,Q03897,0
P36107,Q12408,0
P36107,P38836,0
P36107,P20795,0
P36107,Q04749,0
P36107,P14904,0
P36107,P38142,0
P36107,P38836,0
P36107,P37302,0
P36107,P00729,0
Q08484,P27801,0
Q08484,P53747,0
Q08484,P12868,0
Q08484,P32600,0
Q08484,P12868,0
Q08484,Q05637,0
Q08484,P39981,0
Q08484,Q99385,0
Q08484,Q04301,0
Q08484,P53747,0
