O15344 Q8WWB3
P29466 P02545
P10912 P01242
P25391 P05556
P23458 O14492
Q9Y5Y6 O43278
P30154 O43815
P01375 P09603
P54762 P98172
Q9UN74 Q5RL73
Q13416 P33993
P00533 P15941
P16220 P51532
Q13224 P07384
Q15904 P69905
O96006 Q9Y4P9
P52798 P29317
P00797 Q96SI1
P21980 P61586
P62070 P84022
P17612 P13612
O60341 Q9GZT6
P0CG12 Q9BVC3
Q9H0D6 Q96B26
O75448 Q07869
Q99627 Q93034
P31146 P60709
Q9H4M9 Q9H1K0
Q9UNK0 O43889
O14777 Q8N6Y0
P12757 O00257
P42892 P05305
P11362 P31371
Q9Y5N6 P49736
P05161 Q9UMW8
Q14140 Q01094
P01138 P00747
P02545 P60709
P54259 O15162
P61981 Q149N8
Q15365 Q96PU8
Q9UBD5 P33993
Q86SS6 O60506
P61247 P09874
P47928 Q02535
Q16594 Q00613
P12814 Q9UQM7
P06734 P20023
Q9NQ87 Q6VMQ6
Q96QT4 P04083
Q13361 O75095
P08069 P35568
P45983 P10415
P06493 Q9UNZ2
Q14683 Q14566
P23142 P05067
Q9UHI6 P62306
P50549 P11308
P55345 Q8N684
Q05655 P14598
Q14680 Q99459
P49639 O95967
O43318 Q8NFM7
O43707 P06396
Q9P299 Q9Y678
Q9C0C9 P04278
O75084 Q9NRR5
O14657 O14656
Q9NXK8 Q15797
Q12933 Q9H8Y8
Q6UB99 P60763
P37198 P29084
Q9UNE7 P25788
O60462 P49763
P31749 P49841
P49959 Q9BXW9
P52799 P29320
O95163 O43318
Q9HCU9 Q09028
Q96RT1 P84022
Q5TCQ9 P23467
P01130 P04114
Q9Y3C5 P47897
P32004 P04156
Q9H4G0 P48058
P68104 P55774
Q9HBA0 P06241
P68400 P60983
P59665 P59666
P17480 O15446
Q8IV36 Q06609
P27348 P23945
Q9C0A0 O14936
P29083 P19447
O14908 Q07954
Q13177 Q04637
Q9Y490 P18084
Q9UJU6 Q92918
Q14738 P30154
P55345 Q96MA1
O14641 Q9ULV1
Q13424 P62736
P09104 Q96MC5
P30203 O00560
P61081 Q15843
Q8IZH2 O75886
O95602 Q92688
Q99741 P25205
O15530 P31749
O14936 P23634
Q13571 P42566
Q9Y2I6 O60293
Q13444 P62993
O14745 P47900
P09960 Q0P6H9
O14654 O14512
Q13490 P54826
Q9UMX1 Q96H86
Q13352 P03372
O15399 Q02156
P17252 P06730
P61981 Q86T82
Q07954 P30533
P19784 P18887
O76041 P12814
Q12933 P20333
Q92886 Q15797
Q6STE5 P40424
Q8TB72 Q92904
Q14511 P46109
Q99558 Q9UNE0
P41134 P15923
P00734 P55085
O43768 Q96SI1
P17661 P04278
P19838 Q00653
P18848 P53567
Q13571 P21580
P15036 O95405
Q15717 Q9BPZ3
Q8TAD8 Q15796
Q92667 Q03135
Q9UIF7 Q6UWE0
P15173 P15923
O75925 O15350
P54253 Q9H869
Q86VP1 Q9HA65
Q9UQC2 P19235
Q5FBB7 P13010
Q8WUM4 Q9UNY4
P05556 P98160
Q14653 Q14164
P52799 P49768
P23443 Q15831
Q9UQB3 Q14247
Q99704 P20936
Q6P0Q8 Q13425
Q15631 O75807
P61981 Q14739
P10415 P00441
Q8NHW3 Q13562
P22607 P42224
P19484 P19532
P57105 Q15311
Q99967 P05549
P42336 P23443
P35968 P07947
Q16342 Q15653
Q06187 P15391
P27361 Q13177
Q86SE5 Q9H9D4
Q5TCQ9 O14514
Q7L5N1 P40425
P40818 Q14493
O43921 P29320
Q15119 O00330
P68104 P29074
O75593 Q13485
P23458 P29597
Q8TEL6 Q15628
Q8IZL2 P46531
Q9Y490 P26010
P31946 Q9BYG5
O60573 Q13541
P12757 P15104
P50570 P08631
Q15398 Q9Y297
P19838 Q04206
P04156 P42658
P00533 P0CG47
Q96KB5 P04049
Q86X95 P23193
P68104 Q9BX70
P60953 P06239
P16144 P54253
Q9UPT6 Q02750
Q12846 P54920
Q16288 P05412
Q92831 Q9UK53
P61981 P16471
P15927 Q15011
P19387 Q8TD31
O94829 P63279
Q16514 O00268
Q9Y235 P41238
O14908 Q16620
Q13671 P62070
Q08881 P62937
O15530 P31751
O60641 P63010
P33993 Q9Y5S9
Q09472 Q15596
Q15436 Q00536
P27487 P16619
Q9Y6Q9 Q01094
Q9UHX1 Q05519
P07949 P24588
P16109 Q9BXS5
P49639 Q99750
Q9GZX9 P13497
O95985 P49454
P02647 P55058
P12931 P27986
Q9Y3M8 P04035
P78347 P40763
Q8WWW0 P11233
P27361 P54829
O75674 Q9NP72
P13725 P08572
Q96KS0 Q16665
O75818 P78346
Q7Z6J0 Q9H2E6
O15085 P46821
Q13177 Q5TCZ1
P78337 P18146
Q9BS16 P35712
P52799 P12931
Q16637 P62304
P31269 P40425
P11362 P78314
P22004 P27037
Q9UHF4 Q13007
Q96J02 Q9Y3C5
P18848 P13984
Q9Y6Q9 P63165
Q9BXS5 Q59EK9
O95630 Q9Y3E7
Q5PRF9 P61981
P17252 P42261
P63279 P05412
Q9Y3C5 P62987
P11473 Q00403
P61088 Q8TEB7
P06858 Q7L5N1
Q15596 P03372
P19793 P15172
P60953 Q9NRR8
Q8TES7 P14373
Q9BPU6 Q14195
Q9P0W2 O95359
P49902 Q86TA1
P56537 Q8TEY7
P42768 P12931
P51116 O95197
P53778 Q13424
P49454 P60880
Q8IW41 O00418
Q7Z569 P01112
Q14686 P03372
P32970 P26842
P49757 P05771
Q8IW41 P13807
Q04637 Q9UGR2
O75925 O15169
Q9NWQ8 P06241
Q6ZNA4 P84022
P12931 Q9NZC7
Q9Y6J9 O75558
Q9UJW3 Q13547
Q9UMF0 P05107
Q9P253 Q9NRW7
O00257 P06400
P15927 Q9P2H0
Q99717 P35711
Q13219 P00747
P28482 Q13541
P09619 O15524
Q06187 P48426
P04156 P20916
P68371 O14544
P50613 P32780
P26718 Q29983
Q7Z7C8 Q15544
P35638 Q9BTE3
P20151 P01011
O75569 Q9UPY3
Q9ULH0 P04629
P49759 Q07955
P56915 Q9Y261
P54257 Q5UIP0
P06400 P38936
P29972 Q99750
Q15139 P05412
P42768 Q12959
P07237 P02452
P04637 P27694
Q9HAW0 P20226
O75530 Q15910
Q13485 P31273
P31946 Q02241
Q9UL19 P22735
Q8TAE8 P24522
Q15797 O94973
Q9BQY4 Q8NEK8
P49023 P46108
O75506 Q00613
P10275 P40189
P36542 Q9UQN3
P16949 Q9NRR5
Q04771 P01111
O60563 P29590
O43815 P63096
P04156 P51693
P10276 O15164
Q9HC73 O60674
P19838 O00221
P78527 P09429
Q96IZ0 O43293
Q92870 Q9HCE7
P35226 P21246
Q9NQX5 Q8WXG6
Q9H0E9 P30291
Q92535 Q9BRB3
Q92608 P15153
O15085 Q03113
P01135 P00533
Q92835 P46109
Q12904 Q16539
O43561 P16885
P24043 P08865
P43403 P06241
P13236 P10145
Q16637 Q13432
P49792 P0DN78
P62508 Q9UER7
Q9Y5X5 O15130
Q14442 P37287
Q15650 Q09472
P20962 Q7L5D6
P42680 Q06187
Q99985 O14786
O43639 Q8N684
P78364 Q99496
P98155 P30533
P07585 Q01955
P51572 P05067
P14598 O75496
Q8N668 Q9GZQ3
P10636 P0DP25
Q6ZNK6 Q96CG3
O00499 P56199
P00533 Q13480
P03372 P04626
P49715 Q09472
Q9NR12 Q9H0I2
P15498 P15391
P63208 Q9NRD1
O15530 Q05513
P37235 P54253
Q12933 Q9NYJ8
Q92734 Q9UKR5
Q9NYF8 P61981
P09619 P27986
O43426 Q9UKS6
P20916 P02461
P22888 P04899
Q9NQC3 Q9H8W4
Q9UNE7 Q15796
P20340 P31150
P07951 P09493
Q14344 Q05655
Q99653 P19634
Q8WWW8 P06241
P09651 P48634
Q15599 O00592
Q96KQ4 Q9H3D4
O94972 Q96KB5
P04637 P20042
P83916 O43463
Q96CS2 Q7L590
Q8N2W9 P12757
Q16539 Q9UBK2
O00238 P36897
P31314 P55347
Q9NZC7 P0CG47
P06241 Q03135
P61978 P07948
Q9NS69 Q15388
Q9UKE5 P16333
Q9Y3C5 O95208
Q12802 P13861
Q8N6I1 Q13547
Q05655 P60709
P56134 Q6PK04
Q96GD3 Q9NRR5
P41240 P07948
Q99436 Q9Y244
O75381 P50542
Q96CN9 Q8N6Y0
Q9HCK4 Q9NRR5
P63104 P55042
P22455 P54764
O14543 O14508
P98066 P16112
Q14451 P10721
Q99689 Q99828
O95999 Q9HAT8
Q13619 Q16531
P12757 Q9Y618
P04629 P62834
Q16625 Q9HCE7
P63244 P14784
P17612 P32245
Q15208 P04271
P41220 P17252
P51532 P17676
P25054 P49841
Q7L590 O43929
Q9H2G4 O14936
Q09472 Q13569
P23975 P30153
Q14498 Q13838
Q9UHE5 Q13485
O00267 O43719
Q9NYS0 Q9HAU4
Q99959 Q14126
Q13535 P13010
Q9BY67 Q6VMQ6
O14745 Q9H015
P82094 P16591
Q9Y5U5 Q12933
Q9UBL3 Q9HAU4
P56747 Q07157
P45984 Q8WYK2
Q9BX70 P11387
Q14686 Q92731
P84022 Q13485
Q9UEW8 P55011
P54259 Q9Y219
Q14192 P10275
P11142 Q04864
Q13177 Q15746
P56537 P16144
Q96IZ0 P29590
Q14764 P03372
Q9NRM7 Q13188
P51959 P00403
P54619 Q13131
O60494 P02768
P84022 P34932
P51512 Q07954
P20273 Q92835
Q99717 P69892
Q13075 P84074
Q9Y2X7 O43294
Q8N612 Q96HR9
O15550 O15198
P51116 Q9BQD3
P12931 Q02156
P17252 P11388
P19012 P04259
Q9NRE1 P14780
Q92905 Q13485
Q8NAM6 O15198
Q92835 P36888
O95721 Q96LR2
P17252 P60880
P50570 Q6VMQ6
P32456 Q9Y333
Q5TCY1 Q15078
P61981 Q00325
P31942 P26641
O00560 Q12913
Q13352 P05106
Q02156 Q9UBS0
P56645 P08047
P27361 P53805
P78396 Q9BWF3
P08603 P01024
P40424 P09016
P15509 P27986
O14796 Q13291
P00533 P08195
P68104 P17028
Q9H6J7 Q5RL73
Q00535 Q12879
Q9P1Z2 Q9Y573
Q8WXE1 P43246
Q92930 P11233
Q8TAE8 P22736
O14512 O60504
Q9GZV1 P67809
Q9BRP4 P62333
Q76LX8 P04275
O14744 P14678
Q9ULV3 P38936
Q92481 O95619
Q969V6 P63165
Q14526 Q13547
P03372 P19838
P38936 Q99683
P20273 P23634
O95477 Q13424
Q9H3Q1 P36897
P13010 P12004
Q9H1J1 Q96Q15
O95067 P24941
P25391 P05067
Q03135 P04626
P17676 P10147
Q13501 Q16620
P08254 Q99616
P55212 P08670
Q04771 P63010
Q92793 Q9UHV2
Q9P0N8 P62256
P02768 Q92736
P06401 P12931
P06239 P20936
P42261 P11021
Q9UJW3 Q9UHA3
O95793 Q13885
Q16531 Q92466
Q8WV28 P16333
Q5T2W1 P48764
P01112 P20936
Q01650 P08195
P21675 Q04206
Q16820 P06307
P16473 P40763
Q86UR5 Q00975
O95793 P05388
Q15393 P08631
P48357 P40763
P53350 Q99640
P50616 Q9UIV1
Q06481 P42336
O95257 P38936
P51532 P60709
Q92990 P62942
P08138 Q15653
P19429 Q13219
Q9NRE1 P08833
P05771 P30086
O43815 Q6VMQ6
P31946 P08238
P30086 Q02750
Q99466 P84022
Q99704 P05107
Q9UER7 P20591
O00268 P42858
Q9UKB1 P25963
P49675 Q05469
Q86UN6 P13861
P30530 P27986
P09471 P18545
A0A5B6 P04234
P03372 Q9Y6X2
P43694 P27361
Q9UK45 P25929
P19438 O14920
Q13177 Q9Y5X1
Q9Y2U5 P63104
P23378 Q9BXR5
P29084 Q03468
P67870 Q16625
Q13443 P06756
Q15233 Q9Y6D9
P51955 Q9BV73
P27448 Q99959
O75381 Q16621
P51692 P29350
Q9Y286 Q06124
P10827 Q9Y618
P34998 P09471
Q92793 O75444
P08047 P29474
P17861 P03372
Q08752 P11142
P60228 Q9HC44
Q9Y286 P62993
Q99504 Q8N196
O95633 Q13485
P61981 Q04917
Q92994 P04637
P17252 Q15311
P51116 Q9Y2J4
Q9UBT7 Q12802
O75817 Q16637
O75553 Q07954
Q15649 P19793
O00459 P01133
P54259 Q96PV6
P36897 P29590
O14610 P48050
P14672 Q32P28
O15259 O75161
P00533 P15311
P27986 P14784
Q14766 P02751
Q99698 O14964
Q07955 P11387
Q8IUX7 P15923
P21583 P19235
P84022 Q9Y483
P51948 P29084
P07237 P01266
P17927 P22083
Q9BXF6 P57735
Q99828 P49768
O15554 P54619
P41273 Q12933
P49815 P20339
P67809 P49841
Q13200 P19438
O15111 P19438
Q96CW1 Q9NPJ6
P46695 P27361
P00390 Q8NG27
O95477 Q9NZW5
P45983 P15336
P23469 P27361
P05129 Q13224
Q9GZP0 P09619
Q16518 P02753
O00401 P62993
P08247 P63027
P54819 P04278
Q06609 O43502
P58335 P08572
P78527 Q8WXE1
Q99972 P36955
Q16667 P49715
Q9Y463 P28482
Q05513 P28329
O75807 Q99933
Q99735 Q9H0R4
P27348 P04264
Q14344 Q99500
Q9UJY4 Q15276
Q13393 P11233
O60271 P45985
Q13490 P36941
P52564 Q9Y4K3
P51677 P08631
P35869 P13984
P04406 P05067
P84022 Q15796
P38432 O60231
P61247 P35638
Q16236 Q8TD26
P61956 P46060
Q8TF71 Q9H0H5
Q16513 Q12923
P17482 Q93062
P12931 P05106
P20827 P29317
Q05516 Q9UJX4
Q14191 P54132
Q8TD31 P49675
O43586 Q9Y6W5
Q9Y5B0 P23193
Q96PN6 P35346
Q2TAA8 Q99598
Q93009 Q7Z6G3
Q8IW41 P47712
O43516 P68032
O75553 P19174
Q9UK23 P42566
Q92574 P31946
P61978 P67809
P61981 O14924
Q04771 Q02790
Q16666 Q02363
Q99972 P17931
Q86WC4 P49795
Q16539 P62993
P54253 Q96RN5
P22459 P16389
Q8NHY2 Q96FS4
O60674 P78347
P08069 P41240
O75886 Q9NRR5
O96017 Q16537
Q8TEL6 P19438
P20963 P06127
P06126 P61769
Q14289 Q13017
P12931 P25963
P10275 Q04206
P07585 P02452
Q8IZE3 P15311
P62837 Q8NG27
P68402 Q9UKV3
O95396 O96007
Q96SB4 Q07955
Q12906 P35637
P52630 P17181
P62258 P35568
Q9H1J1 Q86V81
P36873 O95685
P50613 P03372
P07948 Q99062
Q92597 P13010
O15111 Q04206
Q6EMK4 P61812
Q14978 P38432
Q16543 Q9Y6K9
Q9Y6H8 P05129
Q9P1W9 Q9NTM9
Q9Y566 Q13813
P12644 P21810
P09486 P98160
P61204 Q9NRD5
P10124 P10144
P42574 P26599
P18846 P38398
P42574 P21980
O95166 P02786
P08235 P04150
P54727 P54252
O15392 O14980
P63162 P22087
P49902 Q6ZVK8
Q9NP71 Q9UH92
P78337 Q13562
Q9Y2U5 Q9NP31
Q9UMX0 P25686
Q9BXL6 O95999
P25098 P30411
Q13557 P35609
O75084 Q5TCQ9
Q00839 O15399
Q9Y5K3 P68133
Q9NYV4 Q07955
P63244 Q9UMR2
P16284 P14923
P01730 P27986
Q06124 P16581
P27986 P16410
Q9UNA0 P45452
O60603 Q15399
Q07687 P35548
Q9Y2X7 P43250
Q03135 P34947
Q92793 P08651
P55916 P61981
P61981 P18583
Q12933 Q8TBE0
P07766 P04234
P21860 Q07889
P19387 Q5T3J3
Q8N556 P05771
P04156 P11021
Q8TAI7 P36897
P13497 P20908
Q15382 P04049
O15143 O15511
P30988 P21333
P24941 P12272
P00533 Q13740
Q96KG7 Q86YR7
Q9HBH9 P06730
O00470 O43364
P49286 Q96QK1
P50148 P20309
P53355 Q6ZN44
Q15047 O14530
Q15276 P49815
P15498 P00533
P62318 P62304
Q15797 Q969G3
O43187 P01112
P68400 O14529
P11717 P10144
P62487 P49842
P63167 P61925
Q06323 P56537
P55316 P84022
O94910 Q92625
Q9Y295 P17542
O75354 P54253
P63167 P04406
Q9UK45 O15116
Q14209 P25490
Q9BU61 O15116
P48307 P03952
P14859 P04150
Q03135 P22307
Q7Z7G1 Q13094
Q6EMK4 P10600
Q99700 O00499
Q9H422 Q9UGP4
P19174 P61586
Q9Y2W7 P49810
P20338 O95704
P21333 P14635
P26006 P27797
P02774 Q5T3J3
P11940 P49023
O95999 Q15628
Q9Y6Q5 P01130
P01100 P19838
Q15560 Q00403
P43364 Q9GZT8
Q96CW1 Q5JTH9
P10911 P84095
P54646 O00418
P57103 P31946
P62330 P15311
Q5JVS0 Q9Y6X2
Q9H0K1 P35568
Q99578 Q01851
Q8N448 P49757
Q8N2W9 P42858
Q05516 P08047
Q9NQ87 P84022
Q13526 P68400
P60709 P23528
Q93038 Q15628
O75787 P00797
Q9Y446 Q14574
O95372 Q96GD3
P24394 Q05513
Q9C0C4 Q92796
P68104 P51948
P26447 P23297
Q15700 P22459
P62312 O15116
P00742 P08709
Q13444 P07947
P21860 P04626
Q13561 O43264
P52735 P22681
Q13438 Q16820
P14780 P00747
Q7Z7J5 Q96AQ6
P10589 Q96JE9
O14727 Q07817
P51572 P35580
Q9Y5X1 Q05193
P02794 P51116
P19012 Q8WW24
P17931 P15502
Q9Y6W6 Q15759
P50406 P50148
P60900 P25788
O43715 P04637
Q8TAE7 Q9H3M0
Q16186 Q99460
O15357 P22681
Q08722 P06756
Q14676 Q13315
P09012 Q9BQ61
P68104 O43252
Q9H9D4 P14174
Q9BV68 Q92530
P06746 P12004
Q9UBC3 P26358
P05106 P09619
P06493 P14136
Q15788 Q92731
P40925 P21695
O95067 P37173
O43294 P62942
Q9NQT5 Q96SZ6
O75420 Q13322
Q99689 Q9UQE7
O75925 O75928
O14964 Q9NRR5
O95376 Q9HC35
P50750 Q15078
Q8N4C8 Q99569
P61086 P19838
O00238 Q9NR64
O75461 P35226
Q13115 P45984
Q96RU7 P26641
Q16270 P02778
Q13620 P10275
Q16644 O00418
P08758 Q04637
Q8N5U6 Q9GZT6
P04637 P04150
P22459 Q12959
Q05516 Q14192
P15924 Q08554
Q9UGP4 O95059
O95257 P68104
O00463 P28908
P06239 P20963
O76064 Q96LR5
Q9Y5B0 Q9BQA1
P78346 Q99575
Q9H9D4 Q9NY93
P12931 Q9Y6K9
P37198 Q9H8Y8
P30153 O15399
Q86YM7 P42261
P35916 Q06124
Q9UKG1 P43146
Q92994 P28749
P14625 P07306
P30874 Q9Y566
Q09472 Q02078
O00238 Q16671
Q06455 Q9Y2W2
P0DPH8 P06241
P61981 P68366
Q93009 Q9BUZ4
P31946 Q9H0H5
P00709 P02489
Q16695 Q9Y294
Q16665 P04637
Q9P0V3 P61981
Q13424 Q96G25
Q13322 P35968
O75352 P04278
Q9NQS3 Q92692
Q13485 Q13501
Q9NWQ8 P62993
Q9NV31 O00566
P26951 P04141
Q16832 P02452
Q06187 Q05513
Q5RKV6 P20618
P36896 Q8N6C5
Q9UGK3 P51692
Q8N3F8 P61981
P06241 P12318
P51693 P20042
Q14157 P48634
Q9H840 P14678
P17612 P15056
Q9UM54 P68133
Q96PF2 Q9UJT2
Q9BYG4 P60953
O60336 P45983
Q14749 Q9GZT8
Q9UNN5 Q9H1I8
P30153 Q15628
Q9Y297 Q00839
Q86UQ8 Q13547
O75145 Q86W92
Q9Y2I6 O15015
O60318 P25205
Q8WXI2 P11233
O75807 P07948
Q9H6Q3 P20963
O14936 Q13002
P60022 P54257
Q5SQ64 Q14451
O43707 Q08043
Q9NPH3 P01584
Q14966 Q15834
P07602 Q9NYQ6
Q9Y2I1 P10275
P98160 P98095
Q9NRM6 Q9UHF5
O14641 O43395
P12272 P05231
Q05516 Q9C0J8
Q15910 Q9GZS3
Q8TDU9 P01042
O14929 O15105
Q16637 P38432
Q99750 Q9BT49
Q99613 O75821
Q14498 P05412
P62324 P10827
Q9BVK8 O95870
Q13442 P01127
P51116 Q5T681
P51946 Q13330
Q99607 P29590
Q2M1K9 Q13485
Q9BPU6 Q16555
P12980 P15923
O60563 Q9UHK0
Q04759 P07948
Q15131 P15036
Q5JY77 P25025
Q06124 P32927
P04637 Q01094
Q9Y6K9 P08238
O43432 P06730
Q06418 P12931
P15336 Q14686
P49757 P32004
P09210 P08263
O75970 P10721
Q9UBU3 P01303
Q13464 P35611
P61764 Q00535
Q9Y3L3 P61586
P41212 P63279
P98164 P02768
P56693 P50221
P43355 Q13573
Q674X7 O60437
Q9Y2R2 P22681
Q13315 P49959
Q13137 Q7Z3B3
Q04206 P35251
Q13503 P24928
P40926 O75390
Q96GT9 Q96KQ7
P62310 Q9BVJ6
P49023 P53667
O75531 P50402
Q86YM7 Q86Y82
P32456 Q92734
O96019 P51531
P43405 P51452
Q13480 P27986
Q12948 P09429
P54253 Q14157
P07996 P05106
Q9P2M1 Q13573
Q15369 Q8TEY7
P20151 P29622
Q53FA7 Q8IWV7
Q12824 P04637
Q13459 Q9Y6D6
Q9Y2D1 P53567
Q05519 Q01130
Q96ST3 Q13422
P42574 P06241
P29323 P98172
Q15796 O60664
Q15910 Q14181
Q9P2W3 P62873
P20941 O43186
P41218 P14652
O00459 P08631
P56817 P30101
P17813 Q04771
Q969H0 Q6ZRQ5
P49069 P00533
P63165 P29590
P07948 P0CG47
O14717 Q9GZR7
P62306 P62316
P31946 Q96JH8
P00451 P27824
P84022 Q9Y297
Q15910 P28072
P62805 O60907
P42285 Q9NQT4
Q4VC05 Q01201
Q9Y5U5 Q9UNG2
P21860 P00533
Q9NUP1 Q8TDH9
P61244 Q9H8W4
Q07666 Q08881
Q9NZN5 P61586
P55064 Q99750
P30556 P34947
Q12923 P63104
O14641 P15622
Q9UNY4 Q15797
O00238 Q9UF11
P42224 P63244
O60264 O75444
P53350 P68366
P54725 Q96S82
Q8IYF3 Q9Y6D9
Q8IY57 P04198
Q99732 P46934
P05106 P02751
P49757 P46531
Q92826 O00470
Q7L2E3 Q12788
Q96RP3 Q08334
P21333 P49768
P50570 Q15811
P68400 P00736
Q9Y6G9 Q9BW27
P00533 P20936
P07384 P24298
Q99829 P12757
Q7KZF4 P42226
O60678 Q86U42
P46092 P48634
P0C0L5 P17927
P36957 Q9UKY1
P56524 Q14814
O60674 P41597
O60238 P17152
Q05516 Q9UKV0
Q9UBC2 Q9Y6I3
Q15797 P15121
Q05655 P00533
Q16594 Q12962
P20936 P43405
P22607 P11487
Q9NP84 Q13114
Q92598 P11142
P37173 O00459
P51787 Q9Y6J6
P84243 Q92831
P61981 Q5H9R7
P02766 P98160
P05129 P48058
Q92793 P17480
P30542 P00813
Q03164 Q99496
P0CG47 P05412
P53396 P49841
Q9UNS2 P04049
Q9H0H5 P52757
Q9NPD3 O95297
Q969P0 P27701
Q13322 P09619
P62070 P10398
Q07954 Q03135
P53567 P0CAP2
P14543 P02452
O43290 Q9BZL1
P25789 P06681
Q6Q0C0 Q99759
P11142 P06400
Q15797 Q14D04
O75330 P16070
Q9BT88 O60506
P40855 P28288
O96006 O15287
O43639 P48059
O43306 P54253
Q13185 Q13263
Q92830 Q09472
P36406 Q9P0T4
Q06190 P09429
Q96SI9 Q9NVV9
Q9Y5K6 Q07889
P29350 P42226
P17252 Q01814
Q06124 P06213
O94762 Q9UQF2
Q12860 P32004
P50052 P12821
Q9UQ13 P04049
P32004 P06756
P07948 Q06187
P01730 P16070
Q5MJ70 P24941
Q15834 Q8NE31
Q9NVN3 Q5JWF2
Q8IWV8 P63146
O43422 Q13043
P68036 Q13485
Q01453 P40855
Q96GD4 Q9H8Y5
O43426 P42566
O15226 Q04864
Q9UJY5 P20645
P20618 Q9Y244
Q96MH2 O60563
Q9P286 Q9UGJ1
Q9H6Z9 Q9BRX9
P22735 P04279
P21246 Q9UHF0
P02489 O75390
P36897 Q6SA08
Q01844 Q9H467
P17706 Q02790
Q13094 P19174
Q15262 P28827
Q9BSU1 Q9P2E2
Q9UFF9 P78543
Q8TF74 Q6XZF7
P08473 P35318
Q12933 Q02223
P35968 Q06124
Q8NI35 Q14957
Q9H0T7 Q9HAU4
O43665 P30968
P46977 Q8NCD3
Q16777 Q09028
P51681 P10147
O75569 P04637
Q02388 Q8IWR0
Q9Y6Q9 Q04917
O95677 Q15475
Q9NP81 P68104
P49703 Q13432
O00254 P00734
P25788 P25787
P22736 Q14802
P10721 Q00610
Q01844 P54652
O75182 Q15047
Q9H0D6 P21964
O43525 O43526
P22607 Q96JH8
O75182 Q05195
P28482 P30533
Q9UBW8 P04637
P0CG47 O94782
P16871 P51692
Q9BQ66 Q9BUY5
Q8NAP8 P15622
Q13177 Q9UKS6
P04083 P00533
P31949 P04271
P09341 P25024
Q8IWV7 O43261
Q4V328 Q14831
P15056 P28482
O43447 Q99633
P43405 P06239
P06576 P61289
P54750 P0DP25
P13861 P84022
Q12923 Q9HB21
P24941 P17480
P23443 P62753
P56945 P98161
P05019 P24592
Q96KJ9 P99999
Q96P31 P43403
Q9UQ03 P68133
P61981 Q92574
O43566 P62834
P50570 P12931
P28300 Q07507
Q9H0I2 Q9Y3Q8
Q02156 P41594
P53350 Q01538
O14908 P35462
Q8N3Y1 P62877
Q6Y2X3 P21728
O94777 P28068
Q6UWZ7 Q96RL1
O94829 P26367
Q15545 P35869
P28223 P15104
O15151 Q04917
Q9ULV0 P62491
O60674 P19235
Q969P5 P63208
P62258 P49796
O00186 P62318
P45984 Q9UIA9
P30153 Q9NP72
P63010 Q6ZU52
P78317 O15499
Q14626 P20809
Q9P299 P48444
P00533 P22681
P09919 Q99062
P09693 P07766
Q01844 Q96AQ9
P48436 P16220
Q13332 P00533
O00267 O95405
P63165 P48023
Q96S94 Q16629
O95199 Q9BT78
Q9BRV8 Q9UHD2
Q9H228 P09471
P35900 Q9BUW7
P36896 P55103
Q92833 P52952
Q14872 Q9BXS5
Q14919 Q16594
Q9UM11 Q9UNH5
P41273 Q13077
O14492 P10721
P55316 Q13485
Q96T23 P19838
Q8IX07 P23769
P42768 Q14155
P80188 P14780
Q9HD67 O15496
Q9UER7 P37173
P21246 O76061
P35968 P35625
Q96CA5 P55211
O43294 P46109
P62491 P50395
P19793 P07711
O00189 O60359
O43745 P48764
P49842 Q07864
Q9NQZ6 Q9BQD3
P49760 P18031
O75832 P11802
P51956 P15498
P52803 P54762
P60903 Q15047
P54257 Q9UFN0
Q96CN9 Q8N684
P22888 P01229
Q96L73 P10276
Q15796 P28749
Q13643 P60709
O96013 P06756
P07711 Q9UIV8
P31689 P13569
Q4V328 Q9HCE7
Q12824 Q01201
P31749 O15151
O14558 P61981
P09104 Q6IA17
Q16658 P68133
Q96G25 P24863
Q9Y223 Q5UIP0
O95721 P51809
P45974 O75528
Q8N3Y1 Q14999
P21917 P62993
P55851 P31946
Q13547 P19838
O14796 Q9HBG7
Q06455 Q13547
Q15388 P10415
P62942 Q14643
P98174 Q14247
P01116 P49356
Q03135 Q9Y6H8
Q16825 P51813
Q9UDY8 O95999
Q12933 Q9GZT8
Q92918 P00533
Q13309 Q01094
Q13496 Q9C0I1
P20340 Q13439
P18428 P08571
Q00653 O15111
P51512 Q15726
Q8WYK2 Q09472
O60315 O15198
Q13177 P07947
Q92813 Q9Y2K6
O15294 P51610
Q02539 P24522
Q14031 Q9NPY3
Q15645 Q9BXL6
Q9Y6Q9 P11474
P11309 Q14980
O96017 Q9Y294
P16471 P43403
P18847 P05412
P84022 P17676
Q99081 Q09472
P50750 O75909
Q6WCQ1 Q9BZL4
Q13547 P06400
Q9BY67 O14936
Q15645 Q13444
P08311 Q14242
Q8WUW1 Q9Y2A7
Q9Y6M9 O95163
Q9NRY6 Q05655
P29466 P05549
Q7L2E3 P28749
Q9P0K7 P61981
Q01113 P23458
P22670 P48378
Q9Y2W1 P61981
P49903 Q96ID5
Q9C0F1 P15622
Q12959 P42261
P62070 P04049
P12757 Q9Y5J3
Q9HAU5 Q9H0D6
Q9HCE7 O14980
Q9BWG4 Q9UBH0
O14641 Q96H20
P24522 P38936
Q99627 P61201
P12814 P12931
P05452 P00750
O75843 P61966
Q969G3 P12931
Q14209 P06400
P01236 P16471
P63279 P36956
P08047 P38398
