Q9UKA4 P10644
Q9P0K7 P61981
O14512 P62993
Q15047 Q9HC52
Q15139 Q99814
Q86UN6 P13861
Q8WUM4 Q9UNY4
Q8TDD1 P03372
Q06124 P30411
Q9UGI9 Q13131
Q86V81 P61326
P13501 P18827
P19012 Q6ZVK8
Q96FN4 P61081
Q06124 P07949
P18206 P16581
P54793 P08621
P56645 Q49AN0
P49757 P18084
Q96CW1 Q8NAP8
P32121 Q96G25
Q9BUL5 Q6UWE0
P34932 Q9Y4K3
P19793 P09874
Q92876 P01008
P68400 P56270
P06753 P0C1Z6
P12757 Q96RL1
Q8IZD9 P49768
Q9UKL3 P25445
O43184 P01133
Q92834 P62258
Q92817 P15924
Q96L91 Q9Y4A5
Q16478 Q13002
Q9NP81 P42574
O76036 P30273
P46379 Q6T4P5
Q13485 O15264
P06213 Q99704
P07204 P00734
Q16539 Q13541
O15117 P50552
Q13177 P62993
Q9UJY4 Q92673
Q02641 P54259
O60674 P19235
Q99689 Q3MII6
P05386 O43809
Q14315 Q8NBH2
P14780 P08572
P42574 P61604
P62805 Q9BY41
P16473 P11021
P36575 Q14749
P16949 P11021
Q04771 P15882
P41219 Q9Y4I1
Q9H0M0 P05549
Q13332 Q15047
P53602 O14775
Q15427 Q13435
Q13467 Q01974
Q9UHD2 P08238
P06576 P61289
Q92574 P26038
P01031 P01024
Q5THJ4 Q8WXG6
Q9BQY4 Q96PV6
Q92974 P62258
O75925 Q9NR30
Q14008 Q92932
Q96F07 Q9Y6W5
Q13177 P16333
P56537 Q8TC92
Q14934 Q92793
Q13177 Q9BUB5
P17676 P27361
P62070 P27986
P32121 Q8TAQ2
Q96Q15 P41743
P10747 P27986
Q9HAU4 Q15796
O95777 P62312
Q13077 P28908
P62942 P21817
P12956 P16284
Q13526 Q99750
Q06187 O60331
P25024 P30679
P45973 Q13111
Q92973 P52948
Q13011 Q15102
Q15466 Q14994
P42229 P12931
P12931 Q07954
O00161 O76038
Q96T51 P29320
O15379 P25963
P46777 P67870
O43186 O94829
P02768 Q9Y383
Q9UMX0 Q8WWW0
Q8WU17 P40337
P33176 Q86UP2
Q92598 P22314
Q9NRL3 Q6T4P5
Q8TEY7 P40337
P24666 Q13813
O00459 P46109
P60880 Q7Z6L0
Q9HAU5 P26651
O15263 O00206
P56945 P07948
Q16695 Q9Y294
P63208 Q02224
Q86W92 P28827
P07237 P08123
O75791 Q15464
P53365 P15153
P54753 P06241
O75582 P16401
Q13133 P10276
Q15025 P21580
P49901 O15162
Q9NS23 P19438
P18031 P25963
P07948 P0CG47
P41212 P63279
P23528 Q99417
O00189 O60359
P26368 Q9NVV9
Q14005 O15399
Q9UKT9 Q07817
Q15393 P61981
Q13901 Q9Y618
Q9UPT6 O14733
Q9P289 P02686
Q13177 Q8IZP0
Q92968 P40855
Q8IWU2 P41236
Q969L2 P55327
O75618 O15519
P51825 O43255
Q99814 O00327
Q96HC4 Q00975
P10276 Q14686
P01135 Q86UL8
P43405 P19235
Q9ULB4 Q9ULB5
Q9Y463 Q16539
P03372 P36956
Q9BZK7 O75376
P84243 Q86X55
P16333 P19174
P50552 P42768
P31749 P45985
Q9Y6X2 P12757
P14625 P01266
P52815 Q9NW97
P41143 P19086
P78527 P12956
Q9UNE7 O15354
Q33E94 P48378
P52294 P40763
Q15075 P51148
P09651 P25963
Q13571 Q6ZVM7
Q13352 Q9GZR7
Q8N4X5 P12931
Q03111 P51825
P50579 P60953
P28482 P49407
P49848 Q96B97
Q93009 Q68CJ9
Q92750 Q04206
P04183 Q5T3J3
O14744 Q9NTK5
P43364 Q9BXY8
Q12959 Q9ULV1
Q86SQ9 P61916
Q92804 Q15637
O43889 Q13021
Q8IXK0 Q8TAP4
P49798 P09471
O43559 P11362
P46821 P26368
Q92597 Q92900
P06241 Q14511
Q9H237 P04628
P52799 Q9Y3R0
P52926 P68400
P29375 P10276
O00560 P34741
O43281 Q14289
Q13867 O75962
Q92905 P14174
Q00535 P17706
P26038 P15529
Q99102 P04626
Q96KC8 P01011
P78527 P49917
Q8N2W9 Q99728
Q96HU1 P17302
Q01780 Q15024
Q6P3X3 P36897
P39687 Q9UNZ2
P61981 P56524
Q9NWA0 O75448
Q07889 P06241
O14618 P00441
P98161 P08670
P84095 P36897
P15927 Q8NBJ4
Q9UGI8 P50552
O96017 Q16537
Q01113 P15248
P16870 Q9HCK4
Q13885 O60260
P35221 P49768
Q13547 Q9Y618
P11802 P06400
Q9Y3A3 Q15834
Q96S59 P05937
Q99598 O95257
P11498 P40926
P05981 P08709
P30556 P04049
Q9H4L5 P61981
P01266 P27824
Q14563 O14786
Q00722 P50148
P03971 Q16671
P15172 P0DP25
P09429 Q5T3J3
P62424 P0CAP2
P22314 Q9Y5U2
P50148 P41220
P32456 P51114
Q04206 O43318
Q01844 Q9NRG1
P07339 P01308
O75928 P35548
Q8TDN2 Q14721
P51116 Q9NQC3
Q00653 P04150
Q06547 Q06546
O75376 P37231
P11047 P14543
P00533 P0DP25
P29350 P52333
O75525 Q13242
Q9Y4K4 Q92844
P00533 Q03135
Q9H410 P45973
O60921 P12004
Q16531 Q5TAQ9
P11473 P28702
Q12884 P27487
Q13277 Q9H2B2
P03372 P11474
P62330 P27449
P06396 P49789
P40425 P36578
Q16637 Q5T3J3
Q15645 Q8N720
Q06124 P40189
O95999 O15111
P17252 P48067
P17612 P16949
P62330 Q8N972
Q96DX5 Q9NWT6
Q96HE7 P07237
Q15645 Q8IVS8
Q03135 P04156
Q9NRR5 Q86UW9
Q15796 Q10567
P20823 P02768
P02647 P18428
P09104 P27816
P50570 P62993
Q9Y262 Q9H9Y6
Q9BQ66 Q8NFT6
P51608 P12755
P68400 Q9UBF6
Q9UNY4 P43243
Q99767 Q07954
Q96MU7 P42681
O75553 P05106
P51690 Q9Y2Z9
O15350 P09429
P01112 P30304
P05771 P05107
Q8IY37 O75051
Q8NI35 Q14957
P15813 P27824
P05106 P16284
Q13887 P13984
P51116 Q8WVF5
P07948 P19235
O75146 P68133
P23769 P28482
Q9H0Q3 Q9GZT6
Q5VVH5 Q04206
Q14155 Q13509
P62993 Q7L0Q8
Q6WN34 P12644
P08648 P39060
O60437 Q93009
Q13277 P60880
Q92963 Q5T3J3
Q96C24 Q15834
Q6XZF7 Q92558
O15105 P36896
P27169 P02647
Q9UIV1 P78543
P11362 P11487
Q8WWW8 P27986
Q13432 Q14061
Q14680 P16401
Q9Y5B0 P35269
O43747 Q10567
P51608 Q12824
P01135 O14672
O75460 P49768
P42224 P43405
P15927 O00255
P46108 P62333
O14763 Q13546
P63313 P28289
Q13501 Q14596
Q8TEW0 O15105
P51587 P27694
P48551 P52630
Q96T58 O95983
P10276 P14859
Q9Y297 P35222
Q9NUP1 O95295
O43639 Q07889
Q9NWZ3 P51617
P68366 P06241
Q01844 P56278
Q14191 P09874
P28331 P40926
P33151 P08670
Q13011 P26641
Q96L34 P27816
Q92597 P62753
P04406 Q9UN74
Q86XT2 O14964
O15169 P25054
P30279 P35227
P50570 P06493
P46777 P63241
Q9UEU5 Q8NEA9
P17028 P57086
P12110 P28288
P12931 O60716
P68400 Q12972
P17028 Q9NWS9
P27105 P78348
Q13444 Q8WV41
O95477 Q8WWI1
P47712 P08670
Q5T5C0 Q16623
Q8WYH8 P04637
Q15700 P53778
P57086 P17040
Q96J02 P24928
Q99750 Q8IZC7
P55345 P19793
P21810 P08123
O15265 Q9NRD5
P51116 Q93062
Q9H1J1 Q9Y5S9
P30039 Q9Y3F4
Q06265 Q9NQT5
Q13332 P23469
O15379 O75928
Q93062 Q86UW9
P29350 P20273
P09211 Q9NRX1
Q9H8W4 O95197
Q15645 Q9BYR7
Q9Y618 P29590
Q16570 Q92583
O94776 O95983
P62487 Q6VMQ6
Q9UBB9 Q9NNX1
Q00587 P17081
O14908 Q07954
Q7L590 Q00534
Q8WXE1 P27694
P0CG47 P05412
O14727 P42574
P15169 P01024
Q5JSH3 P62491
Q99417 Q96FN4
O15169 Q9BVJ6
Q96J92 O95832
P61086 P19838
Q9UHF0 P25103
O15105 P37173
Q9UER7 P26358
Q16625 P36897
P12236 O15162
P62263 Q16594
Q16665 P40337
Q13242 O60936
P54259 Q99750
Q9NPC6 P35609
P02771 O43147
P42574 P51572
Q99717 P08621
Q9Y376 Q9C0K7
P52803 Q15375
P14866 Q9P0W2
O75077 P04156
Q96N67 P61586
Q92994 P20226
P62258 P21580
Q9H0M0 Q16630
Q9NWA0 O75586
P04637 O15126
P42574 P98170
P09958 O75888
P55316 P98177
P32927 P40763
Q92918 P00533
Q7Z7C8 P21675
P61981 O60282
P61956 P35712
Q9NPH3 P01584
Q8WV24 P34932
P49903 Q8N357
Q15596 Q07687
O43426 O00499
P48634 P47897
P62330 P32121
P17252 P17844
O00238 O95630
Q13501 Q96GM8
P24941 O00311
P31749 P13645
Q13253 P18075
P13385 Q7L5N1
Q9UDY2 P11171
P49662 P50453
O14718 P36897
P51452 P04085
Q86TC9 O76041
Q9UDY2 Q16625
O15259 Q14315
P42229 Q15303
P84243 Q04725
Q9NRL3 P0DP25
O75791 P40818
P67870 P35568
P0DML2 Q13485
P07948 Q06187
Q04759 Q5JVS0
Q86UW6 Q92793
O14908 Q9H9D4
P17612 P17600
Q5RKV6 Q13868
P41732 Q96QD9
P15036 O95551
P98160 P14543
Q9UBW7 P17480
Q92831 Q9UBC0
Q12933 Q8TES7
P05452 P00750
Q16581 P0C0L4
P17252 P61586
P04080 P07339
Q00403 P05412
Q03113 P62873
O95967 Q9H5Z6
P14923 P32926
P78527 Q8WXE1
P52564 O15264
P62258 Q16635
Q9HCN4 P23025
Q14974 Q06455
Q13438 O95741
Q92831 P14316
P48039 P21333
Q9NZC7 P45983
Q96ED9 Q6ZU52
O00587 O00548
P56817 Q14242
Q6IA17 O60602
Q9Y272 P63096
P28827 P18433
P53355 Q6ZN44
O43497 Q9NRR5
P56693 P20264
O95622 P17612
P12931 O15492
Q5JY77 P21452
O43291 Q06033
Q86TC9 P20929
O14842 P63096
O00308 Q16630
O95218 Q01130
P10828 P10588
Q9UKA2 P63208
Q8WW43 Q92542
P61978 O75525
Q13705 P08476
P56199 P27658
Q8NEY8 P21980
P12931 Q15139
Q92796 P0DP25
Q02241 P68133
Q03431 Q04917
P55916 P63104
P28482 Q07820
P00734 P00488
Q99967 Q92793
P07237 P02452
Q96RU7 Q5RL73
P10398 P27986
Q9Y262 Q9UBQ5
Q86SG3 Q92904
Q15466 P10275
Q13137 O00214
Q7L591 P07948
Q12933 O95990
Q92831 P15172
P27695 Q13547
P14735 P01308
Q09472 P22736
O95983 Q13547
O60880 Q15052
P21333 P13726
P14091 Q92979
P53667 Q9NVW2
Q9H8Y8 P62820
P63244 P17181
O77932 Q01780
Q13363 P48552
O95670 P36543
P17706 Q02790
Q9UJY4 P11717
Q7L590 Q8NHQ1
P07711 P10145
Q15185 Q9UBF2
P07384 Q14494
Q9NPD3 Q92900
Q9UM11 P30260
O75962 P21333
P30530 P22681
P35070 P14780
P36896 Q13596
P08865 P23229
O15399 P35637
Q92597 P83731
Q5T1C6 P31749
P05230 P68400
Q96EY1 Q06609
Q9Y6J0 P49418
Q5JSS6 Q8N0X2
Q04446 P52209
Q9UJW9 P15927
P08047 P15172
Q06547 Q8IY57
Q8NHH9 Q9H0F7
P41240 P49407
Q99935 P02808
Q13643 P28482
P19784 P04156
Q07866 Q13387
P09466 P01023
Q6EEV6 Q99832
Q9UER7 P25445
Q9HAU5 P46777
O75446 Q16576
Q92918 O43561
Q15382 P04049
O95997 P53801
P68400 P42768
Q9NRY6 Q05655
P08754 P08908
Q14134 P08670
P60520 Q9Y4P1
Q9NYV4 P24928
O75475 P51610
Q8IZL8 P04150
Q6ZVK8 O95810
O95359 O95619
Q14511 P16333
Q9HB89 P48645
P19784 P41236
Q86X55 Q92793
Q9Y4K3 P43405
O75444 P01100
Q86X55 Q15596
Q9NQB0 Q09472
O95848 P04049
P53618 P09619
Q9Y2X7 P42858
P14625 Q07954
P14136 P49768
P53778 Q12959
P25025 P30679
P28799 P08246
Q8TEW0 Q04917
P50750 Q15078
O15379 O75081
Q14191 P12956
P35813 O00555
Q9BVJ6 O95257
Q13485 P15336
P50148 P25098
P56748 Q07157
Q8N4C8 P63104
Q01484 P25685
P09871 P05155
Q8IXJ6 Q9UBN7
P24530 P29474
Q01638 P58753
Q92793 P31269
O75925 P12757
Q03135 P16234
O43447 O43172
O75528 Q96ES7
Q71SY5 P49336
Q9GZT8 Q9NTM9
O75334 Q86W92
O60869 P16220
Q00403 P29083
P13646 P08729
Q8WU20 P41743
P50402 O43889
P49286 Q15084
P01732 P04439
Q00403 P10589
Q02363 P35611
P06241 P16885
Q15796 Q969K4
P48736 P29322
Q9Y4K3 O14733
Q13387 Q9BY84
P24941 P38398
Q9P0J1 Q05655
P48307 P03951
Q05516 P20042
Q8TDZ2 Q9H0U4
P63010 Q96CW1
Q9Y6Q9 P61289
P31946 Q96MP8
O95997 P31689
P63252 P21333
P11473 Q15466
Q14511 Q15654
P15927 P49736
Q6UWB1 P45983
O43353 Q9Y4K3
P83369 P14678
P00738 P11215
Q9NQT4 Q9UQ80
Q99759 P62258
P84022 Q13616
P21589 P02751
P30519 Q7L5N1
P48729 P20333
Q9NR33 Q9NRF9
P01282 Q96MT3
P28074 Q99436
P35226 Q03164
Q13562 P54257
Q13541 P06730
Q9UBE0 Q969T4
Q13114 P28908
P49354 P49454
P06239 P15311
P25963 Q13616
Q96HB5 Q15038
P30530 O43639
O43603 P50148
P00734 P22891
P61981 Q6ZV73
P02751 P53420
Q9BXI6 Q15599
Q8IU80 P25391
P21673 Q9H8M9
Q9BQD3 Q96LK0
P21246 Q96SN8
Q9NS87 Q9P2H0
Q8WUF5 P08047
P33993 Q14566
P51959 P67775
Q12802 P28702
O95873 P22607
P48023 Q96RU3
P53350 O43683
P30876 P62875
O95372 Q96GD3
Q92781 P47804
Q9BXY8 P25791
P35606 Q9NTJ5
P19438 P29350
P21675 Q04206
P62308 Q8WXD5
P30279 P46527
Q9Y6B2 P06400
P56945 P98161
P42224 Q8N9N8
P27986 P23458
Q09472 Q15751
Q14940 P49407
Q05513 Q5JVS0
P48039 O00264
O60704 P46091
P09874 P19338
Q8IUX4 Q9HC16
Q15311 Q96CW1
P11831 P29590
Q99961 P85298
Q14847 Q13643
O00238 P61962
Q9BXP5 P57678
Q9H237 P56704
Q02556 P10914
Q9NPY3 P26038
Q8N8S7 Q9P2A4
O43561 P01730
Q9Y478 P54646
Q9HCK4 Q9NRR5
P25445 O14727
Q99956 P27361
P48729 P20309
Q9Y4K3 P02686
P52292 P04637
P45983 P05787
Q9Y253 P12004
O60869 Q13285
O60749 P09619
Q9P2M1 Q13573
O15530 Q8IWY9
P22607 Q86XS8
P11532 P48023
Q00653 Q04864
O75553 P78509
P43405 P40763
P07951 Q9NR12
P43364 Q9Y375
O14920 P35222
O43592 Q00341
P16220 P62820
O76095 P49916
O14795 Q14184
P20340 P24386
Q9BQ95 Q9HCE7
Q12933 Q92530
Q12933 O43734
P57073 P56178
Q9UMD9 Q15149
P16333 P43146
P62942 P00374
Q16849 P62937
P22681 P06239
Q9Y6W6 P45983
Q9H2G9 P61019
Q13467 O75581
P07737 Q04724
P43364 O14832
P26022 P08603
P68104 O60828
Q9UBW8 Q93034
Q8IZV2 P00533
Q15796 P35658
O00499 O43150
Q13368 Q9NYY3
P13521 Q9NRR5
Q08881 P19174
P52292 P07305
P02766 Q15109
Q96M61 Q06547
Q6VMQ6 Q15047
P29350 Q14289
P41587 P18509
P29597 P35568
P17252 Q05193
Q8N2W9 O75528
P48039 Q9HAV0
Q8IVH4 P22033
P49888 Q5RL73
Q96SL8 P36888
P04083 P05787
P45983 P15336
P10275 P03372
P23443 P67775
Q13190 P54920
P49023 P60484
P26599 P57721
Q9H410 Q96IY1
O00590 P80075
Q8WYK2 P05412
P26718 Q6H3X3
P12643 P50553
Q14999 P62877
O15105 Q16539
P06493 Q14643
Q13177 P04049
P32519 Q04864
P14780 P16070
Q92793 P10275
Q9NY61 O43293
Q6EEV6 Q9UJZ1
Q9P2E8 P01730
Q86YM7 Q14643
Q07960 P42768
P16035 P05556
Q9NQX5 Q9BQ66
Q9NPH3 P27986
Q15582 P08572
Q92793 P29590
Q8WTS6 P51610
Q9Y2L1 Q9NPD3
P35858 O75340
Q96J02 Q99962
O14745 Q9H015
P62854 Q969E8
P04626 Q9H299
P53350 O96017
Q03135 P04626
O95477 Q15700
O14924 Q01970
P50750 P10275
P01344 P17936
O14893 P26368
Q9UKY1 Q9H0E2
Q8NC51 Q9NS56
Q9NRD5 Q9NRR5
Q9Y490 P68133
P63104 P04049
O75044 Q9Y6N7
Q9NYJ8 Q9Y6Q6
O75554 Q07666
P17096 P13631
P51116 Q15834
P40424 P17481
P05783 P04049
P20226 P54257
Q5T3J3 P82932
Q9BV36 O00194
Q9BRT9 Q9Y248
P54132 P40692
P35606 P41220
P36406 Q9P0T4
P05107 Q9Y490
P00918 P48751
Q9NZQ3 P16333
O43707 P29274
P20226 P03372
Q9Y5X1 Q05193
Q06190 P53041
Q9NZ52 P20645
Q7L2E3 Q13547
P63279 Q8IVD9
P78344 P06730
O95630 Q9BXJ7
P46531 P48745
P46940 P17612
O95622 Q5JWF2
P06493 O15350
O75379 Q9BXS5
O96017 P38398
P16157 P48751
O60716 P16591
Q9HC77 P18627
Q9HCS7 Q13216
Q16548 Q16611
O43312 P23468
Q9BY11 Q05193
O43896 P31946
Q9Y3C7 Q9H1I8
Q12982 P10415
Q9UJA2 Q14566
O60551 P42574
P13807 P46976
P09564 P09382
Q14520 P53420
P14598 P19878
P10398 P67870
P53618 P48444
P43364 Q9BW11
Q8IZI9 Q08334
Q06495 Q14192
Q9Y6K1 Q13547
Q9NRR5 Q7Z3S9
P24278 Q99750
Q02297 P01133
Q99683 Q9Y4K3
P43364 Q9UNH6
O14810 Q16623
Q99700 Q99962
Q92793 Q96JB5
P33991 P78396
Q13224 Q13554
Q8IW41 P35749
O14757 Q04206
Q09472 Q86WP2
P37198 Q9H8Y8
O15304 P0CAP2
Q9Y5X4 O43186
P17252 Q92686
Q9UPA5 O15083
Q9NYK6 Q15834
Q96IP4 P08572
Q14814 P27348
P42574 Q05513
P19387 Q5T3J3
Q86UL8 P60484
P12931 P63244
Q96D42 Q9NRR5
Q96SB3 Q13009
Q13535 O60934
P83916 Q13185
P16619 O00590
O43293 Q9UER7
P22607 Q92540
O00585 Q9NRR5
Q9Y618 P35869
O60381 Q13547
Q13363 P42858
P53803 P38398
Q13315 Q12888
P15941 P25054
Q8NDB2 Q14643
Q8TEQ6 P62316
P04406 Q8WY54
P00742 P00750
P10515 Q15118
P23458 P26951
P50613 Q01094
P26641 Q14527
Q9Y4X5 Q13393
Q07869 Q05655
P32927 P06239
Q00994 Q12933
Q9H4Z3 P24928
O15371 O75821
P55036 P15923
P24386 P20336
P61981 O75494
P20340 P82094
O14920 P19838
Q16534 Q10586
O43707 Q96QZ7
Q14739 P04553
Q14185 P84095
Q05086 P33993
Q9UJX2 Q9Y3Q8
P25942 Q13490
O00116 O15228
P50458 Q99967
P78543 P31273
P25445 P0DP25
P61981 Q8ND76
P17612 Q13936
P35713 P09429
P30101 P01579
P62879 Q15365
P51531 Q07666
Q13790 P02652
P17787 Q15822
Q9Y3M8 Q86VP1
P19838 P09429
P49137 P26651
P22570 P10109
Q15717 P39687
Q99418 P32121
Q99618 Q13616
P35998 P0CAP2
Q96K83 Q15797
P63151 P36897
O00590 P10147
Q99956 Q16539
P08138 P62993
Q9NPI9 P78508
Q96EY1 P11142
Q05586 P07196
Q86UR5 Q00975
P23528 P68133
P63211 P08100
Q04771 Q8TAI7
P46777 P68400
Q04206 P0DP25
Q92574 P49815
P05783 Q04917
P35869 P06400
P23443 Q15831
Q9UGN5 P09874
Q13702 P11230
O43491 P21728
P11831 P15173
O15525 Q14494
O95292 P23763
P31946 Q99570
Q96A23 Q01082
Q9HCU5 Q15797
P51686 O15444
Q9Y2W2 P36873
Q14563 Q13214
P04179 Q7L5D6
P49795 P04899
Q13315 O43324
P05129 Q99418
P62491 P49768
Q9Y6B2 P14373
Q06124 P48736
Q9NSA3 Q9NQB0
Q96PY6 P49815
Q16659 O14980
P10515 Q15120
P63244 Q05655
Q9UDY2 Q15424
P32456 Q15102
P17676 Q9NSC5
Q12933 P20333
P54619 P54646
P10275 P21333
Q13057 Q9UBS0
Q9UKJ5 Q9BQ66
Q13753 P14543
P01116 P10415
Q14203 O15020
P07288 P03973
O00213 P54253
P30530 Q92529
P08047 P28360
P63104 P57059
Q9NYB9 Q8IY31
P78347 Q15796
Q8IZH2 B2RD01
Q15233 P00918
P45983 P04637
Q9HCE7 P30291
Q01094 P38398
Q15796 Q86TI0
P13501 Q16570
P19525 P04637
Q12889 P35579
P35222 Q86UU0
P33151 P23467
Q9Y618 P14859
Q9Y4J8 Q13425
P05771 P11388
P38398 Q13485
Q9NP87 P12004
P12643 Q04771
P37198 Q9NVV9
P38159 Q14011
Q14289 O60674
O60763 Q15075
Q06830 P58004
O75369 Q6VMQ6
Q5I7T1 Q12809
P68400 P46060
P29275 O95631
P68400 P13349
O15344 O15344
Q14183 P63172
P11021 P01023
Q9C0C9 P04278
P49888 Q13873
P23945 P11387
P46531 Q06330
O75462 P26992
P62937 P06400
Q9NP79 Q7Z6G3
Q9UBB5 Q09028
P42224 Q09472
P21246 Q969Z0
P00533 P52735
Q5VTL8 P61981
P45985 P45984
Q9NPB3 P63098
Q9UL45 P02730
P54750 P0DP25
Q9NZ52 P11717
Q9P296 P01024
Q9H1J1 P49841
Q07666 P08631
Q5VT25 P24844
P54920 Q9BV40
P54259 P98175
Q09472 P84022
O43808 P40855
Q99956 P28482
Q9NZN3 O95721
Q96A83 P50454
Q92624 Q15050
O43559 Q92730
P51843 P37231
Q9BPY8 P11831
O14907 Q9BST9
P10415 P99999
P26641 P20827
P04271 P08133
P49757 Q02156
P10415 P29590
P10144 P42574
P49760 P18031
O00204 P49888
Q15834 Q9P104
O95257 P38936
P27361 P05412
P54257 O00231
Q9Y6X2 Q04206
P32004 P13591
Q96D09 P25021
Q9UBU2 O75581
Q6ULP2 Q9UJY4
P11309 P34896
Q9UER7 Q13573
P13725 P53420
P27448 Q92527
Q7L590 O43929
Q01844 Q96G75
P54819 P04278
P20339 Q8NEU8
O95999 Q9Y6K9
Q15599 Q03431
O00560 A4D1P6
Q8N668 Q9H0A8
P27816 P14635
P50570 Q15811
Q92796 Q8WXI2
P15407 O95751
P50402 Q7L190
Q13315 Q14191
O14786 P49763
P21579 P63244
O14745 P09619
Q9UKA1 P63208
Q06124 P08581
P56693 Q99081
P11309 P29320
O00499 P09467
Q01844 P49327
Q14183 P61764
Q9UMZ2 O75843
P13236 P51677
P11142 Q00613
Q15583 Q13363
P52630 O60674
Q13485 P05412
Q09472 P50549
P29475 P30411
P10276 P50613
Q9BVI4 Q9Y3Q8
Q14654 P63252
P43268 Q09472
P43364 Q52LW3
P60953 P04637
P35556 P55001
Q04771 Q53GS9
Q9Y5U5 Q13114
Q92858 P09429
P40937 Q5T3J3
Q9UPY3 Q15633
P03372 O94992
O75553 Q06481
O76070 P28482
Q12982 P11362
P28799 O15198
P24941 P12272
Q969F0 Q96D59
Q15797 Q13485
P26641 O43261
Q6ZW49 Q8NAP8
O00144 Q99750
O75791 P10747
P30988 P0DP25
P49959 P12956
P10276 P19793
Q96FJ2 Q9NSC5
O00311 P11802
Q9BQY4 O95471
Q9UQ13 P01116
P49841 Q9Y6H5
Q08881 P22681
O43809 P08621
P63165 Q9H422
Q7L8C5 Q9ULB1
P25963 O95163
Q14103 Q9Y6M1
P29350 Q07889
Q9UIS9 O15105
P41235 Q96EB6
Q15154 Q8IYI6
P10114 P36897
P18031 O43561
P48050 O14936
O43463 Q08999
O43929 P24385
Q13347 P03372
Q9NRX3 Q9BXR0
P62310 Q9Y333
O43927 Q99731
Q6IAA8 Q9GZT6
Q15544 P49848
Q99732 Q96JH8
O43278 Q04756
P18509 P32241
P04792 Q96ID5
P60709 Q00839
Q15788 Q15562
Q9HBH9 P03372
Q15047 Q9UN74
Q96NK8 P09429
Q96CW1 P55087
Q96L73 P10827
P12931 O14920
P30203 O00560
Q9ULB1 Q8NFZ4
P52630 Q00978
Q9P2K3 Q8NHQ1
P27658 Q53G59
Q99638 P12004
Q13330 P62993
Q92830 O75410
P07948 P60709
Q9P2Y5 Q9H267
P41235 Q92793
Q16890 P55327
P21333 P14416
P27986 P35568
P28482 Q9P1Z2
O15551 Q07157
P07947 P46527
O60921 O60671
P54259 Q9P2R6
Q9Y618 P19838
P61978 P07948
Q07954 P01009
P49716 P49715
P49675 Q05469
Q04759 P15498
Q9BVL2 P37198
P46109 P29597
P42285 Q15024
P42680 O60674
Q9NWQ8 O14745
Q8WXI9 Q9UBB5
P21246 O76061
Q12860 P06241
Q86TC9 P35609
Q13885 P21980
Q99689 P21246
Q9UBZ4 Q9Y2I6
Q9UQ84 P40692
P38484 P08758
P61981 P35568
P27348 P04264
Q16667 Q00526
P08670 Q96C92
P51812 P03372
P78543 P17252
P35348 P25100
Q9UP95 Q6VMQ6
P00742 P35237
P45983 P35568
P67775 P11473
Q15080 P31146
Q14203 P08670
Q15542 Q6P1X5
O15399 P19022
Q13356 P35613
Q08881 P16885
O43257 P67870
O95819 P20936
P24928 P38398
Q12879 O14936
P11387 P68400
Q9H0M0 P20936
Q15750 P98170
Q96PB7 Q99972
Q92813 Q9Y2K6
O95166 Q9UK41
Q9UBU9 Q9UKK6
Q05655 Q15080
P17252 O00161
O14921 P50148
Q92905 P09936
O95477 Q9NUP9
P04843 Q9NRR5
Q9NR82 O43525
P35222 P55291
P29350 O60674
Q02548 P20226
O14543 Q15370
Q99623 O15379
O94762 Q13472
P02788 P00450
Q99683 P63104
Q99708 Q08999
Q96R06 P06493
P19086 P47736
P49005 Q8WZ19
Q96SL4 Q9NRR5
P43694 Q99593
Q8TC59 Q9NQI0
Q9HB96 Q9BXW9
P56524 P63104
P11684 Q6UX01
Q15119 O00330
O00206 O43187
P51617 P45983
Q05519 P26368
Q14520 Q01955
P16157 Q02094
Q04771 Q9NYS0
P09769 P27348
Q96KP1 Q9UGK8
P49841 P35222
O00311 P33991
O94967 Q96EP1
P04406 P06703
P24941 P61024
O14717 Q9GZR7
Q09028 Q9UK53
Q99583 Q9UH92
Q13501 P51617
P05019 P08069
Q14676 P38398
Q9BV44 O95777
P10144 P78527
P11836 P25942
Q9H2K8 O75460
A5YKK6 Q9UFF9
P48643 O60232
Q99741 Q13415
P27694 P12004
O95704 P05067
P55072 Q14191
P41594 O14924
Q96A23 Q96G01
Q92797 P33240
O95219 Q53H12
Q8NFH8 Q96SN8
Q13114 Q8IUC6
P31946 O75494
P15884 P12956
P16989 P49841
O60684 P55060
P02458 P12643
O75689 P41743
P01042 P05067
P05060 Q99700
Q14766 P17936
P10114 P55196
O75446 Q09028
Q99829 O75340
O94829 P63279
Q03013 Q5T3J3
Q06124 P20138
O00255 Q9UBU7
P09914 O14879
P51153 P36897
Q9Y2X7 Q6P1K2
Q99666 P62826
P01100 P19784
P33897 P28288
P62487 Q01844
Q2QGD7 P55055
P07996 P20908
P10275 P48552
Q9HC98 Q7Z6G3
Q03112 Q13547
P17612 P78348
Q99877 Q9P287
Q8TDC0 P12814
P05129 P35568
Q08380 P45877
P10276 P30041
Q9BV68 Q9Y2X8
Q15744 P35638
P06239 P15498
Q99816 P04150
P03372 P38398
Q99569 O95166
Q9HCN4 Q9UBB5
Q8TEM1 Q15654
P04899 P30542
P48995 Q13873
Q9BUJ2 P55345
P13686 Q96DI7
Q9HAU4 O14544
Q15696 Q01081
O60343 Q96L91
Q9UPY6 P61158
O15399 Q13114
