P15938 Q12354
P29055 P53829
P45818 P25635
P46965 P08456
P38316 P41940
P32528 P40856
Q12033 P52917
P41811 P04385
P16140 P19735
P40352 Q06681
P07703 Q01080
P20424 P38688
P47135 Q06580
P38992 P35723
P46673 Q02630
P19263 P33333
P38623 P04173
P38784 P39111
P32319 Q12446
P38077 P06774
P43321 Q03338
Q12164 P16151
P38764 P32565
Q07350 Q12431
P06843 Q03195
P38217 P20676
P39940 P20435
P25655 P36130
P40460 P33895
P42073 P53538
Q99394 Q04183
Q05778 P22141
P49686 Q12128
P43601 P38814
P39073 P36130
P14680 P54861
P42943 P42841
P28495 P43597
Q03201 P33759
P40465 Q06168
P14904 P38987
P15646 P40055
P17898 P38264
Q12004 P00358
P02829 P06839
P15891 P32381
P02994 P06782
P02557 P53877
Q12138 Q07914
P43577 P41911
P40542 P40422
Q00539 P32605
P38374 P40540
P33322 P38199
P22138 P36070
Q12274 P53238
P52923 Q04396
P53337 Q99190
P38682 P46970
P36039 Q12431
P13902 Q08962
Q06169 Q12402
Q00381 P54074
P22855 P35193
P38249 P38930
P22943 P02994
P53622 P32944
P05453 P05453
P33313 P31539
P49686 P40069
P32807 Q07418
P43321 P36048
P28006 P40187
P38265 Q02732
P39743 P25343
P27895 P33895
P12695 P39108
P38344 Q03862
P39969 P11433
P14724 Q12157
Q02630 P39001
P32902 Q03790
P53207 Q06217
P40484 P38335
P11972 P39016
P32331 P25639
P38987 P43582
Q02630 Q12012
Q06344 P39526
P08518 P27999
P28004 Q12417
Q12349 P47140
P12709 P32944
P41808 P09938
P40089 P06102
P40061 P02309
P02829 P18851
P39743 P40469
P38789 Q08496
P34730 Q00684
P42838 P47079
Q06158 P38353
Q12134 P39743
P25491 P89105
Q02199 Q02932
P53550 Q12176
P38930 P32497
P53879 P34730
P34223 P20676
P14741 P32481
Q12206 P32337
P40054 P39111
Q12306 Q03818
P41835 P41835
P23561 P23561
P47027 P38691
P40094 Q01590
P19262 Q02866
P43577 Q02821
P38633 P32352
P35736 Q05934
Q06344 P02293
P30620 P22147
P35191 Q04437
P38523 P40218
P31384 P39079
P32457 P34244
P33750 P38333
Q12377 O13563
P36520 P38064
P32324 P19735
P22147 P32464
P25297 P53924
P38729 P39083
P15790 P06105
P53867 P38182
P34730 P38195
P87287 P53235
P53045 P08456
P32602 P36075
P53112 P25332
Q06639 P38781
P20449 Q12315
P32366 P46965
P04147 Q04305
P39009 P13099
P47135 P32469
P38992 P38356
P22470 P04397
P22203 P31244
P53238 P53281
P47093 P38074
P38615 P20485
P32582 P06701
P40069 Q00684
P40356 Q12124
P47064 P38153
P11433 P18851
Q06164 P38850
P53950 P38164
P50091 Q04322
Q12365 P19955
Q05670 P30283
Q05905 P47143
Q03703 P53934
P41543 Q99190
P00924 P25569
P53736 Q02630
P53260 P39730
Q08581 Q07457
P34160 P06105
P08518 Q12030
P23179 Q02721
P40016 P53196
Q08215 Q05568
Q12446 Q12464
P43123 Q05541
P07703 P22138
P53093 Q99260
P53971 P53971
Q06208 Q06205
P38894 P47135
P39108 P00830
Q06675 Q12408
P25567 Q06436
P12709 P40555
Q08923 P06844
P22804 P22804
P52871 P31688
Q05580 P40054
P39111 P36108
P07250 P06243
Q03497 P05694
Q04477 Q07350
P42945 P25635
P25580 P35206
P25379 P53949
P53108 P36018
P32337 P38885
Q06629 P21192
P32363 Q12240
P43592 P32502
P40501 P38875
P22139 P23180
P12954 P38953
P38217 P41920
P36084 P09547
P32897 P57744
P08458 P07251
P36010 P06787
Q06677 P17891
P38708 P18851
P32605 Q03782
P36041 P07260
P38191 P40547
P25358 P53048
P53584 P22214
P15790 P36080
P17255 P38262
P20436 P38902
P39946 P00924
P39742 P40515
P53191 Q04660
P47017 P53965
P39108 P04173
Q04599 P36520
P40211 Q12349
P22204 Q12250
Q12099 Q03103
P22276 Q04307
P39970 P53314
P53258 Q06208
P19882 P27705
Q02821 Q08162
P38708 P40856
P53847 Q12745
P34253 P42935
P30771 P47017
P16522 P24869
P47821 P53114
Q02336 P32494
P53632 Q12460
P16522 Q12157
P53281 Q12446
Q00764 P22204
P40693 P37838
P16522 P00830
P19657 P36029
P25294 P39014
P08456 P49018
P38346 Q12365
P53550 P46963
P29295 P38321
P25569 P00830
Q03220 P30822
Q02659 P27705
P32468 P32468
Q12331 P15454
P40036 Q06625
P53305 P33759
P53930 P43572
P25651 Q02892
P40188 P53070
P32790 P40325
Q04660 P15790
P38300 P32529
P39743 Q12034
P14741 P40364
P19882 P38883
P53622 P34221
P48510 P32565
P35182 P00830
P40040 P35691
Q12349 Q04964
Q12464 P53196
P50273 P53540
Q01163 P28817
Q06208 P40533
P31539 P22696
P40512 P06103
P37838 Q12176
P47037 P02309
P40045 Q03088
P19882 P39081
P53894 P09232
P22137 P26188
P53267 P38283
Q06821 P21771
P25491 P32464
P47003 P32621
P38286 P25297
P08539 Q03981
P24869 P38769
P15807 P06787
P40095 P27637
P53267 P53168
P53833 P32569
P36118 P36068
P36166 Q08729
Q12248 P53168
Q12365 P38987
P26188 P04385
P40339 P25303
P40463 P39932
P40457 Q06142
P53177 P06777
P17255 P13434
P32585 Q12124
Q12483 P29055
P38042 P09798
P47822 P25344
P04817 P41543
P16151 P38286
Q02931 P40362
Q04660 Q02892
P05150 P47068
P16151 P41544
P28519 P06839
P42945 P37838
Q08096 P38333
P40693 P36160
Q03900 P20676
P38929 Q12255
P32457 P40073
P49687 P32337
P53201 Q03433
P40087 P26448
Q12024 Q07623
P20967 P11745
P47154 P35206
P22336 Q04740
P15790 P34730
P30624 Q05934
P34078 P38333
P00128 P39742
Q06568 P39968
P06787 P43588
P39077 P53197
P20676 P40368
P00924 P32911
O13543 P15380
P09457 P30902
P14742 P38330
P12385 P38272
P28006 P40317
P53883 P36049
Q03897 P13711
P02994 Q06640
P40971 P40956
P41817 P19812
P32610 P38217
P00924 P19735
P47135 O13579
P43605 P15873
P07260 Q07623
P36151 Q08754
P43588 P43593
Q12300 P25659
P35179 P32476
P35723 Q06644
P17709 Q12380
P39935 P12962
P33333 P17555
P47050 P43545
P08153 P52918
Q12328 P47045
P25569 Q02630
P45819 Q02630
P27999 P40018
P40076 P36108
P32605 P08465
Q12057 Q02574
P07251 P22134
P40020 Q04305
P33299 O13563
P32354 P24279
P22137 Q04437
P50105 P25655
P32599 P14540
Q06409 P13902
P04385 Q06834
Q07438 P43577
P53394 P15365
P53313 P53877
P38120 P32902
Q00916 P38074
P28496 Q12181
P19659 P25648
P40016 P38310
P40078 P39744
P22579 P38144
P38204 P47132
P57743 P38203
Q02630 P40523
P40971 P32902
P12709 Q08817
P40450 Q05080
P40089 P47017
Q02784 P46997
P25502 Q12513
Q07350 P53599
P38692 Q08817
P32496 Q12510
Q06344 P25635
P24583 P04147
Q08278 Q99278
Q04199 Q12191
Q08387 P20967
Q03305 P38316
Q03629 Q12349
Q02630 Q99383
Q02821 P53859
Q12175 P40356
P32505 P49686
P38231 P08018
Q06410 P46956
Q12168 P32793
P38144 Q03435
Q08920 Q00539
P29468 P47061
P32504 P32504
P32639 Q02775
P25655 Q12514
P34217 P39707
P25293 Q12263
P40055 P22147
P25693 P08153
Q12142 P35724
P32366 P36169
Q12349 P22804
P43619 P43619
P36057 Q02795
Q02821 P39534
P16661 Q07824
P00924 P53732
P38333 Q07381
P32769 Q06199
P52917 Q06263
P16658 P40971
Q02821 P53755
P38996 P32588
P11978 Q02821
P40038 P15992
P41808 P43568
P32911 P12709
P15705 P31384
P32803 P47154
P06701 P02293
Q07350 P00924
P20967 P25646
P32610 P08458
P38822 P53219
Q06628 P53271
P53914 P53254
P39743 P00830
P36520 Q06630
P38112 P35207
P35729 Q02629
P47172 P40087
P38348 Q12373
Q08213 P32469
P53145 Q12522
P40206 P25623
P32495 P33322
P30822 P53297
P39954 P40565
P15992 P22204
P35189 Q06697
P26755 P32861
P32581 P25491
P19882 P38217
Q08723 P30657
P47083 Q12136
P25299 Q03835
P38615 P25293
P35723 P23968
P15019 Q07350
P47135 P47050
P34077 P14306
P36006 P38822
P12709 P39940
Q07865 P33317
P53933 P33338
Q04437 Q08236
P14741 P00937
P04385 Q12510
Q03533 P12904
P50079 P41338
P38201 P36130
P53253 P32618
P40217 P41811
Q12749 Q02821
P33306 P13902
P47135 P20053
P22216 P32447
P08566 Q12464
O13539 Q08118
P06839 P38147
Q07362 Q06675
P39742 P12866
P06774 P46970
P25046 P34162
Q04049 P41940
Q12460 P40991
P16649 P02309
P18239 P06843
P53954 Q12402
Q02821 Q04429
P11710 P53950
P02557 P40054
P25342 P25342
P38779 P04147
P47035 Q12136
P23644 P28795
Q12464 P38930
P19262 P20967
Q06640 P04385
P36077 P27999
P40547 P25569
P38789 P06843
Q02629 P52593
Q03862 P32601
P36049 Q08746
P25491 P42841
Q12298 P12611
P21524 Q04964
P07272 P27351
P16474 Q04477
P32366 P39107
P32807 P07251
P15565 P40582
P52488 Q06624
Q02629 P38989
P33122 P13902
Q12223 P25694
P07703 P28000
P36108 Q12349
P38708 P38217
Q03761 P50105
P38261 P19658
P25588 P24482
P36049 P38779
P38885 P16474
P47040 P38264
P40546 Q04847
Q01477 P53741
Q04675 P23542
P25635 P53914
P35203 P40969
P22137 P07703
P39935 P34160
P53934 Q03935
P38283 P47134
P40159 P38316
Q6Q547 P33322
Q08287 Q00582
P13393 P29055
Q12021 P04385
P04173 P36068
P25642 P36520
P17157 P08431
P32565 P22696
P26448 P32457
P36032 Q03455
Q06678 P38064
P07259 P38629
Q04511 P04387
P08458 P46970
Q99257 P36102
P40325 Q12242
P06786 P25644
P23059 P47093
P53883 P02994
P32605 Q06205
P32588 P40573
Q04183 P36149
P38822 P35193
P38932 Q04338
P50944 P25358
P27999 Q04005
Q12292 P25378
P19735 P32599
P38957 P38751
P22215 P38993
P07260 P08431
P25491 P17214
P53265 P40971
P38123 P39706
P38822 P43605
P24583 P33767
P32453 P07251
P54860 P25694
P30822 P39523
P53979 Q02574
Q12754 P53861
Q06266 Q07987
P06786 P06786
P22211 P04173
P38764 P33299
Q03330 P02309
P29496 Q12306
P04050 Q12102
P22203 P17255
P32190 P14741
Q02821 Q06169
P32502 P38708
P38146 P53108
P50875 P38811
P29295 P02557
P35723 P38356
P53739 P19882
P40054 P40051
P02994 P40354
Q12171 P30822
P38348 P32602
P46947 Q07930
Q02574 P48581
P16140 P38129
P38789 P37838
P06839 P38299
P39001 P07249
P32367 Q12308
Q12424 P16661
P32381 P31539
O13547 Q08271
P07256 P41808
P40075 P35845
P36000 Q02821
P26188 P40364
P53201 Q06337
P53082 Q07825
Q06096 P40094
P47135 P41910
Q07478 P40302
P15992 P41735
P27692 P38431
P35691 P40055
Q07732 P39734
P48439 P46964
P38843 Q04697
Q04368 Q06410
P32892 P38789
P12709 Q02821
P36047 P35191
P14904 P19262
P39968 Q06628
Q04053 P53093
P32787 Q06436
P07256 P28320
P29468 P39927
P02293 Q07381
Q08285 Q05636
Q03433 P32366
P38842 P43682
Q12692 P35817
P18239 P41800
P09201 Q00582
Q05934 P25042
Q03388 Q12692
P40540 P36039
Q12754 P33322
P19735 Q00764
Q02630 P35727
P34162 P04386
P48234 Q07623
P39551 Q07824
P39076 P28241
P40364 Q04149
P09119 P07834
P53728 P47128
P89105 P43639
P38257 Q04149
Q02821 Q06142
P09959 P39678
Q02866 P53633
P40106 Q08956
Q08962 Q08496
Q12071 P39904
P53918 P53745
P15992 P47113
P38352 P09232
P35191 P08458
P32259 P19263
P54839 P36070
P53933 P32944
Q12321 Q08278
P02829 P32641
P53877 P39014
P38920 P25847
Q06168 P06777
P14922 P27705
P02557 P39108
Q03690 P39729
P15790 P32558
P40164 Q07732
Q04411 Q04411
Q06205 Q04660
Q04149 P05150
Q12158 P32908
P34730 Q06208
Q04964 P07246
P07251 P26755
Q12377 P40327
P38326 P27999
P47135 Q07987
P38707 P19735
P41812 P38291
P40073 Q04746
P35718 P36121
P38164 Q06668
P38867 P40956
Q12248 P36131
P40055 P32479
P53322 Q02725
Q04712 P36064
P32608 P34730
P36160 P39744
P50104 P08153
P38821 P38821
Q08273 P02557
Q05024 P25454
P28320 P36010
Q08214 P25344
P13856 P11433
P38316 P20447
P35718 Q12508
P38217 P12709
P36094 P53865
P40303 P23639
P10849 P19736
P41811 P09938
P12709 P26188
P39009 P10127
P22354 P31334
P40956 P32350
P40956 P40473
P39965 P38274
P32499 P52918
Q06148 P37263
Q00776 Q02721
P53919 Q6Q547
P25389 P32468
Q04437 P04840
P45976 P42841
P53933 P38691
P15790 P38930
P00927 P38288
P53267 Q02721
P35723 P32837
P40958 Q12449
P36006 Q08673
Q12233 P29055
P38264 Q04651
Q06032 P25454
P29468 Q06224
Q99189 P48837
P38772 P29055
P33895 P47037
P38959 Q08951
P47128 P25808
P38843 P38286
Q06675 Q07535
P16140 P25343
Q07732 P32494
P46944 P38334
Q06208 P25693
Q03768 P39729
Q06102 P39927
Q03655 Q12164
P32790 P39743
P25644 P40089
P25336 Q03834
P10823 Q08886
P52891 Q02199
P34730 P48566
P33895 Q03954
P40020 P17123
Q02774 P50944
P34078 P29295
P41896 P41895
P06778 Q12223
P34240 P33335
P47135 P40519
P32565 P53323
P38843 P47154
P33322 P25635
P39990 Q12176
P17157 P02829
P20434 P34087
P53622 P21268
P32490 Q06160
Q02774 P32837
P38229 P28006
P32581 P39076
P29295 P38879
P19882 P38953
P32844 P32945
P25491 P32381
P38346 Q12309
P33892 P38817
P48582 P57743
P19358 P53933
P40018 Q02260
P12709 P39735
P40348 P38877
P46655 Q00246
P47047 P38996
P07251 Q06001
P38144 P43609
Q12176 Q02685
P35194 P53927
Q03818 P48361
Q12100 P53209
P22213 P54005
Q06629 P12753
P04807 P39009
P28320 Q12046
P15790 P40057
P38987 P39676
P38729 Q12445
Q04748 Q03897
O13555 P32569
P32571 P32569
P20053 Q12420
P46680 P17555
P87282 P47135
Q12402 Q12164
P38182 P40344
P43609 P48743
P36068 P25566
P53301 P40971
P48363 Q04493
Q03655 P36057
Q00684 P30902
Q01159 O13297
P53879 P14540
P19658 P32855
P38265 P38907
P38286 Q08929
Q03407 P05986
P38633 P47822
P53323 P12695
P12683 P33767
P25298 P39081
Q03862 Q08004
P46682 Q12241
Q12024 P20424
Q05787 P53181
P51862 P53917
P53742 P32639
P27825 P07807
Q04964 P18239
Q08955 P37302
P23724 P23595
P22213 P22214
Q00764 P25646
P39715 Q04175
Q12006 P53045
Q04149 P38911
P38993 P53337
P38880 P53143
Q06208 Q05905
P40896 P53259
P40960 Q04748
P25491 P39014
P41940 P06774
P53835 Q12445
Q12349 P53272
P36095 P36095
P38822 P47003
P34161 Q06208
Q04659 P40045
P39743 Q04149
Q03790 P47042
Q08237 P06104
P11972 Q06696
Q02574 P38827
P22137 P38272
P32497 P38237
P07276 P07259
P32601 P04173
P32600 P40061
P17709 P12962
P33322 P31539
P05986 P32565
P38987 P07257
P25358 P46961
P32610 P25344
P47075 Q03289
Q08601 Q12329
P47054 Q05080
P38692 Q7LIF2
P25358 P15367
P05374 P38227
P32608 P53914
Q05498 P25491
P22134 P22147
Q12163 P08018
P40326 P47135
P36094 P32380
P32569 P38727
P32497 P38431
P47135 P38244
P38288 Q12374
P22224 P11433
P38217 Q03497
Q08278 P47822
P32873 P54786
P40971 Q04121
Q00362 P16521
P32787 P41800
P38217 P04821
P38203 P15703
P25693 P36108
P32259 P40958
P32337 P40495
Q12030 P35189
P23595 P08518
P40856 Q12199
P53622 P36520
P32324 P32797
P53883 Q08004
Q12216 P47068
P38149 P32074
P38208 P38291
P22579 Q00916
P08417 P19882
Q03690 Q04437
P0C0W1 P27999
P19882 P39110
P15790 P38779
P38217 Q00916
P07248 P53622
P22141 Q12250
Q03254 P25646
P47079 P21304
P40850 P14741
Q99314 Q02630
Q06139 Q00772
P27614 P25604
P14680 P07149
Q06208 P04786
Q06127 Q08729
P51601 P22515
P47135 P38879
P43597 P33890
P40094 P32074
P00729 P32915
Q02892 P39723
P38264 P38992
P53073 P36039
P19735 P22515
P14064 Q02516
Q12092 P06774
P40054 P38142
P07256 P41735
P32597 P11633
P53168 P38283
P25385 P00724
Q04437 P53742
P47019 P38344
P43619 Q06142
P41913 P53115
Q03655 P25340
P16861 P38882
P15315 P34110
P22543 P22219
P46655 P32911
P16140 P38989
P36160 P06843
P09232 Q12223
P32628 Q02890
P32910 P47076
P04147 P04786
P53728 P38633
P27999 P34087
P38826 P32833
P47822 P25046
P53633 P38842
Q05635 P53323
P08018 P05150
P05694 P25569
P10823 P53130
Q12096 P47017
P53156 P53622
P53058 P36108
P53244 P43639
P05318 Q12206
P42945 P40362
P53136 P53927
Q05543 P40070
P38989 P32908
P38285 P32527
Q12265 P38615
P12709 P53196
P17709 P06843
P16474 P25615
P41940 Q04149
P20459 P12754
P33313 P00830
Q05949 P20486
P40582 P54074
Q03435 Q12345
P32494 Q03280
P39727 Q04651
P32609 P36018
Q01159 P32497
P53156 P07149
P28274 Q08911
P32558 P89105
P53254 Q07897
P12709 P40354
P38633 P40353
P39940 P12695
P22515 P04385
P07236 Q04431
P22204 P00830
Q04748 Q03714
P07251 P22135
P26188 P08067
Q06217 Q05900
Q02979 P15790
P47135 P53211
Q12306 Q02821
P39984 P38348
P25297 P08458
P48362 Q12349
P38270 P17255
Q12445 P40548
P38286 P32353
Q06410 Q12125
P29295 P40482
P38064 P32591
Q06224 Q04307
P38888 P38707
P22147 P53632
P16474 P40565
P25491 P06243
Q02821 P04076
P32578 P38822
Q12310 P25651
P38890 P53968
P33317 Q02866
Q99325 Q12527
P32606 P53861
Q03048 Q06440
Q07623 P04147
P04050 Q12030
Q03862 P38861
P53040 Q04839
Q06103 P38886
P49018 P22215
P41811 P22804
P25296 P27999
P38356 Q06451
P53301 Q12154
P41896 P27999
P53622 P38708
P10080 P14291
P38822 P33419
P47146 P40054
Q12270 P38815
P19659 P38782
P32828 Q07084
O13550 P47135
P16151 P38264
P36521 P32569
P39113 P39113
Q04934 P53165
P47171 P43601
Q00916 Q00539
P35189 Q12297
P13902 P02309
Q03655 Q06451
Q12372 P46996
Q05946 P53388
P07248 P32381
Q12071 P47061
Q04603 P27344
Q04433 P07257
Q12192 Q02795
P02309 Q05359
P47106 P47135
Q08444 P40160
P02994 P20484
P35728 P45976
P14741 P09032
P47082 P47128
Q12522 Q07623
Q02821 P49686
P12754 P32502
Q00539 Q01560
P33754 P40350
Q12102 P53538
P46677 P38129
Q12461 P32366
P52488 Q12306
P47135 P33311
P40567 Q08729
P38353 P35723
P18888 P53628
P25385 P53622
Q03957 P25694
P20606 P06243
Q12018 P35182
P16140 P38011
P40352 P32316
Q12018 P07251
P32529 P20435
Q08387 Q12024
Q06216 P32366
Q00764 Q04437
P38987 P39534
Q06135 P07283
Q9URQ3 P47058
Q04675 Q02642
P02557 P38153
P38146 P53093
P40573 P17106
Q06675 P53223
P22141 P23724
Q12038 P07703
P14904 P39731
Q08058 Q12349
P16861 Q04964
P16474 P08018
Q08964 Q04177
Q03660 P32806
P18409 P23644
P53277 P21374
P49089 P38821
P53202 Q08273
P40364 P41318
Q06436 P16140
P32911 P38764
P04385 P06782
P36000 P09440
P38356 P40350
P40023 Q06675
P17709 P06774
P07703 Q12425
P39938 Q02574
P33203 Q12186
P22203 P14904
P40040 P21592
P38291 P53833
P40573 P32908
P47149 Q12267
P38340 Q03305
Q12447 P38217
P39076 P16658
P41811 P49573
P47122 P53323
P52918 P52593
P38842 P39704
P38987 Q03690
P38147 Q04839
P10080 P40055
P39076 P21304
P41896 P22139
P34730 P43638
P04817 Q08811
P31380 P47017
P33202 Q00776
Q12030 Q03761
P25301 P47065
Q12181 Q12321
Q03177 P32573
P40340 P22216
P39076 P53197
P36161 P48837
P40025 P10869
P25359 P53256
P38785 P39011
P15992 Q99181
P10507 P11914
P53864 Q08962
P38316 P38698
P17967 P19735
Q02821 P47027
P38011 P39935
P38902 P41896
Q03935 P38129
Q12499 P15646
Q04053 P47057
Q12091 P32776
P36096 P40091
P32591 P22082
P02994 Q07350
P38065 Q00381
P43549 P46961
P33296 P40069
Q05946 P04840
Q08974 P40047
P39723 P46675
P32849 P52490
Q08746 P36113
P46655 P46672
P40354 P31539
P38842 P14906
P19658 P32844
Q99190 P53045
Q01560 P32319
P25371 P38286
P38310 P39993
P32447 P40513
P47128 Q12378
P32600 Q08236
P39704 Q03532
Q06632 P42841
P10862 P38203
P07248 P53043
P32776 P53271
P47083 Q05498
P38724 P38837
Q12377 P33299
Q04693 P54999
P35178 P32366
P46983 P39083
Q12250 P40016
P53297 P47058
P06738 P53550
Q12444 Q12136
Q05930 Q12018
P39073 P06782
P53064 P38351
Q00776 P04147
Q12102 Q12102
P24719 P25694
P38737 P43588
Q04746 Q06179
P25293 Q12152
Q12020 Q12020
P47135 P04803
Q06675 P35201
P10964 P25694
P36013 P41808
P33329 Q08438
Q06410 P40573
P39937 P40987
P22216 P38691
P25694 P39729
P38814 P53735
P30822 P53892
P53862 P53862
P38331 Q12024
P02829 P22336
P06839 P38764
P53114 P32570
P31378 P05150
Q12343 P25046
P04173 P38147
P36103 Q02821
P22803 P38885
Q12306 P14291
P38840 P24719
P09547 Q12406
Q07963 Q04660
P32618 P29366
P27705 Q08208
Q07350 Q06490
P40970 P38708
P39001 P35193
P41821 P38836
Q04437 P08566
P47135 P16387
Q05568 Q05568
P19882 Q12083
Q03702 P40851
P40495 P41811
P31381 P38842
P34730 P32641
P00424 P07255
P09624 P32898
P48837 P35729
P36108 P39973
P38959 P27801
P38203 P12611
P20134 P47821
Q03956 P52286
P15315 Q04233
P32569 Q03935
Q02629 P30283
P40069 P38310
P47149 P32908
Q05359 P47135
P29295 P38523
Q02793 P38885
Q05583 P39967
P02309 Q04199
Q05911 P38148
P09938 P32447
P04385 P04173
P36160 Q12176
P43639 P40991
P22211 Q04748
P14742 P32776
P38203 O14455
Q00246 P41940
P32776 P40512
P34240 P06787
P35177 P53040
Q06675 Q07865
P35207 Q02793
Q04087 P25651
P53173 P38264
P04840 P41800
P53632 P38881
Q12692 P38811
P39731 Q02199
Q03862 P53927
P22214 P32074
P26343 Q12318
Q12255 Q07468
Q08208 P20448
P19262 P09624
P14284 P38927
P40160 P53235
Q12102 Q06102
Q06593 P38286
P27801 P02557
P32528 Q08273
P53168 P25043
P15873 P15873
P32912 Q12241
P22137 P17891
P39705 Q02821
P39969 P29366
P47079 Q12347
P32367 Q06339
P33299 P38316
Q02774 P13134
P22137 P40495
P15938 P47120
P21264 Q06821
P16474 P32863
P26188 P36016
P48234 P15790
Q03433 Q08754
P14907 P36516
P19882 P25342
P53168 P32610
Q12349 P40169
P23900 Q03322
P47079 P15790
P17123 P32569
P32581 P00830
Q12309 P38241
P40070 P40018
P36160 P40010
P38079 P25568
P28320 P32481
P36160 Q12272
P39083 P48562
Q04638 P05150
P32915 P00724
P40460 P38990
P53064 P89105
P38011 P06103
P87271 Q06675
P32529 P38958
Q01454 P28519
P38339 P32468
Q12110 P80667
P00924 P53011
Q01454 Q06695
P40055 P42945
Q02630 P21373
P14724 Q12473
P40493 P47135
P32497 P38249
P25694 Q05583
P38968 P02400
Q12300 P46972
P04147 P13902
P32861 P06701
P13663 P39009
Q02794 Q05027
P53313 Q12522
P22216 P35209
P38164 Q08496
Q02336 P04386
P39935 Q08920
P35817 P52286
Q00916 Q08920
Q03233 P29055
Q04839 P32505
Q02774 P46961
P32432 P19882
P39011 P53012
P32793 P36125
P22579 P39001
P30822 P53550
P36000 P32337
P40208 P38191
Q12349 P38304
P02309 Q01159
P53335 Q02979
P08678 P17442
P40077 P54786
Q04217 P25586
P40339 Q08949
P32494 P38129
P35206 P32386
Q04199 P13712
P12954 P40567
Q12440 P16522
P32588 P43321
P38334 P34162
P40089 Q06406
P37366 Q05934
Q99189 Q02630
P40339 P38877
P08518 P53323
P40164 P38691
P06701 P00830
Q06204 P53050
Q12333 P43554
P46677 Q12297
Q08962 P40991
P47038 P53267
P22579 Q08032
Q06224 Q08685
P07342 P25342
Q04338 P47135
P38169 P35197
P22137 P43597
P40557 P40445
P25559 P38877
P34730 P12904
P28496 P38356
Q12216 Q12306
P40523 P32873
P12709 P53243
P40345 Q04675
Q05874 Q12026
P38987 P27636
P32833 P54791
Q02939 Q3E7C1
Q12186 Q02875
Q02630 Q06385
P38205 P50089
Q03063 Q07732
Q12379 P25303
Q05948 P39977
Q12311 P38343
P12868 P53129
P38930 P89105
Q00772 P38590
P07259 P24719
P53195 Q06208
Q02931 P53254
P10080 P38217
P53233 P47028
P38931 P06100
Q92331 Q92331
Q04632 P53843
P36006 P32381
P15938 P37366
P38272 Q04373
P36062 P38264
Q12339 P47083
P22138 P32529
Q12330 P54999
P32776 P14904
P38931 Q12124
P52286 Q05947
P52918 Q03973
Q12522 P53973
P33767 P47154
P47027 P52891
P39931 P32621
P53930 P38806
P13259 P41811
P07342 P33322
P46655 P38903
P11709 P28743
P32457 P04173
P40079 P53168
P16387 P25646
P38194 Q08004
P32908 P32908
Q99181 P19358
P38304 P19659
Q04217 P25635
P04173 P25644
P25623 P47161
Q04749 P53060
P32797 P32797
Q12024 Q12522
P35729 P36161
Q02804 P53310
Q08729 Q99332
P28241 P47073
P23561 Q06160
P27999 Q06834
P39516 P53959
P52892 P38285
P53043 P34730
P25454 P39955
Q12216 P04821
Q12440 P53068
P43601 Q12418
P53927 P53313
P40068 P27999
P00560 Q12377
P39743 P33338
P40218 P08425
P30665 P53091
P48362 P33313
P41807 P32610
P32527 P22209
P53549 P38886
Q04338 Q03322
P38121 P13382
P38185 P11710
P53550 P47017
P40202 P40202
Q03957 P25567
P36107 P25639
P38264 P53918
P53538 Q01329
Q03195 P38431
P06243 P25620
P34760 P38968
P53923 P38820
Q03782 Q02821
P19524 P47149
P47135 P53965
P46674 O94742
Q03921 P32873
Q12164 P53633
P38987 P00812
P38112 Q03690
P38348 P40956
P39929 Q12483
Q12136 P53060
P15705 P31539
P32562 P40069
P47101 P53181
Q04792 P47017
P15992 P40555
P22804 P40509
Q05016 P39009
P26343 P53973
P36520 P40010
P38817 P22137
Q00916 Q12033
P47085 P38696
Q02629 P52918
Q06078 P25586
P40463 P40960
P47037 P47079
P53323 P30822
Q03655 P28496
P43615 Q12349
P06786 P40328
P04037 P38274
P25344 P32854
P17709 P53333
P53242 P36068
Q03673 P17119
P40018 P47135
P53313 P36160
Q12277 P38792
P38339 P38339
P40160 Q99216
P35210 P35210
